,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20091231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,838723044.84,533977366.19,214306601.30,1100207475.09,1145353267.40,754827087.85,600871710.90,3904985302.41,2480321094.17,1549799791.52,446146653.73,2033129339.89,916995785.74,561372430.19,185845598.15,550431123.86,365444686.07,250718913.71,131123101.50,488287062.89,324741522.62,247414324.12,109895508.43,288062044.75,206837587.33,148662232.54,75216473.41,484654170.23,373439512.48,274183916.30,120969861.88,402935906.06,255503858.43,192009790.97,96829097.54,335765138.70,241955518.79,0.0
2,营业收入,838723044.84,533977366.19,214306601.30,1100207475.09,1145353267.40,754827087.85,600871710.90,3904985302.41,2480321094.17,1549799791.52,446146653.73,2033129339.89,916995785.74,561372430.19,185845598.15,550431123.86,365444686.07,250718913.71,131123101.50,488287062.89,324741522.62,247414324.12,109895508.43,288062044.75,206837587.33,148662232.54,75216473.41,484654170.23,373439512.48,274183916.30,120969861.88,402935906.06,255503858.43,192009790.97,96829097.54,335765138.70,241955518.79,0.0
3,二、营业总成本,1339338480.60,842974929.50,356193193.54,3643976074.67,1845153403.20,1147434497.39,642157750.48,4114977269.77,2404847060.34,1519563961.88,446019007.18,2018448100.77,949017175.08,573283708.22,189310794.73,559252991.90,373562369.76,253796374.82,129230150.57,482201405.18,328316285.19,247247371.00,115428085.95,342346933.66,242975082.21,165993211.99,83512663.46,439879390.68,339284431.27,246588214.02,108961045.11,358027395.61,228302097.03,168148275.85,87049043.74,292833910.15,211331767.30,0.0
4,营业成本,768495361.57,472990625.22,199897867.34,1207221482.15,1089647110.88,669472073.02,453444327.33,3102823729.90,1871498524.17,1181797622.62,331320839.95,1563098163.52,715530941.88,439286837.90,139677562.73,435149979.26,293706432.54,205209095.17,110957303.39,390560576.71,260220431.33,200405758.41,90147908.38,235585999.61,165948740.23,116052428.61,58027442.20,353397773.66,275818158.83,203690826.71,88092814.19,293786458.10,184915042.17,138730408.23,70515374.15,238674581.33,181093397.20,0.0
5,营业税金及附加,4851812.10,3362976.99,1567117.93,19643961.33,12107194.46,9723067.71,4921829.63,33601707.26,23970409.09,16895187.69,7143870.73,20895469.90,10745442.65,6945768.35,2378587.21,3352656.31,879366.34,519435.68,420776.41,2104145.39,1537029.88,1106933.33,369304.27,2228277.70,1075328.64,793931.84,480757.56,1918075.50,1567384.48,1373934.00,677410.38,1928813.74,1140324.76,845841.38,500051.72,1622176.01,993045.30,0.0
6,销售费用,77108530.99,50983990.78,24493075.45,195373391.79,82944032.63,55698116.63,26245681.51,143742515.15,75658882.55,49686477.05,22635378.45,91416540.48,58335097.14,35332185.82,13155036.19,34203783.00,27576124.43,17098729.60,4676217.62,25702739.16,17832842.21,11960350.80,5524378.77,26155277.30,20036219.36,13337970.51,7425210.19,22372797.83,17261827.33,10967628.81,4622245.67,13267780.01,9928116.73,6598321.55,3376619.14,11885397.14,5469417.54,0.0
7,管理费用,206489545.29,133847045.57,62157527.32,471781900.03,276075083.06,216539024.14,82188917.06,395413999.90,233704325.39,154371620.63,52377696.61,242716492.29,119454952.14,72049108.22,27968179.48,76721918.36,47559844.71,30181829.65,13383456.53,50478426.88,41270331.40,27818703.89,15018169.27,65639399.80,47051507.89,31553927.76,14387323.30,54023072.55,37233405.71,23950831.22,12677160.73,36687593.48,23363970.33,15561730.78,10043906.95,32343669.50,19703190.77,0.0
8,财务费用,228096093.82,156370313.78,71649195.65,354115405.45,189874890.45,141217067.08,74846910.38,273365737.54,175328945.14,105860490.21,36132134.05,86309628.03,44104260.65,18292174.80,8036714.39,10072724.59,4561734.49,1569277.68,549748.53,12476235.94,7366055.02,5212053.27,4229230.03,12694474.30,8998729.84,4331681.88,3261264.74,7803549.75,7163392.73,6437097.34,2891414.14,12261395.98,8921667.38,6372621.91,2613091.78,9187692.85,4181620.68,0.0
9,研发费用,54297136.83,25419977.16,13356907.33,193437760.28,120959736.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,-16928497.48,1202402173.64,73545354.99,54785148.81,510084.56,166029580.02,24685974.01,10952563.68,-3590912.61,14011806.55,846480.62,1377633.13,-1905285.27,-248069.62,-721132.75,-781992.96,-757351.91,879281.10,89595.35,743571.30,139095.23,43504.95,-135443.75,-76728.61,-69334.53,364121.39,240262.19,167895.94,0,95354.30,32975.66,39352.00,0,-879606.68,-108904.19,0.0
11,公允价值变动收益,78351.46,50182.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,-5034703.85,11455812.42,1020840.85,-6878107.47,3624036.16,-4411215.69,45264.41,-23568248.45,-19380465.45,-15694021.85,0,23410693.51,19227762.44,19227762.44,0,-761415.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,-835069.63,-588635.10,996863.04,-13058201.59,0,0,0,-25285959.07,0,0,0,-2922947.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,-487641090.30,-283272140.21,-135775260.27,-2559415224.59,-657740895.46,-362353736.86,-17760994.04,-222236875.08,56093568.38,14541807.79,127646.55,38091932.63,-12793626.90,7316484.41,-3465196.58,-9583283.35,-8117683.69,-3077461.11,1892950.93,6085657.71,-3574762.57,166953.12,-5532577.52,-54284888.91,-36137494.88,-17330979.45,-8296190.05,44774779.55,34155081.21,27595702.28,12008816.77,44908510.45,27201761.40,23861515.12,9780053.80,42931228.55,30623751.49,0.0
