,报表日期,20190930,20190630,20181231,20180930,20180630,20171231,20161231,20160630,20151231,20141231,20140630,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1600719433.06,926597438.65,1777028976.97,1247534150.69,717335175.63,1474804842.50,1281978286.90,486130343.26,952641261.35,800713305.26,309676413.63,634346131.36,426904957.33,298342893.64,0.0
2,营业收入,1600719433.06,926597438.65,1777028976.97,1247534150.69,717335175.63,1474804842.50,1281978286.90,486130343.26,952641261.35,800713305.26,309676413.63,634346131.36,426904957.33,298342893.64,0.0
3,二、营业总成本,1246343585.07,738287257.17,1391399154.73,921440382.00,543426838.71,1115310812.42,954149073.49,362120407.25,740211632.41,635170536.50,239481325.15,495772207.76,334800024.73,238408563.98,0.0
4,营业成本,953420669.49,562963423.72,1024196477.30,706672979.86,403943661.33,827502381.03,719907470.38,267589060.66,564345840.74,473932250.58,174821265.10,379163504.86,243000193.16,181974982.85,0.0
5,营业税金及附加,11262270.35,6214900.09,14942984.46,10806724.52,5866387.73,13112423.59,12045282.01,3754883.21,7714626.81,6454916.45,2637494.51,5138504.91,3823325.12,2237061.60,0.0
6,销售费用,133193879.51,78338186.15,143717816.40,91698264.13,58759292.24,119855285.29,95236350.27,32193772.81,66746457.39,53594227.15,21299833.44,36881723.96,30374637.64,19635048.10,0.0
7,管理费用,71741558.15,41565812.57,76987634.99,50928173.89,31054075.32,69132081.15,62067352.05,46807117.77,86928478.29,85619956.91,32238163.73,66341876.90,58539206.29,32053869.78,0.0
8,财务费用,2863288.69,2032953.02,8168858.97,4003792.46,6616596.88,8219695.52,2623012.41,281233.20,8049254.98,5584536.61,776440.25,2138059.70,1129642.88,1042002.44,0.0
9,研发费用,73861918.88,47171981.62,92770873.69,57330447.14,37186825.21,66339464.31,52211816.22,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,0,11149481.53,10057790.15,11494339.60,6426974.20,9984648.80,7708128.12,6108537.43,-2066980.36,1465599.21,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,-7863485.67,-7516155.58,-4298372.02,-3741867.85,-2846707.32,-4248997.34,-3872607.32,-1937196.80,0,309710.79,309710.79,2084130.39,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,-2269815.83,-1922485.74,-4298372.02,-3741867.85,-2846707.32,-4248997.34,-3872607.32,-1937196.80,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,311402195.40,160894350.50,396718489.77,293757555.56,151660026.60,362892164.36,323070008.79,122072739.21,212429628.94,165852479.55,70504799.27,140658053.99,92104932.60,59934329.66,0.0
16,加:营业外收入,506408.61,74610.68,4865143.20,4475070.59,2560648.52,19222168.53,15257742.13,2248547.85,28559586.72,11896528.14,8263573.01,5381460.51,499170.38,1724618.18,0.0
17,减：营业外支出,1245109.17,44311.10,242247.17,31889.13,406.85,867876.72,140000.00,2528.01,205130.20,193633.32,173517.05,431843.04,85165.73,207275.37,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,2528.01,185175.30,191026.76,173517.05,431713.04,75389.51,126168.71,0.0
19,四、利润总额,310663494.84,160924650.08,401341385.80,298200737.02,154220268.27,381246456.17,338187750.92,124318759.05,240784085.46,177555374.37,78594855.23,145607671.46,92518937.25,61451672.47,0.0
20,减：所得税费用,50451464.48,27003432.38,61727682.20,48003326.33,25622952.64,60053890.23,52618448.00,19277579.21,35885025.83,26736574.49,10959633.54,20189388.41,11403099.60,6703749.91,0.0
21,五、净利润,260212030.36,133921217.70,339613703.60,250197410.69,128597315.63,321192565.94,285569302.92,105041179.84,204899059.63,150818799.88,67635221.69,125418283.05,81115837.65,54747922.56,0.0
22,归属于母公司所有者的净利润,269377643.83,140114623.47,344046604.23,252819963.07,130287342.13,322872776.08,283942596.82,104844075.65,203190603.82,150489001.21,68004304.66,123548768.39,78836771.28,52875478.69,0.0
23,少数股东损益,-9165613.47,-6193405.77,-4432900.63,-2622552.38,-1690026.50,-1680210.14,1626706.10,197104.19,1708455.81,329798.67,-369082.97,1869514.66,2279066.37,1872443.87,0.0
24,六、每股收益,,,,,,,,,,,,,,,
25,基本每股收益(元/股),1.390000,0.780000,1.910000,1.400000,0.720000,1.790000,1.580000,0.580000,3.390000,2.510000,1.130000,2.060000,1.310000,0.900000,0.0
26,稀释每股收益(元/股),1.390000,0.780000,1.910000,1.400000,0.720000,1.790000,1.580000,0.580000,3.390000,2.510000,1.130000,2.060000,1.310000,0.900000,0.0
27,七、其他综合收益,10012684.06,6638839.66,8482.97,8074863.67,-748487.12,344875.78,-1103390.28,-962798.64,787313.44,418107.53,-54839.86,196417.60,-1065.77,0,0.0
28,八、综合收益总额,270224714.42,140560057.36,339622186.57,258272274.36,127848828.51,321537441.72,284465912.64,104078381.20,205686373.07,151236907.41,67580381.83,125614700.65,81114771.88,54747922.56,0.0
29,归属于母公司所有者的综合收益总额,278626787.75,146249499.84,344248251.73,260482788.62,129652326.26,323178355.04,282925933.02,103956952.98,203916034.42,150897961.20,67977490.93,123705902.47,78835918.66,52875478.69,0.0
30,归属于少数股东的综合收益总额,-8402073.33,-5689442.48,-4626065.16,-2210514.26,-1803497.75,-1640913.32,1539979.62,121428.22,1770338.65,338946.21,-397109.10,1908798.18,2278853.22,1872443.87,0.0
