,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080630,20071231,20070630,20061231,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,18708369944.73,12899419147.10,8540404514.21,4646092422.98,11321611555.03,7791582876.43,4786159748.17,2622191987.09,13353213641.86,9524489003.64,5859242248.15,2824640336.41,11695453558.82,8564049928.34,5197797181.63,2402100453.04,25291794057.95,19155188480.54,15863491420.23,5713580318.13,11002468274.67,6572256066.71,3601492962.37,1780293383.21,6086564755.78,4436098076.74,2904248459.57,1543801894.70,4665719304.64,3586082967.67,2567243841.59,1250986560.19,5225155713.69,4245004306.60,3245185615.62,1665232717.27,6486468308.63,4175204189.28,2767029641.30,1602328373.46,8679951925.00,5812827827.60,3289023853.44,1429487729.90,4917053383.51,2696982754.30,10007973667.35,4413052519.99,2456662153.06,878011415.97,209370000.00,499371261.30,377360000.00,199735295.21,105240000.00,571884819.62,333419463.24,355783919.00,409347759.00,819555000.00,0.0
2,手续费及佣金净收入,7435694205.41,5455174351.42,3592967630.14,1797737041.06,6448476802.16,4832333101.83,3323117061.38,1790848007.38,7937133217.41,5755988616.01,3642260942.62,1664161607.41,8473462272.89,6315862649.26,4183979029.45,2166771742.37,16448731355.55,12685780007.13,8870243889.98,2759231612.97,6181489570.41,3475103836.88,1873930956.41,1056528628.31,3680045058.94,2543497965.73,1534976864.32,810904274.05,2442376311.68,1937449857.54,1320660743.47,701351433.48,3603672100.04,3077922313.93,2236073639.62,1136879894.20,5110457473.40,3363857813.93,2469632606.40,1318343633.19,7326253288.56,5384037378.82,2991250282.82,1288029893.92,4102905869.00,2043062921.90,6381732254.08,2893535231.96,1308047232.93,448926121.74,0,312002933.60,0,146064962.38,0,344654380.84,187351406.70,242272627.00,251093569.00,409609053.00,0.0
3,代理买卖证券业务净收入,3992926473.36,3120886998.65,2170347505.02,1098054344.25,3154241725.17,2516958855.43,1855746953.19,1018241311.05,4036002954.90,3044898321.45,1843939444.86,918557814.86,4720296909.17,3631944137.15,2458525293.14,1326406116.45,12441013561.24,10068690688.42,7399764334.54,2368115685.09,4362797115.43,2373775888.55,1280807515.85,736109166.93,2985027167.99,2150637209.34,1315892050.91,698992530.35,1786703592.70,1356249526.71,943055077.14,478031647.16,2269315421.56,1898615141.50,1365623269.64,765454580.25,3578766778.75,2383117867.89,1622474910.25,859321133.76,4792755253.97,3602125145.53,2120850732.16,906598577.17,3072980457.44,1890522823.82,5388346667.57,2391922795.32,927111464.58,0,0,0,0,0,0,0,0,0,0,0,0.0
4,证券承销业务净收入,1812952307.07,1165922560.70,651989257.89,340592645.68,1446364616.81,1026589333.41,582754250.57,354718022.60,2198235369.32,1533760345.48,1013273865.86,383654372.82,2154412384.55,1569699176.05,978906845.60,475098338.47,2566251460.81,1634776726.81,875164846.95,182699585.70,1357009841.84,804053782.92,406703540.89,237294094.64,433153366.07,101000073.02,69824245.12,37645258.43,340470477.68,316063709.70,216564245.02,129400558.57,992349288.73,915491576.35,711387889.01,307475692.41,1224352798.97,774555471.61,693233552.87,385893640.49,515185621.84,245818339.98,51677052.60,4152237.16,133736638.79,47453484.88,179357531.59,26498785.80,79999447.59,10860142.59,0,48337027.07,0,22100380.99,0,56272953.53,25635917.81,42540281.00,57824441.00,58489559.00,0.0
5,受托客户资产管理业务净收入,1042269893.15,745825740.54,506770635.00,234797615.60,1201865364.99,873384108.48,605665664.40,278738540.79,1145486222.56,798943221.26,537203695.45,253444987.54,1142580008.24,807084683.47,544741711.61,280374439.39,1142117152.95,792519581.27,494580590.24,200313160.67,427075277.87,282860589.52,179103637.87,79102997.49,235944234.30,118423857.13,64587378.41,30406128.60,83343691.62,62478015.71,38234404.62,21651363.31,87024929.73,72979658.90,52412027.49,22885995.41,71660342.14,44293499.49,28554253.71,10424345.80,45870830.03,29176351.65,20753558.83,8281168.88,61053405.85,47375272.10,726151979.72,475113650.84,267329288.74,116440020.52,0,50987393.66,0,35297268.00,0,31993481.58,9329146.52,2093123.00,-27571238.00,-49077785.00,0.0
6,利息净收入,1895188789.41,1474755697.30,1014339489.21,484346837.75,1846089958.45,653651916.23,526699864.08,301814238.75,1796485752.54,1432037627.65,956735499.28,449224963.46,895302929.46,559175316.92,278636244.79,118467017.70,2620791348.68,2375947582.22,1937657350.06,718095277.16,1910309804.73,1277381524.30,763068284.97,344091170.29,835963886.73,503062400.37,214240201.28,102638956.46,565242210.57,411412871.13,266594206.08,122566944.43,689330047.34,508882415.62,327517156.85,160793531.19,497600837.53,357425392.13,239215879.79,102855172.55,246549203.70,141163276.12,64117123.51,27614313.96,206433858.43,150501865.23,336950709.75,101279276.96,101423459.93,-13982701.58,0,-27460663.92,0,10842127.20,0,-29028214.67,-33478723.89,64103458.00,102237754.00,104970654.00,0.0
7,其中:利息收入,8288799202.18,6082203169.04,3932262896.99,1913398447.72,8186594757.45,5454159657.68,3767750182.54,0,6718349037.77,0,3197798778.22,0,6470405822.24,0,3298066730.92,0,9906061302.36,0,5234384330.08,0,3884701672.25,0,1484725098.21,0,1973649489.82,0,742416690.77,0,1152774900.49,0,536096340.93,0,1080768800.90,0,501600480.52,0,913269737.93,0,456963384.92,0,793128639.10,0,306492807.80,0,929896745.21,0,849281384.25,0,198260149.60,39980637.73,0,67837837.11,0,27478132.47,0,85852118.12,45899232.50,105301999.00,151204981.00,179010489.00,0.0
8,利息支出,6393610412.77,4607447471.74,2917923407.78,1429051609.99,6340504799.00,4800507741.45,3241050318.46,0,4921863285.23,0,2241063278.94,0,5575102892.78,0,3019430486.13,0,7285269953.68,0,3296726980.02,0,1974391867.52,0,721656813.24,0,1137685603.09,0,528176489.49,0,587532689.92,0,269502134.85,0,391438753.56,0,174083323.67,0,415668900.40,0,217747505.13,0,546579435.40,0,242375684.29,0,723462886.78,0,512330674.50,0,96836689.67,27270712.43,0,54394244.78,0,24983116.46,0,41379797.95,41837089.42,58894163.00,56271072.00,81880469.00,0.0
