,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20091231,20081231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5783007311.16,4051371046.40,1683939693.10,7802880743.80,6104089275.57,3859051655.53,1682398909.16,6964354629.59,5209161867.64,3290793417.77,1235324415.90,5041417186.44,3991138559.95,2489858397.06,1088107298.57,4702429601.92,3807240264.15,2627776689.86,872239133.95,4461013038.37,3673662416.27,2485723203.32,956428970.24,4257197257.80,3407252161.86,2182518092.08,821140099.09,3456615620.23,2739675082.28,1824376920.60,663981720.80,3194105484.83,2533996070.39,1654460900.00,639552352.46,2828877893.68,2194890711.81,2097192900.00,0.0
2,营业收入,5783007311.16,4051371046.40,1683939693.10,7802880743.80,6104089275.57,3859051655.53,1682398909.16,6964354629.59,5209161867.64,3290793417.77,1235324415.90,5041417186.44,3991138559.95,2489858397.06,1088107298.57,4702429601.92,3807240264.15,2627776689.86,872239133.95,4461013038.37,3673662416.27,2485723203.32,956428970.24,4257197257.80,3407252161.86,2182518092.08,821140099.09,3456615620.23,2739675082.28,1824376920.60,663981720.80,3194105484.83,2533996070.39,1654460900.00,639552352.46,2828877893.68,2194890711.81,2097192900.00,0.0
3,二、营业总成本,5422587228.93,3723177982.89,1636179893.91,9507607724.06,5554873338.20,3571843086.21,1666970720.38,6594919144.57,4893043223.01,3070237574.38,1168856813.17,4607981585.72,3585845630.78,2244741877.83,1009290034.94,4422956200.43,3583726128.28,2512113614.36,853077154.52,4245352990.09,3494453267.48,2342219444.01,901474756.70,4071694908.47,3260956926.37,2074380490.34,795853380.32,3284069665.01,2591703902.53,1728574029.90,631762707.80,3027950291.92,2418701525.40,1568944400.00,603827269.60,2724416899.52,2122681519.46,2034261900.00,0.0
4,营业成本,4352738728.49,2947739560.52,1167856555.92,5416477086.21,4126226933.07,2544435606.90,1177794900.03,4991915030.27,3756693332.42,2371610371.44,885552688.94,3389696075.17,2670232212.91,1646288750.53,769612233.02,3507380581.79,2837488142.88,1970051150.99,668001004.24,3368926091.98,2795751474.30,1886391149.15,739619300.68,3291662439.63,2653391742.42,1713347600.59,648419238.37,2734507286.08,2168975561.74,1461735685.19,532213664.69,2591037329.70,2085251638.62,1365668000.00,522453771.73,2421839011.91,1924707359.23,1841854400.00,0.0
5,营业税金及附加,41815317.27,16245554.85,10537743.52,43976914.64,26066834.28,18502691.44,11397611.36,47623049.53,23948981.25,17788636.37,11877861.23,28666127.67,17707828.10,14261643.62,7427035.65,18218047.47,14494130.73,10069406.24,3621106.42,15208447.31,10703868.89,5649115.76,3696672.50,12063134.82,8745953.09,5438531.21,2058369.66,8525067.11,6960703.13,3759675.01,2104559.62,7190948.44,5272204.10,2514700.00,1004351.34,930006.39,0,0,0.0
6,销售费用,374268436.03,241578070.23,113578763.78,669258550.57,541600279.36,372529306.69,159256857.69,576979631.08,402597365.29,249238138.88,116355076.74,628711482.28,447637855.86,272044160.55,105371092.49,487256412.96,382416660.82,269172354.24,87954381.75,444443866.34,316080656.74,205891811.07,82344907.58,337631014.44,275832861.63,178530786.89,72257689.42,277166834.53,215779313.80,133964842.07,47268251.07,196427951.65,149922540.86,91624100.00,37188739.48,140710597.00,79218977.32,73233700.00,0.0
7,管理费用,304260515.03,202870658.43,94768605.75,904942922.87,440563302.23,405218924.51,186097374.93,606999570.76,481602132.44,302558543.07,131088070.94,522832151.86,388524946.77,241134821.88,108959780.43,396276332.59,316549379.13,212138363.60,88796008.83,390554492.41,300012718.44,191924429.08,75512322.60,359550696.37,272051202.26,146754510.40,59652450.35,247370229.97,167939465.11,99268749.80,43660779.95,187708164.22,140296296.92,92976500.00,40994958.97,145127571.61,99523081.11,96030400.00,0.0
8,财务费用,139191951.51,158121492.44,128129742.94,88747458.23,29442355.94,31158617.01,80568047.50,184524566.28,114738707.37,42687714.83,5104748.08,-22170411.96,-10701079.59,-7346744.62,5408742.31,-15420064.99,-21436472.83,-15621798.43,3234168.81,-5110593.84,2091618.01,-713291.54,-1211286.20,19168946.66,11650867.28,14493442.03,7508906.16,-9433042.24,7835398.95,10471458.09,4125981.02,40523479.99,33120815.31,11280500.00,2185448.08,16954435.90,17094229.99,17846800.00,0.0
