,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,12880781083.92,8875002410.13,4748552123.36,17705560680.05,12934831420.85,8852555986.27,4836265593.68,18122098735.91,13019031442.23,8851497774.55,4672154672.96,17689641582.79,12527172435.46,8588099781.54,4634403636.63,17523657754.78,12874882076.19,8988925937.16,4894259849.01,17160842232.00,12410099365.64,8578478071.08,4692492052.56,16842055893.39,12259827646.28,8531193777.57,4546093299.11,14901506304.75,10734701466.10,7364985601.36,4004462041.64,12733849919.67,9194313109.11,6337140565.70,3551794268.99,10537035503.36,7567601909.54,5172518185.45,2879416047.50,7937595166.49,5636171294.09,3809039941.68,2131461720.05,6629716356.35,4740068937.51,3286657123.95,1893449471.17,5297126655.76,3657677278.47,2584459953.25,1485061228.63,4651323484.71,3373133807.15,2385061946.23,1392082051.35,4355975609.52,3414237063.97,2452801844.43,1386044909.02,3935231445.73,3055617458.14,2210428869.87,1191706246.37,3446452697.79,2444566562.26,1695582630.96,978116172.97,2787847495.18,1858328511.70,1256344670.43,686856601.58,2272364207.45,1160918436.97,2020431978.66,1091345740.71,1697107885.54,877860758.28,1792673374.07,748867402.89,1737121605.85,939519438.53,1567281978.43,727994227.73,1580031668.85,761870289.40,1342615173.36,644647916.49,1308301018.75,601749142.28,623320484.97,471707782.03,401165174.84,0.0
2,营业收入,12880781083.92,8875002410.13,4748552123.36,17705560680.05,12934831420.85,8852555986.27,4836265593.68,18122098735.91,13019031442.23,8851497774.55,4672154672.96,17689641582.79,12527172435.46,8588099781.54,4634403636.63,17523657754.78,12874882076.19,8988925937.16,4894259849.01,17160842232.00,12410099365.64,8578478071.08,4692492052.56,16842055893.39,12259827646.28,8531193777.57,4546093299.11,14901506304.75,10734701466.10,7364985601.36,4004462041.64,12733849919.67,9194313109.11,6337140565.70,3551794268.99,10537035503.36,7567601909.54,5172518185.45,2879416047.50,7937595166.49,5636171294.09,3809039941.68,2131461720.05,6629716356.35,4740068937.51,3286657123.95,1893449471.17,5297126655.76,3657677278.47,2584459953.25,1485061228.63,4437515496.87,3232824005.13,2295551998.25,1351720932.57,4196063155.89,3291039657.45,2375853791.69,1351604022.71,3843350106.02,3012092011.12,2181646348.57,1177175414.55,3392425596.11,2403970638.60,1667709017.56,965790686.68,2739150958.76,1822926259.54,1230438109.53,675840450.80,2224588825.08,1136370988.62,1988332382.84,1060555023.73,1661571638.25,851959017.21,1748884036.09,708550411.19,1687141638.40,922073842.81,1558852180.83,724553205.33,1572803299.05,758198702.90,1335413114.22,644032302.02,1307059001.78,601749142.28,622893174.28,471196245.91,400070662.06,0.0
3,二、营业总成本,11814699693.57,8085276269.48,4351648224.91,16237492706.67,11895333563.84,8090540947.60,4459024268.34,16541641493.04,11910628827.67,8031425316.64,4293961127.59,16400555409.27,11609887924.19,7917780524.63,4330093721.34,16476054394.41,12142693244.77,8415342646.84,4550258408.45,16269397305.53,11753477030.05,8067074863.09,4375867862.12,15979627348.10,11643288717.88,8064299380.00,4278511286.91,14176355314.32,10209225053.10,6958402300.52,3764137549.26,12126487854.70,8713839543.85,5959760495.49,3326270058.27,10029305860.27,7197978386.24,4884437614.94,2708989238.28,7569980254.53,5398642285.82,3621116108.71,2005412102.57,6281405143.28,4515295902.14,3096439018.02,1768843156.76,4988300109.65,3452797219.12,2411350721.39,1373967509.43,4496924068.17,3231422496.13,2268336073.69,1310634788.47,4200211545.12,3305331144.95,2360872550.89,1322302152.48,3895276224.86,3014019769.97,2164029511.71,1156845048.26,3380543590.13,2406157536.07,1660723158.65,955891480.49,2730710220.27,1815448296.49,1224433779.93,663984890.54,2278870265.25,1114506350.83,1931753861.30,1015301233.65,1632140754.23,799966428.12,1695841930.71,663379166.30,1547321156.11,0,1499454708.01,0,1458541744.89,0,1098980493.07,0,1085806423.84,0,584339940.62,440925752.28,374176631.22,0.0
4,营业成本,10100050629.36,6959471421.20,3764942668.07,13753039008.88,10101547185.18,6925186138.28,3833970786.80,14007478290.55,10110356065.19,6854823745.60,3692432524.94,13761358478.61,9709547208.85,6638842646.94,3649895598.34,13710234506.86,10129266779.34,7090477738.35,3876246211.39,13587233499.90,9896507072.79,6836253772.74,3746209303.93,13413073795.88,9781383375.69,6832996033.77,3645049500.40,11864638792.67,8536643978.32,5847909193.65,3185437064.27,10160050666.25,7348724624.63,5067004344.82,2860398238.83,8443447905.65,6074652038.44,4159015150.49,2327213463.75,6337403882.24,4547824334.86,3077020833.45,1716003713.70,5229045221.79,3790916341.45,2642390224.62,1545067976.32,4195225408.67,2936417470.93,2088045954.70,1206222223.07,3744031085.52,2727712552.94,1932873736.43,1135388780.83,3552491916.77,2824672428.07,2044841550.04,1158571595.93,3213266334.94,2552566055.18,1862139324.68,994905441.63,2833940513.05,2006430662.76,1391743853.42,808931331.46,2302519774.65,1545971457.45,1043930300.13,570527127.61,1895260765.02,956680933.19,1654411621.11,879744159.11,1379449928.93,724422146.28,1503451807.97,609083735.28,1456731933.27,0,1328670814.57,0,1314225723.35,0,1030824829.83,0,988896142.93,0,548662926.69,412334368.78,348924426.10,0.0
5,营业税金及附加,144573677.66,93788702.55,50057787.92,198782942.45,139207590.91,87821747.81,46421261.85,193994047.53,133396426.16,86973744.25,40982177.70,169177679.33,82521755.33,60266892.12,34299536.11,155863711.64,112971299.41,75296529.51,40649411.58,149575913.94,102004461.53,64839788.07,35784858.21,147558554.60,107526913.22,73255063.69,36066455.46,135404328.21,98561734.75,64896620.32,35635273.37,115861683.43,82454893.88,52297844.56,30478541.13,91439345.47,62011871.63,41035191.20,23941539.41,70146584.23,47505321.98,31076031.88,20588873.29,63762152.19,41416892.36,27224228.05,13578047.58,47528860.47,24292873.42,17056324.24,9751416.38,18593406.31,12358519.71,8882730.81,5604000.36,15540106.56,10171984.09,7374594.22,4907559.55,15474338.31,10603984.13,6860659.82,3599045.90,13640884.94,9010357.07,6543755.55,3430061.98,12111827.87,7392271.50,4484768.84,2482362.07,10641575.93,4930763.58,6300370.67,3736944.21,8061103.04,3489769.92,7777204.54,3165270.36,7517712.05,0,5108853.57,0,10690634.16,0,11121878.46,0,43923833.93,0,14043336.53,11540464.22,10427524.33,0.0
6,销售费用,1400233472.63,920688608.90,483954217.29,2041059769.55,1462673024.91,957039013.56,521892563.32,2081606801.68,1466787653.50,976113425.81,515151869.55,2158136887.25,1540324478.20,1039542583.90,560556611.56,2215088719.19,1593984466.35,1068720195.01,524809822.52,2195932793.86,1513103478.27,1023969058.00,523787681.13,2104759085.52,1527183776.99,1009187787.16,522001530.69,1837607145.68,1330982069.77,895819882.22,477734209.45,1569417557.45,1126985552.34,743412862.19,377198145.26,1253083245.49,853270693.09,547632018.41,280228851.16,908631479.57,624532046.02,404923276.62,197589837.53,792565573.13,542531459.72,353173968.60,165592823.33,564067684.76,374389321.46,228446796.06,118621127.76,116916885.29,64489061.49,47304900.64,25417997.57,117738219.66,73313103.07,51291829.87,29361346.35,62597742.90,33524295.23,24108790.65,15965695.71,49091221.46,30653338.30,25750431.01,20210452.80,33536771.90,4543527.50,3652501.01,3495465.88,15860950.04,4132967.50,10273860.55,9714687.01,27984772.41,10610416.06,45538941.99,4020863.44,29040845.26,0,65790895.55,0,70479178.03,0,49853544.42,0,34606350.78,0,14124594.65,8706268.21,6979852.85,0.0
7,管理费用,169329878.76,113460851.70,56035306.90,252142198.43,189300582.86,131641702.21,66251920.39,259502369.12,197955204.09,134420649.26,68754102.13,267579414.03,249980904.09,160644835.53,82766394.94,297688950.13,243411532.11,149754839.88,98288484.62,293835722.85,221496876.73,137925887.23,66208089.09,261774229.28,198012748.93,133989580.59,70801386.97,255406087.67,175542389.09,118448347.42,59036864.87,227079371.62,120270198.15,78474823.93,42288527.08,183855567.11,126609079.81,75470902.98,35920088.80,161900866.81,129165783.44,89743841.41,45372421.90,123884198.38,90847046.74,67374960.18,30525400.90,117958206.63,65313762.05,43802428.20,21398308.78,571332754.25,385952451.35,253798168.64,133745605.79,452608157.58,349232234.94,226182696.40,113449693.35,537684556.33,362616591.58,233758687.28,124705278.98,423177982.90,318996104.31,208844599.66,108402374.11,318199175.71,213630545.03,143975625.64,71843406.43,289077961.70,115950128.39,208313551.52,99907963.13,185255581.72,47434997.83,105392307.91,38625168.76,62119308.53,0,77882593.67,0,56136758.68,0,38786647.01,0,22528420.71,0,9745587.92,6661023.81,5760212.50,0.0
8,财务费用,512035.16,-2133314.87,1532564.15,4619039.64,7779436.80,6159325.64,7461279.25,6415052.35,9753871.63,6511415.65,3111299.28,48384784.66,43137911.78,33438968.80,20063823.08,85328745.00,59901774.28,37871022.59,21376656.92,43001249.99,27223495.88,18858947.54,9774887.84,44391496.21,33583309.42,25734900.99,17385200.84,71870587.51,56907726.74,37862501.13,16306917.94,49822940.60,33646263.30,23778529.07,11969715.12,68347855.61,53720748.62,37094424.19,21095585.93,83610160.60,62262202.18,41931008.66,21755010.74,61459256.12,39321342.44,24663700.11,10863890.52,55273815.90,41054834.36,29164975.43,15336978.25,46049936.80,40909910.64,25476537.17,10478403.92,61833144.55,47941394.78,31181880.36,16011957.30,66253252.38,54708843.85,37162049.28,17669586.04,60692987.78,41067073.63,27840519.01,14917260.14,64342670.14,43910495.01,28390584.31,15636528.55,68029012.56,32811558.17,52325708.74,22197480.19,31197895.90,14009098.03,33681668.30,8484128.46,-8088643.00,0,22001550.65,0,7009450.67,0,-31606406.65,0,-4148324.51,0,-2236505.17,1683627.26,2084615.44,0.0
