,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,14842537292.67,10098298574.50,5633495417.73,18455694419.20,13889242792.76,9594764327.24,5403580280.48,17310642119.90,12758309208.53,8716762869.62,4745756283.51,15520277128.30,11607002362.68,7937720453.08,4489058494.33,15472180990.07,11687866080.73,8063027351.00,4446183113.46,12296788271.67,9286294503.85,6437554894.42,3670085785.30,11387894647.21,8450291568.47,5780989239.86,3159177445.64,10005654563.45,7377511702.33,5002503784.05,2788431554.15,8439186388.01,6283216298.05,4257402315.73,2397103666.69,6770265925.98,4974961789.83,3358133841.03,1865032737.32,5725333525.94,4261686987.19,2930118700.11,1631799841.44,5201345306.94,3896661307.57,2711139834.34,1532753300.85,4184425098.17,3048746572.14,2030598730.62,1140204832.72,3170926595.43,2134751836.75,0.0
2,营业收入,14800365049.77,10070442473.07,5618860546.47,18397871068.95,13847769763.60,9568158155.08,5389943489.66,17250410196.54,12712345673.33,8687075820.23,4730264990.95,15470401198.73,11572160114.85,7915310174.15,4477965404.47,15451608970.31,11680420666.30,8060868350.47,4446183113.46,12296788271.67,9286294503.85,6437554894.42,3670085785.30,11387894647.21,8450291568.47,5780989239.86,3159177445.64,10005654563.45,7377511702.33,5002503784.05,2788431554.15,8439186388.01,6283216298.05,4257402315.73,2397103666.69,6770265925.98,4974961789.83,3358133841.03,1865032737.32,5725333525.94,4261686987.19,2930118700.11,1631799841.44,5201345306.94,3896661307.57,2711139834.34,1532753300.85,4184425098.17,3048746572.14,2030598730.62,1140204832.72,3170926595.43,2134751836.75,0.0
3,二、营业总成本,14550854930.92,9787576935.29,5387347449.72,18265098278.87,13652330090.59,9336566707.97,5186749236.98,17123848597.25,12519169664.65,8451037380.26,4530893010.80,15381587980.54,11431605677.81,7747272938.56,4336139177.59,15270242225.36,11440589347.28,7798355201.25,4225201612.67,11868069711.68,8873272660.05,6097714997.91,3420565893.87,10857820550.07,8070118514.22,5469670839.53,2947465949.52,9586668686.82,7075069420.26,4751835053.32,2617561558.63,8114374649.07,6048584017.56,4058484232.09,2260078875.96,6550641461.01,4810491742.77,3222923877.98,1767326827.62,5509905059.84,4100220590.36,2797586058.28,1532917558.48,4995423445.67,3742278756.78,2592375065.34,1447491895.03,4021959296.09,2933232673.44,1954801197.46,1083653767.98,3071336978.91,2057358212.52,0.0
4,营业成本,11207380644.52,7590313231.28,4289345744.25,14161047835.60,10689597106.45,7379398254.53,4190966643.55,13538150219.64,9965798455.87,6809389516.94,3726057319.40,12156791847.74,9091507183.43,6198243677.00,3526791853.02,12063983343.86,9106543033.58,6275313447.90,3475153785.68,9533717401.58,7154060813.31,4960119350.61,2845915408.44,8847586133.57,6635865979.29,4526602568.10,2470629634.16,7877351397.86,5847073750.05,3952141684.94,2208938828.54,6697687640.15,5003585120.06,3392037729.44,1925446787.28,5383578768.44,3960084742.63,2663784347.38,1492613878.29,4602460103.30,3438283841.25,2361130681.96,1308548367.01,4175336641.57,3145731622.31,2195676270.35,1239307139.63,3368472380.10,2453936654.35,1635007221.51,914732264.99,2583915818.57,1745056309.10,0.0
5,营业税金及附加,103385144.98,63404797.64,31824853.12,140973221.21,100523544.37,72380305.88,38721905.68,122703939.50,87322044.56,60618491.04,30411142.68,108852594.73,63937467.70,53389959.46,33935662.49,132083888.95,103171100.92,70791039.69,36307118.00,117882539.98,87697826.73,62325142.14,35253775.79,114884617.08,90199108.38,64831677.56,31146203.68,90475788.51,68820455.88,47075244.36,25212721.65,67292678.94,49952415.53,31510836.95,15571278.59,50901759.64,39062610.74,24829456.65,14117719.77,34262311.60,27171189.54,20840781.44,10945492.35,25452678.52,19012630.88,10947975.92,7165598.52,17367051.69,13261502.75,8971739.65,5230024.72,14933679.13,8605642.35,0.0
6,销售费用,2743479286.30,1812736371.70,905176116.89,3329806058.12,2446982061.33,1602685100.58,824446077.67,3060612998.20,2187317947.90,1405836412.39,686792163.27,2752482935.11,2020402829.59,1325966461.45,694938085.66,2699610547.86,1973073957.73,1296508584.93,641823582.66,2007939769.26,1472125862.04,977715534.57,495983252.11,1690393296.93,1193155762.64,776716017.21,397039867.91,1402018101.22,987868328.67,640648750.35,328124868.82,1176164913.28,870879962.65,552848545.64,277427819.41,997820224.90,726412895.44,472816423.37,233439198.57,777547408.39,578174140.95,375696660.94,192270136.91,723854569.80,518481232.52,341042960.67,177594783.70,568542563.00,419999062.10,275108623.88,143211468.57,425209266.64,262666528.70,0.0
7,管理费用,268407825.21,182025865.40,93365111.26,421583835.62,297554044.61,204310208.93,98164652.33,299866755.83,200339067.06,129801949.49,64462598.95,272658807.18,203267382.77,134417239.08,65153994.94,307398436.48,217739664.36,136610757.53,66908664.54,208024681.82,153570983.15,98976890.85,49546854.56,237276281.37,171214911.94,117132753.52,58472850.83,194609929.96,147474343.59,95728187.63,51040780.35,175913064.50,129748270.49,84794256.07,41102903.95,130675507.68,97417291.76,66385056.79,31173379.38,113207673.97,74771339.15,50699980.68,25057866.83,82486290.04,65000635.70,44081980.88,23462499.25,60490291.64,41428127.45,32676367.00,18495102.52,42725682.24,32260016.74,0.0
8,财务费用,221687035.43,136434466.46,63229853.82,183875343.21,95634986.48,58429700.11,27800273.25,89956120.52,67123191.16,37725918.40,18029910.74,80981043.11,56040748.47,35407999.01,15218406.34,51329768.51,35222886.15,15730905.65,3454779.32,-1617527.40,-1316929.60,-8082767.59,-5713200.73,-34866991.97,-24918972.03,-18302267.98,-9369898.57,16512726.00,18718609.76,10574611.68,4539131.22,-6706021.43,-7659492.53,-4782046.22,824755.22,-17459744.96,-14969898.97,-6923570.43,-4314484.73,-21884577.89,-18681449.82,-13044470.44,-5871219.10,-15367191.47,-7902232.02,-255866.59,-61306.92,1297856.82,806512.16,-152540.85,1416689.66,3114064.02,3663257.52,0.0
