,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20010331,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,528882989.37,134215869.78,528560912.27,204650071.45,1280026868.03,1613364140.54,1589563138.55,5592427918.12,4196501969.55,2351160102.09,1632959173.56,5245959043.75,3514553663.24,2055363932.62,1018391141.09,2954767340.15,1921398044.85,1342416260.90,436096596.73,1809379782.37,1350264892.02,880683736.04,423786864.57,879248477.53,299468425.38,216992810.53,81981233.44,475305400.02,296798059.10,214544595.49,83134989.17,485006465.51,230793022.46,151083107.26,65465983.66,309929292.26,156174269.49,88468239.73,50502278.97,172990652.70,124567267.45,50640060.00,26006108.41,132326860.76,82337193.95,57283561.45,32173327.30,130160259.44,53045173.45,53575711.56,13338965.16,112174327.53,61443305.55,28277111.62,12867427.21,161121432.75,39357677.70,36991604.86,17502445.34,164048571.65,11841898.28,6974282.84,13686102.00,126965281.75,37864556.73,35699186.11,14833550.67,2476794.41,40016287.57,31528979.27,8944683.78,84127481.98,40016287.57,104566089.22,8944683.78,237967791.20,95187925.67,242677772.07,50832774.08,193516786.44,69081353.51,167828287.68,83090242.41,110740572.52,83316775.04,99992668.16,54529837.36,106546000.00,46323166.10,49743732.71,24635884.09,0.0
2,营业收入,528882989.37,134215869.78,528560912.27,204650071.45,1280026868.03,1613364140.54,1589563138.55,5592427918.12,4196501969.55,2351160102.09,1632959173.56,5245959043.75,3514553663.24,2055363932.62,1018391141.09,2954767340.15,1921398044.85,1342416260.90,436096596.73,1809379782.37,1350264892.02,880683736.04,423786864.57,0.00,0,0.00,0.00,20345933.78,18176716.42,5223216.19,3064066.03,47192260.06,15817850.32,10428918.46,2945173.32,62305224.99,9920999.24,6776122.32,2005293.31,51078239.58,35877797.66,7105117.83,3175228.81,43476889.57,20133755.54,14539950.64,8685647.02,59516206.54,3056064.97,14163414.98,13338965.16,65885121.96,44833800.33,4920529.98,12867427.21,161121432.75,39357677.70,36991604.86,17502445.34,164048571.65,11841898.28,6974282.84,13686102.00,126965281.75,37864556.73,35699186.11,14833550.67,2476794.41,40016287.57,31528979.27,8944683.78,84127481.98,40016287.57,104566089.22,8944683.78,237967791.20,95187925.67,242677772.07,50832774.08,193516786.44,69081353.51,167828287.68,83090242.41,110740572.52,83316775.04,99992668.16,54529837.36,106546000.00,46323166.10,49743732.71,24635884.09,0.0
3,二、营业总成本,695791484.13,255018992.26,105379178.47,2866393164.02,1445361999.96,372431939.78,180859751.42,891253271.10,683290644.61,455746015.11,272719926.45,1223363532.48,563627327.34,343843958.89,207140063.03,649132301.27,390684849.50,283812535.72,161602325.63,429761172.82,255696612.77,149386139.14,89499788.29,484534600.26,113138142.22,69979001.46,25377060.66,389250513.72,137444911.67,78286591.16,22323302.48,230775225.25,99589155.51,64876236.94,27283092.76,192126245.77,64330652.15,42149777.44,23470841.50,136390988.72,94785986.96,36831768.61,21201661.52,113282351.42,57400151.60,41117597.16,18401045.67,109153479.90,47218069.94,49178091.74,13193655.76,154865692.88,45857438.49,27655862.84,12326249.79,78585182.06,40510895.94,23858066.76,12311113.90,89049094.33,31415479.45,17873189.11,6940676.58,121389542.25,44757417.00,42189062.90,6746371.56,2346735.72,23797205.78,15122737.05,5200168.62,248417640.95,23797205.78,42437184.02,5200168.62,113849716.93,30633219.25,87086585.98,34453554.74,96485047.31,36106882.52,75836318.10,36385805.06,27192095.79,0,22835434.69,0,0,0,6826688.31,0,0.0
4,营业成本,695791484.13,255018992.26,105379178.47,2866393164.02,1445361999.96,372431939.78,180859751.42,891253271.10,683290644.61,455746015.11,272719926.45,1223363532.48,563627327.34,343843958.89,207140063.03,649132301.27,390684849.50,283812535.72,161602325.63,429761172.82,255696612.77,149386139.14,89499788.29,0.00,0,0.00,0.00,18915769.92,16410793.46,7551863.29,3246541.18,32436067.09,20524953.05,16816533.28,3701815.96,53149817.42,7275143.24,4873912.20,1722098.33,41736504.20,33091091.32,5051817.89,2882770.55,14380343.06,8795055.26,5576220.75,2021117.96,19249584.90,4114356.26,14123691.55,13193655.76,25440042.28,16114010.46,3021099.52,12326249.79,78585182.06,40510895.94,23858066.76,12311113.90,89049094.33,31415479.45,17873189.11,6940676.58,121389542.25,44757417.00,42189062.90,6746371.56,2346735.72,23797205.78,15122737.05,5200168.62,248417640.95,23797205.78,42437184.02,5200168.62,113849716.93,30633219.25,87086585.98,34453554.74,96485047.31,36106882.52,75836318.10,36385805.06,27192095.79,0,22835434.69,0,0,0,6826688.31,0,0.0
5,营业税金及附加,4889060.70,3677447.10,1158919.10,17715118.84,20354120.40,17137330.55,14747438.55,46408477.06,31270300.67,22324550.17,13194615.32,97410072.19,84500628.72,75664755.52,68828951.24,156995765.51,104753154.02,62125255.32,24527146.41,103310772.29,75753252.76,49408445.99,24312642.27,49720155.06,16923299.59,12271951.83,4622299.04,27019950.91,16804541.29,12256451.75,4647714.23,27165089.25,13566035.44,9325596.66,3684111.99,17748409.77,8870398.42,5130777.73,3000195.58,8067277.04,5553033.62,3016231.75,1521763.08,6389343.36,4357810.26,2819452.59,1420053.74,8038994.06,4329843.93,4558294.95,1458309.78,4679551.11,2630155.25,1338633.25,968598.43,2000566.28,2094155.70,1898822.90,775034.10,2551928.10,1000208.75,849391.14,653507.12,6245049.48,2496634.88,2010574.25,284899.82,3060586.20,2453847.55,1726345.42,1170773.47,10420145.42,2453847.55,7747448.49,1170773.47,20044318.89,7422203.68,14140084.08,5946795.95,15608043.89,6820455.09,16575135.79,7997992.16,9280917.88,0,6473828.68,0,0,0,2923925.34,0,0.0
6,销售费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312011053.86,67589873.23,39489891.06,18223456.08,246111513.96,57043237.09,25221126.60,12829399.60,151927676.37,54243746.12,32487172.09,17967862.90,105801902.44,36735349.22,25589117.90,14256422.32,62130455.11,31570798.95,19481356.01,14916291.32,58517851.03,34752110.57,25790247.51,12495586.53,53849838.90,24659515.39,16443091.89,0,44065035.86,26368510.31,15637956.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,管理费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10763563.58,9063997.49,6307523.89,1557044.31,9307801.67,6397791.03,4153788.46,2311559.99,5177638.30,4169806.47,2684820.83,1223344.56,7834836.61,6078112.74,5952607.70,854038.44,21943316.61,4067120.87,3224109.54,1643998.04,8749592.35,0,0,0,6736384.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,财务费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921719.89,358902.71,-109758.44,-144896.84,-292192.68,-421727.76,-185211.18,-382258.08,408931.94,624053.05,524806.44,271462.16,827498.99,677367.77,564197.37,290270.65,2710226.59,2139231.37,1370001.67,707436.29,15591019.77,12759963.76,14704282.93,0,5445908.30,744762.47,728611.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
