,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,338112825.53,214593888.62,87770964.01,536983626.24,335019179.49,213327006.81,93430702.81,468080735.66,293433938.96,186752554.05,78461064.68,449950868.63,274697677.55,166110936.93,73401318.83,475805044.29,318637415.94,220430538.40,103997545.96,565820205.51,394922554.24,262464778.41,126234428.13,226744884.65,92858918.19,61399409.28,29609223.32,104473155.83,72274250.09,46203381.01,22087911.43,85913205.95,53552319.93,36502527.07,25104084.84,75247157.83,52330372.27,39022973.57,15917751.69,62332070.73,42831086.70,29249021.07,14242557.67,66345314.75,45631606.90,29744901.83,15270722.72,64580606.32,44013389.71,29087348.66,12956884.84,62670419.88,39228496.56,54347673.98,37459986.65,0.0
2,营业收入,338112825.53,214593888.62,87770964.01,536983626.24,335019179.49,213327006.81,93430702.81,468080735.66,293433938.96,186752554.05,78461064.68,449950868.63,274697677.55,166110936.93,73401318.83,475805044.29,318637415.94,220430538.40,103997545.96,565820205.51,394922554.24,262464778.41,126234428.13,226744884.65,92858918.19,61399409.28,29609223.32,104473155.83,72274250.09,46203381.01,22087911.43,85913205.95,53552319.93,36502527.07,25104084.84,75247157.83,52330372.27,39022973.57,15917751.69,62332070.73,42831086.70,29249021.07,14242557.67,66345314.75,45631606.90,29744901.83,15270722.72,64580606.32,44013389.71,29087348.66,12956884.84,62670419.88,39228496.56,54347673.98,37459986.65,0.0
3,二、营业总成本,314832327.06,199318191.06,79157640.29,497893184.83,315135207.62,201016966.84,84756939.97,675325026.82,279131959.05,173687835.35,67553727.50,385455267.22,248837142.64,149370521.88,63831844.84,403426892.81,273767324.38,187124920.56,91095206.03,489949145.51,344460833.48,223185082.75,105652923.85,204206240.83,87216038.79,59579330.00,28723419.06,116711419.79,79416901.36,53914826.33,26929266.86,88247007.97,55674350.12,36295797.12,20256499.27,72273400.36,50277624.52,36677033.21,14483172.88,53940208.21,37238287.89,26072227.97,11136232.35,53600494.24,35180629.06,23656368.81,11225911.62,40876499.26,28815682.19,19538840.50,8984434.86,39561933.55,26884826.91,38844714.58,34615825.84,0.0
4,营业成本,74007941.47,51184290.91,25180201.07,144004385.61,100357824.83,68462734.35,35825419.03,125034023.95,80303625.90,52042456.20,23939804.19,104733375.83,69262505.41,45347887.39,26314474.01,126708251.12,95305168.77,70303772.79,40973137.90,221252336.08,164648044.91,110150320.54,56747310.63,96790399.35,45972949.68,30758466.58,14415774.31,52103677.38,36761288.65,24285773.19,14357034.98,45082144.69,28010476.81,18905489.64,13485264.95,34204102.31,23781366.34,17549519.46,7352793.44,25827521.68,17134634.47,11953463.76,5885002.79,26863803.27,18268923.79,12320131.03,6409422.06,23863287.57,16919224.29,11908629.12,5857848.35,24087544.63,15631307.04,24637095.12,21981219.10,0.0
5,营业税金及附加,7281286.07,4598207.44,2083037.08,11614853.90,7644742.80,4834465.05,2273627.74,10987790.13,7368344.29,4761381.18,1705670.23,12374234.98,5668361.76,3825952.99,2053811.75,7389534.37,5332943.06,3704921.10,2030050.63,7258413.37,5227035.90,3339240.83,1769366.86,2561329.76,876846.71,592638.14,349754.80,1212257.14,824751.68,457189.57,211068.29,980425.00,662015.26,433168.27,151201.07,924794.02,426429.43,521663.68,80246.34,636395.79,418227.09,246488.39,140387.75,770445.22,505297.68,322163.62,177469.55,754968.46,422472.56,320171.96,124032.88,767848.01,460251.72,627132.73,303126.07,0.0
6,销售费用,181083011.50,110511026.15,37200216.88,275669565.63,163418893.29,97722991.24,32117666.01,235284883.22,146580310.35,86096704.68,26186873.66,202538181.64,127074851.47,70287236.78,20851122.07,210349439.99,130962298.18,84817089.72,33728859.20,198769440.08,130387454.08,80605650.38,32123441.23,66684123.92,21481422.39,15717545.53,7583831.95,37642394.72,22825955.71,15632320.62,5879671.74,17525895.36,9299052.78,5695500.06,1566103.92,19094891.19,13073458.28,10497522.37,3280934.41,12772355.90,9806810.96,7033843.89,2097688.26,13911737.83,6678488.90,4433998.77,1967388.34,7130873.87,5666513.61,3717954.57,855220.37,7978203.70,6124125.26,6449876.88,5507089.33,0.0
7,管理费用,50535583.44,32072840.01,14467525.41,47594429.85,41937137.95,28529911.68,13938631.17,58299347.44,43484910.10,29762437.51,15304309.44,59567764.70,46294090.88,29703108.00,14212615.22,56488626.11,40559654.03,27283297.17,13573077.68,57039261.87,42758577.85,27953841.33,14785105.81,31919172.87,17767038.49,11646104.33,6022707.83,23173751.68,17416048.53,12328738.01,5939875.66,22177225.83,16559055.72,10685854.18,4830499.46,16763954.72,12229132.82,7829701.36,3638657.97,15181467.98,10015252.22,6964905.52,3059887.57,12673259.16,9976944.92,6637726.28,2694850.84,7391672.28,5525538.91,3303407.31,1892656.44,6122405.88,4284331.98,6409682.41,6455010.73,0.0
8,财务费用,1924504.58,951826.55,226659.85,1472747.10,1196715.68,886971.45,601596.02,1596089.25,1160629.57,790716.94,410550.45,1417996.45,1046097.29,715100.89,399821.79,2321520.32,1926113.86,1334693.30,790080.62,2303877.92,1439720.74,1136029.67,227699.32,1416641.43,1117781.52,667415.51,351350.17,1908578.27,1588856.79,1210804.94,541616.19,1650385.66,1143749.55,575784.97,223429.87,1086121.29,767237.65,402538.39,130540.72,-117202.83,-136636.85,-126473.59,-46734.02,-735066.62,-249026.23,-57650.89,-23219.17,1303844.12,461710.42,468455.14,254676.82,134495.75,153375.33,502547.64,521093.33,0.0
