,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,16127641461.97,11327665160.05,5847008742.55,20212764671.81,15130269371.46,10384117673.03,5398242769.01,17873377643.65,12557103647.32,8253261101.73,3966124948.20,14588483384.55,10491481423.38,7247204383.69,4083794679.20,16028768138.55,11238622867.15,7805445263.11,4418609061.14,16230299808.42,10824116909.98,7047374275.40,3720608544.95,15327968493.17,9494535387.23,5956658908.62,3262471662.74,13993268530.00,9513869925.05,5892361402.42,2989719815.37,13495846735.79,8476344995.82,5502629433.54,2450278963.36,9844290165.34,6330940763.15,4720675137.08,2126968275.84,6573971075.98,5356558086.98,3547926372.98,1832987506.69,7287135385.84,5039037267.81,3580519016.68,1858078663.90,7116221725.58,4580896630.26,2884409536.71,1419754509.08,7163027625.89,4456464348.82,2736734015.78,1584356027.13,6592595730.69,4271966135.20,2898471311.90,1509616047.05,5541267807.04,3632851794.50,2449078554.90,1102107034.62,3984331140.58,2543161267.15,3088014082.83,1963773965.38,0.0
2,营业收入,16127641461.97,11327665160.05,5847008742.55,20212764671.81,15130269371.46,10384117673.03,5398242769.01,17873377643.65,12557103647.32,8253261101.73,3966124948.20,14588483384.55,10491481423.38,7247204383.69,4083794679.20,16028768138.55,11238622867.15,7805445263.11,4418609061.14,16230299808.42,10824116909.98,7047374275.40,3720608544.95,15327968493.17,9493364555.23,5956234975.32,3262169362.74,13993268530.00,9511795978.85,5890936954.22,2989093365.37,13495846735.79,8476223095.82,5502629433.54,2450278963.36,9844290165.34,6330940763.15,4720675137.08,2126968275.84,6573971075.98,5356558086.98,3547926372.98,1832987506.69,7287135385.84,5039037267.81,3580519016.68,1858078663.90,7116221725.58,4580896630.26,2884409536.71,1419754509.08,7158188767.57,4454889458.52,2735308871.31,1583843910.20,6590285718.48,4271322110.33,2898484966.50,1509615921.10,5541180867.15,3632564151.68,2448831095.90,1102107034.62,3984166318.40,2543092444.97,3087808101.02,1963749212.38,0.0
3,二、营业总成本,15160915261.74,10653500930.74,5494089445.83,18987435937.03,14366543926.67,9861208212.68,5134425127.49,17054119384.50,12067794275.74,7960893504.17,3809592889.45,14094651025.45,10223409161.96,7084508355.09,3998548525.76,15713499884.47,11014335267.53,7670236871.31,4353028187.35,15856366527.58,10595918743.35,6914348182.06,3656112197.96,14993457387.63,9309453129.47,5843437165.36,3211040223.42,13866741782.20,9401701390.24,5857348259.19,2961956260.43,12964250096.36,8147520211.41,5288732274.19,2370353750.80,9625829871.18,6165434865.44,4574687120.46,2074704357.95,6479362393.32,5177641834.37,3416140439.87,1780401841.06,7123439874.78,4857169542.53,3447549174.54,1804264660.11,6872155043.95,4393780515.61,2758300986.67,1369210434.95,6863975873.99,4258659237.52,2605938440.35,1525542325.31,6346325418.62,4113684220.18,2792777225.20,1458479497.02,5376919784.06,3520015645.53,2374756105.53,1068144771.46,3855151454.90,2454336598.90,2974483998.55,1885805317.90,0.0
4,营业成本,14657244391.99,10260165507.01,5250708277.12,18301657409.09,13742712976.78,9434110872.36,4877692330.85,16373471915.34,11487038458.46,7609247124.16,3623466559.19,13353485622.90,9707354754.02,6681883733.18,3735160062.30,14636578722.04,10228347266.55,7128347484.66,4056461430.15,14863576930.14,9852371463.73,6415672060.71,3405710031.98,14012965330.24,8660921931.77,5414495656.31,2987264787.98,12916510696.73,8754378123.35,5396514913.25,2719655968.79,11992672462.15,7572499182.92,4906630476.75,2201967723.71,8950380444.79,5757442880.33,4287014106.98,1939723534.18,5941543803.64,4819146262.45,3164416154.25,1640604845.21,6579116074.14,4488857201.31,3200590042.99,1677043084.08,6409573972.97,4091355075.59,2569210171.36,1287845141.47,6441072347.45,4008785801.15,2444341828.25,1437249730.67,5983764613.57,3901052889.26,2647640148.15,1389812625.22,5076430458.53,3319677328.05,2234624605.37,1018787079.65,3651047917.47,2319809048.45,2812141369.93,1772434685.11,0.0
5,营业税金及附加,69209967.15,57531394.68,18349604.85,128934424.80,63545054.97,39255452.10,29471274.23,101150411.16,70018869.81,38010073.74,7540561.11,148848309.06,144602890.75,143135906.75,122117195.85,508531696.79,351507709.19,247792150.02,140905309.36,530237853.65,357502318.15,240279706.44,124769564.07,488763134.39,302065913.80,194586031.75,107494406.22,449553279.42,289728329.88,178677026.24,82002934.45,389785090.82,246180853.27,161816794.71,73617740.80,291378615.42,189145484.35,139194412.79,60021012.19,183257140.72,152529316.20,101398102.06,55696924.20,217898180.69,151221475.36,104375684.32,57248387.92,214543405.07,140152612.83,86250795.00,39122492.13,228126678.52,140948208.97,86788233.44,49933380.26,213832725.33,138439409.73,95211431.30,49614511.69,179982500.39,119469971.82,80351684.31,36260478.97,127381924.44,83292486.81,101264543.87,64261284.60,0.0
6,销售费用,10267707.19,4135370.17,3042807.41,4607521.18,4299131.28,3036082.18,2091187.49,4411748.84,3111958.12,1858877.83,935800.14,7377088.70,5823478.10,4711673.33,2583589.74,7838033.59,6447891.42,3826434.34,1459418.24,13805059.46,7067573.67,5455582.75,3237604.28,6743767.41,8205889.10,4820277.97,1220989.24,9620385.23,10125915.50,8050074.32,4998750.84,17310831.73,12007701.20,8189988.30,4285970.63,15327618.84,11054251.26,7165319.38,3389396.74,12530690.00,9303724.45,5985028.25,3337814.29,9150110.92,5808844.34,3855252.49,2760007.61,6842261.45,5254564.74,3551563.64,2326599.76,7584571.64,4534657.31,3456490.16,2052996.93,2443925.03,904013.91,166750.61,0,482629.04,290281.78,290281.78,0,0,0,0,0,0.0
7,管理费用,285083651.67,213917289.90,136283819.07,334049509.86,277073395.59,224083620.83,129560625.67,355037669.25,274942876.17,188911775.81,108630859.41,288943498.52,223652616.04,156545547.48,91404798.72,238459969.75,175064631.35,126002639.01,84982779.83,218688440.62,182437479.74,124918159.15,77840917.33,209543424.21,188713233.80,133820581.43,69780563.03,228516325.62,193665196.23,151324388.44,93906353.78,240340393.41,170952732.02,114002344.16,60849922.39,175183584.25,132698246.13,95216476.66,50070359.46,165319531.80,117690526.05,81980280.05,43727298.60,132345099.37,101006817.50,66736788.13,35485207.07,140275248.78,86469140.38,52057901.72,23268466.97,124822950.19,58931099.42,41534666.25,22506561.38,108800315.14,49174589.30,33817745.42,13529838.96,98862259.26,68892656.72,51341687.51,11613566.73,67936625.11,47137822.50,55561971.08,43635542.07,0.0
8,财务费用,97505459.67,81871491.86,32782006.20,64585203.12,111759890.20,85700007.70,59503678.66,121950298.84,102363822.36,61980344.78,28144825.81,89032183.57,54734692.90,15755732.85,12423192.04,150788588.65,188706644.45,105040874.55,50985630.07,124343826.05,117236174.19,65527907.68,20600775.03,128580743.64,74567994.68,50460356.86,24612950.15,106399123.14,92974689.50,60672725.44,34986864.15,135551407.48,85706594.19,52388381.55,25470601.79,68849282.91,55085140.05,30020359.46,12068484.60,82317933.95,66049746.91,52481620.76,28184165.12,139422052.23,100641458.21,64320117.24,31727973.43,83060319.62,61930154.10,38611586.98,16647734.62,62369326.19,45459470.67,29817222.25,13799656.07,37483839.55,24113317.98,15941149.72,5522521.15,21161936.84,11685407.16,8147846.56,1483646.11,8784987.88,4097241.14,5516113.67,5473806.12,0.0
