,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,29185400702.68,18577252106.22,10818962537.84,33923561491.93,23660740739.84,15705641505.64,6620995952.12,27101395690.07,19365331494.59,12301101808.38,5393412252.58,21107950272.33,14580735631.58,9203579612.34,4314907800.75,16522946227.28,10576957133.38,6240016605.40,2828386143.92,8641340504.98,6094259670.92,3942741471.63,1581650033.14,6771333620.09,4839715238.06,3248715185.52,1316619444.26,5812209949.40,4183709259.75,2750367683.07,1234640715.37,4873970523.76,3368058278.36,2145626732.65,910004223.14,4346955497.06,3053350807.95,2010638235.23,818142989.10,3724001776.57,2561848746.07,1832866801.25,701390406.76,2912120803.83,2119009330.05,1406785609.65,523792264.45,1988434318.49,1291726909.23,794882436.59,320630932.09,1142315742.72,740779735.92,427988833.23,182996174.81,720550745.88,488893592.07,314202595.09,117084548.08,599395431.21,323352630.10,184046479.46,67957998.66,309885829.96,194850455.97,118956232.42,57344512.18,416832778.89,346425001.62,539390466.54,304177140.29,225359088.39,0.0
2,营业收入,29185400702.68,18577252106.22,10818962537.84,33923561491.93,23660740739.84,15705641505.64,6620995952.12,27101395690.07,19365331494.59,12301101808.38,5393412252.58,21107950272.33,14580735631.58,9203579612.34,4314907800.75,16522946227.28,10576957133.38,6240016605.40,2828386143.92,8641340504.98,6094259670.92,3942741471.63,1581650033.14,6771333620.09,4839715238.06,3248715185.52,1316619444.26,5812209949.40,4183709259.75,2750367683.07,1234640715.37,4873970523.76,3368058278.36,2145626732.65,910004223.14,4346955497.06,3053350807.95,2010638235.23,818142989.10,3724001776.57,2561848746.07,1832866801.25,701390406.76,2912120803.83,2119009330.05,1406785609.65,523792264.45,1988434318.49,1291726909.23,794882436.59,320630932.09,1132852951.79,737199544.00,426504979.35,182372829.18,717637985.70,487512281.08,313219677.06,116993980.98,598392539.06,322666869.10,183496699.46,67416478.23,308339206.98,193298623.31,118606619.61,57128560.57,413536930.68,344250540.35,538826849.02,303161692.36,225022758.69,0.0
3,二、营业总成本,27591176400.32,17467659476.08,10384704899.24,31701056651.02,21904124473.57,14593782369.74,6196566911.69,25511831836.69,18040049714.77,11403653866.89,5036914428.83,19695798029.92,13482752436.72,8533424741.67,4034997934.53,15447093404.77,10001276534.13,5889843191.01,2716859226.16,8054081039.19,5617659822.69,3599062927.12,1474359417.60,6184166547.75,4398976638.59,2960460167.76,1220536409.89,5313851805.16,3826889094.40,2510621526.68,1144572787.57,4455333585.18,3055516734.82,1932308563.09,823335410.67,3876082491.67,2697154969.55,1765467862.39,706769141.21,3278177865.31,2263174364.85,1625971085.93,633357841.77,2701700746.97,1979101459.32,1298009288.00,485653979.29,1857521166.05,1207161345.87,737503579.73,300602990.49,1074053974.03,697534933.66,404322455.68,173956339.66,678340367.75,464821656.49,297061226.76,113870046.10,577373217.87,308411458.17,172184165.17,66255836.84,306468098.33,188405547.28,110136994.78,54055275.59,362413061.82,300687407.78,472748711.79,261337065.45,192730524.75,0.0
4,营业成本,25441563155.12,16061162383.84,9633554281.09,28945172344.92,19890083298.43,13225835420.86,5494532357.34,22910330081.50,16140355989.87,10227757305.51,4483302819.64,17649679762.20,11963648496.17,7529367354.23,3569275776.34,13733507190.13,9078820310.56,5293722401.43,2439669420.54,7002334743.63,4929850429.80,3168963243.94,1283101053.05,5328650595.07,3808825643.83,2556546702.82,1031010121.18,4562732647.35,3293684740.97,2172504399.56,999164074.06,3918387986.73,2698059948.39,1704537475.55,727771512.32,3385949163.63,2348857572.78,1529871091.83,607802719.63,2812314364.57,1937244799.48,1407835416.47,547548820.31,2349359979.92,1767040578.95,1169554383.10,419268475.55,1644949481.03,1063220759.09,661439864.60,266947497.38,924121606.84,601229103.34,346404446.60,147705870.39,589233618.41,400226910.90,256795869.67,94928579.13,501368954.17,259740490.22,145647791.37,54472599.71,241279645.91,154682849.96,87992169.01,43627597.24,306110591.23,258089945.36,382197646.49,222704272.77,161689240.15,0.0
5,营业税金及附加,81842968.55,64018280.86,32958635.84,98574873.56,77069889.39,48880004.38,24223088.54,85106428.80,64768201.08,44020628.52,16229461.23,87499141.70,47007495.17,34190346.17,8434995.88,30595867.91,19154596.08,16073187.40,8100771.18,38361459.27,24950928.63,13955467.70,6350851.11,22029870.89,13983659.33,9188153.25,3055247.06,18364513.17,11752066.78,8766156.87,3459741.46,18334340.80,11362689.10,7967137.19,3042257.98,13354055.07,9359510.20,7705835.84,2556389.46,34233624.02,25305493.82,22725509.12,1831556.66,17840727.73,15277537.99,13547600.01,10533999.89,14793467.86,2618216.38,1395538.17,382906.95,3493699.05,2630651.53,1898329.73,1004523.54,5175415.84,3685470.76,3029367.52,1131630.47,10564639.56,2894553.09,38218.21,2580.78,1162888.98,811307.82,520339.52,224207.39,3533410.82,1850800.25,5003897.01,2448556.51,2144712.19,0.0
6,销售费用,834126121.09,538541186.25,257450134.80,1009953376.09,722580532.38,461278150.60,208368089.58,881177397.51,699048143.41,452330172.49,213513173.60,773374187.80,567122995.05,374170178.90,174227394.56,679930344.76,374486810.96,244215242.76,110828314.77,410621608.62,273834489.65,169897455.60,78887117.28,367281424.73,238167091.19,158709910.15,73517564.30,316861018.32,217795855.36,138363530.24,72503807.92,259947768.92,173786947.99,103822102.01,47577390.82,277318591.94,196479840.41,126639453.27,55158014.99,271808965.87,195491929.95,127484088.43,48996773.75,205933172.47,117989551.96,61170142.39,32377796.34,122477986.53,85911825.71,48635314.41,17803385.10,87092284.38,51836663.31,30172768.14,13552951.13,53874529.36,35429733.49,21671698.08,9614707.40,37985787.98,28737114.30,15425358.17,6361203.55,27920387.11,18847534.50,11109169.45,5621810.99,33313723.53,26572124.08,44523543.62,22883502.63,21874331.79,0.0
7,管理费用,400306191.93,264426198.01,153558337.55,485819905.02,353665161.03,745341425.45,344878193.94,1394654530.85,971249129.22,572806850.55,260702578.59,1063693156.46,797566409.14,520866279.69,242475060.27,940661568.47,477764703.62,293602356.62,133404596.80,479223312.20,294317495.36,176779604.69,75465809.62,354179153.26,247602949.61,169127834.11,79516262.44,301776740.58,206972696.49,138270315.52,51283755.68,170493567.81,109525809.77,69008061.64,28658031.13,127576788.34,87651935.00,61238905.74,28862771.83,113418868.52,69885390.47,42621262.07,20589598.67,68054265.48,43915212.71,29602040.43,13761445.47,49600360.87,36105730.58,19799523.43,7921970.75,50835696.70,30848098.72,18970204.91,8083024.78,38497339.10,22305773.46,14686832.28,5748354.88,21400086.00,14159815.83,9821280.52,4337525.06,25913063.12,15530372.45,10586570.38,4900672.32,17395789.78,12065963.33,35933239.98,11958449.88,5967265.90,0.0
8,财务费用,124755689.24,89493206.51,104872246.47,38944610.88,-9672813.78,42766118.91,99325495.41,184473580.14,111649649.05,51473994.00,19452940.72,51522596.93,50798873.72,25471468.31,22752198.95,55291318.47,23053639.09,22473340.68,11680170.15,79098515.64,65272099.04,40067920.13,19916466.02,87550730.72,70693818.70,48797657.41,25658822.17,85413312.12,69019566.08,36059448.03,16672647.75,73717373.05,60057661.41,36957876.87,14980841.01,56851905.69,41519643.30,29040124.19,11146684.59,34823830.06,24878257.30,14325616.35,8508048.73,51351453.45,28669918.02,17414592.16,9712262.04,19882782.46,14743574.33,6375541.23,7547230.31,8510687.06,10990416.76,6876706.30,3609969.82,-8440534.96,3173767.88,877459.21,2446774.22,6053750.16,2879484.73,1251516.90,1081927.74,10192113.21,-1466517.45,-71253.58,-319012.35,2059546.46,2108574.76,5090384.69,1342283.66,1054974.72,0.0
