,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20081231,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,24322024000.00,17202330000.00,11186126000.00,5435944000.00,21879609000.00,16418983000.00,10863509000.00,5086875000.00,18182917000.00,13002435000.00,8007531000.00,3817723000.00,16325329000.00,12533657000.00,8383321000.00,4726433000.00,16520580000.00,12847385000.00,8605411000.00,4320835000.00,13415207000.00,9372530000.00,5908656000.00,2724426000.00,11395536000.00,8666562000.00,5625724000.00,2709206000.00,7802196000.00,5833988000.00,3848195000.00,1735781000.00,6982795000.00,5144634000.00,3331499000.00,1544605000.00,6003917000.00,4694547693.27,3077003000.00,1312306848.25,4888747000.00,3556962871.15,4573965000.00,4197712000.00,3754895000.00,0.0
2,营业收入,24322024000.00,17202330000.00,11186126000.00,5435944000.00,21879609000.00,16418983000.00,10863509000.00,5086875000.00,18182917000.00,13002435000.00,8007531000.00,3817723000.00,16325329000.00,12533657000.00,8383321000.00,4726433000.00,16520580000.00,12847385000.00,8605411000.00,4320835000.00,13415207000.00,9372530000.00,5908656000.00,2724426000.00,11395536000.00,8666562000.00,5625724000.00,2709206000.00,7802196000.00,5833988000.00,3848195000.00,1735781000.00,6982795000.00,5144634000.00,3331499000.00,1544605000.00,6003917000.00,4687100954.18,3077003000.00,1312306848.25,4888747000.00,3556962871.15,4573965000.00,4197712000.00,3754895000.00,0.0
3,二、营业总成本,21073652000.00,14366258000.00,9377281000.00,4573776000.00,19000813000.00,14049141000.00,9137054000.00,4284011000.00,15722844000.00,10918365000.00,6559019000.00,3114191000.00,14091662000.00,10690129000.00,7233809000.00,4114338000.00,14087382000.00,10738947000.00,7247726000.00,3644930000.00,10695586000.00,7085888000.00,4351115000.00,2018478000.00,8602364000.00,6484344000.00,4220474000.00,2052296000.00,5533981000.00,3951208000.00,2601086000.00,1180573000.00,4809487000.00,3449556000.00,2217801000.00,1070571000.00,4269601000.00,3315458155.53,2162647000.00,910443778.28,3220259000.00,2178691769.22,3002702000.00,2411760000.00,2222715000.00,0.0
4,营业成本,18581536000.00,12593121000.00,8203778000.00,4011691000.00,16518670000.00,12206805000.00,8041711000.00,3798903000.00,13536518000.00,9427499000.00,5622998000.00,2677761000.00,12265629000.00,9379493000.00,6503117000.00,3738516000.00,12457062000.00,9584195000.00,6485932000.00,3272575000.00,9262783000.00,6066591000.00,3686621000.00,1696583000.00,7306507000.00,5553916000.00,3607430000.00,1752300000.00,4158508000.00,2987762000.00,1957484000.00,867257000.00,3607458000.00,2566799000.00,1660309000.00,802451000.00,3116814000.00,2523550600.94,1643815000.00,664809119.31,2291754000.00,1599461675.42,2064555000.00,1678958000.00,1468613000.00,0.0
5,营业税金及附加,160392000.00,111518000.00,77044000.00,25699000.00,167797000.00,111829000.00,83810000.00,26486000.00,179007000.00,129873000.00,94748000.00,24601000.00,105379000.00,30360000.00,21809000.00,14432000.00,65590000.00,47412000.00,32491000.00,14582000.00,68263000.00,50017000.00,32762000.00,14883000.00,75919000.00,54718000.00,36336000.00,17729000.00,264597000.00,210642000.00,140418000.00,63736000.00,233371000.00,169330000.00,110328000.00,51462000.00,192414000.00,139974545.88,90801000.00,42739990.28,183313000.00,130417518.78,152623000.00,143128000.00,127021000.00,0.0
6,销售费用,3701000.00,2722000.00,1980000.00,1362000.00,2811000.00,4313000.00,3577000.00,2112000.00,3357000.00,4981000.00,3566000.00,1914000.00,1742000.00,1421000.00,1242000.00,596000.00,1444000.00,1639000.00,1189000.00,227000.00,1120000.00,716000.00,485000.00,253000.00,758000.00,4448000.00,2900000.00,1502000.00,5920000.00,4262000.00,2558000.00,1289000.00,5177000.00,4014000.00,2667000.00,1162000.00,6489000.00,4309979.00,2682000.00,3647188.94,14418000.00,9692933.37,31128000.00,25374000.00,14977000.00,0.0
7,管理费用,1800092000.00,1308069000.00,849029000.00,426536000.00,1571466000.00,1223479000.00,730924000.00,345313000.00,1466453000.00,1053301000.00,653966000.00,297272000.00,1373451000.00,1010728000.00,582724000.00,301459000.00,1219483000.00,845068000.00,572077000.00,291768000.00,1089836000.00,758229000.00,489446000.00,238442000.00,1004291000.00,694629000.00,457999000.00,223448000.00,929328000.00,644322000.00,432357000.00,220940000.00,898450000.00,645330000.00,399944000.00,193764000.00,797865000.00,535340745.71,359673000.00,174561316.85,714632000.00,433209718.53,721082000.00,618210000.00,635684000.00,0.0
8,财务费用,483017000.00,322566000.00,231375000.00,110569000.00,544560000.00,427163000.00,258575000.00,118327000.00,394591000.00,302959000.00,188052000.00,98597000.00,324572000.00,260873000.00,125176000.00,62869000.00,335536000.00,261280000.00,160747000.00,74485000.00,255518000.00,207295000.00,139857000.00,67991000.00,196786000.00,163062000.00,105484000.00,52048000.00,79641000.00,89383000.00,54420000.00,21526000.00,65865000.00,64459000.00,44407000.00,22181000.00,158737000.00,113266743.56,68191000.00,24686162.90,23089000.00,5909923.12,34677000.00,-55772000.00,-24977000.00,0.0
