,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,8766761075.94,6315430672.84,4171932408.10,2026732709.05,10283639028.29,7252215976.95,4641373143.78,2175483085.15,9983246172.21,7091347350.67,4508421480.02,2107709130.27,8364495530.87,5905041174.98,3781476777.44,1775812912.85,7554444251.06,5320661667.05,3441218536.35,1644614951.03,6283466669.25,4348197483.21,2724742199.10,1179516681.21,4193764317.11,2929183800.26,1919398383.51,897369142.16,3035561225.52,2108579023.71,1330572648.35,635835286.87,2106132062.29,1509980822.84,953695458.45,460940937.57,1342233408.71,880005506.69,511566644.08,227847511.21,885836616.07,629687056.25,390057661.77,176701693.87,654964324.34,484888985.63,309785684.74,138058114.80,528908872.63,395858713.51,263973154.93,116204836.86,489265859.12,356536037.02,242642910.11,114739139.13,421999793.05,301364726.81,192251215.85,78490243.05,304539718.05,219273734.87,145363519.68,70492871.73,279453388.59,206390941.48,142230499.53,62790559.00,251993770.71,234036951.10,113378073.28,181657198.87,133139769.78,74023189.24,0.0
2,营业收入,8766761075.94,6315430672.84,4171932408.10,2026732709.05,10283639028.29,7252215976.95,4641373143.78,2175483085.15,9983246172.21,7091347350.67,4508421480.02,2107709130.27,8364495530.87,5905041174.98,3781476777.44,1775812912.85,7554444251.06,5320661667.05,3441218536.35,1644614951.03,6283466669.25,4348197483.21,2724742199.10,1179516681.21,4193764317.11,2929183800.26,1919398383.51,897369142.16,3035561225.52,2108579023.71,1330572648.35,635835286.87,2106132062.29,1509980822.84,953695458.45,460940937.57,1342233408.71,880005506.69,511566644.08,227847511.21,885836616.07,629687056.25,390057661.77,176701693.87,654964324.34,484888985.63,309785684.74,138058114.80,528908872.63,395858713.51,263973154.93,116204836.86,483164962.82,351530785.22,240389449.10,113555052.43,415249469.71,296459892.37,188444641.68,77267911.05,299424076.86,215959092.73,143172439.31,69035768.59,275191989.01,202818640.65,139705407.68,61646936.41,249648293.45,179736767.05,112509598.43,179942035.59,131797072.41,73055386.10,0.0
3,二、营业总成本,8635239556.48,6210048408.60,4064825953.95,1992541009.08,10168291751.36,6979910069.17,4516620032.56,2112328044.69,9932709578.37,7073422555.87,4381455525.67,2039442613.99,8255510648.63,5663450237.97,3626670639.21,1702945696.08,7172928185.85,5018470238.86,3235495255.74,1526617593.68,5826027004.95,4016081650.10,2522553161.04,1089204095.48,3897240084.36,2714953561.96,1776692264.67,826672284.42,2829302152.28,1965827429.73,1236546252.31,594209027.14,1975876241.57,1412504004.84,895959583.52,433762000.54,1272241096.16,824430327.45,478935534.87,219223518.52,835768104.90,594197796.89,365445825.95,171890781.89,626218905.85,459385841.17,292862290.56,132930990.82,514212486.31,374632958.60,250749940.72,111756810.35,462670204.68,335017193.46,230615491.68,110344554.54,403464039.77,286668620.04,183643396.37,76925401.18,330455775.72,200004696.07,131985521.27,62855241.89,251070693.66,183129142.78,124626308.53,55982590.70,225014249.02,156608319.07,97924447.90,157285412.22,113607000.97,59122161.37,0.0
4,营业成本,6905440332.67,4941433634.88,3265279073.01,1584128552.84,8227412775.15,5791554990.04,3759342714.79,1759334191.69,8001501948.43,5722139505.70,3635083454.29,1686539534.07,6625780818.64,4684560142.49,3001823895.07,1414904701.15,5872168863.13,4139269063.27,2680530685.00,1278053458.85,4844155095.69,3361221697.20,2110734894.10,899553101.62,3232827450.51,2254409661.21,1475999865.99,690297437.94,2343828794.47,1637748545.96,1041792099.70,497882724.32,1626630777.86,1166701192.32,740006598.02,356097583.42,1017524806.44,660819782.10,378649109.79,173120992.28,653030117.93,465704229.47,286888682.40,132490692.11,490904938.49,365837086.67,231181422.06,102257760.26,400050697.91,298329110.73,199679049.71,86050644.18,364741401.73,261353429.68,179555556.17,83226611.82,320996612.74,231453480.00,148596140.65,60096666.25,218496580.50,156586622.92,104177398.81,48237959.33,198378359.03,146104438.58,101610049.32,46048396.52,175230238.84,124326237.69,76259851.67,120950307.73,85655772.96,44768440.09,0.0
5,营业税金及附加,56248288.71,39962500.84,26298423.83,12851913.06,67172979.73,48212124.82,29654046.16,15326606.10,60491335.50,36948552.22,25842234.25,6369009.77,44427507.23,17399861.00,13714831.69,8168768.11,39997157.94,23705667.96,16435470.11,9300693.08,31002642.18,17840309.58,12377186.63,6238693.11,18712121.01,12943156.09,9024612.82,3917717.88,15056102.03,9508975.50,7021436.92,3887184.26,9882704.65,7456966.84,3723809.19,2676459.91,6095977.98,3985185.12,2168553.40,932161.47,6188620.46,3809544.20,2523347.86,1234739.82,3521436.98,2377677.01,1509059.84,471305.27,2845769.95,1887929.31,1463120.61,557402.33,2756672.63,1780218.02,1157001.27,378204.54,1835812.38,1178371.05,780942.06,154238.29,1240217.72,958908.55,740905.58,474878.96,1487130.97,1053460.66,741812.73,399234.44,1383365.15,1110345.31,773531.79,934233.54,850524.30,683359.50,0.0
6,销售费用,932215452.10,685021981.64,433595991.87,209769670.05,850760247.45,581573606.91,373519262.57,168759091.46,774371797.24,563927450.70,361252287.39,172081512.12,688413435.19,469796529.70,285384324.67,141164032.34,562247697.45,404633424.92,243820446.16,111290392.03,466783495.53,312854081.03,191789662.07,88912823.59,334277513.92,236416884.04,152627159.44,65877546.03,257286290.74,167969238.27,104815982.09,55072116.81,201379590.32,140151234.45,87263970.73,38961001.58,147412063.25,92466198.64,56184645.50,29230835.15,114238033.20,81793806.63,50452950.56,23941654.56,85656589.33,57898538.63,37602740.40,18021161.18,62888927.98,42640706.45,29534544.67,15772933.41,57083258.98,43162543.80,30302363.28,16658763.29,42260716.44,27937588.04,17222325.29,8360044.94,37805153.22,23171885.03,14418990.79,7691935.97,32490051.84,21840162.22,14071048.15,6150194.81,24974314.54,15597587.32,10532253.58,18330820.54,13340438.92,5639577.99,0.0
7,管理费用,412408167.49,296647174.33,189732155.85,95013841.81,472306141.17,339691528.76,261450508.21,129358404.88,629180440.49,418068290.42,274414614.94,141206377.00,544323654.41,373116095.59,247638028.52,106199954.37,504247692.71,349405713.14,219138736.03,95836309.64,367447666.34,258451794.82,171695184.33,79153861.43,259053382.24,172125274.54,110701479.89,52973927.59,181758106.74,123912408.45,67134651.78,28151151.94,117577428.69,85564544.25,55886608.38,31593838.03,89812345.64,57608808.44,34981618.96,14230707.73,58301741.81,39926150.52,25517515.06,12333105.26,40808131.52,28891174.55,19596088.11,10223351.17,34512159.79,23756157.40,15486451.87,7162014.53,28756050.60,22550723.19,14709329.56,7578621.70,29725053.02,20188548.86,12793236.41,6364423.14,70475594.75,16678367.00,10967927.09,5775376.54,19643804.00,14971981.91,9980193.12,3890304.78,20027565.78,13049454.78,8847588.54,16067495.78,13536652.48,7744623.30,0.0
8,财务费用,164845740.61,130056415.03,86221334.78,39572636.12,191089624.21,132247920.18,90057981.42,41864963.38,180025501.60,124756705.41,78080897.82,37823273.13,166415591.02,109395441.80,70779244.22,36425176.27,149210209.32,89265792.95,57223648.76,23723675.82,70048523.51,53260333.99,30289439.80,15952753.04,34756931.69,26920233.40,18253181.17,11117950.58,17810608.78,16192494.64,9248387.08,4177831.40,7003937.91,4639272.39,1914471.37,838692.32,-1422826.57,450581.75,321757.56,327163.21,1459934.22,1793028.34,1097714.11,877726.44,3811476.28,3718712.01,2492959.44,1747783.02,10599684.06,8030971.87,5373266.08,2640810.27,9332820.74,6170278.77,4891241.40,2502353.19,8645845.19,5910632.09,4250751.96,1950028.56,2438229.53,2608912.57,1680299.00,675091.09,-928652.18,-840900.59,-1776794.79,-505539.85,3398764.71,2524693.97,1511222.32,1002554.63,223612.31,286160.49,0.0
9,研发费用,164081574.90,116926701.88,63698974.61,26433543.04,124878776.40,78191766.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,24770852.16,234671207.25,8438131.79,2595519.41,-2315212.82,287138555.11,207582051.42,6782036.98,-4577092.10,186149642.14,9182167.39,7330315.04,-3916936.16,45056565.30,12190576.62,18346269.68,8413064.26,46589581.70,12453433.48,5666794.11,-607137.31,17612684.99,12138352.68,10085965.36,2487704.40,13562249.52,10495766.91,6533694.74,5038018.41,13401802.14,7990794.59,7164125.83,3594425.28,12818729.42,9099771.40,6629849.66,1381658.68,2549657.28,1171037.73,-1034384.04,1012863.70,1516333.25,662652.30,480020.71,209629.92,3315246.62,-11917.16,-786492.22,-426994.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
