,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4394801313.03,2742266427.97,1217748625.12,6571486482.40,3215998537.89,2106774747.80,571742303.43,6434246071.09,3270156471.33,2286923955.14,1019770225.86,6432544240.84,4114469575.22,3117201285.13,1177767098.78,7147045742.99,4839562655.62,3487136313.50,1407503821.27,8238827893.00,4961668876.18,2841420441.13,1022184608.38,8831717471.63,5614213051.40,3434146051.77,1164780323.26,10070430943.40,6437880860.74,4619425859.98,1864019400.08,12608443674.33,667898232.85,472846194.31,221389649.23,1386437841.39,932697248.14,604418517.94,262000952.61,1388203430.28,1039356906.67,696167196.34,314193693.37,864425690.05,650538480.15,433396854.70,201185057.81,686523893.75,515038892.55,343175993.10,159497480.74,518150906.87,388023108.98,263532717.32,0.0
2,营业收入,4394801313.03,2742266427.97,1217748625.12,6571486482.40,3215998537.89,2106774747.80,571742303.43,6434246071.09,3270156471.33,2286923955.14,1019770225.86,6432544240.84,4114469575.22,3117201285.13,1177767098.78,7147045742.99,4839562655.62,3487136313.50,1407503821.27,8238827893.00,4961668876.18,2841420441.13,1022184608.38,8831717471.63,5614213051.40,3434146051.77,1164780323.26,10070430943.40,6437880860.74,4619425859.98,1864019400.08,12608443674.33,667898232.85,472846194.31,221389649.23,1386437841.39,932697248.14,604418517.94,262000952.61,1388203430.28,1039356906.67,696167196.34,314193693.37,864425690.05,650538480.15,433396854.70,201185057.81,686523893.75,515038892.55,343175993.10,159497480.74,518150906.87,388023108.98,263532717.32,0.0
3,二、营业总成本,4251374048.46,2653828649.66,1226354864.69,6625467145.10,3410211681.50,2182180894.37,663796023.15,6404712078.57,3286618983.95,2246267389.03,1025605418.79,6521906137.08,4144770812.95,3114424584.78,1244027584.24,7288352965.32,4891096838.55,3484761205.18,1412094061.55,8200001564.61,4949517838.23,2837874635.68,1027582061.69,8491195675.33,5471308113.04,3343404145.26,1145621797.74,9606761432.69,5958916253.74,4270472141.06,1746502656.78,11591637781.73,640306956.02,447711660.61,210705339.63,1236395435.49,833137332.75,528565586.56,221412053.92,1219927990.41,910522168.67,612658283.10,272061665.25,725773453.99,551915377.53,374526580.42,170789280.44,589479296.59,434508519.29,286753874.64,136838488.20,455993066.02,350199502.02,251634462.47,0.0
4,营业成本,3559297199.49,2194362601.55,969596644.57,5267381302.01,2734485026.00,1747080243.23,467415746.37,4953890634.93,2696006691.73,1865393858.41,822553620.76,5242307720.85,3430578544.04,2668207070.51,981014385.97,5911075199.08,4025466596.45,2900226717.66,1181206963.83,6759508629.38,4256569114.56,2426131920.89,866203811.01,7127522909.56,4650337808.47,2854081999.90,981250660.39,8086489480.67,5093126040.04,3697900707.70,1490324489.05,9876213251.63,564551285.52,398807568.40,185314030.79,1091095526.30,759355008.17,479381987.80,200922359.23,1128400426.73,850948028.77,570834551.32,245111020.41,658047191.07,516975499.25,352798208.01,160736710.62,512854628.36,388568420.73,261139227.04,123459420.02,395199534.38,317841663.55,227425223.28,0.0
5,营业税金及附加,38770461.61,27429917.74,15387790.14,56836687.54,35824644.14,24079122.89,11385522.46,78072555.98,43185440.92,31172689.43,16061343.09,60952548.67,21093318.55,19213234.65,8493173.90,43450933.48,31964913.07,24374745.80,6203467.37,34717128.45,15395955.83,7431553.79,3027127.76,47469063.74,27081794.77,16756135.01,2698307.10,63097375.24,35768837.73,27222935.69,9208799.43,100944042.65,1852340.64,1436537.23,1028319.94,6715162.00,3404183.30,2131356.95,330249.71,3991918.33,3735715.94,898237.47,0,2391302.80,2391302.80,2219280.96,1206509.90,3334046.06,2580864.94,1879160.16,855803.71,2271068.89,1730446.94,1261233.02,0.0
6,销售费用,183911604.14,126963867.19,38977945.12,241662467.27,171868539.23,96427930.02,34807133.95,445660268.77,369136963.39,323054863.92,39566221.40,201744619.68,170043010.80,122421411.81,45113972.54,118113297.44,119567461.66,75349898.89,33467065.21,99648749.35,107456524.92,70383029.99,33842281.30,97262295.68,117195886.29,72302197.13,36574084.13,206251335.17,112009801.38,68956102.99,34578455.56,271798292.14,4880728.03,3330517.28,1922159.72,6267361.26,4764324.48,3038283.21,1432841.78,5283055.32,4233475.32,2653973.54,1406452.41,3116396.61,2276022.58,1622503.01,767249.40,17003011.39,6050601.22,4237676.46,1650037.01,7375191.83,6707643.97,5647796.80,0.0
7,管理费用,439284366.21,295097404.38,137462639.58,619617236.85,463460530.27,298630743.88,123202244.20,1037092519.56,423311197.33,263546555.45,132476382.03,927596461.45,617013435.44,467428320.54,175000391.86,914152097.70,646670967.40,392381355.60,153764756.98,1003139729.81,530770046.98,327091118.05,143909502.48,1035532846.41,655875658.24,402824498.41,128228828.31,991358573.02,592975294.56,369228453.10,178491563.23,1211934341.90,51910435.63,26230126.19,14023751.57,94811395.61,46469181.49,29475164.93,14618405.89,62375710.86,35618331.15,25711323.59,19342386.56,48061884.72,18826153.01,10919748.23,5779409.36,42304517.18,26588743.49,11572657.58,7345413.42,38400014.36,21583187.63,14829555.04,0.0
8,财务费用,-14487647.35,3646098.83,16765895.84,2971672.25,-15551994.94,-188599.03,22174041.39,53426968.68,32568539.63,24988101.48,6384736.50,-4198936.74,18768044.32,24278255.02,-7961295.13,-19478731.46,-25446856.36,-8782312.41,-482682.46,-9691806.49,-1264331.88,-6467542.01,-1306238.74,18204962.43,21189188.24,13985607.37,6908355.76,101851596.96,78946276.49,68281247.45,33118747.37,84037619.99,15446806.18,9839900.41,4480664.26,17755036.96,12391181.57,7785339.93,4108197.31,15762236.85,13190052.17,9763631.86,6201805.87,12635676.01,9248428.15,4768868.47,2299401.16,13179438.61,9951719.03,6617466.44,3509469.49,12139985.66,1454835.79,2963657.91,0.0
9,研发费用,44598064.36,6328759.97,462630.91,396802528.86,18990750.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,47701318.53,40195250.32,1134186.26,16151453.38,4811334.78,-163430869.35,-277589849.05,-261888679.66,8563115.01,93503723.17,-112725540.20,-187123707.75,42366955.10,321040169.08,92873756.33,101210799.64,37934490.62,312679134.11,40590527.82,13304554.97,-18094422.12,165203597.51,-372222.97,-16546292.56,-10038437.95,157713071.63,46090003.54,38882694.13,780602.14,46710233.42,1665360.02,8067011.10,3936413.35,19750953.36,6753453.74,6753453.74,0,4114642.32,2796565.32,2796565.32,0,1521002.78,2197971.74,2197971.74,0,803654.99,768169.88,1307686.96,18344.55,607270.90,881724.14,-493003.58,0.0
11,公允价值变动收益,-366983.63,256888.49,917459.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
