,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2599724041.24,1856314991.47,1151046689.23,568104691.30,2332267545.29,1659610268.24,1047504690.02,506491059.31,2008242605.84,1435410779.96,896582143.24,424814960.43,1904193777.06,1351998630.30,842587598.72,402827166.67,1783867801.24,1283130414.24,836206967.11,406917319.44,1668452272.54,1190996647.67,738463343.89,363324645.13,1618458051.15,1143330296.99,736127014.06,391862411.11,1521013203.61,1088339120.55,700656619.26,353390632.13,1513086127.13,1129801027.38,740225250.01,377901924.01,1276392235.13,932449842.95,612477232.63,324074925.12,1054575342.49,801217997.96,532168138.88,283360991.37,1219428116.36,944284118.01,599559226.50,293562003.80,1045570737.09,785072294.96,505455913.49,250494958.85,725123993.06,545461235.34,356866489.69,170334387.26,615162233.33,453802892.23,298974561.69,137831870.52,488423029.81,359779671.92,241094271.23,121410181.40,431645151.95,315491985.27,208040477.10,358598278.03,246918447.54,0.0
2,营业收入,2599724041.24,1856314991.47,1151046689.23,568104691.30,2332267545.29,1659610268.24,1047504690.02,506491059.31,2008242605.84,1435410779.96,896582143.24,424814960.43,1904193777.06,1351998630.30,842587598.72,402827166.67,1783867801.24,1283130414.24,836206967.11,406917319.44,1668452272.54,1190996647.67,738463343.89,363324645.13,1618458051.15,1143330296.99,736127014.06,391862411.11,1521013203.61,1088339120.55,700656619.26,353390632.13,1513086127.13,1129801027.38,740225250.01,377901924.01,1276392235.13,932449842.95,612477232.63,324074925.12,1054575342.49,801217997.96,532168138.88,283360991.37,1219428116.36,944284118.01,599559226.50,293562003.80,1045570737.09,785072294.96,505455913.49,250494958.85,718899070.65,540707143.94,353966325.61,169068957.85,610814223.42,450572838.97,296498688.54,137030660.90,485083912.91,357285510.18,240113549.90,120944826.16,431003451.01,314899076.22,207606723.47,358588085.89,247075434.04,0.0
3,二、营业总成本,2300317747.25,1647401895.94,1028731173.49,512097507.60,2094855170.99,1494709746.40,947693983.73,458668331.84,1781903009.50,1281653593.58,801321165.90,377085194.82,1675499242.95,1185297366.99,741904547.39,355707600.49,1586623438.34,1145444955.54,748323026.81,366820651.15,1505256730.18,1078572624.15,666900806.43,325169000.91,1428937299.59,1014312205.43,655646794.85,345461706.86,1331061492.18,956290860.40,615650967.60,312080953.21,1354184427.70,1012937573.49,666446636.82,342478916.16,1145574811.95,842473554.49,554691229.11,296403884.31,934075904.38,727923518.35,483986668.68,261909999.54,1134339423.72,878085220.09,556452655.33,272672718.63,976464843.56,733422424.48,469172428.10,232589644.54,663190626.47,503528286.21,325386049.56,154831511.55,561285184.53,414665114.07,272211604.89,125514881.89,437397362.89,321820649.97,213147636.48,106893353.01,381151534.81,277217279.31,182729929.49,318908982.85,223181287.80,0.0
4,营业成本,1970735268.13,1410432736.62,878339578.69,431438180.37,1820298270.01,1300922100.53,824236717.89,400554714.44,1552279026.82,1123599155.27,704946660.70,329947258.48,1460111043.61,1042718489.41,652561272.15,312592910.10,1405015913.02,1024070443.19,665988619.79,322009099.15,1354187191.30,975136922.52,602000603.29,293701840.94,1284772351.45,913121868.85,579733715.54,304387747.24,1183941371.80,847752159.96,541436456.47,273126913.42,1210645252.47,911682758.94,595784890.90,303065769.41,1025292849.54,756366059.39,495241563.85,258668670.40,817049258.83,643240502.15,423205926.27,231207240.01,1012398361.98,789301924.29,501864010.61,243587578.31,883840896.84,667791236.42,426888620.99,210949049.83,600649667.40,454240384.91,290081261.59,136387846.29,506257218.30,374467528.31,245592595.09,113377961.11,391801837.61,288965095.00,191936927.32,95402513.90,338635839.17,247880092.33,164375574.70,282613438.63,199159432.42,0.0
5,营业税金及附加,16822607.77,12365055.38,8295564.13,4202956.04,14851887.86,11757164.80,7584109.64,4478261.08,16566956.34,12667440.89,8215428.21,3978388.89,15433003.38,6651787.44,4487071.66,2594146.08,9977587.10,7747061.10,2608752.68,1248486.14,5393582.57,3716418.48,2471433.09,1522930.24,6010550.25,4285487.46,2889913.04,1304264.82,5199526.88,3919488.23,2750832.26,1092213.51,5306071.64,4200962.13,2886743.11,1381606.88,461156.06,335392.76,335032.76,258032.95,552178.10,515026.52,415791.69,267708.01,673935.49,422899.97,257352.65,169245.32,55399.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,销售费用,114567829.57,80346043.32,47369601.13,25442760.78,98728156.15,65260315.91,40657265.29,18106106.71,88295461.40,60893489.68,37262740.17,18483120.69,89421679.44,60492885.84,38560207.70,18328323.54,81114652.07,55581309.53,35698402.08,19280621.95,74877214.36,49551424.08,30120634.79,12443242.10,62239544.48,45811297.51,30942628.31,17550770.86,64741143.93,46906083.52,29430047.66,14240925.70,68067204.99,48935624.18,31001165.37,15482067.83,55652731.77,39153656.80,24503943.16,12224732.89,55952590.97,37340189.81,27185351.77,11997778.31,58191785.96,41464382.73,26941031.78,12775160.80,44932045.72,31357666.46,18302757.49,10206063.74,35173590.32,27036085.34,18451326.93,9306567.34,31205387.85,22081162.53,13937321.12,5701990.77,25747911.13,18771914.25,11974477.75,5659448.35,22527745.92,15283160.06,9726472.46,20392676.01,14826416.74,0.0
7,管理费用,96605590.12,71711081.69,46825051.50,24344800.34,84235528.63,66284410.76,73782339.16,34074646.51,121884114.63,83452409.02,52052311.64,26828807.87,103820756.56,79163519.72,51353399.27,23918689.81,86506954.97,60227023.22,43787336.54,21873946.02,75985741.49,54391466.42,35657798.83,19628657.16,82435694.46,58179710.85,44487430.84,23509330.59,76870052.30,56571042.59,40207221.88,23303161.53,66431389.13,43681765.56,30362900.31,15605343.51,62175007.51,41537583.81,28954543.93,17896378.02,55370649.55,41172020.97,27488528.06,13690685.72,51298482.16,36851108.42,23774078.16,12968327.26,42549008.65,28756658.72,19730312.01,8170481.95,27048747.52,22162863.14,16853141.83,9121050.77,24608498.84,19648939.49,13117175.34,6768014.80,19869329.80,14993955.01,9680474.16,5321653.68,17233518.64,11856123.63,8188846.48,14740915.92,9579073.82,0.0
8,财务费用,395498.38,-2163783.37,399757.85,1523254.04,-3088034.01,-2804322.42,-736262.52,1117824.07,-1939582.36,62400.98,177578.07,362776.42,-12437700.14,-5512616.32,-4590384.89,-759692.24,-11245962.52,-7011098.21,-3646069.75,-1245794.64,-7481773.89,-6302919.64,-3870390.39,-1287477.42,-11758392.79,-9350428.30,-3332597.11,-2815853.58,-3374625.17,-3135641.40,-1939628.26,-1592129.24,67676.07,-200831.67,-225457.30,-149160.71,259484.77,33329.69,719204.97,97098.14,-268377.55,-571804.19,-51678.43,-1641504.14,1248517.35,-241415.03,-583419.45,-67967.87,1070247.70,1624926.97,1179625.74,407403.09,318621.23,88952.82,319.21,16047.15,-785920.46,-1532516.26,-435486.66,-333084.79,-21715.65,-910314.29,-444242.75,509737.08,2754431.08,2197903.29,439035.85,1161952.29,-383635.18,0.0
9,研发费用,101190953.28,74710762.30,47501620.19,22364623.82,65896663.19,47609063.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,2780932.21,13932699.16,5681013.28,2169814.27,336779.03,4817032.67,978697.74,-1333552.89,-2515157.53,19150460.10,1783300.90,-467018.50,-966776.80,15254293.70,4830216.71,3885985.47,3654292.53,2294774.35,2079312.29,520726.82,-840192.11,5237551.74,2264269.06,925704.23,1525446.93,3684022.44,4277727.50,3766037.59,1909868.29,3666833.40,4637294.35,6636394.43,7093289.24,1733582.30,5047532.04,4936940.44,7258971.91,5419604.48,6227583.09,5742749.32,6388091.63,10528340.78,10286319.71,4199601.58,3240374.81,4017244.70,3891935.91,3071111.87,2856645.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,969863.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617746.00,0,0,0,-617746.00,-1890204.00,-1647284.00,-932030.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,10680305.60,5156235.43,571177.95,32301.29,11248031.67,3901369.87,3901369.87,0,5053150.69,2413972.60,0,0,0,0,0,0,3685315.06,1323863.01,1323863.01,1323863.01,2029931.51,325000.00,325000.00,325000.00,2658333.34,1533333.34,766666.67,0,0,0,0.00,0,1366444.54,-963027.96,-577501.96,-257376.88,659756.16,641107.64,-55739.98,10729.31,338396.12,745346.08,754537.58,528343.32,-1443848.47,-53030.45,-53031.93,0,325826.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1800000.00,100000.00,0.0
