,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20111231,20101231,20091231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,639352853.82,499999273.91,274337272.82,138084397.75,500744692.07,385693690.71,218709503.59,106934012.73,385576841.66,293622380.14,165132855.77,81099600.17,312085773.20,238466313.19,133415557.05,69117267.53,267105585.86,202239074.69,117784048.11,59087880.89,239511105.85,181113447.02,105286298.08,51916319.67,193609754.28,146468889.97,87649015.53,43054120.10,147517280.49,108630558.34,103176299.93,59327652.09,37407159.70,0.0
2,营业收入,639352853.82,499999273.91,274337272.82,138084397.75,500744692.07,385693690.71,218709503.59,106934012.73,385576841.66,293622380.14,165132855.77,81099600.17,312085773.20,238466313.19,133415557.05,69117267.53,267105585.86,202239074.69,117784048.11,59087880.89,239511105.85,181113447.02,105286298.08,51916319.67,193609754.28,146468889.97,87649015.53,43054120.10,147517280.49,108630558.34,103176299.93,59327652.09,37407159.70,0.0
3,二、营业总成本,297097454.62,213765262.73,124681962.05,62399701.07,237135120.60,171523402.25,102282618.74,49187436.48,177760736.03,126223608.92,77254137.74,37537129.67,159551499.72,114867795.93,71514785.17,36758392.92,134526075.73,98625066.25,60428102.87,30851918.79,128349494.22,99135787.02,64126842.17,36969181.79,111917964.21,0,51949049.53,24755488.12,87157503.49,0,62001718.13,40985326.61,28873096.68,0.0
4,营业成本,22852631.56,17451821.93,9703592.73,4912172.88,28518185.46,23485973.67,13338317.81,7087939.24,14085609.95,8813242.01,5017895.57,2303978.21,11555335.37,9641814.51,6000665.12,2903954.45,13104036.94,10072076.41,6231650.90,2603228.99,9732462.48,7550594.21,4255562.92,1878407.23,7374316.60,0,3507248.00,1744013.96,7559063.78,0,6472295.71,5689320.03,4528889.90,0.0
5,营业税金及附加,3270571.65,2518061.58,1068034.15,492626.09,2721586.62,1822646.50,1437828.46,387623.46,2612251.09,1655828.49,1207874.48,280455.49,1243350.07,906963.15,515564.26,276954.51,1110764.03,843417.23,492841.17,243824.66,1304630.71,1065689.57,753159.32,370962.46,3020581.54,0,1410908.68,707337.54,2439163.49,0,1801151.11,318194.38,81841.39,0.0
6,销售费用,223702265.85,164884960.59,98526866.25,48401078.19,168288254.09,116583012.25,69398068.82,33225642.67,128887847.91,91024331.71,56226435.97,27882613.37,114496675.39,82479093.13,51521069.99,25852865.84,96044457.22,70148419.69,43861833.75,21594768.49,88690764.75,64283356.87,40323929.76,20554309.33,75726456.32,0,34537807.70,16329922.91,55933623.95,0,37798713.67,23321159.33,18432318.47,0.0
7,管理费用,30165264.92,20949348.28,13376707.38,6948418.51,34159903.50,23548313.27,19952727.60,8831209.10,33893798.11,24434526.45,15856939.96,7037951.63,34796848.39,22828412.92,15132751.58,7685459.80,28160805.47,19747886.50,12288961.63,7231040.62,31966208.44,25881787.13,19459281.89,13669018.46,25639638.71,0,12354310.96,6127467.56,20392530.30,0,14738650.48,12105407.91,7426953.16,0.0
8,财务费用,-24064368.34,-18195887.97,-12047864.32,-5780454.48,-11178336.11,-6477313.22,-3053223.95,-1297487.03,-3771404.83,-2546670.33,-1871513.78,-946940.15,-4377579.79,-3316326.64,-2286727.82,-1008601.26,-5199182.56,-4413763.31,-3330766.66,-1592307.10,-4386471.06,-2215446.14,-1746211.07,-545481.00,-875045.31,0,-328275.44,-153253.85,-129753.24,0,312175.62,-645071.89,-1035744.49,0.0
9,研发费用,41171088.98,26156958.32,14054625.86,6439340.39,13478608.22,9036162.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
