,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20081231,20080630,20071231,20070630,20061231,20060630,20051231,20050630,20041231,20040630,20031231,20021231,20011231,20001231,19991231,19981231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,10814349027.54,7040650376.09,3834716543.15,6499373437.14,4577418285.88,3309422145.31,1642557231.85,8818781467.80,6205669926.71,4056753044.52,1964632036.51,7589066883.90,5876283930.57,3534626491.57,1740412801.72,11540612657.75,8985622100.17,7108485922.68,2741970471.26,5609064896.32,3398397223.08,1965462680.86,809596956.57,3103553412.45,2328090584.17,1582368394.68,830934096.86,2539445287.30,1926169215.35,1401031707.38,665592370.19,2315086741.48,1792924631.15,1387354948.10,761156429.98,2737505892.10,1893224045.80,1109845349.76,559100261.25,3084956634.62,2270150937.33,1413744457.77,1370647086.89,793961718.86,4778888788.70,1884542202.78,891221065.21,313121867.43,225819307.10,30181906.69,405039125.92,237754776.49,364228218.58,253539080.50,391682375.31,720408618.26,251752578.48,283985955.46,0.0
2,手续费及佣金净收入,3159960063.76,2029682560.35,920867085.80,4322309322.49,3278022102.34,2371174247.05,1331798623.13,4559055982.16,3293285000.06,1984793893.18,921438286.77,5096736129.84,3823498195.09,2530576708.25,1407221414.30,7259442441.27,5600588004.44,3969758017.41,1393405631.68,3024181550.74,1862668270.74,1085654452.96,564914886.36,2123372128.81,1545258046.25,1011778138.24,509497406.92,1559428645.69,1126592909.56,725471773.66,371531033.17,1770879144.94,1423146123.06,1000590952.49,562864699.04,2170901378.86,1502241278.88,941715657.10,449510807.30,2296359064.60,1683539045.61,980123636.56,1688286266.33,990420407.52,2517053175.83,1178929260.75,545786088.07,196286146.70,159878663.71,10651533.66,280209730.87,136974466.15,228852763.05,222622228.37,273255453.91,335937692.31,145606129.50,145406991.46,0.0
3,代理买卖证券业务净收入,1198135682.94,811615753.03,392753908.19,1349236180.21,1072830857.92,770638593.61,416317128.02,1503132215.52,1092874521.76,685814762.19,339272042.32,1640777322.02,1239201505.76,857061930.75,435619673.30,3782139435.85,3057751091.93,2220290631.69,691503913.22,1539207586.04,872289267.45,477812732.93,269526129.39,1125693451.85,735008352.06,446606027.91,232932405.88,647403573.36,499219535.08,338344251.85,169280923.81,811884232.66,718899617.84,473806883.28,254076290.13,1234636659.03,871275099.68,565162735.68,274891205.19,1684839077.35,1291966437.74,743260075.35,1183445179.99,719526506.49,2128282267.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,证券承销业务净收入,504229540.33,294756246.21,105183334.94,835766179.80,508660590.97,355121330.48,183825322.52,1155385398.52,958456547.77,580009944.67,212886046.70,1415696242.55,1108521366.57,621942062.39,376219979.92,1130092924.48,694996788.68,447383225.92,226432719.11,552301390.23,390348863.58,258268305.69,123406557.30,364755804.29,202851547.24,167144368.91,92624319.52,182236281.72,72182861.96,29589559.90,16358794.22,321340692.67,272103769.42,199276291.26,121613689.49,234837519.30,169521682.98,54888255.58,13679767.52,61736950.20,33447119.76,27249432.76,37507261.76,10198933.74,57943017.89,0,37418547.93,1792000.00,1135444.76,-510619.10,58873119.68,141227.54,76748962.56,62649402.35,47306715.53,35868595.61,1288679.10,12864883.15,0.0
5,受托客户资产管理业务净收入,225247071.88,147846667.24,59276715.52,285687262.44,213476522.97,137285308.52,70066163.22,415086668.82,301988939.71,172796488.89,84885466.12,557872842.17,388458835.87,310813721.54,156567678.93,779237847.71,624410777.38,450719281.44,97211597.25,230758261.82,121307691.58,76136198.09,35959757.61,107591714.02,76766438.92,50060867.81,20832631.41,84370181.79,43807787.90,26831075.28,13418706.55,64897660.46,50892094.73,32807116.39,18624154.25,55928589.47,36957950.29,18733182.03,10707006.28,28887437.51,11156844.16,6282843.82,12594151.11,11830491.79,10877391.74,6637707.24,514351.26,0,-4664991.89,-59353764.40,27530836.86,27968541.92,0,0,0,0,0,0,0.0
6,利息净收入,631624204.05,443903088.92,199700268.45,-333744552.70,-215465091.71,-140032320.67,-60909907.53,418862437.51,411578779.70,311556345.97,192397065.94,957324917.95,724938112.56,455140309.39,220096797.13,1222040944.74,980500587.28,715030974.65,262973148.53,688716601.62,453465369.91,285641446.21,137462990.83,345695315.23,213388873.68,121741466.40,49357795.82,237592543.12,191023167.13,138385696.75,70809864.26,314068707.46,240603668.15,154477615.61,78751318.14,264303531.18,185322315.38,124519482.90,57351772.40,210028089.17,143867700.50,83429875.65,227700135.01,125146674.11,183114158.26,67139046.31,-29331308.07,-8341522.33,-16068724.90,-8794753.24,-31308612.61,-20534029.94,36132919.11,65082356.11,77364961.59,51624266.88,25336315.27,39497225.39,0.0
7,其中:利息收入,3228811640.38,2183354822.20,1099199158.19,3723665217.33,0,1949096951.59,0,3703023384.59,0,1722776236.45,0,2936999028.76,0,1475563639.62,0,3951537786.60,0,2028675827.37,0,1811865544.79,0,699152995.30,0,694608445.37,0,239842963.44,0,390661621.17,0,213491507.20,0,449149700.95,0,222835587.98,0,355433484.13,0,168440224.19,0,278015641.63,0,0,351866304.05,0,318858183.88,115185972.27,79038857.53,22029289.11,42983956.39,20007822.75,57894526.64,32883449.44,60962351.37,92283926.73,136268791.42,85270509.50,45737449.31,87139853.33,0.0
8,利息支出,2597187436.33,1739451733.28,899498889.74,4057409770.03,0,2089129272.26,0,3284160947.08,0,1411219890.48,0,1979674110.81,0,1020423330.23,0,2729496841.86,0,1313644852.72,0,1123148943.17,0,413511549.09,0,348913130.14,0,118101497.04,0,153069078.05,0,75105810.45,0,135080993.49,0,68357972.37,0,91129952.95,0,43920741.29,0,67987552.46,0,0,124166169.04,0,135744025.62,48046925.96,31815128.91,8969457.20,17562962.32,9254624.88,35690888.72,23804581.97,31857271.07,34502287.66,63500279.63,41380100.96,23481537.31,60965613.98,0.0
