,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20010331,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,571072893.90,425637522.85,278268739.33,119469426.49,414238778.96,290580852.31,197955081.73,92099937.58,347237289.80,238370122.44,160984104.56,81147771.18,324240841.90,240749333.55,157147166.48,79720863.02,303726790.57,231810751.81,158491781.84,81285344.52,464987527.80,339918355.38,228692541.86,117565727.89,486729308.18,364794033.33,222087318.26,111783990.45,419642661.31,304491497.23,194282667.44,95887355.30,403282098.80,284874678.96,178047165.38,97328500.70,386348379.27,298843228.05,198323188.79,109939790.76,432676350.20,327467491.34,205061791.89,94679334.58,637896590.03,511033107.00,379686364.21,203753029.96,991036624.74,741514852.59,489827900.41,242173558.88,1136905615.03,834335112.70,579673236.09,270004682.30,1057438229.79,780888380.20,532314498.05,253631810.97,1145298147.95,925829914.16,658293203.46,341039774.52,1447652278.60,976177692.64,605630782.14,232221885.97,1293541323.96,689734507.50,375680013.37,299097686.37,713894014.84,343263104.11,59429503.51,27949486.49,155206722.16,81816358.97,312996253.03,170617044.91,324182766.61,169382062.70,385632480.45,184720000.00,445673016.10,154940000.00,432649406.82,240020000.00,504052480.50,205440000.00,461775918.12,19328000.00,0.0
2,营业收入,571072893.90,425637522.85,278268739.33,119469426.49,414238778.96,290580852.31,197955081.73,92099937.58,347237289.80,238370122.44,160984104.56,81147771.18,324240841.90,240749333.55,157147166.48,79720863.02,303726790.57,231810751.81,158491781.84,81285344.52,464987527.80,339918355.38,228692541.86,117565727.89,486729308.18,364794033.33,222087318.26,111783990.45,419642661.31,304491497.23,194282667.44,95887355.30,403282098.80,284874678.96,178047165.38,97328500.70,386348379.27,298843228.05,198323188.79,109939790.76,432676350.20,327467491.34,205061791.89,94679334.58,637896590.03,511033107.00,379686364.21,203753029.96,991036624.74,741514852.59,489827900.41,242173558.88,1133692161.07,832470783.38,578541755.84,269350181.30,1043810667.42,778482557.91,530652688.62,252836473.67,1124745615.76,923634535.97,657166444.94,340663081.54,1436382877.72,972616127.40,603786971.53,231931679.27,1289321184.23,688466782.50,374978223.33,298814964.07,703244863.19,341453803.35,56908935.11,26772630.14,152909343.66,79720672.52,308645854.46,169257128.11,317455304.46,166357564.91,377729975.29,182440000.00,436002795.00,151770000.00,412988099.26,238130000.00,495071556.37,199550000.00,456323866.88,19328000.00,0.0
3,二、营业总成本,509897504.26,372644654.54,243457096.79,107944394.60,410735581.28,276244343.48,187301486.57,88166967.66,313002481.12,220942995.20,146908206.30,74807664.59,297539255.62,219579399.79,143719895.22,73849418.46,277820186.88,213277142.08,150618182.26,80575356.86,481799447.89,348195943.14,231400794.03,118232015.68,478752408.51,341609127.85,221203653.32,107295506.39,429717301.49,311440852.94,199126800.74,97701152.75,418191728.10,290702003.82,181268763.21,99081962.96,401779831.96,303630806.88,201203694.46,112418168.59,449554064.33,338920615.87,214459665.56,102476984.43,645714971.11,525647971.81,389850421.09,210595287.96,1012721328.61,751469139.26,496739313.48,246750917.81,1153657568.97,839011975.16,583197408.33,275322887.24,1052653994.65,773092217.20,526207451.73,253594598.21,1137400109.31,922513339.97,658612547.07,341464623.37,1444683686.79,975170263.75,605409468.78,235929355.31,1326029242.41,704920460.44,388150874.19,307870110.22,723126000.26,359478867.12,73938850.17,35764764.82,291792667.64,153053829.78,413096213.06,200182470.62,399054764.65,200693197.26,466550677.35,0,562621312.89,0,442004189.36,0,479718511.78,0,418313161.31,0,0.0
4,营业成本,431021312.64,323317036.00,210494012.42,91086090.40,332347355.12,225063206.15,153739952.11,73096147.54,254254960.65,175384506.21,118024813.96,60898412.90,229042849.63,172714010.44,112822380.88,58812336.35,217992216.20,169829908.61,116939503.91,63046997.78,389423619.69,287109181.05,195298141.59,100618068.06,387558722.36,282735907.61,183087649.86,88377796.06,336419631.43,254918519.14,162118236.89,78903888.31,335264237.62,233563951.48,144203262.02,81138877.78,320837643.33,248509832.18,164259673.76,92909659.20,362883942.51,276940421.99,172550574.23,79515375.80,541978943.53,448853577.87,335222961.29,182435459.99,881291102.25,675734530.63,447387421.79,222432125.51,1036486678.15,763861257.96,530021939.48,245144674.72,940721748.93,697560589.30,475449326.28,227538874.50,1017253052.97,837975115.58,601665562.44,315195369.36,1307370929.06,882459560.43,543690192.70,207210037.87,1174853057.95,617311647.13,331216625.88,276184928.93,619437129.70,307206831.24,41350904.08,19795498.94,121281980.49,62312333.19,272619583.54,143785120.30,273179760.85,139360195.67,323756556.20,0,362798473.64,0,325747244.07,0,392513650.43,0,350035510.75,0,0.0
5,营业税金及附加,6269059.85,4319838.32,2968165.06,1484949.21,6276612.65,4328002.45,2922621.92,1407101.55,3638454.37,4014862.04,2810925.76,1202109.56,8772047.77,2650366.07,2403726.21,1622851.91,6189409.10,4364159.61,2847665.18,1257341.86,5046179.83,3768251.35,2463848.35,1171720.40,7351792.51,5892790.86,2876878.04,1621199.00,5922740.31,3730676.60,2461448.20,1245049.93,4965765.95,3515217.10,2273132.81,1127702.31,4000966.43,2860729.34,1871701.10,876949.46,3854632.14,2751232.90,1788958.50,865690.58,3988766.40,2813028.33,1892547.03,881936.33,4213130.44,3215377.04,2175025.38,1013239.51,4069821.82,3042700.94,2007054.18,1067249.80,4130528.92,4312770.89,3011022.51,1559749.17,4495197.65,4364091.28,2820159.86,1559807.31,4472229.85,2779172.45,1774912.88,872319.90,3960144.90,2474365.97,1623452.27,826077.92,4163692.83,1567628.93,1081585.08,503667.82,2257062.65,1268506.15,2865679.05,1637741.51,4100876.71,1858473.54,4649150.25,0,8661805.57,0,4257634.95,0,5189461.37,0,7349854.21,0,0.0
6,销售费用,23956102.30,14256308.73,9358514.29,4727001.63,19987406.50,13044897.24,8337907.27,4077650.70,16490379.71,11155242.77,6883605.25,3291920.97,16656674.49,11291756.73,7399760.23,3535418.08,14718877.28,12761144.16,9520419.70,4779425.47,21073376.98,13941341.57,9182022.30,4762538.72,21265233.88,14391552.84,9442375.29,4758585.57,20698948.07,15351773.30,9774350.90,4967607.80,19891677.92,16052874.89,10254375.32,5076468.45,20131244.26,15438262.85,10559146.00,5944185.25,19970615.74,16202039.32,10079337.68,4903947.49,31980546.16,26216723.79,20065588.27,10697481.84,40257190.01,29279143.33,18344834.42,8815006.15,48776413.62,29636917.48,21962792.92,12261634.72,48616595.68,27535139.36,17703431.83,8773858.13,50953500.83,34058840.02,20832994.55,7670997.63,52861446.84,31087585.48,20789041.12,7337766.90,40811276.62,23468916.45,13409378.33,6350973.63,24354084.83,8459115.14,2237979.14,978652.08,10745708.66,8079064.42,17101953.92,5005228.15,11730530.24,4752718.49,10435014.50,0,17630662.49,0,10762520.69,0,8129055.67,0,6949903.84,0,0.0
7,管理费用,43668263.92,26035385.25,16878629.26,8234636.69,44231376.56,28759511.53,19137092.41,8686799.27,36735283.59,30029406.46,19352021.76,9300078.35,42446751.49,33043336.94,20805027.12,9471745.05,32881868.90,21004009.73,16780916.30,7580211.93,43509348.15,25998794.13,16192019.27,7745000.09,44227973.01,26940663.17,17906667.35,8975204.98,45435681.23,30779170.61,20373260.20,10469393.62,44648200.15,30793764.47,20217091.42,9718729.47,46215747.64,30370565.53,20071551.74,10243858.74,50517983.60,36056953.91,25561953.08,14781345.70,52095336.83,37337797.14,25156517.80,12945764.35,51731617.50,32771443.23,21684840.39,10895469.11,52679410.50,35095152.68,24222894.96,13600526.93,49259499.37,36489354.02,26263902.70,13555549.92,52440210.15,37751443.20,26795724.44,13988522.06,62416221.54,46430720.10,30214192.69,16466724.78,78972644.45,47633414.05,31683378.46,17973371.08,52918737.35,30038715.91,19345034.84,9864373.18,92778095.53,35291234.62,75599111.91,26978139.84,63201521.32,28110641.04,60753359.95,0,67457874.81,0,71301179.70,0,61449520.52,0,40838795.32,0,0.0
8,财务费用,4982765.55,4716086.24,3757775.76,2411716.67,6508114.19,4664936.72,2771872.61,899268.60,1520168.86,548598.69,26460.54,115142.81,-505960.97,-120070.39,289000.78,407067.07,4343688.83,5317919.97,4529677.17,3911379.82,17771137.44,13118660.75,8229163.34,3934688.41,16783591.71,11548213.37,7790082.78,3562720.78,10081337.64,6660713.29,4399504.55,2115213.09,8307007.12,6776195.88,4320901.64,2020184.95,8407104.95,6451416.98,4441621.86,2443515.94,9604691.19,6984027.35,4492901.67,2410624.86,12676977.99,10426844.68,7512806.70,3634645.45,13823336.70,10468645.03,7147191.50,3595077.53,11645244.88,7375946.10,4982726.79,3248801.07,9925621.75,7194363.63,3779768.41,2166566.49,12258147.71,8363849.89,6498105.78,3049927.01,17562859.50,12413225.29,8941129.39,4042505.86,27432118.49,14032116.84,10218039.25,6534758.66,22252355.55,12206575.90,9923347.03,4622572.80,38549952.42,23807981.57,35535232.16,23600378.29,44614250.61,26611168.52,66956596.45,0,106072496.38,0,29935609.95,0,12436823.79,0,13139097.19,0,0.0
