,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,41432671.34,36344092.18,24898830.54,10650462.11,47988330.75,32228984.50,20997344.33,10780965.25,50068057.53,33424712.92,20818956.36,10376496.89,50223495.18,38578505.13,31240581.11,15077044.70,242169156.44,180596145.50,123864482.89,57032388.85,270555991.83,193180696.33,104799728.32,52388886.46,291968358.52,182036812.08,94705290.69,49996701.48,333107483.11,237387044.99,176440834.60,95502013.78,615638770.58,504328739.32,346166816.09,183340426.79,709615211.89,563261328.40,350361016.91,151935419.75,672549959.11,516831990.70,315702489.33,134807205.16,782254583.84,606966751.56,346428596.03,145282646.26,973770690.49,717854061.35,429715363.39,176932554.34,765390357.10,440827260.63,256778227.79,112400125.24,751990447.50,613299586.62,365856657.21,137504561.36,1081725697.69,886998992.33,531726828.23,253337692.98,1169458515.81,833730610.80,486625992.36,225040758.96,1296783531.33,1048736376.41,636559871.04,286717753.75,1760761723.71,868461825.66,1619104966.39,754239778.01,1805402086.00,847069425.04,2302901561.96,1101417938.39,2746899267.46,1265832000.00,2552832951.73,1196336086.42,2561785244.16,1242131200.00,2036123000.00,665543339.63,1202901344.78,770425000.00,0.0
2,营业收入,41432671.34,36344092.18,24898830.54,10650462.11,47988330.75,32228984.50,20997344.33,10780965.25,50068057.53,33424712.92,20818956.36,10376496.89,50223495.18,38578505.13,31240581.11,15077044.70,242169156.44,180596145.50,123864482.89,57032388.85,270555991.83,193180696.33,104799728.32,52388886.46,291968358.52,182036812.08,94705290.69,49996701.48,333107483.11,237387044.99,176440834.60,95502013.78,615638770.58,504328739.32,346166816.09,183340426.79,709615211.89,563261328.40,350361016.91,151935419.75,672549959.11,516831990.70,315702489.33,134807205.16,782254583.84,606966751.56,346428596.03,145282646.26,973770690.49,717854061.35,429715363.39,176932554.34,770673918.54,438772121.60,255095207.71,111496223.31,754717564.57,610582517.09,363706355.93,136709595.53,1080578459.06,885830976.20,528814515.49,251867148.08,1167248141.91,829833171.13,483393196.96,223409694.60,1296502643.50,1048465215.52,636091262.05,285782193.17,1757218491.59,867622117.19,1620431308.54,754932441.52,1815080314.11,844070037.36,2303171330.06,1100279596.51,2745103028.87,1263871000.00,2525123309.13,1179115572.20,2552889254.97,1240880700.00,2035194000.00,664951684.50,1202266375.94,769505000.00,0.0
3,二、营业总成本,62250335.93,44612574.10,27602724.52,14214860.04,70456459.05,50750945.39,45142883.90,31065274.24,124979186.91,92077015.77,56826068.43,22570562.75,106412612.47,71820872.16,54955108.69,31165165.85,286178764.41,211198789.29,143781435.99,68545334.58,326854190.80,227263897.14,130251658.06,63364755.80,385286165.78,238692151.15,138649777.90,74300237.65,480022908.68,333740787.21,234331197.60,122724266.62,714778230.21,548008178.44,372324548.78,193902630.98,775963738.94,609445478.39,379914422.68,167764777.77,729188929.83,541146911.25,335596368.19,147146721.99,828967435.37,629544271.78,357715267.05,155460350.39,937982241.06,713339835.68,424397074.57,174140783.43,818662988.55,486283349.32,297398497.17,127405858.00,928046448.04,686933513.73,403068276.48,159774157.78,1317190132.55,1021404635.11,615875230.99,286023601.26,1305593349.55,921551602.16,549321312.69,266974204.19,1538776329.91,1146114550.58,676386038.21,302116687.47,1910413369.09,891715714.37,1626299792.74,708298694.50,1742493083.19,834294253.76,2361154035.62,1112596646.69,2697326852.97,0,2381219654.76,0,2325874082.81,0,0,0,1073094972.28,647593000.00,0.0
4,营业成本,11365014.69,5275367.44,3416364.37,1820480.94,7622255.11,5674132.74,3649032.54,2140121.75,6000045.32,1577853.00,1102973.87,646392.42,19697181.57,15054336.64,15080361.74,8481499.99,216120735.26,163684223.04,115685530.19,52853015.12,249006544.50,181770387.16,99785279.02,48226805.90,270117055.76,166955027.10,85645964.89,46015514.49,296757757.90,204308922.46,151282216.95,85315746.01,557456171.79,454458145.85,314061099.27,165522822.64,640272028.52,512796994.12,319295124.48,139070425.27,602191072.01,459437848.23,281052949.80,120577279.00,705601850.04,545067260.22,306960081.74,128362775.96,810544167.82,633409592.02,375670718.99,155698586.24,682750540.29,423412861.81,247738638.16,107592522.62,729563736.95,582800594.29,344399866.51,132294887.57,1059218663.21,863927757.06,510580088.64,242900712.84,1123455787.76,786073814.52,460077034.60,218398932.38,1262990121.31,989760083.41,576265551.40,265629513.65,1566336812.40,767628466.47,1361079550.66,594816488.63,1541032542.30,720231161.69,2055332647.38,995396266.31,2468306672.63,0,2180400843.53,0,2083632425.44,0,0,0,1043383215.60,638491000.00,0.0
5,营业税金及附加,1070250.07,887389.18,671500.13,367030.54,1341324.66,1023420.72,669097.01,346982.13,1447938.72,1077583.47,778749.06,345690.48,2351732.59,204033.56,162310.43,120083.66,725133.68,442792.34,221518.19,134074.84,511130.85,437435.00,329530.59,213906.89,488763.76,336376.76,198456.06,109423.13,876217.80,741330.41,592289.04,324893.32,1144156.70,924971.23,654983.67,349606.38,990117.26,829567.04,520752.92,225804.03,497953.92,390636.40,215988.47,129401.10,2382079.93,1899479.57,1089306.98,579832.93,21270030.16,15360049.33,11427262.30,4609876.14,12665033.78,246022.56,133206.82,88049.97,627530.95,418701.14,297776.24,134523.40,635446.01,374403.81,310031.06,147833.50,1086777.20,836744.91,546545.22,232386.96,1232495.94,948617.88,630669.18,331225.70,1310825.31,730266.50,1874133.95,956690.83,2027660.40,977201.93,2114120.05,955632.51,2693985.82,0,2427471.88,0,1164032.28,0,0,0,12223375.07,9102000.00,0.0
6,销售费用,0,0,0,0,0,0,0,0,0,23052.29,23052.29,0,2076500.00,0,0,669754.75,10062096.24,7798931.21,5454318.81,2996775.39,19074292.07,15444735.93,12104420.53,7375214.69,55700108.34,38719225.83,28273613.07,15214594.34,83828205.02,58545727.36,35657419.10,14829827.75,56517880.82,34335716.15,20608881.59,10978417.75,48200519.26,35895414.10,22084778.01,10441816.80,46400933.58,32764084.13,21867446.30,10151641.98,39335161.78,25406379.44,12926264.43,5847001.97,43891601.27,24901014.92,15949886.68,6152559.87,39736083.26,23314266.72,16377459.10,8484939.00,26513824.30,18801536.55,12428589.70,7280809.98,43291794.89,35711361.51,22729086.70,7915378.08,47641005.73,42252181.88,25445684.27,12490080.19,89163765.43,67928436.80,46187094.40,18971134.39,151412035.67,33176040.73,100990353.36,36740073.01,70177178.95,34508717.28,78453946.53,29888734.97,63838709.65,0,44617581.96,0,60317514.76,0,0,0,40796235.05,0,0.0
7,管理费用,41576841.01,31743371.84,18639368.83,8695103.29,53086017.66,40731839.35,29556635.42,13108665.84,65400778.94,49390901.22,30121699.87,12727117.34,58773965.15,45671681.76,32273790.89,13653742.31,54704318.39,35761521.86,22324548.23,10559116.33,39964170.60,25808263.94,16037461.88,6748815.18,38744392.62,25968765.24,18817838.60,9042027.11,59013594.83,45633239.97,29191937.10,13836716.62,54815742.49,35917458.41,22598689.48,11106502.01,50501745.36,36794102.38,24373833.82,11825750.22,52362852.38,35396018.49,23161006.56,11964896.95,55256828.95,36716482.66,22524744.19,12939379.72,40191497.73,32054217.25,20838092.32,10934659.05,50161904.67,15831858.85,16527606.11,3158911.61,139172748.62,61302065.52,30992894.47,12765864.39,180474066.78,96030303.83,64853346.72,26626163.09,92606198.58,60535987.76,41527667.74,24753508.62,136497923.64,49595210.39,27258673.33,4497226.57,141800053.72,66502738.92,107343553.93,50476405.92,89486892.82,53165311.53,135387447.97,48053894.18,92302467.19,0,88596431.74,0,104140901.70,0,0,0,48751157.70,0,0.0
8,财务费用,8238230.16,6706445.64,4875491.19,3152380.44,-657335.80,-3748908.37,4241836.08,15536968.97,49766273.81,39635023.16,24313162.94,8856004.11,10448745.23,9916812.85,6582374.50,5179554.87,9535849.28,7270788.01,3835380.46,2003899.09,5204771.89,3578883.24,1832609.92,802739.34,8399592.19,6885053.88,5886202.94,3914900.44,28920051.06,24038896.15,17158636.55,8410050.70,30225834.90,21870419.16,13899427.13,5945282.20,29334790.82,19864582.00,13250604.23,6377052.33,22261035.97,12643204.77,8711039.90,4595013.74,26116195.16,20446956.89,14765713.86,7731359.81,31843662.17,24210071.61,16191708.76,7849798.87,33349426.55,23478339.38,16621586.98,8081434.80,32168607.22,23610616.23,14949149.56,7298072.44,33570161.66,25360808.90,17402677.87,8433513.75,40803580.28,31852873.09,21724380.86,11099296.04,48892023.59,37882202.10,26044049.90,12687587.16,49553641.99,23678201.75,47295875.60,21802565.59,50995556.64,27694745.91,70191207.48,38302118.72,70185017.68,0,65177325.65,0,76619208.63,0,0,0,-72059011.14,0,0.0
