,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1344782769.12,691202559.52,467231451.28,172603038.23,1223775807.83,703989098.59,468632032.49,176634664.97,1216717229.83,623752529.15,440750914.50,131491745.81,1119101709.34,609087938.00,397364180.36,148610167.63,1077069574.52,493548512.88,335731446.71,100597755.90,926014302.66,466980551.40,307278646.35,80285435.67,791389202.66,407227991.97,261533359.93,89549871.97,905064889.01,483352338.05,300539298.72,137331420.76,945637112.84,497520908.85,287901891.07,114621626.78,828966795.47,482824070.90,287149720.23,135617447.99,72320227.66,56121134.77,37756551.39,12897104.69,71495061.08,59228237.74,42049766.09,18266486.53,253546165.96,235954987.79,196384906.28,105707247.18,341844066.20,249871759.09,140894605.12,40426221.34,218162075.99,134987366.65,74862389.06,28826189.28,289935536.57,238261682.13,182989989.52,87561172.26,417147594.04,320249048.23,219983202.43,93359579.48,348847679.35,247328295.64,194661911.94,118930478.27,599030592.40,357472903.76,646826937.37,331238801.63,490141287.47,308695179.68,940675378.59,566589311.55,1088975285.00,594784759.00,1238796904.00,755246862.00,1197427296.00,719597206.00,1024209588.00,503722640.00,802567869.00,457307868.00,0.0
2,营业收入,1344782769.12,691202559.52,467231451.28,172603038.23,1223775807.83,703989098.59,468632032.49,176634664.97,1216717229.83,623752529.15,440750914.50,131491745.81,1119101709.34,609087938.00,397364180.36,148610167.63,1077069574.52,493548512.88,335731446.71,100597755.90,926014302.66,466980551.40,307278646.35,80285435.67,791389202.66,407227991.97,261533359.93,89549871.97,905064889.01,483352338.05,300539298.72,137331420.76,945637112.84,497520908.85,287901891.07,114621626.78,828966795.47,482824070.90,287149720.23,135617447.99,72320227.66,56121134.77,37756551.39,12897104.69,71495061.08,59228237.74,42049766.09,18266486.53,253546165.96,235954987.79,196384906.28,105707247.18,341844066.20,249871759.09,140894605.12,40426221.34,221703526.46,138543060.45,78328195.90,31792113.19,294179568.58,241243916.77,184088001.54,88922318.44,420958942.53,323415974.65,218780369.30,95534156.26,354970144.43,248100742.36,195365215.69,119217364.79,605366449.13,357712640.17,636777403.16,331151324.33,494613478.32,309192912.44,937996481.31,564498059.85,1080188117.00,588845454.00,1234880048.00,755246862.00,1186804667.00,714620277.00,1020451165.00,502471720.00,799226149.00,455580027.00,0.0
3,二、营业总成本,1282804905.47,678051432.22,455874387.92,192301134.40,1147317284.95,699672790.05,447403931.80,196141040.15,1130207509.64,606813226.69,410950623.99,148323058.98,1011546552.09,536042916.79,361043688.54,149759985.86,982871413.76,484897429.37,326351651.75,123021829.75,880390862.42,455890929.68,294856476.77,98125025.08,766362926.30,431834096.83,285466498.72,127129895.15,872972959.04,453836987.26,270514772.72,120554570.87,814009561.09,441849629.04,257175040.02,112315462.13,720489217.08,427502829.18,250527422.62,118729984.25,104655038.28,72700680.01,48494888.70,16403048.13,92158959.50,66507345.13,47211628.08,20974611.55,295275569.08,277398502.21,229889184.81,124287311.16,369268975.23,300476130.97,179720742.41,60393072.96,228143714.11,160248857.56,84664882.31,39303019.59,292133731.10,239881427.03,177424558.97,90136746.81,1119340358.62,352170924.96,240995603.03,104518346.08,641939288.39,256728861.33,201047765.99,116424519.10,833131766.02,353150593.76,697126391.54,342411051.60,675063247.35,340232460.86,930621913.29,555268580.33,1039356613.00,0,1159176593.00,0,1099711146.00,0,922501724.00,0,733328984.00,426729056.00,0.0
4,营业成本,843379023.51,404897759.00,279873795.13,107903594.13,685305930.28,395842229.37,259065575.10,113426137.24,683634878.56,342025791.39,254307102.00,75411602.94,632730413.07,319328439.49,229013993.05,89825658.71,634350953.05,282841642.45,197073293.33,64366354.59,554971758.05,272519170.26,179826470.80,43423671.21,469502423.90,258344562.66,168281864.70,61949755.04,578688268.94,268500837.44,145148908.38,54544803.69,558228836.72,290348490.38,154645714.33,61998904.02,494846999.04,307407724.58,171406452.86,72405996.21,64930418.49,49165037.29,30533043.25,13028651.97,69689855.08,56313886.62,39587063.10,16921488.06,240227834.20,224023818.22,187943140.38,103399642.28,342400885.03,251513860.57,146565410.49,43611903.98,174556793.15,132135287.57,51620156.13,24957232.76,200926053.21,168161093.50,130213973.53,66616565.92,342803126.37,263554213.62,179312139.17,76235389.65,319481062.18,190973132.83,154644747.26,96631777.87,505230808.34,286028917.04,521559757.53,250818989.11,483538067.77,252181657.36,714954329.14,441802484.73,801471054.00,0,934143971.00,0,883435037.00,0,800789686.00,0,607263977.00,353953707.00,0.0
5,营业税金及附加,6432257.92,4114838.27,2744114.07,1204960.09,7010351.15,4737113.51,3454493.71,998018.89,7071204.24,3538912.58,2165752.90,229216.74,3505507.24,547430.70,473728.49,304825.80,2342101.80,1128535.62,869128.10,311651.25,2536813.94,915338.18,682609.82,289253.47,4065863.77,2331275.54,2058338.90,157001.27,2273415.51,1162399.42,769883.86,289902.20,1497737.08,852208.77,414263.46,151411.60,1769846.94,1008452.92,763186.39,283743.17,1119204.22,605349.86,789452.93,172767.35,747565.75,591554.50,414713.93,150136.65,1157019.59,877111.79,644161.50,283507.73,992370.54,582527.63,289316.99,17063.19,1047777.97,388374.66,680420.30,267912.65,2047765.58,1487428.32,1152152.66,390060.89,3130179.65,2298252.58,1597132.93,633001.50,2659886.51,1684352.81,1188592.93,705063.21,3386144.09,914567.59,3607046.59,1734451.54,1252669.62,1058604.21,3042446.65,1616174.66,4310348.00,0,5915772.00,0,3001643.00,0,1505746.00,0,29871771.00,18925374.00,0.0
6,销售费用,30038144.82,21420391.60,14031754.59,7917842.20,27748026.35,17734676.02,11643222.55,6073770.98,32514940.87,24560744.77,15937059.69,7861114.95,27785431.81,22596736.54,13944816.40,6519739.09,20883384.44,13201358.22,9300780.50,4339793.45,19365832.64,14116959.78,8559976.25,4865727.78,19199802.42,14327041.01,10454876.44,6910916.90,20130658.08,14845707.15,10305825.06,7127249.65,21153850.57,22646268.53,16430517.95,6585514.09,15431873.05,11863681.31,9862576.54,4755514.23,3913241.11,2516593.04,1675819.92,723461.73,3522176.68,2361438.08,1224448.22,557885.74,10163931.56,8938089.42,7611350.91,3970814.46,13163555.34,8954019.21,5097353.94,1270791.06,10897779.71,9047927.45,7780196.74,4553908.74,14755695.89,11172996.31,8213086.85,2436647.26,28882704.63,17207456.70,13117756.19,7769671.39,98048002.19,25702105.70,17648703.65,8252805.80,230632813.18,43157652.86,105866931.65,47887724.36,97290705.02,41360346.06,107245689.75,54654522.20,138188136.00,0,113476682.00,0,110146033.00,0,54743683.00,0,27958731.00,12148597.00,0.0
7,管理费用,210935262.33,141291167.98,91554347.92,49328769.28,239291543.83,164726462.05,166075395.72,76652952.41,391243030.35,226691049.34,138689895.70,66399865.96,323888196.65,197974303.74,121717901.35,54870328.79,296049298.17,182493272.72,115330367.10,53833600.53,286089708.69,156474654.87,102177264.06,48663244.62,262982275.46,156742967.28,108431933.95,64148288.56,257391617.51,166288151.07,114263003.95,58067533.83,224942903.36,126779463.57,85701207.57,43805345.98,206048661.12,109014347.67,69966972.57,44993819.56,18082635.34,14050676.40,9297985.91,3535883.21,14025131.94,8424800.48,5768407.08,2462501.61,12324439.40,19306557.88,19777501.10,9211094.76,88602035.45,26981021.13,15736279.80,9528513.86,6612878.42,270468.36,12354501.66,3740865.42,50639249.28,42009421.47,26044796.15,14453147.92,711596183.17,47979969.69,32086026.66,12531548.56,204693354.81,28811674.36,20945921.46,7918990.71,80813206.44,17375006.54,49306776.03,31810633.84,60932025.73,34215036.86,63361462.62,31120342.57,46714258.00,0,56318469.00,0,78538996.00,0,52821471.00,0,58477610.00,34949769.00,0.0
8,财务费用,-922607.76,-657620.99,-705882.60,-219050.52,4098928.88,4307479.97,2555175.85,1352727.55,2398919.81,1548804.09,1092020.04,455618.75,-779476.57,-744018.31,-698388.40,197801.56,3626449.35,2890458.47,1833852.57,964338.06,7284767.78,4567052.85,2443489.04,1207787.74,5513583.23,3732004.00,2589535.85,1606577.96,3687106.56,1670982.55,763657.27,301639.18,2163923.24,733752.85,509015.70,651950.83,581907.97,1020990.68,742468.82,523724.83,-387118.73,-271611.05,-117358.48,-35391.23,-607636.08,-481252.10,-327563.87,-164505.34,20066286.30,20343675.16,13913030.92,7422251.93,45012093.34,22424417.78,12032381.19,5964800.87,35028484.86,18406799.52,12229607.48,5783100.02,23764967.14,17050487.43,11800549.78,6240324.82,32928164.80,21131032.37,14882548.08,7348734.98,17056982.70,9557595.63,6619800.69,2915881.51,13068793.97,5674449.73,16785879.74,10159252.75,33255371.05,11416816.37,42017985.13,26075056.17,48672817.00,0,49321699.00,0,24589437.00,0,12641138.00,0,9756895.00,6751609.00,0.0
