,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950930,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,140880180.71,90048526.06,41529663.85,200323275.37,139632871.83,100558303.26,51222429.41,314165498.09,169893574.58,99596901.06,31191249.57,355976867.42,146609156.09,99611258.96,37694298.66,19433603.48,5573597.58,3702236.94,1851118.47,73998683.53,70879854.08,67847052.44,39868760.20,605707898.49,504439942.01,361754101.49,125905424.82,683577311.47,446861866.18,290283254.45,164923239.42,656682041.00,294119134.55,172475346.06,38477717.97,208898648.66,148875291.40,85615761.76,31637958.03,129533007.66,75533427.93,43466069.53,14572163.84,101786375.80,69724427.16,46693742.21,18596140.22,168023787.72,111616687.86,67037095.20,32728444.05,108950418.11,74475621.87,36983049.73,10570099.61,72656566.20,52583859.35,36557615.50,11987626.52,95563763.16,68593948.79,42473383.82,19977877.68,112881772.65,68847507.76,41968876.86,21637976.36,93553077.80,65690282.64,41529770.24,20253401.64,38237093.54,16702559.82,33790897.77,24975824.25,18260649.06,10254654.00,27848948.22,17218330.59,64450403.44,38062272.41,80669664.22,42840874.02,122014883.60,89297076.90,112599859.97,0.0
2,营业收入,140880180.71,90048526.06,41529663.85,200323275.37,139632871.83,100558303.26,51222429.41,314165498.09,169893574.58,99596901.06,31191249.57,355976867.42,146609156.09,99611258.96,37694298.66,19433603.48,5573597.58,3702236.94,1851118.47,73998683.53,70879854.08,67847052.44,39868760.20,605707898.49,504439942.01,361754101.49,125905424.82,683577311.47,446861866.18,290283254.45,164923239.42,656682041.00,294119134.55,172475346.06,38477717.97,208898648.66,148875291.40,85615761.76,31637958.03,129533007.66,75533427.93,43466069.53,14572163.84,101786375.80,69724427.16,46693742.21,18596140.22,168023787.72,111616687.86,67037095.20,32728444.05,108603587.25,74347122.72,36927822.75,9389474.61,71166234.06,49042815.25,34497196.40,10807832.42,95093482.44,68278627.38,42186397.41,19790441.57,112015711.32,68487137.85,41681180.98,21402731.84,91160105.08,64860485.34,41133281.54,19490841.81,23745503.00,10384031.41,21782959.70,24787366.21,18071630.14,10254039.92,26067191.30,15501628.39,63068659.70,37799259.24,79259434.60,42619298.02,119143104.56,86425838.96,109543462.23,0.0
3,二、营业总成本,111158343.38,76396945.47,37396768.53,1437011591.49,123482004.97,83527034.84,41185709.64,256536653.75,116454423.91,78438900.13,29809087.82,258722882.23,81756726.54,62484194.79,17863351.16,22224986.13,9657665.93,7345382.46,2239738.06,72925000.46,69553719.00,66873372.71,40090629.02,601753975.53,502129323.44,358476308.26,124905148.55,677610189.58,442035487.09,286397580.38,163170118.52,649302956.02,291118927.61,173696050.58,40409183.24,221389915.31,158935503.28,93511120.04,35451157.66,140705434.34,85102212.69,49608645.09,16623820.26,110319894.00,73287213.99,50398051.15,21819820.16,179029084.44,118447998.71,71509033.08,34659643.16,119888852.29,81769538.33,42080261.65,12227233.56,67775968.21,49140601.34,33333260.81,11463419.46,117518751.24,81522927.15,50601701.98,23785198.11,170992300.62,97993286.34,64954792.51,25349963.98,120575171.26,79652560.91,50720250.18,23706001.83,38345686.05,18276817.47,32579943.45,25510983.05,37059292.68,19988579.86,73000789.53,29877071.96,82399758.04,0,79718820.97,0,114448969.46,83825934.47,103510813.65,0.0
4,营业成本,8813670.56,5668846.91,2742717.27,35048669.06,11839834.10,8231478.13,4373749.89,84100341.66,26022707.05,19706603.78,2134351.96,145099176.62,30137773.52,26564291.59,1860906.77,4555328.16,2942712.42,1961781.00,980849.58,64733474.13,63706270.04,62540620.95,37263045.90,583944805.85,488370727.73,348931638.09,120839280.63,652241990.71,424041945.82,272942618.13,154064304.07,622975326.36,273239179.31,163208716.48,35118552.15,197440655.84,143097010.90,81689324.83,30471457.73,120260840.69,72492384.41,41047366.46,13439491.38,92378447.17,63621759.57,43261781.87,17810717.49,164483374.97,108905812.41,66045911.57,32274884.27,103948444.66,70893257.34,34730589.48,9094163.67,59766021.82,40870089.73,27629967.46,8901850.13,79064415.38,58183302.99,35811239.94,16575174.60,95776558.04,61774226.58,38237707.42,17310197.95,70937804.64,52248462.00,32670786.57,15268180.27,16683045.90,6685109.31,11980097.55,17535300.65,12671492.41,7997388.10,21911486.00,14377175.74,54813431.70,0,61714672.71,0,93856206.63,68190511.28,85372618.81,0.0
5,营业税金及附加,1591992.87,1161609.22,641304.90,2094785.36,1608532.71,1156621.12,472337.29,1910186.41,1211240.79,568210.94,307640.79,3642797.40,1350720.90,998143.67,385653.27,617079.51,349740.82,236751.04,127338.01,478319.16,315011.31,271742.08,78457.02,609971.29,124019.47,-10538.52,-204182.68,1621832.89,1071960.28,847784.53,624071.71,1299639.10,599361.13,348818.71,222913.18,249704.97,201701.21,79327.23,33245.28,250674.18,162792.91,130743.16,12151.68,250125.40,97971.93,88318.36,31261.94,213830.71,82951.20,54102.71,10501.16,170638.22,90976.85,42768.34,5907.31,28329.07,0,0,0,403265.34,195067.04,135589.71,50735.71,503411.72,246202.82,214112.63,133313.33,555471.09,348968.50,224769.94,106530.00,151353.91,188876.99,1159977.78,1063551.31,532826.55,212591.72,422700.66,211126.21,320767.39,0,298303.96,0,443393.80,317064.52,369673.67,0.0
6,销售费用,5260646.89,3076288.91,959097.39,4859265.48,3960273.55,2814937.96,1241660.90,33661684.57,32439733.34,28429078.80,15200118.13,18622260.68,11217458.56,8527356.93,4519128.49,845790.90,8761.60,8761.60,8761.60,323096.23,321482.73,217410.14,196533.85,2305086.91,2107980.29,1477892.12,654804.11,3933429.59,2653710.30,2114743.99,1859853.76,5138262.08,4155306.87,2011837.78,1003516.02,5101960.93,3565810.11,3142253.56,1311912.85,4664784.20,1919906.88,1421876.90,316743.92,2316557.46,1034194.89,1246802.17,846882.42,4191138.85,2659691.64,984705.63,567554.19,4312578.81,2887672.02,1745623.66,368858.66,2131501.31,1221017.48,866625.97,190180.55,5171905.40,3118878.57,2086855.95,1532635.28,10483511.12,5330585.61,4042555.15,1367925.35,11669723.53,4963171.61,3270090.66,1347492.70,3047267.94,1145416.42,3857718.60,1805219.49,365996.77,62671.16,2573959.25,1981473.81,2149058.55,0,1812249.48,0,1518493.33,995977.57,1792518.21,0.0
7,管理费用,35188962.72,26882735.80,13253326.34,76826881.19,38532063.13,64252240.67,31693162.33,89038519.72,52549225.52,25915052.93,11197308.32,49170822.59,32625858.75,21383836.38,9946304.64,11945652.16,3312546.90,2217169.52,1099198.45,4635987.02,3177763.26,2158528.85,1200164.61,7816546.77,5518113.87,3854876.37,1484965.54,6664582.13,5644569.20,4257688.10,2527327.67,10190583.08,8160653.73,5648319.30,2761768.97,15315135.54,10388661.97,7524750.78,3083490.19,13717168.21,9437232.77,6449664.22,2511083.55,10337228.44,7541492.26,5255851.70,2822045.67,8255657.26,6262791.96,4077487.89,1669771.36,11146800.53,7643144.31,5390679.72,2665405.14,4720498.65,6193742.39,4225529.48,2173837.24,25866235.97,13458766.24,8194402.07,3752178.65,54773415.86,23711021.72,17639121.31,4814140.98,29163928.55,16440734.65,10952658.70,5319101.57,16700747.65,9351368.51,11684670.07,4066186.06,17614560.87,8523873.01,35707382.30,8102174.90,17422873.43,0,10272581.81,0,14293848.29,10789983.22,13165783.64,0.0
8,财务费用,11231594.25,7610853.43,3759404.78,17151558.78,9801425.42,6342676.83,3397400.14,5449502.27,2824915.23,2305813.50,969668.62,13106991.23,6899536.40,5967808.33,1151357.99,1055810.46,68688.23,47917.65,23590.42,2892888.80,2867276.32,2531748.64,1788744.44,7767980.02,6061676.81,4222440.20,2130280.95,10235522.11,7491361.27,5102805.41,3205537.21,8173757.32,4964426.57,2478358.31,1302432.92,2753954.28,1719273.58,1112418.13,551051.61,1470487.54,1089895.72,558994.35,344349.73,1307755.01,991795.34,545297.05,308912.64,1054263.04,536751.50,346825.28,136932.18,310390.07,254487.81,170600.45,92898.78,1129617.36,855751.74,611137.90,197551.54,7012929.15,6566912.31,4373614.31,1874473.87,9455403.88,6931249.61,4821296.00,1724386.37,8248243.45,5651224.15,3601944.31,1664697.29,1763270.65,906046.24,4563149.48,2529969.20,6137656.24,3277510.82,8746570.94,4001215.64,7693626.97,0,5621013.01,0,4337027.41,3532397.88,2810219.32,0.0
