,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2541965045.67,1871481470.44,1268742018.21,655729235.15,2172478781.37,1570225815.59,996723879.38,437554402.35,1554900973.06,1257691787.26,839211547.01,421494740.82,1580806475.04,1114105293.95,739490973.84,327266536.17,1598481260.79,1173682591.00,777246547.26,348726177.10,1776045032.00,1307047002.36,841726910.10,403413108.00,1770052460.49,1323644721.95,858341069.27,372323004.58,1530793935.40,1141812581.80,753129985.80,356689561.06,1540288154.96,1202832392.04,790833300.30,413895324.61,1490532695.63,1094317557.34,705865161.96,342535572.69,1133022301.98,802607693.77,513703962.79,228867815.14,1417887001.45,1121304716.60,784160207.48,373210429.72,1758192199.88,1294243523.87,833756644.66,332536264.03,1096376318.89,829041687.65,0.0
2,营业收入,2541965045.67,1871481470.44,1268742018.21,655729235.15,2172478781.37,1570225815.59,996723879.38,437554402.35,1554900973.06,1257691787.26,839211547.01,421494740.82,1580806475.04,1114105293.95,739490973.84,327266536.17,1598481260.79,1173682591.00,777246547.26,348726177.10,1776045032.00,1307047002.36,841726910.10,403413108.00,1770052460.49,1323644721.95,858341069.27,372323004.58,1530793935.40,1141812581.80,753129985.80,356689561.06,1540288154.96,1202832392.04,790833300.30,413895324.61,1490532695.63,1094317557.34,705865161.96,342535572.69,1133022301.98,802607693.77,513703962.79,228867815.14,1417887001.45,1121304716.60,784160207.48,373210429.72,1758192199.88,1294243523.87,833756644.66,332536264.03,1096376318.89,829041687.65,0.0
3,二、营业总成本,2335048790.71,1716046344.24,1172282490.94,621275960.93,2055956210.12,1428927497.98,894808398.89,397940366.31,1477679756.25,1175744962.70,767342572.63,387587303.28,1518956050.08,1062515972.72,704047059.77,306059870.56,1486986231.57,1067660764.25,704657560.26,317077865.39,1588322315.21,1147854972.98,728170016.39,339831200.59,1674929154.28,1249801950.17,812817918.25,358855175.14,1500204749.79,1104854356.03,724859063.14,352375887.19,1376191418.83,1042203900.37,640699451.72,327207413.95,1166889211.38,848406107.39,523436526.75,261326332.45,995670372.75,732139282.47,483226095.80,223682550.86,1204148263.15,884297186.55,591605362.84,272087635.84,1260190330.89,887177513.77,576416640.13,257909102.03,1016229432.08,775723883.65,0.0
4,营业成本,2080643855.73,1534434523.91,1050640309.40,561199732.77,1796128227.56,1275622132.76,796388352.12,353758728.61,1301169486.94,1053490506.58,684703765.37,345274266.14,1341088313.32,944862771.55,622724119.85,267644546.49,1292683881.69,942869407.11,621610080.91,280766203.36,1398035613.53,1022307379.88,649040617.20,307806803.15,1476339906.47,1124236689.52,736738614.86,319214274.20,1342298831.63,1000550253.39,658904575.35,321168209.80,1234539674.76,930720151.58,570664606.77,286736499.62,1017518345.12,750667756.50,468223362.13,238518091.45,877007792.15,659026265.89,444412158.79,203704142.92,1019432562.87,785437653.62,520740304.27,244347929.98,1074427306.57,782228219.50,508201841.17,219035458.40,922495415.94,710601812.85,0.0
5,营业税金及附加,20234405.94,14998073.79,9866421.84,5422039.67,18985148.61,14019220.55,8362823.93,3371393.47,17889161.29,14325731.70,8536503.29,4464123.71,17033662.95,6946999.80,5327184.49,1733679.75,8008100.01,4876515.67,3492721.58,1513596.43,8818076.73,6859310.26,3825299.62,2320505.96,9937351.76,7253756.75,2975209.04,841345.07,2050923.24,1063471.51,564693.87,124412.46,1537430.97,972161.90,604866.19,567539.29,5639179.05,4546094.20,2159376.96,1225448.43,5367072.77,3199850.93,2064962.80,792211.12,6110219.94,5113226.78,4008675.55,1869901.22,8361020.36,6062629.34,3890820.72,1683872.23,3137114.27,1338888.71,0.0
6,销售费用,87130034.68,55640510.00,37568328.32,12171829.94,75888205.12,42267839.60,23016777.02,7158578.24,54571417.33,38130793.50,23750298.56,9661862.00,58951359.81,36900158.95,24041394.76,10558166.37,42487450.77,30232626.38,18257547.44,6920858.97,49492930.39,29741009.30,17997606.99,6835024.59,47218276.07,33209932.38,20367107.78,8747889.43,43035713.73,22063302.35,11980628.87,5413217.02,42468499.82,23957089.48,14249473.62,6279410.60,42717180.08,26908358.81,13587568.85,4269366.47,37184876.96,19413957.00,9827326.85,2987791.92,35519436.68,20402160.19,13841770.30,4934414.08,55324510.08,29882325.83,19640952.39,13179456.58,28647703.20,17486053.41,0.0
7,管理费用,81674814.07,55540014.59,34552362.84,16183275.50,71706692.90,47552223.21,66572541.74,32331483.32,98892835.86,70344730.88,49633157.72,25081574.33,101136110.61,74242047.22,50718117.79,26276331.34,118336419.72,81530884.31,55073121.70,24422973.84,114414735.69,82501963.03,53589587.55,20642520.44,137908669.98,85707297.50,51500881.92,26505504.63,103287606.36,75611362.01,48801210.99,24655020.25,95640186.91,84153366.11,54605968.19,32259995.25,104111321.90,66602786.68,39207065.82,17464271.29,85550247.45,57330303.75,33989908.67,16787185.32,111395942.54,68137718.31,42594424.57,17775336.77,97308905.32,47459858.10,30609806.30,18083937.89,40933011.16,24083361.62,0.0
8,财务费用,-1307957.97,9003389.09,4561138.63,1012124.72,-4632142.40,-6670173.61,-2086546.89,1380843.32,-1717449.39,-1518873.25,746013.94,1584055.75,-9745094.71,-2609766.34,-1436106.93,261278.68,2543922.39,1215671.64,1900286.08,2704494.70,6464762.59,3757449.63,1592496.30,328739.13,-2751352.39,-1619010.81,-1155670.57,-74197.72,213593.39,2223403.46,1264823.75,-174814.79,811371.63,-922667.87,-2671079.63,-1819896.70,-5041440.73,-4246434.52,-2319804.02,-991906.75,-3991191.86,-3552686.71,-1714530.54,-1653646.19,8151201.79,5604751.28,6113391.18,3160053.79,21170233.88,17389340.36,11789806.57,5926376.93,20494770.01,19883873.41,0.0
