,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,441509743.00,435274272.82,316626484.71,1518129359.48,1455773389.92,1177667578.68,377345329.37,1760025188.99,1050098080.83,642239436.02,282763462.40,1603066947.44,1194702311.92,972190965.10,479249019.06,877867747.79,576284575.04,317006231.45,146416427.73,722566679.78,552388783.14,376303896.17,208071507.67,784873073.18,591503794.24,378145154.15,202341110.74,866589028.27,643633233.61,450246721.87,250094577.30,966298045.21,743633401.98,460421635.69,215172088.17,848824119.49,602447815.77,396793704.07,207964321.37,784118229.98,547917216.41,363542988.00,165139285.51,753629575.53,592494015.30,425912291.10,205968936.04,840204684.82,562631388.94,401002895.24,241477628.77,813940021.17,602333432.58,398620164.90,188593473.29,521760995.37,385084572.13,257756319.90,148992702.66,599964802.84,454174879.82,303696224.45,151997733.05,667916595.08,485203430.09,325967366.78,185332660.36,560155526.51,408520647.22,263795731.01,132516664.48,510774283.97,275410363.98,574879367.72,330424118.45,602700723.10,315681630.94,535073167.96,270366215.70,541605849.71,260731058.71,583380205.85,486986384.23,385022406.40,426789000.00,0.0
2,营业收入,441509743.00,435274272.82,316626484.71,1518129359.48,1455773389.92,1177667578.68,377345329.37,1760025188.99,1050098080.83,642239436.02,282763462.40,1603066947.44,1194702311.92,972190965.10,479249019.06,877867747.79,576284575.04,317006231.45,146416427.73,722566679.78,552388783.14,376303896.17,208071507.67,784873073.18,591503794.24,378145154.15,202341110.74,866589028.27,643633233.61,450246721.87,250094577.30,966298045.21,743633401.98,460421635.69,215172088.17,848824119.49,602447815.77,396793704.07,207964321.37,784118229.98,547917216.41,363542988.00,165139285.51,753629575.53,592494015.30,425912291.10,205968936.04,840204684.82,562631388.94,401002895.24,241477628.77,812704238.28,601372383.78,397849787.34,188057830.11,520972733.08,384577926.64,257508234.59,148848659.75,599065536.31,453463586.88,303076237.31,151579801.09,666573497.44,484051110.43,324953364.98,184703088.91,558331063.09,407039349.97,262605846.88,131198665.06,510391637.65,275473568.46,573759238.90,329908238.88,601321362.84,315170192.58,532631159.65,268978426.11,541680552.93,260731058.71,583380205.85,486986384.23,385022406.40,426789000.00,0.0
3,二、营业总成本,625581852.51,545702270.46,369247857.36,2061610420.30,1411727610.59,1129779252.28,358852321.39,1652427314.30,1011872490.29,581900513.53,271213251.39,1440456679.05,1070898729.94,847927255.73,428667147.10,1278589061.52,681417154.29,434069021.54,199981158.78,864185579.33,650901219.23,443203770.42,260622230.99,959314139.58,673154168.51,425687913.92,236398731.03,966566942.64,681750119.19,479101708.75,269953460.01,970933585.43,731874738.77,444285297.74,209180069.96,894162203.49,626774902.03,422063886.77,227822366.16,861367903.85,561099785.58,386549413.54,198998147.17,913672475.08,657264539.88,427400673.92,189458660.22,758284166.55,518628092.76,372049650.40,222736589.60,802408492.50,605820268.95,411598939.41,206162827.06,612051301.66,435738545.92,284997351.61,163719610.20,593710714.18,453146719.15,291110924.05,143566864.90,601948604.99,424370534.18,284969203.39,166427128.70,525133765.38,376081249.52,243235459.22,121016654.98,501183745.36,274790033.29,527668451.99,296295450.16,500861707.52,253478869.05,418494248.30,192348154.53,399824324.21,0,445171143.96,326373622.39,267631422.05,0,0.0
4,营业成本,381564654.55,375941448.33,275234977.14,1037865593.72,1035714522.86,885186220.04,238858950.96,1185735313.61,734053713.52,406430871.20,180652554.26,1174554089.09,915659077.50,759291369.73,388172166.30,797449352.41,518665077.58,299401341.17,146823704.14,681573961.37,529531473.71,365182515.60,216442576.20,762367904.54,574983556.70,364094020.91,196243075.28,807293619.41,575629198.74,413491822.15,234083052.38,852367431.87,649580823.47,383094999.83,177357301.95,759430344.58,558942434.78,374829137.30,204654950.45,719162121.49,521744831.41,362195740.30,183748152.53,759848701.90,562137748.16,385961743.48,167383272.17,673414803.07,453546338.50,326048163.46,202482163.04,704193638.00,539706411.53,370596267.70,189063518.17,489402071.71,351435877.28,233563766.57,138667709.74,511985205.18,390651709.10,251309625.27,123670977.78,514679326.78,356777207.12,238481854.68,143057901.93,427847991.72,306120789.62,199502104.53,104571914.46,450987798.75,243859644.35,459107549.20,264370626.12,447929528.70,228091593.77,392968626.00,181725984.36,380396744.76,0,402949625.40,292184582.45,239635807.80,0,0.0
5,营业税金及附加,8442234.61,1210042.85,622224.37,7572073.34,6898638.65,4350210.02,2778025.89,14973539.40,4094872.98,3316197.19,1479563.34,11469378.43,6582683.94,4111688.81,1219390.30,8165731.17,5909039.75,4742791.23,164838.49,3894915.32,2495647.38,1268570.52,668496.88,1435634.36,854124.85,579340.97,336761.72,368952.41,352729.18,352729.18,345008.71,2567779.78,2213718.79,1146153.28,209051.12,3439811.45,2234126.22,1229360.77,495761.83,3228003.00,2481075.20,1515741.49,605841.36,2266152.68,1618285.98,732874.84,426029.74,3813138.37,3205119.64,1834304.52,1737565.86,4240501.36,3720768.93,2168209.40,1087999.08,1571779.99,1220342.07,711594.74,569984.87,2035964.24,1526145.67,683386.17,227744.26,3068406.55,2114696.37,1239730.02,959480.88,2539180.17,2051535.58,1222821.37,617234.83,4288740.69,1909083.27,4539727.24,3008987.49,5760290.34,3049698.59,5253914.55,3280114.11,5398047.14,0,6602641.39,4238941.30,3365817.50,0,0.0
6,销售费用,28764209.59,23104109.65,11431371.95,69158825.32,48208472.21,31480528.68,15536154.85,54023781.71,30706753.36,18634093.63,6382304.54,24165348.01,16160899.03,9014012.76,4576448.92,11931457.05,8813607.46,6522541.47,3977333.52,10532993.25,7627587.16,6237370.67,2490026.58,14637011.63,9568956.32,7317440.66,5338552.64,9826450.18,6766333.94,4816419.39,3256832.76,16245570.98,11068357.72,8225556.68,4013681.34,10476707.18,4646263.91,3273513.17,1615070.03,3540654.02,2230779.80,1397552.62,506980.43,5788270.95,4613130.47,3519614.50,1511121.96,5101827.36,2899450.75,2425483.96,1803056.04,4329798.89,2284334.62,1387987.93,328030.08,1500935.43,1209899.70,889591.53,325262.45,1206264.94,992806.09,655308.17,247538.89,1318072.60,1198983.88,947858.12,502323.89,1313301.13,1136158.04,810548.68,311141.63,393589.16,83994.56,370948.98,270552.30,432893.56,6615.00,714579.62,658886.70,1673143.27,0,1620138.94,6891752.44,3991254.06,0,0.0
7,管理费用,80635729.82,56127649.02,28790340.37,146079018.62,100132183.12,132408101.55,62368818.50,258644448.55,142155005.49,89376475.37,44042764.32,151388219.87,86291435.85,49690111.72,21304227.10,164259792.25,129196250.40,110231141.72,45305795.06,134093506.29,106683313.63,68796740.59,36105419.46,140570338.77,86481019.31,54908371.51,29579128.96,120203826.48,93743726.60,54758019.45,30284801.05,92075631.37,57064648.43,41622738.63,25830671.57,106649358.43,53942452.44,37427422.93,19209599.59,114757586.76,42362777.91,29535003.58,17230851.28,104734594.35,75356774.22,27481687.01,16013502.43,68430013.34,50439151.12,35511938.52,13550447.93,76107840.84,48455033.55,29467801.86,11618898.56,103800306.40,70263671.70,42979825.93,20851386.23,68273222.12,53130468.08,33933197.57,17217150.71,73482947.70,57371418.84,39819237.55,19691436.59,81311648.52,57506945.03,35396910.55,13811465.99,44718611.82,29058137.91,62257852.12,28624196.65,44642936.54,21734358.74,22038489.10,8702321.60,17099013.84,0,16001609.38,16482000.00,16866479.40,0,0.0
8,财务费用,60029983.86,36758941.22,20291624.54,184411146.96,114453157.98,80448216.85,41604599.39,132104799.61,100686263.19,63953669.69,38656514.93,77512496.68,45659986.90,25379592.19,13394914.48,18321669.50,12487677.22,6483239.00,3709487.57,16660149.39,11309409.51,8464785.20,4915711.87,13097328.98,6928991.21,4451219.75,4901212.43,7374409.02,2646592.97,3071180.82,1983765.11,6507617.72,6096547.41,3548233.29,1731241.94,9132723.58,4981315.77,3131687.58,1661782.98,7637728.06,6908688.75,5856127.33,3307801.29,14848387.32,11308682.29,6966016.05,3748318.81,11684268.39,7563560.49,5247567.52,3163356.73,13536713.41,11653720.32,7978672.52,4064381.17,15776208.13,11608755.17,6852572.84,3305266.91,10210057.70,6845590.21,4529406.87,2203453.26,9399851.36,6908227.97,4480523.02,2215985.41,12121643.84,9265821.25,6303074.09,1704898.07,795004.94,-120826.80,-461416.29,21087.60,1227393.86,596602.95,-2481360.97,-2019152.24,-4742624.80,0,17997128.85,6576346.20,3772063.29,0,0.0
