,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20161231,19700101
0,单位,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1384346338.27,879178620.77,404717100.00,1757664583.13,1251195059.64,709130871.28,337056100.00,1227514932.70,844944635.26,0.0
2,营业收入,1384346338.27,879178620.77,404717100.00,1757664583.13,1251195059.64,709130871.28,337056100.00,1227514932.70,844944635.26,0.0
3,二、营业总成本,588069317.10,449281948.84,0,1014050218.74,662838544.32,384953412.06,0,939836352.65,756044737.50,0.0
4,营业成本,356683431.49,232116601.41,0,517733992.05,373081107.72,224431405.63,0,570952308.32,412309129.40,0.0
5,营业税金及附加,95794.18,81407.00,0,822303.81,507536.08,461155.57,0,3078326.10,4784967.14,0.0
6,销售费用,62053454.62,46443914.61,0,127216436.19,76515922.26,38132378.17,0,68927261.69,52237040.31,0.0
7,管理费用,73835187.91,55937115.88,0,112784352.24,77828878.00,41741403.22,0,51790479.61,47754089.97,0.0
8,财务费用,-101534163.72,-35408618.85,0,-34515915.88,-31692229.81,-13887999.75,0,3075288.56,-14667200.71,0.0
9,研发费用,196935612.62,150111528.79,0,276695196.11,166597330.07,94075069.22,0,188269250.98,198226869.86,0.0
10,资产减值损失,0,0,0,13313854.22,0,0,0,53743437.39,55399841.53,0.0
11,公允价值变动收益,0,0,0,0,-11755000.00,0,0,0,0,0.0
12,投资收益,23275766.68,16169820.70,0,17304593.27,16503253.02,6693450.69,0,6195816.79,473164.55,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,765302899.39,458591015.97,234543400.00,782903148.24,588001200.54,323894769.83,161654200.00,362702418.33,89373062.31,0.0
16,加:营业外收入,2373.37,923.37,0,3359318.71,3359318.71,3359318.71,0,10000.00,9820120.52,0.0
17,减：营业外支出,344960.00,344960.00,0,30263.93,30263.93,30263.93,0,342369.72,100679.05,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,764960312.76,458246979.34,234543400.00,786232203.02,591330255.32,327223824.61,164998000.00,362370048.61,99092503.78,0.0
20,减：所得税费用,21450414.69,7419778.78,0,49353764.81,28010460.37,10595317.54,0,15454087.03,6288218.80,0.0
21,五、净利润,743509898.07,450827200.56,225740400.00,736878438.21,563319794.95,316628507.07,158946500.00,346915961.58,92804284.98,0.0
22,归属于母公司所有者的净利润,743509898.07,450827200.56,225740400.00,736878438.21,563319794.95,316628507.07,158946500.00,346915961.58,92804284.98,0.0
23,少数股东损益,0,0,0,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,,
25,基本每股收益(元/股),0.710000,0.440000,0,0.870000,0.680000,0.400000,0,0.460000,0.120000,0.0
26,稀释每股收益(元/股),0.710000,0.440000,0,0.870000,0.680000,0.400000,0,0.460000,0.120000,0.0
27,七、其他综合收益,56021585.09,9329064.48,0,58065544.11,59384856.78,17726967.38,0,-42932212.51,37541256.62,0.0
28,八、综合收益总额,799531483.16,460156265.04,0,794943982.32,622704651.73,334355474.45,0,303983749.07,130345541.60,0.0
29,归属于母公司所有者的综合收益总额,799531483.16,460156265.04,0,794943982.32,622704651.73,334355474.45,0,303983749.07,130345541.60,0.0
30,归属于少数股东的综合收益总额,0,0,0,0,0,0,0,0,0,0.0
