9,研发费用,106926979.24,723753907.94,446892988.47,246782502.10,109052465.15,551213576.14,363821471.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,0,-30090794.36,-15348609.94,-15349348.74,0,10007179.81,-12943860.46,-12939773.65,0,14259664.49,-23056528.78,-22880047.28,0,23575078.20,1397519.25,1109997.65,-130510.19,54239087.74,12620781.47,12584648.72,-17309.65,30331484.45,1014622.27,1014622.27,-5401.37,19111736.22,10014597.82,4875133.04,0,19591472.77,4234382.88,4234422.53,0,5866751.27,894935.50,894935.50,0,8523004.36,3954339.31,4298825.31,0,1623595.64,-2319485.92,-2317503.36,23930.48,481953.04,1772056.81,1713593.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2510766.19,-987754.14,12286388.75,0,5178500.17,282549.42,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,-1033378.46,-275533.90,-311167.64,188600.80,-563797.33,-123961.97,-598385.16,-45024.12,60032.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8623094.75,-3874843.72,-2997165.82,-1424885.00,5242184.08,5364651.12,2862938.21,998509.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,425508.39,1053611.42,1027884.03,589774.03,-926942.87,8029901.93,-7991571.67,-9294007.21,-4496373.88,9155984.26,-1653116.05,-1591222.29,-49074.14,-9789521.37,-13503552.80,-6205489.74,-3851903.79,36684565.00,17567167.80,19358427.85,-1387412.20,13538502.78,554875.33,-409353.49,-1197927.09,61577817.28,44367.50,-298295.45,-77745.00,5658558.49,-570146.95,1298296.04,-701433.08,11566141.75,338515.37,252285.89,165320.00,17964630.61,-1669732.00,-1387297.33,-421566.00,7597550.72,-236709.63,-667746.59,-209983.85,12974182.54,8300175.96,8428169.64,-572338.80,4913304.38,3795102.22,2979427.98,-575276.08,16402412.35,4796988.31,4704316.08,-51218.99,3628809.99,3631745.18,3427850.66,8666.06,1234664.24,1298856.91,90190.85,8666.06,111771.27,-129627.42,-44018.29,-28733.37,4383314.48,4329046.13,3324617.63,102341.86,961235.03,1012677.30,186704.69,-120900.00,-4627651.44,217369.25,646450.27,-277356.88,-11076513.98,250433.98,1848074.04,1248327.83,498153.33,112087.26,3046083.70,3211800.00,4500910.00,12646790.44,595990.46,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,425508.39,2050184.01,1027884.03,589774.03,-926942.87,559798.15,-7991571.67,-9294007.21,-4496373.88,5455187.02,-1653116.05,-1591222.29,-49074.14,-13657603.62,-17371635.05,-6205489.74,-3851903.79,3176867.12,-3097615.21,-489653.15,-1387412.20,1894790.10,492434.55,-471794.27,-1260367.88,690664.00,44367.50,-298295.45,-77745.00,9235.01,-570146.95,1298296.04,-701433.08,22687.86,295042.62,208813.14,165320.00,-1234482.24,-1669732.00,-1387297.33,-421566.00,111507.79,-236709.63,-667746.59,-209983.85,-574948.71,0,0,0,1217448.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,313343178.87,1003767667.28,719362873.59,480950540.97,231573000.38,785354182.57,606048552.44,342157060.29,159882481.47,507079121.79,397011914.43,247564085.81,98560150.95,330327891.70,246984794.70,183748821.28,74621883.56,300606656.65,213521249.14,143905075.57,76023490.80,310762284.99,214058478.08,149722688.03,73078841.11,281171588.77,212593234.22,153545335.69,71091961.57,257910823.13,195226327.85,149632066.39,73112895.07,243440852.90,191837739.40,132255918.45,67718362.62,212357063.22,186882344.05,133307620.93,67639800.88,187588622.07,178112486.49,129976865.41,59610392.45,190108356.88,188670689.51,148520066.01,51802733.66,151939268.13,104698240.22,66487420.18,31667053.43,94043397.28,69237789.99,46563991.43,25454780.90,75039959.61,55110120.79,36465186.47,18757396.61,68850278.52,53000771.74,34110612.69,10303815.69,61455595.77,46701136.06,28026075.44,9656507.72,51442170.57,43847442.17,26663830.00,8165232.62,39001472.84,26725186.32,12937003.73,-6641900.00,-113219404.66,-36462223.61,-185118997.68,-27732863.28,-69823596.51,-269217.06,7241408.14,3017035.82,4092122.07,1892433.10,-9679312.18,585800.00,19753880.00,41038736.45,79360294.39,45189000.00,42450000.00,0.0
16,加:营业外收入,80492.66,1071997.00,1075847.86,798653.18,245000.98,2510290.95,2406857.51,3068281.95,2227996.42,1668625.23,1358950.33,1213600.18,5648704.11,81509782.97,54832108.02,37481824.20,17632945.46,82683828.96,50664605.36,34011773.57,8737688.57,52299365.87,20001775.18,12701659.19,3168449.40,49992541.37,10432713.51,7468560.92,1954614.07,52949553.44,33371407.75,7740413.92,5902497.43,48945335.06,20082736.01,14375921.88,4725772.92,40122749.86,14216076.58,7558557.72,3000149.36,34636976.08,17591491.93,12491049.60,9468553.76,18443872.31,7985192.55,5833750.10,934449.06,16089673.51,10532063.22,5941546.79,392372.81,131960.76,124043.33,90050.96,35893.73,3716015.08,892736.68,67939.65,68543.64,389463.34,79112.86,894342.39,633.02,143374.07,584579.52,581724.67,442004.88,183123.11,170100.65,152106.78,79747.06,171281.81,162399.39,130099.39,10000.00,5402024.67,5223475.90,1333165.60,444635.44,2929854.16,2467059.42,287140.79,0,2281851.61,0,2811454.90,0,0,48844.61,2496154.81,0,0,0.0
17,减：营业外支出,27552.93,2304570.62,690218.96,412699.68,56227.47,20889385.50,166797.23,111103.56,68164.78,6014300.28,4368530.67,4140932.67,139378.80,700222.68,519434.91,224832.98,101550.87,1134821.81,489985.97,390988.86,76964.34,514421.28,403655.22,262363.66,144621.81,899843.30,414401.02,203235.00,54611.83,707070.03,491719.43,366838.61,114448.54,1440281.38,690208.19,457421.37,320928.41,900304.10,650886.04,474511.79,90866.66,465524.20,307154.87,192041.94,79600.58,1093299.49,1078652.87,347044.39,219577.84,1191922.82,827023.55,602771.19,79489.96,1274783.55,707305.99,287647.97,135652.89,500087.06,274734.13,219828.22,119650.94,426669.80,293964.75,250135.09,73856.79,291989.98,426978.44,232628.23,134830.59,72661.56,78239.14,19961.39,0.02,154668.06,43700.22,16972.83,-30000.00,18021217.36,97763.37,1116358.75,473023.51,8388758.70,338980.97,1578441.19,0,947980.55,0,858257.30,0,0,7271438.93,4570736.52,0,0,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,403181.68,177083.68,119940.18,618675.46,459648.69,165046.76,101546.55,913552.68,461408.84,364011.06,72436.04,382183.35,313865.45,251907.69,140031.81,542042.86,327835.24,181581.91,48016.24,649458.01,447968.70,341244.39,106400.39,0,664597.33,445905.76,315253.43,753256.78,628763.87,468625.16,87190.11,271933.87,204768.27,180519.94,69721.19,598013.81,618796.52,329123.43,216397.63,0,577366.87,326615.60,76743.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,313396118.60,1002535093.66,719748502.49,481336494.47,231761773.89,766975088.02,608288612.72,345114238.68,162042313.11,502733446.74,394002334.09,244636753.32,104069476.26,411137451.99,301297467.81,221005812.50,92153278.15,382155663.80,263695868.53,177525860.28,84684215.03,362547229.58,233656598.04,162161983.56,76102668.70,330264286.84,222611546.71,160810661.61,72991963.81,310153306.54,228106016.17,157005641.70,78900943.96,290945906.58,211230267.22,146174418.96,72123207.13,251579508.98,200447534.59,140391666.86,70549083.58,221760073.95,195396823.55,142275873.07,68999345.63,207458929.70,195577229.19,154006771.72,52517604.88,166837018.82,114403279.89,71826195.78,31979936.28,92900574.49,68654527.33,46366394.42,25355021.74,78255887.63,55728123.34,36313297.90,18706289.31,68813072.06,52785919.85,34754819.99,10230591.92,61306979.86,46858737.14,28375171.88,9963682.01,51552632.12,43939303.68,26795975.39,8244979.66,39018086.59,26843885.49,13050130.29,-6601900.00,-125838597.35,-31336511.08,-184902190.83,-27761251.35,-75282501.05,1858861.39,5950107.74,3017035.82,5425993.13,1892433.10,-7726114.58,585800.00,19753880.00,33816142.13,77285712.68,45189000.00,42450000.00,0.0
20,减：所得税费用,33751020.24,77662754.73,82125197.62,56377392.77,24728251.71,54020654.94,57294654.81,29861817.59,7253525.89,42137956.85,46160951.55,26384567.85,16962543.58,46077029.43,38385070.56,25427353.48,15079438.18,50713130.14,32596676.91,19835435.44,13716355.54,37472899.29,25829721.17,26115909.75,11467140.93,35356694.60,27953109.38,19159523.43,6563024.45,46226179.49,32923603.22,22886490.68,12926201.79,43127139.04,30338846.81,21545164.46,10613715.32,23358070.88,29662282.14,21968291.38,10823012.77,18192600.52,23028924.90,15913253.30,11054196.70,17187359.98,27186042.07,30010831.57,10645571.73,25009519.01,16561136.80,10232658.77,5626174.14,6254994.12,5469396.93,4886449.61,4417108.20,11515329.97,4572418.60,6704761.06,2935830.28,11515185.71,8267020.16,6671287.17,1934463.10,2495239.24,906997.96,692191.57,197804.90,90828.18,70455.28,59644.87,26443.71,21101.99,-24251.32,-24251.32,0,-241850.04,-183886.95,101099.18,-117827.84,106111.95,221988.98,585572.10,149772.95,-64074.38,-100212.20,1139167.27,87900.00,635870.00,2681019.56,24259014.53,0,0,0.0
21,五、净利润,279645098.36,924872338.93,637623304.87,424959101.70,207033522.18,712954433.08,550993957.91,315252421.09,154788787.22,460595489.89,347841382.54,218252185.47,87106932.68,365060422.56,262912397.25,195578459.02,77073839.97,331442533.66,231099191.62,157690424.84,70967859.49,325074330.29,207826876.87,136046073.81,64635527.77,294907592.24,194658437.33,141651138.18,66428939.36,263927127.05,195182412.95,134119151.02,65974742.17,247818767.54,180891420.41,124629254.50,61509491.81,228221438.10,170785252.45,118423375.48,59726070.81,203567473.43,172367898.65,126362619.77,57945148.93,190271569.72,168391187.12,123995940.15,41872033.15,141827499.81,97842143.09,61593537.01,26353762.14,86645580.37,63185130.40,41479944.81,20937913.54,66740557.66,51155704.74,29608536.84,15770459.03,57297886.35,44518899.69,28083532.82,8296128.82,58811740.62,45951739.18,27682980.31,9765877.11,51461803.94,43868848.40,26736330.52,8218535.95,39005401.08,26868136.81,13074381.61,-6601900.00,-125851333.21,-31297885.39,-184170841.73,-27643423.51,-75388613.00,1636872.41,5364535.64,2867262.87,5490067.51,1992645.30,-8865281.85,497900.00,19118010.00,31041778.10,56711494.07,38411000.00,36083000.00,0.0
22,归属于母公司所有者的净利润,274360076.77,879342167.77,607591398.66,405660064.47,201224593.86,669124867.68,518447472.17,295500334.18,147527790.44,425276068.29,323667954.60,204503398.53,82814578.87,335659007.00,256371659.12,192984246.24,76362222.20,312382171.30,227065464.58,154265942.60,69245512.02,321700810.88,205785881.75,133310471.68,62941356.96,290110997.30,192889563.68,141145998.69,66380641.54,260992934.77,193961264.03,132800382.93,67326754.64,245578674.14,179521120.86,123566032.95,60906685.36,225700156.54,169636241.02,117722289.13,59818922.98,201747960.95,170176976.96,124571506.02,57140159.60,181287857.12,161463303.98,120280887.47,40893914.56,136902288.92,93157079.49,58387055.13,24817654.25,86354096.79,62834212.35,40987084.46,20147176.57,65186083.73,49341454.94,29224287.54,15646635.20,54145551.19,42299168.94,27746655.66,7861872.98,53929225.85,43403899.58,25660965.07,9258024.46,52736989.01,43681011.78,26516735.73,8182245.00,39180565.70,27175096.84,13323856.54,-6601900.00,-125595959.98,-31215509.08,-182831138.41,-27584544.69,-75084199.77,1778911.62,5381728.00,2866980.13,5424660.49,2365820.75,-9043134.53,497900.00,19118010.00,29184036.46,53027000.00,38411000.00,36083000.00,0.0
23,少数股东损益,5285021.59,45530171.16,30031906.21,19299037.23,5808928.32,43829565.40,32546485.74,19752086.91,7260996.78,35319421.60,24173427.94,13748786.94,4292353.81,29401415.56,6540738.13,2594212.78,711617.77,19060362.36,4033727.04,3424482.24,1722347.47,3373519.41,2040995.12,2735602.13,1694170.81,4796594.94,1768873.65,505139.49,48297.82,2934192.28,1221148.92,1318768.09,-1352012.47,2240093.40,1370299.55,1063221.55,602806.45,2521281.56,1149011.43,701086.35,-92852.17,1819512.48,2190921.69,1791113.75,804989.33,8983712.60,6927883.14,3715052.68,978118.59,4925210.89,4685063.60,3206481.88,1536107.89,291483.58,350918.05,492860.35,790736.97,1554473.93,1814249.80,384249.30,123823.83,3152335.16,2219730.75,336877.16,434255.84,4882514.77,2547839.60,2022015.24,507852.65,-1275185.07,187836.62,219594.79,36290.95,-175164.62,-306960.03,-249474.93,0,-255373.23,-82376.31,-1339703.32,-58878.82,-304413.23,-142039.21,-17192.36,282.74,65407.02,-373175.45,177852.68,0,0,1857741.64,3684494.07,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.242000,0.778000,0.533000,0.356000,0.229000,0.801000,0.631000,0.372000,0.187000,0.543000,0.413000,0.261000,0.106000,0.429000,0.327000,0.246000,0.195000,0.847000,0.624000,0.424000,0.190000,0.898000,0.573000,0.374000,0.181000,0.851000,0.566000,0.414000,0.195000,0.770000,0.569000,0.390000,0.197000,0.720000,0.527000,0.362000,0.232000,0.861000,0.647000,0.449000,0.228000,0.769000,0.649000,0.475000,0.218000,0.691000,0.616000,0.459000,0.156000,0.522000,0.355000,0.223000,0.095000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
26,稀释每股收益(元/股),0.241000,0.771000,0.533000,0.356000,0.229000,0.801000,0.631000,0.366000,0.169000,0.538000,0.413000,0.261000,0.106000,0.429000,0.327000,0.246000,0.195000,0.847000,0.624000,0.424000,0.190000,0.898000,0.573000,0.374000,0.181000,0.851000,0.566000,0.414000,0.195000,0.770000,0.569000,0.390000,0.197000,0.720000,0.527000,0.362000,0.232000,0.861000,0.647000,0.449000,0.228000,0.769000,0.649000,0.475000,0.218000,0.691000,0.616000,0.459000,0.156000,0,0,0.223000,0.095000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
27,七、其他综合收益,877428.76,1293492.76,2202769.25,1105342.17,-594996.30,1545477.44,832924.26,186317.31,105219.20,-183953.35,-68704.31,62473.49,164989.96,387819.65,865596.28,756246.73,247467.69,198488.82,123543.75,-118564.39,-24286.42,-545630.93,-106875.98,208739.27,143543.47,-1069605.40,-723068.35,-738108.59,-434643.93,-748247.60,69044.32,-44996.04,-314332.95,17527.77,167932.14,-54275.31,-166751.12,402545.87,351543.61,174718.33,0,-100293.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,280522527.12,926165831.69,639826074.12,426064443.87,206438525.88,714499910.52,551826882.17,315438738.40,154894006.42,460411536.54,347772678.23,218314658.96,87271922.64,365448242.21,263777993.53,196334705.75,77321307.66,331641022.48,231222735.37,157571860.45,70943573.07,324528699.36,207720000.89,136254813.08,64779071.24,293837986.84,193935368.98,140913029.59,65994295.43,263178879.45,195251457.27,134074154.98,65660409.22,247836295.31,181059352.55,124574979.19,61342740.69,228623983.97,171136796.06,118598093.81,59726070.81,203467179.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
29,归属于母公司所有者的综合收益总额,275237505.53,880635660.53,609794167.91,406765406.64,200629597.56,670670345.12,519280396.43,295686651.49,147633009.64,425092114.94,323599250.29,204565872.02,82979568.83,336046826.65,257237255.40,193740492.97,76609689.89,312580660.12,227189008.33,154147378.21,69221225.60,321155179.95,205679005.77,133519210.95,63084900.43,289041391.90,192166495.33,140407890.10,65945997.61,260244687.17,194030308.35,132755386.89,67012421.69,245596201.91,179689053.00,123511757.64,60739934.24,226102702.41,169987784.63,117897007.46,59818922.98,201647667.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
