,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,155866782.36,1018035009.07,673567979.31,417406772.63,180711493.39,870572981.41,583184596.01,374179521.69,146204291.57,728230612.72,494664427.22,318175526.38,116907626.01,652473398.92,426012110.57,262747658.60,107437900.96,606156362.25,411476252.75,255582962.74,102788966.39,549499629.39,370375453.28,219680826.81,80473134.32,464671690.34,317963725.70,185543315.47,70539146.76,372037836.09,259843731.25,153663312.18,60675830.08,339568025.18,232723390.21,138350137.69,44510131.82,202629126.11,141263673.26,72445628.75,24699624.28,169619532.67,115672204.44,67075898.71,21063319.47,135769041.29,96540758.61,97733066.38,82855187.39,0.0
2,营业收入,155866782.36,1018035009.07,673567979.31,417406772.63,180711493.39,870572981.41,583184596.01,374179521.69,146204291.57,728230612.72,494664427.22,318175526.38,116907626.01,652473398.92,426012110.57,262747658.60,107437900.96,606156362.25,411476252.75,255582962.74,102788966.39,549499629.39,370375453.28,219680826.81,80473134.32,464671690.34,317963725.70,185543315.47,70539146.76,372037836.09,259843731.25,153663312.18,60675830.08,339568025.18,232723390.21,138350137.69,44510131.82,202629126.11,141263673.26,72445628.75,24699624.28,169619532.67,115672204.44,67075898.71,21063319.47,135769041.29,96540758.61,97733066.38,82855187.39,0.0
3,二、营业总成本,140614984.57,862713779.82,583441516.59,369723312.75,164674505.40,806450538.24,565372105.85,366944473.19,147249186.66,682544011.72,463160530.03,301406710.98,113300236.13,559325141.62,353614183.49,223692962.41,92317821.43,515868382.37,348274564.08,222280410.55,89659137.92,465740106.96,305121639.01,186026361.04,69937861.70,388885774.18,252964658.60,151785149.42,60028267.29,302930280.31,205748748.15,125143271.95,52801199.82,285289723.84,190590330.74,116444368.73,38001257.33,160709040.55,106162909.15,54432948.54,19239665.25,132672942.17,86007124.73,49261561.89,16461029.58,107514154.93,72686737.12,80703239.98,67233908.28,0.0
4,营业成本,115269016.28,688236929.66,466870426.56,291422282.27,130130880.21,657575031.13,463186746.68,303703146.37,120121912.14,551533675.67,371583541.46,240345436.02,88956323.23,431739018.24,267505162.40,168991641.76,68640902.84,406794879.84,277291095.18,176414398.63,71012990.79,370275188.49,246136189.28,148206774.75,54000930.95,310871637.52,205098044.34,122340777.02,47488502.36,238258929.01,163231179.25,98524768.71,41932102.59,234033779.83,161558365.87,97357962.67,30400860.66,128714232.57,84134732.85,43036831.35,14063767.49,98238045.07,65983725.76,38516047.46,11581256.42,80632520.34,55342992.73,61537691.86,50864093.04,0.0
5,营业税金及附加,1460748.08,9014368.16,6198150.55,4185019.89,1782674.78,8293664.41,5813994.57,3941767.14,794042.76,7444623.82,4586762.44,3430521.15,617202.37,6440720.26,2669023.24,1667444.06,686071.40,4263018.15,2974574.51,1764451.58,639947.87,4978761.99,3102487.87,1677942.34,573287.77,3264723.86,2437058.17,1472514.55,490092.36,2386719.68,1728824.97,993286.02,324341.24,1622685.68,1169163.82,574148.50,261112.75,1378285.70,979025.16,451206.35,58664.98,1413576.38,1066551.32,592739.45,106945.42,1147521.95,695806.77,833780.35,681832.83,0.0
6,销售费用,10301176.53,80475175.79,55309113.91,37420441.43,15799980.35,64170945.49,44558408.20,28708772.18,13382046.20,60348322.71,41378722.43,26938683.85,10361488.18,53017714.23,34587997.64,21631938.98,10781610.24,46297711.00,29409341.93,18451401.41,8054702.15,42036867.32,26578392.34,16413841.40,6614496.85,35632308.69,20501627.91,13102033.72,5261246.80,29585320.37,18395326.59,11138103.98,4628618.84,25678848.19,13592392.13,8350451.92,3162326.64,15090191.88,9711900.02,4954248.76,2544914.76,11660354.99,6144170.02,3262706.88,1561738.79,8973626.02,5358968.22,5993250.71,4367881.53,0.0
7,管理费用,5625402.09,43401702.08,24899231.12,17265646.56,7331325.72,32008215.52,23563169.51,27558436.72,11423104.40,61833439.86,41513900.46,27240409.23,12185078.81,66062772.39,44394966.26,28925901.92,11879535.05,56890145.47,34301267.20,22921333.22,9048773.13,53642670.05,30748426.10,20011511.22,8909534.19,44315565.79,27312610.96,17711159.45,7754469.04,36029210.83,22550315.42,14760095.91,6117003.19,29218775.04,17192204.21,11022582.01,4325222.24,18306492.88,11578538.50,6923997.58,3318481.35,19696572.29,10217736.86,5382231.42,2815177.71,14556873.56,9459951.90,12160756.46,10714625.71,0.0
8,财务费用,-399167.22,198333.80,947187.59,654556.45,414118.42,1020769.00,644886.63,270659.26,90714.36,-547091.85,158288.65,239765.41,326521.13,409606.71,337747.24,173174.28,42632.78,-796150.19,-602747.39,-603276.61,-424849.98,-8077794.43,-3920505.70,-1975014.99,-492373.82,-6106084.94,-4883951.81,-4437262.50,-1763578.91,-4850598.01,-2998000.32,-1858736.88,-972369.99,-5941486.19,-5040199.17,-2036206.53,-516735.88,-3201765.14,-1959669.20,-1357264.29,-633497.08,1223969.22,1300032.59,917267.33,446612.91,1697306.18,1166323.24,175242.75,166464.89,0.0
