,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19920630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2925571100.15,2080716441.55,1030842448.99,4362266118.66,2891910142.31,1941219018.92,991345481.62,4421910430.43,2822866660.21,1889619335.04,871516900.78,4249983112.59,2804782233.36,1934283132.69,857974502.33,4263316382.79,2858533639.89,1965930857.35,953535257.27,4127261771.81,2828481037.42,1899159485.90,945802967.28,4189144332.01,2984651080.48,2033919909.15,1036985849.72,4723844885.70,3482243778.81,2319246455.60,1163814949.56,4527785068.92,3172355874.78,2039249649.25,974675275.08,3531413860.14,2278324250.14,1405182568.26,676599540.13,2972225142.26,2081139390.95,1435230073.46,741225841.12,3677093931.21,2534795255.40,1739337202.56,884852130.40,3795698477.71,2698652308.21,1707608507.04,907016012.40,3522313764.74,2596957468.20,1687928567.76,806797649.48,3381484839.38,2497140115.44,1669466167.39,845535211.57,3341221541.32,2348085000.79,1513117845.18,683086742.48,3308667914.96,2134919958.75,1354762829.79,641838640.78,2252954550.45,1649442925.72,1081343913.27,570132075.88,2091674871.73,1016299450.54,1956208340.22,867149115.15,1809991902.60,754257971.68,1658470788.91,2167202522.17,141979204.88,395072705.11,158594702.06,560194517.55,292059300.00,504593200.00,239080708.92,447128921.35,192583815.85,185032000.60,0.0
2,营业收入,2925571100.15,2080716441.55,1030842448.99,4362266118.66,2891910142.31,1941219018.92,991345481.62,4421910430.43,2822866660.21,1889619335.04,871516900.78,4249983112.59,2804782233.36,1934283132.69,857974502.33,4263316382.79,2858533639.89,1965930857.35,953535257.27,4127261771.81,2828481037.42,1899159485.90,945802967.28,4189144332.01,2984651080.48,2033919909.15,1036985849.72,4723844885.70,3482243778.81,2319246455.60,1163814949.56,4527785068.92,3172355874.78,2039249649.25,974675275.08,3531413860.14,2278324250.14,1405182568.26,676599540.13,2972225142.26,2081139390.95,1435230073.46,741225841.12,3677093931.21,2534795255.40,1739337202.56,884852130.40,3795698477.71,2698652308.21,1707608507.04,907016012.40,3493666423.70,2582162971.64,1678304237.66,802315951.58,3362653832.08,2473686673.52,1648798131.83,839842085.24,3321088432.78,2333330670.54,1504350781.70,679995906.67,3286761676.77,2124202090.09,1348419620.91,638084407.66,2240965657.78,1636083061.93,1068627320.80,566012817.96,2078799708.39,1007092040.17,1947984428.35,863696896.61,1801140263.83,748598767.06,1648811214.06,2162051189.76,141598381.67,390288327.93,158766749.09,551401119.17,291877800.00,503912130.00,238473065.04,444884261.29,191724224.02,186319715.97,0.0
3,二、营业总成本,2892753679.76,2061772015.90,1026838096.96,4352698742.97,2871583090.73,1928576377.54,972225395.30,4357920650.50,2784136767.44,1848032645.62,851085904.71,4197925818.80,2755378127.90,1905742046.23,833347688.20,4211931687.74,2805250181.47,1929625700.08,933373382.61,4081093464.33,2792790361.79,1879535076.68,934388065.73,4274068032.01,2954985865.43,2013706746.40,1026043312.47,4687120889.56,3451061611.04,2293727201.52,1150378518.00,4516195809.91,3148063343.20,2020259425.42,966149846.57,3622148230.96,2283364183.98,1406280042.87,673132388.96,3121489806.64,2092259881.09,1432993362.31,744184203.51,3753701685.01,2558356652.15,1751538564.44,890739982.07,3954537751.23,2770185152.57,1759733697.91,916187101.69,3620296463.86,2623937489.27,1706042621.18,812441017.72,3446373046.24,2518505584.56,1676976953.96,838915095.29,3638732879.40,2345277119.24,1512432116.24,679913156.58,3299158678.24,2119127433.00,1343864711.66,636654117.07,2236500173.04,1614993731.31,1049553698.61,565642490.54,2080178166.61,990969530.31,1891690981.98,838679454.55,1749579916.58,714773589.17,1563537957.14,2070525453.85,0,405374326.54,0,564277527.86,0,0,1322100.00,419994003.94,172520877.45,155719796.16,0.0
4,营业成本,2166381641.63,1569964963.65,763735908.51,3234808921.95,2126139285.67,1409176066.70,709196796.17,3317674348.27,2092703233.52,1386856360.47,603057131.00,3277185073.94,2150920493.96,1497000162.10,622561147.70,3388962271.19,2241102272.66,1548198647.97,733622203.11,3315168944.08,2262047694.03,1513241152.22,742356338.75,3383462970.36,2395267378.19,1645021217.20,839633470.25,3913980834.97,2912483372.86,1929751047.87,965273165.27,3811064735.72,2648968360.35,1690462463.94,802083191.38,2929682394.82,1848521431.10,1111549602.95,529691447.01,2429651850.51,1663591013.12,1135003303.53,587403057.13,3088127847.99,2126862595.02,1457851949.08,743300395.25,3333659000.56,2335880685.58,1484888341.77,790533978.72,3051262273.59,2233871687.44,1440518234.56,681096442.30,2897299727.52,2109537922.51,1398508505.37,706715776.62,2919326092.12,1957565824.45,1258806695.60,561552792.82,2804520375.07,1800573014.76,1140977979.98,527138084.26,1832585846.63,1305717095.91,842514796.39,444732190.48,1665418617.01,797541845.12,1487586157.80,668396247.44,1407295207.78,572683712.43,1260576619.39,1702584437.72,0,356592631.64,0,493776633.74,0,0,0,330494097.58,138278542.90,129597549.41,0.0
5,营业税金及附加,8948500.94,7544463.73,3672119.71,20182886.60,10011387.94,8672305.97,3859693.68,19972677.45,7806082.25,6582089.40,2305432.48,22101514.36,5982183.46,4890342.68,3653951.58,17541296.52,7515605.52,5735086.53,3427626.32,16466536.05,7746674.65,5814148.91,3389462.25,16487628.23,8182119.07,5719412.11,3580703.34,16983489.29,9918484.57,7042065.74,3979127.87,15267809.83,8701716.11,5827623.05,3246791.28,12380371.15,6339335.14,5096304.19,3089335.02,13495311.22,6675821.48,5099580.61,3016674.40,11281390.95,6228025.87,4453809.29,2618781.89,10254635.93,4882921.75,3208626.04,2008164.55,5734697.20,3504472.02,2723302.52,1631319.64,5459839.45,4553582.38,3615143.24,2377235.43,6865574.74,4552651.21,3536037.19,2324658.93,6629610.56,3923337.20,2839874.92,1956628.43,6437046.91,6263012.31,4772021.35,3003584.23,6771038.24,3766151.11,6303937.28,3873233.75,5817129.54,3203209.53,7858277.46,8173429.99,0,3622492.27,0,1828448.23,0,0,1322100.00,59078757.07,27153700.55,26122246.75,0.0
6,销售费用,532950237.13,362104529.57,197720018.25,771908997.48,545151931.95,385669273.67,200924066.04,734244812.84,498701923.06,334050562.28,185353947.01,629153941.26,422928539.69,285622762.01,155737962.26,553094137.63,381861150.95,266196813.73,141268166.53,520215004.32,356525361.36,247139260.18,133373948.78,534302081.97,353169397.13,233381396.89,119654373.80,488856462.07,335105484.19,229861648.04,116627297.64,431444693.56,300528048.33,196844563.02,106150610.06,359881083.41,246436765.44,167890318.17,87665906.51,324517645.60,223727832.16,153941969.37,80826691.03,280929323.31,195736941.77,129065361.57,65965245.45,237248000.20,162626590.36,105811488.53,60189225.78,224883083.53,184767922.33,123042083.60,67115771.19,271336737.56,197600054.33,135957556.64,70813875.82,272754576.61,181867580.14,115733327.39,54587035.16,218570566.93,137291485.74,90771038.35,45763441.76,147667853.10,98429974.29,68108936.72,37673663.44,131720504.76,63141845.61,143509859.07,54818451.37,78732760.49,32867888.59,58709622.28,93899191.30,0,61886.76,0,58750.00,0,0,0,16762848.80,180121.93,0,0.0
7,管理费用,141715131.81,96347938.67,51710825.86,232004179.86,155283026.57,113043937.61,58646209.91,243473159.14,176146019.94,117888959.69,61610678.06,226111446.79,165011463.29,111215185.98,53442386.02,222389350.71,164654352.35,107691803.58,59995958.36,207138623.36,158542665.65,105606044.56,51247392.80,245738287.45,185869348.93,123537130.95,63325488.09,236078894.45,175030295.98,118464406.09,62751217.68,234794927.41,171479214.32,112148436.37,55014054.51,267181312.57,164137657.86,109519011.91,53881988.82,222964368.66,168238446.61,114848860.89,59392486.78,295906422.05,197464448.68,130310991.42,63348464.22,226750634.52,168349330.71,107903692.39,48249071.76,266596499.65,147022909.83,103282818.31,44549914.57,182863461.97,141636485.00,95718702.43,36900574.54,359683541.11,140403682.34,96207585.01,39856902.28,186265347.92,121987034.22,73030790.89,43558654.26,158097937.06,123269420.73,80080576.25,53539046.26,167296462.92,77671818.98,160813934.19,64877088.89,151342574.75,59740147.01,122123465.83,159347641.73,0,39049252.45,0,60610247.99,0,0,0,11166247.29,5764954.95,0,0.0
8,财务费用,7998428.01,1620900.17,-4363511.25,21743465.45,18585656.33,12123756.80,3732724.12,10280284.49,5837938.72,3769024.98,1174851.26,15542661.80,12724643.88,8378878.43,1890957.24,15299054.54,10014421.74,2959999.10,-3216252.00,12702822.64,11795884.34,6905322.09,5260034.69,19831622.07,13345148.20,9695153.79,1328561.39,23667277.43,18219070.63,12136738.01,5655268.95,15285362.45,17523950.30,10947839.98,2337467.92,30630974.90,24288668.97,13422666.92,6928939.98,51649377.69,35041395.00,30369650.21,16560533.20,71205572.15,50711232.02,36431456.97,17482654.01,76830748.15,54596998.54,37213392.55,16686004.62,71819909.89,54770497.65,36476182.19,18047570.02,89413279.74,65177540.34,43177046.28,22107632.88,80103094.82,60887381.10,38148471.05,21591767.39,83172777.76,55352561.08,36245027.52,18237308.36,91711489.34,81314228.07,54077367.90,26694006.13,108971543.68,48847869.49,90244022.20,45898307.75,103737197.08,46278631.61,114269972.18,106520753.11,0,6048063.42,0,8003447.90,0,0,0,2492053.20,1143557.12,0,0.0
9,研发费用,34759740.24,24189220.11,15310282.11,32008415.79,18019377.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,-947546.23,40041875.84,-1607575.61,-108963.21,-4134094.62,32275368.31,2941569.95,-1114351.20,-2416135.10,27831180.65,-2189196.38,-1365284.97,-3938716.60,14645577.15,102378.25,-1156650.83,-1724319.71,9401533.88,-3867918.24,829148.72,-1239111.54,74245441.93,-847526.09,-3647564.54,-1479284.40,7553931.35,304902.81,-3528704.23,-3907559.41,8338280.94,862053.79,4028499.06,-2682268.58,22392094.11,-6359674.53,-1197861.27,-8125228.38,79211252.96,-5014627.28,-6270002.30,-3015239.03,6251128.56,-18646591.21,-6575003.89,-1975558.75,69794731.87,43848625.63,20708156.63,-1479343.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3233071.44,816125.35,2655046.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245305.13,533347.82,220781.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,0,0,0,4651114.95,0,0,0,97773035.16,90070354.84,78018.01,0,10921537.43,8258170.27,6892968.21,1358993.33,31925931.35,7933351.20,6053089.68,1034871.80,16001352.76,11537321.21,9725008.92,1600322.44,132090003.67,5782654.27,3243801.38,1638238.00,13028659.19,9453753.53,3751123.05,1153453.81,15217093.16,8659149.59,7449336.41,1698564.76,115504238.72,16889204.31,7111434.95,2181480.10,199307599.72,13957214.38,6428188.45,1251297.20,6374101.33,3960343.36,4066889.87,1063859.49,37063462.24,29555502.53,22486146.92,1255856.10,1989677.81,20373924.23,18345826.21,7221313.86,16381081.08,7612326.80,3085308.16,20339.01,-36176979.53,203874.70,-649686.21,1328974.23,17902845.89,24421695.89,20405740.63,7888701.07,37591737.03,27476979.78,22380533.25,9375225.13,89482171.65,55027638.80,101155541.81,62620995.10,73820722.36,27005685.40,43377815.85,16825894.22,9147035.64,5958959.52,2575606.28,8140129.65,5887900.00,9106370.00,940700.00,4533937.84,1060554.55,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,6447946.75,3520220.70,2726005.48,1267800.00,29792115.45,7059970.49,5397102.12,759550.00,12127708.45,8691502.27,7982193.82,816349.83,7292395.48,5782654.27,3243801.38,1638238.00,7005889.48,4393785.10,3751123.05,1153453.81,12454650.27,8659149.59,7449336.41,1698564.76,17258400.24,16889204.31,7111434.95,2181480.10,16649298.34,10552345.76,3174187.42,1183178.20,9736220.54,1729742.08,1836288.59,1063859.49,640832.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,41730591.87,32243579.43,14280540.79,67422068.69,57111694.68,46210359.92,19393950.11,170473085.47,128800247.61,41664707.43,20430996.07,62978831.22,57662275.73,35434054.67,25985807.46,83310626.40,61216809.62,42358246.95,21196746.46,62169660.24,47227996.84,29349418.14,13015223.99,47166303.67,35447869.32,23456964.13,12580775.25,49752655.33,40635921.30,29270377.13,14589885.37,26806352.17,32951681.17,26439560.24,10223993.27,24769867.90,11849270.47,6013960.34,5648631.27,50042935.34,2836724.24,8664899.60,-1707065.19,-70233652.47,-19601053.39,-8134472.01,-4823992.18,-121775811.28,-40732036.70,-29105696.13,-7694452.00,-93661117.64,-3858853.53,2085011.43,1886593.57,-43835345.45,-10063400.43,-1940728.18,7139952.98,-323556692.40,10098367.68,5711606.40,9037113.37,30592773.81,42414861.03,33492498.15,13882596.37,60448445.49,63684423.18,55048624.18,13933949.29,112207946.21,84464208.11,176500327.35,93951674.00,136535179.10,66428514.88,140083526.55,116281195.24,-772544.18,-2781227.06,-17581064.34,8390052.95,12916400.00,22770380.00,25332400.49,31668855.25,21123492.95,27235217.70,0.0
