,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,109945696867.36,72977026642.90,49799314948.23,21700405137.92,100625669771.65,67421959822.86,46111395683.61,20884621552.41,106807099535.40,74308230186.54,50184622246.54,23184690131.49,100254150416.16,63326697792.10,39276202805.91,16816977780.65,82274932384.27,52012887513.05,33832401331.51,15623747549.43,71605390347.11,51859227730.71,35680291786.74,14149282096.92,59527557416.23,44480406069.38,28855137185.66,13616692979.03,53536895341.13,40106963913.63,26170647833.57,11668606214.32,46539896164.88,35074608672.63,22339366081.91,9533239736.61,36583897580.31,24869043934.79,16327122209.04,7394760390.30,26601283536.08,18575895783.01,11762505882.78,5485828001.53,19369630250.19,12937275800.52,8375911387.88,3547851912.38,12005238852.42,7532667892.11,912137071.98,375314950.75,1931794357.83,1337505948.78,883690874.85,401393207.36,6511257257.80,1115628255.61,690214019.81,336847679.70,1885896564.52,1411670663.66,931881470.45,398474877.25,1451296433.63,932569492.60,595096761.61,260116079.05,1903470077.38,1386077728.33,953335402.23,485495407.39,2208484837.14,958617240.40,2159041214.34,1079390110.55,2065079869.11,821328677.45,1922947746.20,697265364.63,1789700557.06,796655408.73,1496446418.00,1429457157.00,1425882101.00,0.0
2,营业收入,109945696867.36,72977026642.90,49799314948.23,21700405137.92,100625669771.65,67421959822.86,46111395683.61,20884621552.41,106807099535.40,74308230186.54,50184622246.54,23184690131.49,100254150416.16,63326697792.10,39276202805.91,16816977780.65,82274932384.27,52012887513.05,33832401331.51,15623747549.43,71605390347.11,51859227730.71,35680291786.74,14149282096.92,59527557416.23,44480406069.38,28855137185.66,13616692979.03,53536895341.13,40106963913.63,26170647833.57,11668606214.32,46539896164.88,35074608672.63,22339366081.91,9533239736.61,36583897580.31,24869043934.79,16327122209.04,7394760390.30,26601283536.08,18575895783.01,11762505882.78,5485828001.53,19369630250.19,12937275800.52,8375911387.88,3547851912.38,12005238852.42,7532667892.11,912137071.98,375314950.75,1909862105.77,1315270483.66,871206022.54,396106866.62,6511257257.80,1102270321.14,681931037.36,334404987.09,1866005245.56,1393178105.87,926041438.55,395278868.67,1432842455.02,926069542.49,591102098.04,258725923.75,1897009875.83,1392688885.05,959167145.60,485623015.09,2208482820.25,959409217.44,2155795724.72,1078852153.90,2056078714.68,819348340.85,1918819462.82,697422664.91,1786889453.91,794589047.09,1493848337.00,1420863577.00,1413979599.00,0.0
3,二、营业总成本,104712575770.49,69243955907.19,47137195044.08,20724391319.09,96089572788.99,64137955898.00,43670015784.52,19908929666.71,102690936307.91,71508319365.03,48288729075.60,22362345302.39,95878641310.14,60467547949.95,37335777193.25,15953985821.29,78550045052.68,49422382490.21,32044610778.16,14833164663.40,68397350666.58,49593036358.09,34016756566.72,13513245395.67,57248211049.27,42749175811.50,27621901166.51,13029872153.44,51486653874.39,38478686421.45,25040656470.47,11196401912.26,44505331211.13,33424373668.53,21212250288.68,9057548710.90,34837586344.26,23690641537.23,15480877962.89,7027768830.29,25484838379.10,17677951332.82,11183187206.79,5193755868.54,18585508089.51,12405631863.84,8009526892.28,3373212506.07,11469710882.00,7064186855.71,865831073.08,374066736.25,1869940200.72,1293087546.34,857120011.21,399361196.62,0,1103988002.19,686427914.41,342864642.03,1832666611.49,1387552622.35,915446299.89,397493905.57,1376438599.62,917783444.87,582538958.26,254951528.78,1806850677.25,1345783119.33,918577878.73,478969359.45,2018061025.20,896190114.69,1844786285.43,928497849.29,1671372115.41,685559435.01,1552938587.94,566317385.05,1503120367.30,0,1327817033.00,1281063949.00,1257935112.00,0.0
4,营业成本,91941725516.55,61340182672.70,42061591792.52,18095130108.82,84192223416.30,56336041253.80,38832822931.04,17600315211.29,92843107791.86,65345777775.42,44381272387.66,20574711390.14,87167155446.93,55106810733.54,34061965024.47,14299102854.47,70744810759.14,43939683771.72,28528771121.65,13180815657.62,61389312759.09,44947788892.50,30876990167.60,12221547942.20,51617593091.91,39056938526.11,25254850191.17,11889871782.19,46410196954.90,35158069144.53,22858680793.93,10169300416.93,40119365305.85,30431881967.07,19338100216.18,8204053597.66,31402728045.58,21453958711.17,14034263033.27,6289160930.03,22595338843.00,15800209702.33,9936299075.86,4580891867.53,16285464601.78,10903495648.82,7010391141.47,2944520776.93,9990723355.58,6138371224.74,592075781.39,254101233.02,1367652788.59,947777333.16,621177988.44,294716466.89,0,861872443.27,560478969.94,269532968.78,1498772801.00,1172159432.89,776030412.22,330312391.13,1117332172.34,747052185.29,472669535.65,201478983.49,1527147046.98,1146459327.71,788246914.15,420653779.14,1789259348.80,795321599.64,1667512729.41,850737215.62,1506912544.75,616078862.83,1388599386.58,498659581.39,1356843043.87,0,1153511141.00,1134963622.00,1146404883.00,0.0
5,营业税金及附加,1149162558.63,783297042.09,555893140.52,379812963.20,1116588218.17,862248060.52,574250307.47,320465565.58,1227252262.48,836185887.37,630025647.83,252125659.07,1210399596.91,614891195.60,358003224.19,296291185.61,1910820903.03,1246610628.32,864513958.77,401413065.60,1927091319.36,1192936905.50,832451888.01,323910937.68,1422635776.77,966727732.51,604177870.78,271758315.98,1455404491.67,886012448.74,589066940.67,231933934.20,1273751661.61,871557617.76,496208341.51,182769322.80,865077609.53,569288666.02,376981000.06,162687269.01,656233653.89,423408746.95,273925561.40,129477676.81,496317791.80,332367409.68,222638951.85,84076732.15,335778587.94,206066525.35,19580480.83,7197629.73,36186653.40,22468972.98,15310289.33,7794257.60,0,19653098.56,11673510.36,7158230.86,44711371.51,29151488.78,19520927.81,8546806.97,28970270.92,18945044.36,13125151.78,6046396.16,48302879.35,35515826.69,24912991.25,12745193.64,54505882.08,25882926.14,58728946.39,27911429.93,54508328.40,21976745.12,51294734.89,13846202.71,41248398.75,0,33854156.00,34143958.00,28328821.00,0.0
6,销售费用,1380083783.41,933045719.20,697190578.00,325736335.34,1301187534.54,891099139.90,578143366.83,261604276.11,1064938254.46,751535022.22,477605838.19,212844124.57,1013165586.26,598300101.17,326478581.24,143846328.06,680732168.13,452650676.51,287228458.42,131469886.63,605253285.59,408467662.61,273531272.26,106451362.44,534525069.85,388095822.03,244541684.10,121327597.19,450299199.00,289436312.92,176521099.94,81848800.96,399454105.31,283492807.01,186895497.77,79427008.02,326685494.43,210067429.31,130300280.84,59820971.97,249718826.84,187798713.95,118946359.62,58380378.37,201244394.66,126477189.02,76897593.57,32461182.78,148248139.28,86429880.01,49217431.45,19487324.42,101126283.41,74738763.15,49783162.84,20920016.85,0,53056517.44,29199190.52,11395458.86,60646009.08,44769612.38,24457412.17,13067486.70,57042744.16,28703120.61,19000725.48,12029261.05,65227810.56,45044591.60,27494301.01,7846615.12,48772682.38,16345254.62,25031000.87,10153632.72,17094263.21,7529491.58,21485009.92,8611544.57,18195686.92,0,15421627.00,13786417.00,0,0.0
7,管理费用,4687208935.58,3057930817.61,1999075295.00,1140908395.92,4455338439.97,3007282800.34,1914212246.03,1164402136.83,5426171780.73,3243389824.43,1969552842.28,992793675.80,4390156520.04,2795396980.11,1703397736.73,806388407.35,3797878004.42,2264100983.99,1394801312.79,668547557.85,3123609675.38,1860749603.73,1136119238.80,504842559.59,2368926909.59,1396259889.56,871045458.34,425629747.63,1936735641.50,1277743778.51,840229181.31,434089731.18,1613172984.57,1138514480.14,744998276.30,367724474.50,1411689120.61,907775782.52,585013596.08,313416248.41,1142728614.52,713484685.41,496006901.62,253574801.06,888606724.83,561153987.27,349034758.46,178033411.29,679251256.70,492603927.80,91404232.66,36052024.97,176373223.87,114467204.81,85729069.81,38822314.76,0,109272664.49,68020256.52,35534546.60,162364196.98,113933838.04,77868271.55,39735206.26,140577960.79,101317539.27,70136806.48,32618155.82,144080198.41,105141780.30,71444119.31,37072782.27,124968302.26,62008600.54,121713783.95,62779145.36,97376273.15,43168705.03,87390211.10,39272412.63,92059657.39,0,82851174.00,60472161.00,62650103.00,0.0
8,财务费用,2765237252.01,1966577087.94,1219593502.61,585790167.57,2488153258.63,1923395761.96,1174915571.93,568127285.69,2078516713.34,1357478870.60,843146823.56,333791737.28,2098120797.44,1366903328.05,903429135.23,411893676.70,1402044301.28,1501970832.18,949507998.73,451162341.25,1285341983.27,1184543216.91,900904592.72,364287670.36,1260080742.17,957420068.94,668892910.60,336961318.05,1183215723.55,893147412.89,603166437.48,281149717.46,1102165224.54,715517179.23,459335829.93,235216290.67,836666952.38,544527475.49,348566987.94,201322502.33,822663215.60,548755177.74,358504861.45,172891860.85,706276659.93,477643808.25,353063444.00,133272083.70,322773655.98,178798809.19,113709280.33,57263569.26,188601251.45,133635272.24,85119500.79,37108140.52,0,60133278.43,17055987.07,19243436.93,66172232.92,27538250.26,17569276.14,5832014.51,32515451.41,21765555.34,7606738.87,2778732.26,22092741.95,13621593.03,6479553.01,650989.28,554809.68,-3368266.25,-28286244.23,-23083574.34,-4519294.10,-3194369.55,4169245.45,5927643.75,-5226419.63,0,42178935.00,37697791.00,20551305.00,0.0
