,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,734654461.98,485561516.99,214374706.04,1048676833.96,779825078.80,513282051.21,251213063.56,841292029.85,604100368.91,372886064.10,176308535.04,587362790.48,391443936.40,267098728.33,113001304.66,556711441.28,431407912.62,295467160.62,148134838.56,622013445.02,457069034.98,311312714.56,160177916.61,553185490.34,392318526.21,260469508.28,140709396.91,1362751263.60,696850336.60,476043483.49,252388327.58,1141466055.37,884791222.05,627278254.49,340150504.90,1165494636.76,831581062.10,534247561.87,238160092.15,1001361492.82,705103847.89,435243036.87,206971588.30,1232409609.06,988255945.94,686920987.84,298579990.38,1077824533.34,774953695.83,512392117.09,247337214.70,906280908.55,669485067.59,449800299.19,210293590.96,902021833.05,644739603.90,427482844.62,188150437.35,824648145.66,576973211.10,373983400.08,168112840.95,652527457.34,501389955.37,316744822.43,140118272.53,475168149.80,355891574.97,231512745.39,110673096.27,414396360.51,175631596.51,286960011.78,112551798.75,191110127.33,86102395.20,145522040.43,74105955.04,128375517.93,129789109.93,69554329.44,0.0
2,营业收入,734654461.98,485561516.99,214374706.04,1048676833.96,779825078.80,513282051.21,251213063.56,841292029.85,604100368.91,372886064.10,176308535.04,587362790.48,391443936.40,267098728.33,113001304.66,556711441.28,431407912.62,295467160.62,148134838.56,622013445.02,457069034.98,311312714.56,160177916.61,553185490.34,392318526.21,260469508.28,140709396.91,1362751263.60,696850336.60,476043483.49,252388327.58,1141466055.37,884791222.05,627278254.49,340150504.90,1165494636.76,831581062.10,534247561.87,238160092.15,1001361492.82,705103847.89,435243036.87,206971588.30,1232409609.06,988255945.94,686920987.84,298579990.38,1077824533.34,774953695.83,512392117.09,247337214.70,904740197.69,668160336.88,449580905.70,210077632.22,901659687.28,643912074.58,427256840.88,187948642.81,824091730.18,575873766.87,373189245.02,167647435.97,651639372.18,500611959.68,316409851.28,140049535.79,474635814.84,355676376.04,231411264.38,110673189.02,414401242.27,175631596.51,286960011.78,112551798.75,191110127.33,86102395.20,145522040.43,74096955.04,128375517.93,129789109.93,69554329.44,0.0
3,二、营业总成本,722402577.48,488923208.86,219264966.35,1027363888.41,758482655.11,497640438.57,248086947.54,838621360.72,613841686.89,384001855.96,188749591.50,672207540.14,457950634.32,314756256.37,136169990.30,688443131.38,540117733.64,374945637.39,180021440.80,1024501515.75,629413833.35,448410781.28,202988493.33,827252428.52,518854356.16,338883406.92,154181768.72,1401288893.26,780394449.33,555822681.76,271329003.67,1338923693.60,989559169.06,684096758.57,356724294.38,1218444059.60,860893740.00,544767520.09,228227567.05,987355884.49,698169900.69,430791560.40,205008083.48,1194035805.66,956944197.41,660025682.01,285785572.61,1027659334.69,737961704.87,483953719.52,234774925.80,875698930.73,633008417.32,427379916.91,198570940.65,838161661.81,597170078.65,392087087.54,173972464.06,760209712.45,528665112.20,343552295.08,155961843.14,605653698.98,467084286.21,292424740.84,128151356.83,432257241.81,329780937.50,215585312.98,102905964.05,373305634.88,158246897.29,244575965.28,97634283.74,158306233.96,74000704.27,126519864.02,63581640.25,108822789.27,101092078.08,59305385.44,0.0
4,营业成本,655606522.10,442671568.79,196269423.69,911155146.68,666454238.23,433612824.58,215391134.43,719513900.48,528303068.50,329070560.64,161258206.30,549628879.07,364481302.36,250121005.79,106049354.85,526512863.12,409896376.58,280642561.75,140779478.65,640540221.02,467760205.81,326881738.58,170972183.75,570955612.38,396057470.91,256187516.18,124743103.20,1190938015.96,632581414.55,439632297.57,226847951.77,1076144512.50,811340216.21,569618560.13,303450417.47,1016833133.69,711483242.97,449953088.65,200165541.33,854175573.93,609078634.48,368309661.57,173841437.08,1042967089.35,840274274.04,584086468.27,250350732.40,939445331.50,675006932.40,447646479.75,217922243.43,786225075.13,558529343.06,377981593.55,180575391.97,749232892.10,535645898.53,352451242.28,156718494.90,683586283.28,470345405.59,307747441.73,139969695.89,536174872.57,421590254.13,264116050.35,115232102.80,396679030.83,303394638.31,197214007.10,96358752.73,350350060.75,147791448.27,227344352.26,89454710.15,144407547.20,67855598.32,114842044.76,56048535.12,88853138.44,89200297.30,51471849.14,0.0
5,营业税金及附加,6845915.60,4506351.83,1989112.90,11774277.43,8819042.04,5846032.82,2809357.54,6866488.29,4809388.62,2834998.12,1376280.62,5343864.37,1581757.04,1028786.34,234398.92,1514529.42,1346634.14,902739.04,411834.22,2866758.21,2324160.81,1561430.70,982233.31,2619869.93,1791494.41,1349968.22,701730.80,8242631.38,4203527.65,2610723.57,1474198.51,4720737.85,3152407.45,2475690.12,1651017.90,4885656.91,2477109.19,1555945.78,1034667.55,10746051.73,6333283.14,3330344.02,1414453.94,9817492.83,7683879.19,5434212.66,2357624.56,8801350.47,6209994.58,4337385.88,2088382.70,7032527.30,4222453.19,2650149.33,1143916.39,3748895.13,2616078.55,1221970.56,510072.56,2295439.30,1105844.64,702314.61,360235.23,1007718.20,712965.30,422363.03,190529.78,837557.56,790068.96,524007.20,263957.63,626281.75,186428.51,619990.63,234077.32,552811.59,281748.05,379226.11,260664.71,532056.78,499992.13,230216.59,0.0
6,销售费用,17227472.45,11383051.90,5510396.34,28120816.88,23427545.22,14727082.98,7639594.05,25032746.46,18135449.79,11498275.34,6096607.06,17303736.87,10399876.98,7149419.34,3462492.19,15090097.03,11865764.59,7281886.57,3970137.06,14878546.12,9299251.62,5797981.56,1819600.30,6819092.84,5349580.89,4667114.47,3381597.75,21270088.34,13674071.60,10462819.27,5879965.05,39918061.73,27934804.94,16750490.38,7743260.25,26892254.12,19324991.57,12026213.50,4643707.66,10042704.10,7237524.91,4460999.05,2599083.43,22656657.48,17577501.49,12563543.63,5872967.89,20210833.83,14969009.18,9975837.62,4882754.68,16128603.37,10083597.00,5819697.08,2226184.57,18107686.17,11431791.17,7231021.81,1532487.41,14596991.29,9027203.35,3923260.42,609378.24,9640151.61,6270526.90,4224737.19,2016400.88,6242696.60,4700716.24,3476688.82,1278092.26,4714366.61,2007558.81,3164279.03,1461327.06,2228505.91,755927.28,1674970.34,814904.22,1109449.12,2313514.19,1751425.12,0.0
7,管理费用,43427944.48,29874502.73,15706655.36,71351674.34,57300464.17,40316710.78,21128142.90,86410828.90,63218574.87,41396587.53,20080275.90,84121224.91,60619288.68,37657928.77,17818922.31,108123233.11,90295494.26,67390061.12,26546921.45,140060735.31,114502275.27,89641657.72,18220372.13,84259102.66,58030162.42,37032859.38,18520164.63,70856816.81,44063016.36,27566678.17,11806766.01,47515826.05,31604561.01,21339241.39,10070530.71,39102891.40,30020020.31,18518620.66,7062850.40,27474358.66,23441875.12,17148167.37,7378420.83,23239808.17,18076148.20,12648059.10,5457855.22,16065011.49,11129471.10,4720299.71,3160102.90,22399396.94,18116456.34,13217700.18,3727801.86,21781687.28,15141577.68,9267358.85,4626877.90,14833068.12,14472158.24,9499611.56,4459824.42,22255844.50,13813626.02,9754050.60,4372277.49,17289255.65,14859667.23,10956276.40,3653913.10,11060341.31,5268979.47,8721716.10,4191727.31,6988723.92,3102264.84,4396091.64,1656006.73,4640846.75,3312093.26,1351996.59,0.0
8,财务费用,-11312655.50,-7834173.66,-4410554.99,-4550620.27,-966286.59,636077.06,1118718.62,1708169.75,655873.06,285453.63,-61778.38,6811714.64,12925143.85,10855850.72,8604822.03,32478071.47,24568858.45,16578028.09,8313069.42,45411718.60,33228209.44,22202938.54,10994103.84,70451420.78,53460175.93,35814912.42,6835172.34,116599143.21,82390632.40,72068376.41,25320122.33,151063558.34,112525724.17,70911321.27,33809068.05,125140016.53,94830292.01,59955567.56,15320800.11,73688388.82,51322960.24,36736615.59,19774688.20,90382761.17,71780594.86,43741598.72,21746392.53,45373436.74,30663505.22,17290924.17,6721442.09,43913327.99,42056567.73,27710776.77,10897645.86,45290501.13,32334732.72,21915494.04,10584531.29,44897930.46,33714500.38,21679666.76,10562709.36,36575112.10,24696913.86,13907539.67,6340045.88,11208701.17,6035846.76,3414333.46,1351248.33,6554584.46,2992482.23,4725627.26,2292441.90,4128645.34,2005165.78,5227531.17,4801529.47,13687298.18,5766181.20,4499898.00,0.0
9,研发费用,10607378.35,8321907.27,4199933.05,1240594.86,946271.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,8271998.49,2501380.35,2501710.35,0,-910773.16,-1280667.95,-1084019.30,0,8998120.28,7943265.41,7943265.41,0,4724337.23,2144605.62,2150360.82,0,180743536.49,2299730.40,2325034.18,0,92147329.93,4165471.60,3831036.25,0,-6617802.44,3481786.77,3481786.77,0,19560997.13,3001455.28,3001455.28,0,5590106.95,2758083.94,2758083.94,0,11228807.25,755622.80,805772.80,0,4971996.66,1551799.63,1551799.63,0,-2236629.34,-17207.61,-17207.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
