,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2214430890.47,1414601088.26,740201163.55,3342279650.99,2309014255.61,1349711671.95,656123330.99,2966250873.90,2045228805.58,1255067610.50,532938633.19,2686413993.59,1726637495.65,1128410980.38,487114955.04,2682026084.88,1703560724.45,1109946105.29,496200531.07,3349485326.11,2266741187.31,1466642250.22,664426481.99,3548694779.17,2324426252.73,1538880217.62,688487076.40,3829461905.10,2731678273.74,1755392046.39,804605073.21,4084484815.58,2803100176.17,1802258757.54,822422064.00,3960965352.38,2623221748.22,1559194389.57,703734654.81,3278185783.81,2133260143.43,1332403175.99,603285198.83,3155313246.68,2221809720.87,1410210335.20,682346859.89,3433550027.36,2402074627.97,1415294113.51,707142284.21,3265955351.42,2391304191.57,1373014206.08,775683312.11,3226973756.08,2328289912.05,1360971912.34,696701737.85,2831016801.73,1876598427.13,1110423111.74,544765876.92,2435945839.56,1572860162.06,883212761.20,475785743.19,1709972009.20,1230550135.66,710007405.37,361128145.87,1355347442.38,763894510.43,1199748111.41,634456427.00,822034243.00,325254069.00,269811912.00,0.0
2,营业收入,2214430890.47,1414601088.26,740201163.55,3342279650.99,2309014255.61,1349711671.95,656123330.99,2966250873.90,2045228805.58,1255067610.50,532938633.19,2686413993.59,1726637495.65,1128410980.38,487114955.04,2682026084.88,1703560724.45,1109946105.29,496200531.07,3349485326.11,2266741187.31,1466642250.22,664426481.99,3548694779.17,2324426252.73,1538880217.62,688487076.40,3829461905.10,2731678273.74,1755392046.39,804605073.21,4084484815.58,2803100176.17,1802258757.54,822422064.00,3960965352.38,2623221748.22,1559194389.57,703734654.81,3278185783.81,2133260143.43,1332403175.99,603285198.83,3155313246.68,2221809720.87,1410210335.20,682346859.89,3433550027.36,2402074627.97,1415294113.51,707142284.21,3220143798.39,2368177273.16,1356874290.26,767467574.37,3184177437.67,2305975474.86,1347162102.66,690254687.41,2800121465.00,1863434903.41,1099567453.57,536521964.43,2422959822.69,1563781404.98,876051794.00,470430469.22,1695746361.13,1221659110.65,703573667.40,357980929.36,1347309834.96,757678435.31,1188361116.14,629130242.00,818448321.00,324476882.00,268057865.00,0.0
3,二、营业总成本,2209145196.31,1431818473.69,760713424.84,3348893096.35,2378371464.99,1411684553.87,696882253.53,3000047168.48,2121669108.46,1317265204.91,584383712.05,2711386897.72,1797283354.85,1171099938.20,540837509.90,2776345152.15,1809617426.71,1187684375.17,547495269.41,3406521182.73,2332192221.08,1522348711.54,717940060.11,3654893235.32,2418186169.71,1581322670.67,698624543.82,3792631171.37,2753083208.28,1778980720.42,815986185.70,4006457837.58,2776527367.41,1785849593.70,821511175.60,3852006066.64,2581258205.79,1550657255.77,703886307.54,3261930596.84,2132234400.41,1333753578.36,600016749.07,3094157006.04,2199648184.50,1392256748.98,675397847.25,3354853485.42,2375733152.07,1397162903.40,702513242.92,3221886622.65,2377707555.67,1360631998.35,771219240.93,3179258395.21,2308483797.73,1347135953.97,693126864.93,2790385275.58,1858191481.13,1097394863.83,542591051.86,2372544203.84,1539875472.87,860573717.50,468947068.96,1653878996.56,1195786477.59,683903354.08,352328353.49,1305094736.83,735289092.84,1145281068.33,608905547.00,780183428.00,306313106.00,262816474.00,0.0
4,营业成本,1671051464.93,1072931911.10,567252857.35,2519472397.76,1787463249.14,1034111259.99,513807502.25,2228105317.29,1595176806.84,979410306.40,407070710.48,2041711108.64,1332380305.06,858809430.91,379172242.60,2123103757.32,1372553150.88,899168519.96,402500714.55,2763177383.87,1886599453.44,1224886581.34,570838244.43,3000242164.25,1966753846.22,1294263199.18,552143312.30,3248297062.94,2348405060.31,1517888886.80,685956270.48,3520795944.95,2422289901.62,1542414582.18,700469806.25,3388887742.16,2272760969.39,1356915083.76,607049740.25,2866590058.12,1858120830.59,1153987443.81,513743351.15,2735911808.72,1967743332.12,1242309577.88,603693853.69,3064846173.62,2164483594.59,1257793308.29,637582135.31,2919272244.31,2171665892.55,1224534837.42,701289977.49,2875167794.15,2097991593.31,1207142016.70,620973964.69,2530407004.70,1680736836.89,977199159.99,475527023.57,2147204425.13,1423220476.86,783129891.24,415994345.46,1506682781.44,1089360369.10,615183166.27,320865145.49,1176511427.09,675292160.93,1043556791.53,561583384.00,722239018.00,290039590.00,244366606.00,0.0
5,营业税金及附加,12677314.05,9135806.21,3201218.05,24643226.51,15030230.00,10561256.64,3724086.57,20506600.10,12738431.93,8732222.84,2754014.50,12286430.91,7113065.56,4543175.89,1686471.56,13482804.65,8085022.03,5729873.76,3065483.14,11898744.81,6452982.31,4655384.86,2085745.33,13512426.34,6278716.54,4172500.05,1943119.68,15681563.53,10859047.46,6365410.25,3461284.07,15599641.40,9553617.39,6400595.64,2860474.93,11833725.26,6611212.90,4252633.05,1955578.58,11949212.97,6417896.34,4193545.06,1779624.66,12817519.19,6753298.47,4478768.53,2866360.26,7888411.74,5297504.71,3794742.03,887813.91,4716732.34,3811726.67,2700946.77,1500185.52,5301152.93,3862620.88,2769791.43,1642626.79,3937998.47,2390750.12,1564216.32,807743.56,4313593.51,2229930.67,1762713.30,898715.05,4748274.17,2850794.52,1717242.78,938536.89,4113185.82,1876004.36,2916745.41,1693794.00,2436649.00,1940196.00,878167.00,0.0
6,销售费用,211319647.79,137630014.29,78389531.29,306423490.95,227796075.71,146947688.99,69819647.17,260297161.82,191586038.45,126412497.95,66682952.15,236055172.71,175696572.54,120487093.98,64822582.02,228393974.87,166413879.28,109126133.94,56670087.93,220075135.77,162900984.81,106454739.70,51947607.83,227785260.74,165892388.90,105206295.27,51431450.47,212832462.43,157449608.36,101828383.32,51435508.60,199481458.41,142190444.26,104173678.08,59570485.39,190874808.35,131654753.14,86688086.19,46921076.50,161765433.95,119545559.76,81313451.37,39606840.52,148770195.28,107427609.23,70813340.26,32129453.38,131234744.26,103521513.31,68144799.57,31326282.36,155204306.80,105108187.52,69511184.88,34000292.30,157657610.07,113942357.11,76199345.41,36687552.43,142039268.17,103953086.75,69330382.86,35686654.25,126750408.29,73598844.98,47858885.23,28983779.81,82674543.96,61740598.46,39947182.75,17957499.76,74454118.32,35954342.07,61873060.52,27122339.00,24828673.00,3897435.00,3542585.00,0.0
7,管理费用,168232066.34,112937035.37,101379167.57,225907690.27,207666108.25,212835090.78,107654884.05,392372352.87,291185189.01,194279071.99,104472233.40,357557121.49,267729569.15,175605981.04,92117893.40,342112341.63,244778217.08,157161413.64,80110750.78,333347292.23,247631680.38,165131350.21,84642097.75,359173829.80,257411522.80,163568697.61,86243871.75,283119546.46,215524735.66,138820748.98,67941188.35,243086336.41,186697788.67,122673295.78,52791857.91,227214659.31,144538306.31,91711176.99,40681231.41,185881699.16,122588411.02,77619376.21,37153183.73,155730878.95,94539030.40,60193181.77,28649005.48,128929699.47,83020651.81,53371490.12,25689525.86,120687425.83,76759997.93,50937582.95,27331822.16,117035510.87,74664725.98,48798453.24,27757724.50,95581591.36,57932720.76,39616621.32,25710896.92,80940132.48,34050223.18,23059241.30,18877562.13,51952138.07,34804972.21,23486564.51,10084032.03,43569238.67,17544550.76,23268859.46,11863166.00,22345216.00,6075379.00,8754660.00,0.0
8,财务费用,9695773.60,7465791.53,4372563.67,14763256.94,11779223.76,7317352.37,1876133.49,18196027.15,14068027.35,8296000.19,3403801.52,14380163.57,11487355.14,6777428.16,3038320.32,16791365.54,12712431.38,9530672.60,5148233.01,33294040.66,28608625.43,21222160.72,8426364.77,32775034.87,21946373.04,14208656.35,6862789.62,22307469.31,21048791.66,14281326.24,7191934.20,23717215.64,16606902.34,10998728.89,5818551.12,18304139.91,19087483.20,9970184.43,7297878.68,24997790.07,22813264.42,13892079.38,7688996.88,28827594.09,22977837.14,14254803.40,8059174.44,18874474.32,18921106.57,13569782.31,7027485.48,22005913.37,20361751.00,12947446.33,7096963.46,24096327.19,18022500.45,12226347.19,6064996.52,18419412.88,13178086.61,9684483.34,4858733.56,13335644.43,6775997.18,4762986.43,4192666.51,7821258.92,7029743.30,3569197.77,2483139.32,6446766.93,4622034.72,13665611.41,6642864.00,5334210.00,3089926.00,4909246.00,0.0
