,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,17409758802.27,11263830018.85,5619540427.78,25139575483.58,17319876076.69,10861578256.48,5143404590.31,23543556034.52,16956467183.22,10125815234.39,4502728935.45,14229368334.73,7995467271.93,5075852579.81,2465067666.96,11155397237.09,8778460606.60,6085411769.19,2738916310.32,16030317622.15,11905693905.42,7840166449.30,3142113250.85,19199966280.20,13980389548.40,9474030543.62,4467554326.81,20065299075.32,14879654311.28,10179608328.12,4806510355.05,22426279899.93,16591881037.97,10971708885.03,4519002920.14,21427676688.20,14444966236.14,8588549872.58,3782277858.94,18261086714.76,13327295234.09,8648267310.86,3908874770.10,16669904252.58,12472473242.28,7292998178.50,2950479601.12,9948549379.76,7101799204.18,4520231222.53,2309500721.93,7253919052.39,4768731682.80,3006897610.13,5702246114.51,4197264804.62,2649721285.48,0.0
2,营业收入,17409758802.27,11263830018.85,5619540427.78,25139575483.58,17319876076.69,10861578256.48,5143404590.31,23543556034.52,16956467183.22,10125815234.39,4502728935.45,14229368334.73,7995467271.93,5075852579.81,2465067666.96,11155397237.09,8778460606.60,6085411769.19,2738916310.32,16030317622.15,11905693905.42,7840166449.30,3142113250.85,19199966280.20,13980389548.40,9474030543.62,4467554326.81,20065299075.32,14879654311.28,10179608328.12,4806510355.05,22426279899.93,16591881037.97,10971708885.03,4519002920.14,21427676688.20,14444966236.14,8588549872.58,3782277858.94,18261086714.76,13327295234.09,8648267310.86,3908874770.10,16669904252.58,12472473242.28,7292998178.50,2950479601.12,9948549379.76,7101799204.18,4520231222.53,2309500721.93,7220913318.57,4757463869.11,2997384458.68,5698641128.89,4196043651.48,2648946825.60,0.0
3,二、营业总成本,14489599044.47,9139021922.67,4475141818.24,22267669048.10,14675511691.07,9219679322.31,4306950124.52,20052253231.83,14522365244.48,8675538947.66,3852248052.15,13079546454.43,7985665176.41,5092230077.24,2485978246.23,11112405274.72,8734028869.47,6052787669.51,2703606912.16,14943004382.14,11279639990.37,7365468622.35,2889503255.29,17315349587.57,12639577927.44,8401542667.70,3789868369.02,17096764634.28,12152829210.33,7950793499.70,3671419621.74,18038440051.21,12940844986.32,8432235093.36,3317797134.14,17304345904.73,11264620416.81,6520837877.05,2812931989.32,15324944520.60,10834130127.16,7000451095.89,2954025888.22,12654461348.11,10106598276.99,6131619988.90,2502308880.24,8537313920.62,6045240381.57,3825384962.57,1954419631.33,6057845517.89,3866228337.70,2408479582.40,4758516715.83,3592853487.36,2329092304.77,0.0
4,营业成本,10594897827.42,6691429909.27,3294719809.17,15046375433.02,10385807790.18,6437775751.64,3050734686.77,13937261855.23,10947144390.37,6513392081.98,2772855403.86,8958264373.01,5756500386.16,3787421836.54,1890634503.43,7448519617.91,6275739665.10,4359542549.15,1901797854.28,11023250283.90,8462639110.97,5555517531.64,2161218205.96,12227992453.75,9131360756.95,6123690030.19,2767066641.73,11826201025.61,8766281247.64,5774962912.65,2717427174.49,12307786633.97,9630656674.05,6266837364.48,2470370571.57,12788171881.57,8832144176.46,5073187983.57,2181432325.13,12291410987.42,9033459439.27,5976686303.62,2419491413.69,9810844312.54,8302214668.76,5043379007.05,2112197449.03,7015043429.41,4939386383.64,3124344359.54,1675595887.23,4699556238.78,3013911795.50,1865697593.88,3669224023.73,2786715994.52,1736568928.95,0.0
5,营业税金及附加,1436878493.73,934800499.60,443702188.89,2038602211.34,1411144185.45,906366926.01,397504293.46,1869809414.51,1287371746.19,775541860.47,323871214.72,1125531309.64,614246762.90,379734519.19,166152442.41,839821969.80,618937615.21,432166954.73,205868131.59,294657482.73,163093096.82,107729029.32,40620022.89,251745074.80,186830200.29,125887282.73,56719077.15,267065707.58,211393687.53,146223700.75,63315881.96,314928464.66,193548986.78,128999446.04,49475991.89,216139603.84,160890251.76,106398496.32,43562315.64,179760943.82,145872467.53,89702720.84,34731778.11,130568007.53,99909796.58,59044755.97,26984331.38,91557036.96,70957137.60,46093319.29,19183619.36,82277464.06,60795391.27,38276737.76,83775358.39,61717293.37,40250835.38,0.0
6,销售费用,107655700.87,63876719.30,31263886.35,372588310.60,231653579.77,142990142.54,81829296.42,435865339.50,292949018.15,116040782.66,39094826.37,291600044.99,175002363.86,74531762.39,31594294.64,233683959.38,107413522.60,74630753.16,28295768.42,315372777.01,177643336.02,118571892.78,34037334.32,392101952.03,256628709.77,180424493.93,80445612.42,263968197.74,196473316.89,136370053.39,84467973.42,269742771.84,223716909.63,168228494.26,107589055.39,258306681.46,217641391.04,153749957.28,132555723.59,250337420.82,248038988.97,225111572.08,192034854.26,266757589.60,288064999.48,134490721.11,113205787.52,260407851.49,211585976.25,122525136.38,99516092.95,297244981.94,181017046.21,112901172.88,192464182.25,145667362.00,142405551.77,0.0
7,管理费用,1222108126.12,801220081.14,427246377.15,1910387674.03,1201767526.93,1066875202.59,519408965.22,2560976726.69,1338579274.82,811033117.60,530800372.83,1668487924.94,1025319198.15,561307031.21,283000438.96,1888263962.24,1376836675.90,940988959.79,449447349.54,2805533650.36,2095096624.10,1331092110.87,550944402.34,3909003239.65,2756689054.24,1753442242.48,815739698.20,4329331902.69,2789563544.69,1749730523.50,752053666.24,4840372188.90,2618178632.69,1665457604.14,591979727.81,3659653814.75,1787322264.41,971873664.41,340568221.87,2428178544.48,1304470845.52,639335570.29,286595790.33,2198018399.63,1303316254.01,814791143.65,230474200.06,1170981304.61,813219237.32,517387683.53,162174051.77,986762256.90,613321596.51,394242723.45,797847452.59,573455406.37,378499466.27,0.0
8,财务费用,651444329.48,406516901.55,223961104.27,1014674969.91,742464460.70,491141510.59,257682304.56,940838589.84,574764679.33,377520863.42,186027672.23,712273443.39,355398875.94,230037338.51,114596566.79,522569260.56,311477125.96,201834073.87,118204801.27,473383414.54,347013350.14,218319854.07,102683289.78,507183290.67,294603586.34,204654827.14,69961089.52,449012237.41,182225135.37,136614031.20,54242502.33,233712228.12,190080850.21,117806086.79,98463913.43,333694531.33,223659320.56,172664762.89,114813403.09,113105270.77,86753198.00,54079741.19,21172051.83,145896690.12,82704180.36,49514451.34,19447112.25,-22622399.76,-12270996.63,-7328179.56,-2050019.98,-7995423.79,-2817491.79,-2638645.57,15205698.87,25297431.10,31367522.40,0.0
