,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,230920072.82,164658205.25,107477241.22,51589816.34,247498984.67,174163772.60,105699185.76,44824910.46,411582340.50,394873155.82,269008830.14,191141608.07,574620549.79,377487384.82,249957300.15,111516880.68,404311352.29,230855263.53,145110043.07,56426730.51,242838734.70,164164016.49,109284847.32,40890629.37,176732396.53,129503518.58,88406500.53,39222830.66,187148532.77,132985953.79,89700953.47,37157488.58,161963099.68,119398480.96,75771379.14,32959047.47,134390100.50,97595693.04,64247216.66,23894968.08,115116829.14,86204223.22,68746421.37,24975874.68,152406436.42,130096703.47,91981826.13,39433587.54,146692108.41,107517507.34,67780825.05,29558474.87,133660582.31,95724597.41,123438921.20,91465744.26,0.0
2,营业收入,230920072.82,164658205.25,107477241.22,51589816.34,247498984.67,174163772.60,105699185.76,44824910.46,411582340.50,394873155.82,269008830.14,191141608.07,574620549.79,377487384.82,249957300.15,111516880.68,404311352.29,230855263.53,145110043.07,56426730.51,242838734.70,164164016.49,109284847.32,40890629.37,176732396.53,129503518.58,88406500.53,39222830.66,187148532.77,132985953.79,89700953.47,37157488.58,161963099.68,119398480.96,75771379.14,32959047.47,134390100.50,97595693.04,64247216.66,23894968.08,115116829.14,86204223.22,68746421.37,24975874.68,152406436.42,127649256.41,91981826.13,37687914.60,141841637.93,106030382.94,67780825.05,29558474.87,131066159.05,95405294.93,123438921.20,91465744.26,0.0
3,二、营业总成本,326515574.72,213154022.60,143398631.26,71907213.36,662785538.67,288924027.72,179166480.48,87117289.29,730733768.09,413754299.88,282019662.19,133801534.07,494984562.86,341986104.38,218976723.83,105225250.22,347576635.72,208507872.95,131711437.60,57930078.75,231609698.84,156650224.57,103392147.73,39793238.73,169034399.39,123089946.50,82470550.71,37509352.65,178016606.87,126094365.10,83429938.79,36118466.64,152697031.35,112299856.02,69965406.37,32166719.73,129303527.57,92924418.40,60202802.66,23252407.64,111734262.86,82061980.01,65354889.95,24451061.25,141714442.28,111640946.96,76993177.28,35658140.17,123818541.29,89268359.18,54762709.25,23904805.33,108605932.77,78025192.22,102161114.37,73413636.20,0.0
4,营业成本,174447472.72,122859296.73,81869095.25,41003607.16,221900506.48,159770808.83,101675267.83,46535984.77,391876369.73,251609335.19,174699339.75,86212472.57,319051431.18,216394524.18,141982076.62,71092250.39,225429533.83,134618838.88,90145870.10,40631890.71,167273093.42,113847594.62,76138061.53,30830394.37,121901362.66,88666717.37,60107835.21,26547559.03,128310633.08,91416497.93,60982856.32,25423511.38,110747957.83,82588066.93,51849775.45,22731267.50,94860932.52,69186086.74,45139731.87,16647065.77,77546197.40,57967787.14,48925152.82,16336722.13,102301390.48,84686522.14,58175145.74,27143752.54,94605023.14,68750859.78,40436060.38,17668043.11,82908013.22,59456250.55,81350086.91,56299503.42,0.0
5,营业税金及附加,4636702.58,2703294.75,2084215.93,546548.41,5131216.70,2794234.93,2193975.69,532533.43,5054137.87,2905955.09,2048885.33,552089.11,2684633.42,1572337.55,1362609.80,728815.00,2330889.64,1492672.42,1013891.51,444464.56,1961261.03,1439588.13,952047.21,469866.65,1885844.77,1491923.59,1017819.87,570633.45,1912351.42,1273524.12,818222.39,418018.03,1691941.43,1181117.15,738069.75,396143.27,1436309.84,870594.45,558107.97,190571.79,1402168.98,1219703.11,878815.76,298171.90,1630712.45,1241731.62,891708.83,367587.85,1450263.43,821812.73,633449.22,119108.03,2039997.50,1425766.80,635294.97,533307.66,0.0
6,销售费用,17927650.39,10218761.46,6594283.46,2908277.10,22208106.54,14096512.39,9483141.53,4200953.22,26881451.92,20704917.15,14783419.35,7676939.36,33005926.37,23204225.97,15654700.62,6135281.30,27922571.27,18366973.18,10282351.22,4584758.24,16791568.41,11119949.68,6535442.33,2044265.27,10539114.12,7256235.01,4517416.21,1565400.82,8878951.37,6343915.82,3699036.50,1874820.73,7417917.95,5186718.21,3349699.06,1608265.20,6701261.92,4659636.29,2883350.81,1290330.74,8517197.07,5067670.65,3833320.92,2687234.49,10865469.43,7226004.62,5385441.29,2040202.65,6782134.85,4507467.26,2893363.65,1057025.21,6024987.84,5176655.37,7374680.40,5384549.38,0.0
7,管理费用,71185723.77,37608316.36,24898655.36,12485191.59,95686651.47,62608230.48,43702292.51,22361299.09,137266840.80,85455205.96,59146262.16,23307961.20,91945148.42,63318190.09,39496756.99,16974835.59,66661183.84,40986219.05,22418727.85,10123615.49,36815191.47,23833336.48,15491132.17,4996241.89,28116795.35,19964158.96,13038810.09,7120343.61,31125160.65,21463224.65,14139819.28,6730915.80,25917449.36,18514735.89,10808778.78,6113871.83,17809451.42,12780291.66,8043244.43,3706109.28,16912522.35,13214248.51,8501445.77,3950960.37,19065339.17,11473583.60,7760241.14,3636440.96,13390241.26,9575027.84,7257165.47,3613871.52,12325123.91,9071900.53,8122088.66,8727543.75,0.0
8,财务费用,48974831.09,38185907.32,26916202.96,13865083.71,55452288.27,30292022.22,19306402.55,10235529.95,55291032.49,41388695.13,26158426.05,11366566.53,38274440.04,30972547.10,17681563.84,8673274.34,19580839.51,11898683.22,6176195.47,2528179.03,5395333.08,3268895.64,1905734.53,874163.74,5144589.09,4485966.03,3248315.66,1347101.31,6646017.39,4705326.82,2898128.54,1024945.47,5941361.60,4394895.98,2784761.47,1317171.93,6863835.15,4786643.48,2937201.80,1418330.06,5943572.59,4434483.90,3058067.98,1177972.36,6851953.73,6656668.99,4424204.29,2470156.17,7432039.71,5461893.71,3391372.67,1446757.46,4935933.06,2894618.97,4318843.74,2336635.46,0.0
