,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1728980278.21,1107004053.15,552196960.96,2178405954.85,1504726986.20,963823204.74,501415923.36,2067226866.63,1478433223.46,952521095.11,452398080.34,1887039154.29,1305639149.76,864163961.32,407020691.06,1700552086.61,1192478294.18,779461349.98,377142995.14,1513168258.17,1107169068.33,721848391.87,337751678.82,1251686887.48,905681168.73,583747084.37,276093386.82,1102458017.99,772193860.43,484283536.44,248883739.25,931203196.88,683395432.16,436866760.22,221355070.66,757030490.35,549174416.74,343591284.39,167064782.83,615161838.25,423346362.40,268875649.32,134736904.61,569901461.10,384611677.62,247712820.11,120570756.17,461193661.28,288935014.70,189666964.24,91566548.05,320675913.35,236358519.65,155777935.02,72360815.31,273540796.07,202519788.28,135773889.87,69005263.33,234528434.33,162968823.94,104630745.07,52281694.81,181379747.11,129243511.56,141838415.43,121052090.90,0.0
2,营业收入,1728980278.21,1107004053.15,552196960.96,2178405954.85,1504726986.20,963823204.74,501415923.36,2067226866.63,1478433223.46,952521095.11,452398080.34,1887039154.29,1305639149.76,864163961.32,407020691.06,1700552086.61,1192478294.18,779461349.98,377142995.14,1513168258.17,1107169068.33,721848391.87,337751678.82,1251686887.48,905681168.73,583747084.37,276093386.82,1102458017.99,772193860.43,484283536.44,248883739.25,931203196.88,683395432.16,436866760.22,221355070.66,757030490.35,549174416.74,343591284.39,167064782.83,615161838.25,423346362.40,268875649.32,134736904.61,569901461.10,384611677.62,247712820.11,120570756.17,461193661.28,288935014.70,189666964.24,91566548.05,303193265.10,225393850.97,148111760.80,68627634.98,262308745.06,193011774.06,129432024.27,65512070.74,222362656.23,154118909.17,98664757.49,49387120.33,174283247.01,123638155.28,133437750.34,117763943.27,0.0
3,二、营业总成本,1493791504.61,945915491.84,497040629.16,1922321204.98,1258176504.80,813341983.47,444659979.09,1810280038.67,1238830359.55,781156400.86,396893022.83,1770336338.51,1156450613.48,754133327.89,388297662.18,1585259512.79,1055153159.75,690692371.01,360023538.14,1365595142.07,1008382414.56,654243499.40,321249109.22,1174988332.29,840103601.67,553152564.72,282579536.30,1037816656.85,707794214.70,457096233.06,248282860.62,864910949.81,649460374.87,422192965.20,221319307.78,685735677.43,495180856.34,311947859.43,166631066.36,549681356.61,375796861.14,247201751.33,134349957.37,524713867.29,351018831.77,236882808.09,127976390.59,440619833.38,272417789.95,176055690.69,92608847.54,275279027.20,203259089.55,127376068.14,61644561.22,224164519.83,162626051.36,110270999.63,58457451.09,199805205.64,141699349.20,93483470.04,45844204.83,155850794.23,109700791.80,125056581.46,111279109.67,0.0
4,营业成本,1212341725.98,758282004.99,416103030.46,1498201814.99,1018017090.74,652873918.86,374507093.79,1403154742.23,996013903.39,637445234.07,329563842.45,1300488918.22,863891808.73,556216597.34,293372507.35,1067891259.26,735110265.51,488091214.58,266264016.83,946504977.77,715156662.95,473138971.29,248348429.54,843913955.66,614852352.18,406835738.33,212636323.71,729440254.21,498276661.57,328256233.53,185032202.88,614842118.39,470453537.81,301692173.25,163039831.20,473915825.93,354848825.54,216867895.96,117792025.77,371674125.14,247875926.67,158878861.44,85835267.03,353386644.23,232043769.97,159785202.12,89858882.96,300036116.76,188314172.92,123544188.87,68255828.97,180780694.61,131054331.56,77439930.14,40435770.98,139760119.73,102053903.45,70916641.10,39750477.54,135294610.02,99292092.14,66656100.94,34389211.06,109749875.92,77660503.58,87063724.44,77571966.80,0.0
5,营业税金及附加,13125885.81,8878170.44,2973393.99,19888580.98,10126667.61,6657489.15,2217987.50,19343506.81,12320646.69,8556591.53,2702404.96,24146688.32,16261588.54,13507854.76,5124169.87,22727522.31,15725835.39,10087218.01,3827509.41,22873553.89,14878239.56,9361542.88,3442619.22,18660878.36,11462286.57,7192304.01,2666335.73,16029362.72,10593318.68,5472615.87,2350628.99,12825344.06,7808505.37,5316941.49,2443963.76,11326470.73,6181393.43,4328289.00,1674269.65,7691734.06,4531647.92,2551035.78,1122867.77,6297940.61,3649359.99,2064693.01,838460.79,4328518.83,2341712.61,1479357.70,688532.28,2574043.92,1875712.26,1296113.97,545213.16,2143307.25,1514945.88,1014820.62,590037.44,1649319.82,1079236.32,722805.18,319138.94,1111637.10,762916.48,921099.71,1307728.58,0.0
6,销售费用,47917836.85,30725481.86,12411737.51,94111171.33,37042748.65,26135964.67,11176258.80,75865556.54,41937866.36,25207321.38,14690911.54,86468318.72,46976672.44,35267876.12,16859593.99,126824090.21,83410732.27,44230205.89,20621059.57,105939684.10,65291456.93,38546468.95,16718259.03,75237893.26,51449077.77,33181712.71,15099884.90,71252915.51,40992374.63,25384231.99,12940566.83,49891966.51,35690530.58,23393059.33,11950130.87,53347354.51,34501939.25,21560283.10,11213035.06,50342400.52,34642508.93,25215996.10,12862604.29,38239536.98,25876182.79,16987396.85,10618757.41,32991374.81,19880757.74,11125689.47,4828608.10,22130746.60,15853594.00,11197600.63,5374847.72,16803768.79,10505196.39,6789407.74,3062107.46,11078380.99,7516404.56,5627063.21,3084199.99,11419673.59,7489150.86,11282647.73,8188496.63,0.0
7,管理费用,152350737.10,106729919.23,42270328.68,196612468.62,133744677.27,90167104.82,38424698.50,197546976.93,125493663.84,76623181.11,31961555.38,187266447.76,121080200.84,75028449.84,33508301.59,171864212.60,114454819.84,68963533.70,30766153.83,141912079.54,102749240.50,65853246.51,28228186.71,147321663.99,92837057.80,61068582.01,31068675.26,126498786.16,88112797.25,55450109.81,26439046.98,114945364.66,83842756.22,57260255.76,29240651.15,110756491.07,74234520.52,51151577.99,27393102.67,82335889.92,61833765.66,40950085.90,24174229.14,78053597.07,55199847.93,36622258.27,16001178.87,66528276.84,36759006.16,23146802.77,10152439.44,42933081.79,33957164.51,24515383.03,9088070.01,42287173.52,29373061.80,18751664.11,8449297.93,35782136.77,25339004.44,14774509.53,5980605.81,24133857.44,17089665.93,16399192.97,14589560.65,0.0
8,财务费用,68055318.87,41299915.32,20544648.11,83423968.16,53024198.35,36563778.62,14333116.65,102665670.46,60254681.77,35790045.69,19323235.59,134111476.14,95624335.57,73107972.65,37439059.39,167040778.22,109871231.27,77177834.30,40098637.87,137237617.39,108577320.90,65143067.42,23807909.55,88633925.53,67702681.69,44387300.92,21278534.86,92615886.67,67682386.94,42026572.06,20867888.77,72275859.35,53127881.68,34398348.47,14513171.38,35962083.74,25116639.44,17285618.32,8832992.50,37680695.97,27067768.72,19332188.05,10214809.89,46487839.51,32943776.32,20990162.28,10594262.06,36040877.33,24624007.79,16153911.96,8092971.88,26860460.28,20518287.22,12927040.37,6200659.35,23170150.54,19178943.84,12798466.06,6605530.72,16000758.04,8472611.74,5702991.18,2071049.03,9435750.18,6698554.95,9389916.61,9621357.01,0.0
