,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,8311704808.14,5665654656.60,2797540454.36,10187440965.16,7804691797.38,5331417995.09,2821692577.88,10571526723.16,8176307995.86,5505183389.05,2737986619.26,9733423460.10,7335716106.93,4729364289.71,2381670475.84,8767428140.10,6707052217.24,4510533117.85,2355724966.27,10096747862.23,7421335231.29,4772718581.45,2307023332.38,8604311583.60,6380879063.72,4273262964.26,2016331033.53,5801766062.23,4398004339.91,2897318418.08,1417296578.20,5161394214.65,3629283047.03,2487066386.97,1214767394.72,4544508959.65,3274304314.66,2136363058.35,1014484327.54,4003470437.68,2919969706.18,1818878077.86,850810514.89,3181978263.16,2375991522.28,1571281604.98,777266801.23,2838770741.54,2110319140.90,1339309391.10,661929832.51,2280267781.93,1757675025.70,1151612011.59,597161301.30,1913575238.81,1468935366.28,972370122.59,496672499.65,1780751157.90,1342557403.33,899494559.94,449379643.77,1551786084.97,1015727100.54,610154703.53,264419425.15,763083155.17,542169450.64,352447599.24,166706491.33,578211725.29,278479735.27,518236470.79,255232902.24,359373107.81,283736837.35,269752445.71,0.0
2,营业收入,8311704808.14,5665654656.60,2797540454.36,10187440965.16,7804691797.38,5331417995.09,2821692577.88,10571526723.16,8176307995.86,5505183389.05,2737986619.26,9733423460.10,7335716106.93,4729364289.71,2381670475.84,8767428140.10,6707052217.24,4510533117.85,2355724966.27,10096747862.23,7421335231.29,4772718581.45,2307023332.38,8604311583.60,6380879063.72,4273262964.26,2016331033.53,5801766062.23,4398004339.91,2897318418.08,1417296578.20,5161394214.65,3629283047.03,2487066386.97,1214767394.72,4544508959.65,3274304314.66,2136363058.35,1014484327.54,4003470437.68,2919969706.18,1818878077.86,850810514.89,3181978263.16,2375991522.28,1571281604.98,777266801.23,2838770741.54,2110319140.90,1339309391.10,661929832.51,2261985606.23,1741573826.20,1138552146.69,586076816.27,1905870413.96,1466840896.60,970836529.91,495758997.58,1779836180.08,1342139500.53,899218688.62,449123473.75,1550954142.87,1015261493.03,609907923.51,264156264.24,762317312.76,541487874.96,351787801.02,166272901.07,575832307.45,276969564.01,518004030.49,255072364.34,357911101.27,283656944.50,269558496.78,0.0
3,二、营业总成本,8284341169.18,5342159739.30,2596961596.16,10483362863.09,7621411603.27,5160286380.03,2705775190.47,10410008541.24,7922519740.94,5317244389.99,2618316746.86,9792974277.20,7279624528.34,4658096005.42,2318471426.99,8795987818.14,6694920355.08,4398529936.08,2290953546.11,9496932156.02,6936352066.26,4402630663.95,2127054335.40,8055368149.19,5935148100.76,3950864542.51,1855171296.05,5553286885.69,4154562900.61,2749989848.90,1343434107.23,4613095997.97,3223829341.56,2224046039.38,1091251620.39,4153370287.20,2987869844.67,1966107560.88,934508947.39,3660177993.14,2681296486.99,1691203311.95,794226274.30,2941237008.09,2191892091.50,1455795045.53,716524523.74,2638049955.36,1959136539.93,1255102318.12,615086400.72,2170859533.02,1677556657.38,1093728205.74,555982590.16,1743626090.47,1332806831.35,872370933.74,447064396.62,1475526425.67,1085547948.82,714573054.54,365089269.03,1299926122.84,842093808.65,511685627.02,235429313.20,691845278.25,503193904.20,329205007.69,155071644.81,523560755.57,246387664.77,454251184.60,223467070.77,298592214.09,228508928.05,210412013.04,0.0
4,营业成本,4560130113.85,3055424369.21,1556635476.56,5931499569.24,4747798557.94,3289419387.21,1828921389.34,7239227709.33,5816916939.78,3961258699.31,1985758784.08,7040071461.14,5388696967.12,3456388772.10,1741111311.86,6327114074.07,4952331164.73,3311711117.95,1776396358.21,6716267997.87,4996805103.81,3197551731.18,1592034265.40,5621145738.23,4154047241.36,2799833185.17,1332801200.24,4335160694.38,3340307656.66,2204868967.92,1101045172.99,3707532010.34,2588322904.76,1792455311.10,870992934.62,3215191516.58,2327342186.65,1537556624.30,727880523.77,2892143480.95,2127064278.69,1337625707.10,628422017.79,2284161728.50,1686491684.83,1116808161.58,541259162.92,2105644562.02,1561923595.62,1007452229.12,508525999.78,1752283737.37,1369064752.66,897610301.25,459355950.87,1390668789.24,1054074666.66,681408693.93,346946514.70,1105490466.05,820867036.55,548242137.60,280500440.23,875334720.09,535627429.19,335831029.95,154740149.54,498640172.47,371244222.86,248339588.27,114635027.71,377407851.42,183440418.57,307671418.70,151113637.44,183549204.95,152586831.94,142887038.35,0.0
5,营业税金及附加,77429147.15,59485293.09,27398281.47,98667840.24,62337721.63,40323486.92,22829718.40,91632474.32,59360732.87,41289605.58,11356735.96,62455435.98,32146837.11,21398473.07,11359030.56,38209631.40,28409597.23,17917037.89,9238168.65,39943252.22,35121012.14,23360233.45,9552934.32,38623044.54,30003958.41,16906519.09,9175023.71,21386061.47,17479416.39,11847714.75,7543593.56,25304894.88,18780903.05,11931095.71,5292944.89,25580449.55,18240732.39,10356037.47,5005175.63,27380176.77,17304012.13,10161570.61,4211824.36,20104215.73,13267856.59,8385540.76,4400317.55,19074653.75,14165117.67,9339567.48,4919076.53,11247322.40,8719343.79,5364738.87,3157009.83,8098552.57,7090846.90,4586445.25,2469607.96,7901740.59,5440936.95,3307205.19,1728815.63,9476155.92,6395877.36,2971987.48,1067590.44,4237299.03,2905966.55,1987102.96,927366.76,2976135.40,1595154.10,3611178.36,1909958.76,2934132.65,2329146.23,2814629.91,0.0
6,销售费用,2231890811.88,1440815404.61,631949594.93,2513608781.02,1786611058.31,1130039588.03,517357672.31,1598829943.87,1072665475.35,660639696.57,327130701.06,1288975299.49,944741831.52,554295010.34,260566109.49,1170702661.57,849077662.78,485698175.89,230861730.33,1318270290.36,1013714056.89,589103998.15,232868840.95,1254483831.17,868366535.52,555893463.88,221339072.56,377233008.78,266765949.83,165020445.99,64971509.51,281892114.78,205559594.97,141044732.55,67816870.18,281943303.41,217849333.69,135936347.75,61834648.81,232278052.71,181402969.52,107081122.12,49698770.15,188496631.29,160712936.78,109652190.34,54137590.25,113895277.95,82750321.20,53642982.52,22151750.92,82968563.84,67244825.99,41122566.16,21717502.70,82428505.22,73750224.11,50462291.84,27242474.25,62727032.26,58698866.48,35585942.39,18870236.10,93467259.31,70210346.39,49555006.37,24129806.84,42012395.17,33146934.50,22322502.20,10548292.28,36782965.27,14940225.84,26209153.10,13417714.12,21452254.08,20462309.30,10172162.28,0.0
7,管理费用,594966050.15,356409627.66,171923494.34,729200587.68,477877226.15,507200700.43,230989700.86,1058341287.60,716526155.03,456419137.98,205183322.47,1023704252.27,720869094.78,465510062.54,222625968.48,1054742035.47,727059824.19,491968030.96,236501756.46,1174724192.09,734475657.69,499577748.10,239608418.78,946137689.83,758253405.97,491972403.74,233777299.36,715393540.10,458756560.59,313806715.55,143783739.61,505086764.84,347457308.60,228505926.31,128652916.07,536089468.63,376038753.85,250192248.88,120642429.53,410611313.23,276439613.39,179657497.75,84407549.05,350581340.76,262207766.79,175457406.86,97413532.02,321313019.13,238122334.85,142164406.93,65484769.82,269046454.76,193133321.64,125871829.48,60663076.00,225709488.89,170987784.12,119318715.07,63035481.53,275083072.25,182827744.99,116046044.34,59057759.22,301165354.63,213857021.22,112655810.73,50088824.81,130572883.07,83189529.73,49007774.14,25523687.47,97608570.21,42139698.32,106502815.66,51948781.46,83642690.24,51612236.02,49434827.19,0.0
8,财务费用,379698750.25,236572570.25,106047598.53,406617384.37,224063456.92,152610264.52,87130305.74,309968822.35,201370476.09,138447928.46,71559096.79,263615423.02,150288919.81,107668614.28,52307499.62,190768719.99,114314505.48,76113560.93,32185217.63,193059527.07,124600613.79,69738070.65,25892712.66,139202344.23,66320860.20,42129843.88,23537050.10,58558779.27,41851419.48,30296431.87,14030379.68,51600210.15,45004294.07,28686686.26,14038974.13,54710259.55,40583782.13,26647234.08,13838575.15,77501466.72,62382000.97,41614253.39,20133952.11,82069686.25,56807891.20,35724974.60,16392314.68,64678539.19,47255523.86,31346410.80,14004803.67,55313454.65,39394413.30,23758769.98,11089050.76,36720754.55,26903309.56,16594787.65,7370318.18,24324114.52,17713363.85,11391725.02,4932017.85,20482632.89,16003134.49,10671792.49,5402941.57,16382528.51,12707250.56,7548040.12,3437270.59,8785233.27,4272167.94,8860766.76,5039088.78,6679411.83,1417639.79,5103355.31,0.0
