,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2136460974.61,1639431224.37,884590531.04,475874256.28,1862785641.32,1419088239.38,949604520.74,470333756.34,1851318472.71,1423086592.89,946301636.39,455034186.83,1421463572.98,1057683732.03,693852249.11,338482431.77,1183170002.59,834338655.56,500337482.68,232097249.09,946219419.32,703615146.64,454386572.37,214423572.87,934926677.70,688272136.30,449350488.08,210821537.60,1015873163.27,759992634.74,487306671.28,239041540.56,827094176.83,607560382.85,393115392.14,178400903.78,732508715.38,533225015.06,356192345.05,167954922.31,674342131.83,496764715.37,327604594.40,151204884.05,719588332.91,562473988.62,381112279.88,182274343.87,857018792.95,663498834.88,458468532.72,221232509.28,862083015.96,631774049.86,398444324.89,153935070.45,613521898.80,467056967.27,302128518.35,124893244.24,618781620.92,482917193.39,309067714.55,140154750.33,564880939.59,416932560.95,275340516.51,146884799.25,592145430.12,475416910.06,338235510.84,166700546.75,637974711.88,352512524.14,758838155.40,423592831.94,619009967.97,334864452.44,386261910.38,183812727.58,354065036.00,343506170.36,353043615.54,362612867.59,0.0
2,营业收入,2136460974.61,1639431224.37,884590531.04,475874256.28,1862785641.32,1419088239.38,949604520.74,470333756.34,1851318472.71,1423086592.89,946301636.39,455034186.83,1421463572.98,1057683732.03,693852249.11,338482431.77,1183170002.59,834338655.56,500337482.68,232097249.09,946219419.32,703615146.64,454386572.37,214423572.87,934926677.70,688272136.30,449350488.08,210821537.60,1015873163.27,759992634.74,487306671.28,239041540.56,827094176.83,607560382.85,393115392.14,178400903.78,732508715.38,533225015.06,356192345.05,167954922.31,674342131.83,496764715.37,327604594.40,151204884.05,719588332.91,562473988.62,381112279.88,182274343.87,857018792.95,663498834.88,458468532.72,221232509.28,862595909.91,633060489.35,397707231.27,153587406.90,612139004.48,465242274.46,300381112.25,124840387.89,618997507.27,482901717.45,309113417.99,140013452.03,564279072.17,416709685.29,275108613.05,146656743.01,592958899.88,476107810.26,338313989.54,166840078.10,638148274.53,353063869.77,758946417.44,418527867.01,619531564.01,328673461.73,386072372.81,183585251.48,352898857.01,342509276.23,353097467.20,362141346.35,0.0
3,二、营业总成本,2046045718.31,1556016400.79,874737790.60,463205107.67,1856930927.76,1396555403.42,927749195.47,452891037.97,1800003721.82,1349766792.39,896092694.40,429823129.77,1381109316.32,1016754871.07,666923218.11,322145490.78,1140614328.92,796815457.29,486445313.55,227882978.15,920131242.25,670032701.57,430551025.57,200648704.21,904051515.08,646240393.09,425779518.05,199168636.95,999021947.74,736640382.10,475955455.45,235897233.59,882008100.44,617898021.52,393013154.03,176844388.06,741899192.59,544665570.63,360002591.16,167343019.76,674264945.26,498115664.16,330418640.84,152176481.24,729310758.00,567562315.35,385490476.48,184549763.23,857418838.42,630877145.61,434244000.52,215332894.98,830682791.34,602940064.58,378512782.99,148634337.33,591540816.63,442378755.87,283675215.16,118326837.26,529485730.82,401686760.73,256384738.59,115238188.60,470356530.37,339187316.03,219701423.55,114020632.34,448632765.93,350320234.77,251475581.42,119825878.64,480002826.73,243798744.26,528555605.45,294402187.50,447624495.40,237345069.99,316431868.18,150819885.21,292121572.40,283547143.75,292992609.87,303253705.87,0.0
4,营业成本,1694467413.82,1297434472.39,764703902.38,411447637.94,1608704541.55,1220083235.87,817865636.78,407557212.09,1536115487.30,1166088903.42,778082152.68,373447372.16,1175996347.55,874509473.40,574973512.50,277792477.12,962760369.35,677669402.89,411755498.20,195295096.40,761718825.13,558294242.62,359095743.27,169898191.63,746902011.28,542426083.61,354693381.90,166790929.43,832062379.01,619545787.29,404490114.79,203926098.11,727342821.83,532669376.06,337769786.71,148983157.18,618655155.46,453195874.90,302881524.30,140535783.97,554119252.75,405028269.48,272052652.10,123798071.44,594126726.57,464745914.99,318975413.37,155448462.46,685544477.87,526478196.70,358724930.53,179708581.04,677817589.81,494477621.29,313508891.17,121369892.51,469918946.85,354843331.22,227094441.63,92003287.98,425129480.83,324083483.64,207271532.20,93026653.77,377433813.68,272032097.63,173450098.16,92190042.56,342102747.72,272560679.91,192423879.20,93080402.94,355492295.35,193886715.88,420767514.69,235981982.56,370202316.17,195467140.79,263130963.24,126575794.98,238006185.51,238757131.18,246249202.80,260418696.18,0.0
5,营业税金及附加,10982785.03,8795122.05,3780389.96,2815312.58,8574600.39,7289669.53,3960301.86,2263935.91,10296888.13,7156138.07,4649340.63,2337869.10,6712518.74,2951150.30,1909789.66,1444799.22,8080292.32,6273159.83,4318803.07,2517780.39,4929576.63,3441158.20,2528078.33,1463783.79,6207369.35,4268119.71,2251328.63,1585820.28,4919771.38,2982511.60,1643791.55,611516.87,3976659.65,3082561.63,2003249.19,1025251.38,3278918.11,1602949.52,1288116.11,553898.17,4658580.90,3238361.19,1514563.37,635120.05,5109850.01,3674630.14,2396073.16,1588262.73,4276220.21,5756930.76,4230628.12,3745698.44,1791416.26,1536672.32,1290927.86,378012.57,2233204.30,1799371.22,879917.06,410658.88,2212772.94,1892163.33,1395797.62,674621.27,3182438.17,2730844.21,2082470.25,1411264.06,5409465.94,4715965.29,3569232.83,2112763.49,6521339.74,3479581.31,4965073.83,2931738.64,4710004.13,2410681.18,2436718.28,1543646.38,2339192.92,2536574.00,1481473.00,2235202.17,0.0
6,销售费用,132374461.09,102351945.51,45197326.57,20550471.37,94351521.87,69808423.64,44318374.60,17745192.95,97457684.97,73756974.63,50615490.09,28302777.51,80649675.35,60168507.25,39877901.64,20934887.45,68779797.49,51372984.80,31070882.87,13945518.09,64970492.85,47456442.53,30083016.54,13067927.66,59159156.85,41717309.76,26845900.90,12039990.08,58015784.85,42740627.20,27300043.11,13564001.16,52514887.35,37240367.78,23727311.77,12259352.57,49168746.97,37678051.39,24924563.91,13133644.55,47941096.28,37139635.82,24319089.85,12015601.28,50607590.15,39880051.14,26089007.84,11715156.55,49555278.50,40035711.80,28184488.85,11660233.35,60884863.28,43724606.32,26483163.21,10703360.25,58126260.01,45567398.95,29728501.11,13240837.65,54756490.75,42596260.44,27677115.81,11341247.18,53759671.75,38747045.53,28329440.87,12486248.18,67062685.37,48409825.12,38597158.10,17553463.93,94194997.91,35783785.06,72605704.83,42370209.63,54081635.82,25848679.08,23263471.63,10702934.38,15201834.75,9364621.93,8378897.90,6567909.25,0.0
7,管理费用,120628274.06,88192999.00,35814432.86,17221221.13,75091008.31,54397722.52,57981184.28,23575314.46,140755211.12,99166234.26,62674179.73,24885361.44,113779395.20,77207219.32,48559379.23,23412543.85,99815545.18,65144860.24,39094279.92,16199568.49,83008927.82,62475979.40,40403286.86,17390315.25,87656291.07,57406431.52,41296840.57,18500756.04,96973966.31,73568306.81,43468214.80,18924224.32,78463460.80,45831793.95,29654276.32,14548273.36,64563485.94,48668404.57,25955641.76,12917411.18,68563405.91,55786898.49,34600935.15,15721105.09,73421228.11,54521913.05,33761328.06,14311757.78,71101392.64,54747515.02,39823295.61,17837659.62,89517131.56,63170563.23,38132313.81,16448562.02,62114193.74,40510583.91,26808670.13,12936368.13,51141859.25,35718660.94,22818179.96,10677139.59,40856773.48,27684084.27,17424088.57,8491440.87,38839574.60,27589550.25,19089137.01,8155266.01,28236000.85,12423299.39,33399396.57,14672025.56,14855743.35,10423239.71,17419619.32,6694786.92,20103329.64,17911363.11,21207695.33,20881762.23,0.0
8,财务费用,187870.99,-5989389.16,-2696688.55,-1873498.62,3718424.09,5079870.87,3650090.80,1803920.61,6754391.77,3484120.95,-42889.79,849749.56,-7669595.47,449198.01,133312.29,-1439216.86,-8226840.90,-3247889.04,205849.49,-74985.22,-1010082.87,-1635121.18,-1559099.43,-1171514.12,-237348.62,422448.49,692066.05,251141.12,-3136223.49,-2196850.80,-946708.80,-1128606.87,-1804999.66,-898751.75,-114143.81,31268.14,4880229.83,3520290.25,4952745.08,202281.89,-3976646.91,-3077500.82,-2068599.63,6583.38,2667642.14,4373828.79,3902676.81,1486123.71,2926894.11,2838269.08,2096553.98,851679.60,671790.43,30601.42,-902513.06,-265490.02,-851788.27,-341929.43,-836314.77,-264315.38,-3754872.95,-2603807.62,-2777887.00,-481473.21,-4876166.71,-2006755.61,-1584674.30,-558363.33,-4781707.70,-2955785.80,-2203825.72,-1076017.73,-4441807.12,-1774637.38,-3182084.47,-1553768.89,3774795.93,3195329.23,10181095.71,5302722.55,16471029.58,14977453.53,15675340.84,13150136.04,0.0
