,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2514134424.96,1631195554.24,692454045.41,3014331960.05,2284380238.25,1451933983.21,653286362.69,3046175236.90,2164558277.07,1364950123.63,648365748.36,2064455574.55,1440916790.52,892137695.81,390562927.67,1735798925.07,1282704900.65,827601105.12,362770801.96,1876574822.39,1406385649.03,846200799.30,354747504.25,1749087962.71,1319689524.38,862111729.91,368351331.07,1942588135.58,1443044228.15,922633497.61,383469325.27,1955818237.81,1523537486.52,985570931.34,428107087.71,1865041246.84,1363756732.35,891643255.03,381907717.16,1283482385.16,886186642.39,498366676.82,220852983.35,1013090889.31,772649115.10,530411212.39,231725242.00,786549453.10,560712914.58,343588703.45,141663869.91,516585289.78,358543827.41,213797411.33,82799373.46,392949617.96,292264411.74,0.0
2,营业收入,2514134424.96,1631195554.24,692454045.41,3014331960.05,2284380238.25,1451933983.21,653286362.69,3046175236.90,2164558277.07,1364950123.63,648365748.36,2064455574.55,1440916790.52,892137695.81,390562927.67,1735798925.07,1282704900.65,827601105.12,362770801.96,1876574822.39,1406385649.03,846200799.30,354747504.25,1749087962.71,1319689524.38,862111729.91,368351331.07,1942588135.58,1443044228.15,922633497.61,383469325.27,1955818237.81,1523537486.52,985570931.34,428107087.71,1865041246.84,1363756732.35,891643255.03,381907717.16,1283482385.16,886186642.39,498366676.82,220852983.35,1013090889.31,772649115.10,530411212.39,231725242.00,786549453.10,560712914.58,343588703.45,141663869.91,516585289.78,358543827.41,213797411.33,82799373.46,392663998.70,292194382.33,0.0
3,二、营业总成本,2471545813.84,1606131076.18,699435632.46,3290927730.22,2361310086.40,1509096930.72,652310930.68,3043822480.77,2098761725.16,1310654774.88,611368011.89,1957628866.69,1359492329.54,832616873.54,378995796.37,1713340860.90,1243052381.68,807064614.50,362607037.93,1865689379.98,1396505132.31,845706815.14,362037660.81,1747274943.45,1333835426.15,870201817.47,375875306.66,1926693737.49,1442210341.41,940235492.53,406106052.24,1930046528.35,1464693069.82,925373933.88,398315649.17,1792597489.45,1306434352.26,847131448.84,361763147.09,1188764809.47,819776370.46,466963875.46,210858788.52,930297421.14,701365977.14,481902524.29,213571590.92,699833536.50,499892169.51,309234247.77,0,459777078.26,322606056.48,192709539.44,0,354498572.46,271217119.00,0.0
4,营业成本,2164340326.87,1407385360.46,606912414.31,2592181262.30,1975194169.26,1237286146.60,555430738.68,2561667395.50,1823546715.20,1141671836.69,532852583.07,1595224949.75,1100981379.07,677813220.07,302621169.20,1390432835.92,1032308330.92,676561843.86,297792686.81,1552838420.93,1165955660.39,698573224.81,294852321.24,1468853727.33,1110857601.54,729943317.64,317602625.24,1662479882.48,1249535409.07,815387731.34,346118561.11,1704526586.92,1314989732.64,833799953.19,353144494.75,1617805673.64,1177744311.98,761666789.93,327950457.25,1074605082.64,734123531.05,419868716.43,189633729.27,832091074.76,631385340.64,435443049.68,192120921.22,633688561.91,451966376.19,277180450.08,0,409512606.70,284526085.14,169673480.99,0,309893422.70,235114028.36,0.0
5,营业税金及附加,11239324.84,7729338.98,3789011.07,19696768.60,14694444.27,9946122.91,4234059.92,19617277.15,8364354.12,5160427.29,3044769.88,14630572.36,6968862.78,4854832.20,1972164.92,9217471.29,6266916.94,3979284.83,1450672.56,6912588.07,5050880.88,2994531.31,1157545.65,4764036.55,3629010.69,1983419.85,442900.61,4484910.90,3489571.56,2116323.00,900438.15,3391648.95,2703499.70,1646319.89,154094.02,1650577.31,1370449.68,1145447.53,736945.00,2219575.83,1345411.29,944652.56,121948.75,3048750.22,1825697.10,1194367.42,573288.50,3810658.68,1556374.21,1018332.54,0,1589924.53,1155529.49,746497.76,0,825276.06,742682.12,0.0
6,销售费用,98664405.27,62379155.30,29757011.65,119103671.96,87484882.12,54903280.49,23345837.75,113586935.13,82558795.66,53581413.29,26298700.90,114772773.28,80836623.30,53175403.10,27177281.11,94715927.66,65954766.33,36204817.55,13684042.00,77861451.46,52842403.14,30142290.79,13678567.09,60937269.48,46743821.41,30628599.87,14103441.72,60921525.42,43901979.31,26870432.16,11473161.90,64060936.40,45826891.26,26404772.44,11122563.93,72918770.47,47769771.57,30972580.69,12932502.19,51057002.28,35896115.64,21528649.43,9835228.70,40097479.03,29260928.72,19910059.32,8826258.74,31167058.66,22163834.35,13587941.04,0,19718711.35,13782827.53,8020067.77,0,19065628.73,15423272.28,0.0
7,管理费用,57707392.46,35587490.95,16114384.27,91678565.83,74522993.98,84386026.66,36504870.71,187104268.97,127246387.37,74625176.35,34398310.96,140837007.45,104220673.74,67196081.57,32252504.16,125120156.28,89902938.75,54130592.84,24669074.53,114516258.57,85662657.53,53700380.09,24296517.70,112312140.31,84426740.91,46142908.88,19342977.94,81090747.16,56935766.70,38975113.38,16786318.28,64515555.30,41172924.16,24043582.64,11975311.26,51246943.73,38407242.34,25049640.49,11404889.78,32956572.06,21437446.41,12179612.19,5085686.74,26631232.97,15234010.36,9493901.69,4848078.70,11650749.74,8009831.98,4663677.02,0,11059519.04,7932738.18,4885113.84,0,9986740.43,9841519.84,0.0
8,财务费用,63749763.12,43848486.23,21066038.87,70939847.91,52495223.83,33166638.00,14180631.19,54943118.86,39796682.55,26643289.29,11777927.61,47438770.14,36677902.39,24566851.17,12531405.33,62589887.33,52447393.53,42812251.90,23739894.40,105700696.67,76372090.79,52037389.18,26113992.47,99276213.97,69529304.30,44885674.50,21689481.66,101740114.23,81697030.72,54723797.18,29025932.72,80517619.01,51160214.85,30764754.62,13235538.01,43493988.27,32829295.96,21844826.46,8738352.87,25096081.89,21072909.52,11577302.13,6182195.06,26647782.86,20967070.91,14148201.32,5563639.60,16010329.02,12915220.60,9512797.00,0,17213710.80,12551629.50,8260808.97,0,14727504.54,10095616.40,0.0
