,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2165233247.72,1448514399.47,883086126.30,407042312.09,2048308737.25,1589318159.57,963690492.26,466031289.47,2378495764.20,1659351911.70,1082714931.17,457583431.97,1643209938.59,1128872866.43,691953405.34,302013109.89,1457130076.59,982322316.64,556115364.00,189564032.96,907430183.93,651085327.40,401770858.91,174431757.32,848348018.49,649633747.93,403107075.92,179001644.91,1041150659.99,794121904.87,518263836.40,209608049.68,1053255038.92,783163013.08,487103611.47,199182455.66,1093681646.99,834660555.59,492234975.87,196752923.36,850099820.14,584215053.15,352896256.08,140681794.28,871463696.80,639788462.17,413272542.47,160963412.91,831710592.31,578328819.03,359414676.63,149060439.67,664764988.55,474733394.52,334802693.67,116993045.42,526551454.30,374291162.81,456887295.15,404309843.91,0.0
2,营业收入,2165233247.72,1448514399.47,883086126.30,407042312.09,2048308737.25,1589318159.57,963690492.26,466031289.47,2378495764.20,1659351911.70,1082714931.17,457583431.97,1643209938.59,1128872866.43,691953405.34,302013109.89,1457130076.59,982322316.64,556115364.00,189564032.96,907430183.93,651085327.40,401770858.91,174431757.32,848348018.49,649633747.93,403107075.92,179001644.91,1041150659.99,794121904.87,518263836.40,209608049.68,1053255038.92,783163013.08,487103611.47,199182455.66,1093681646.99,834660555.59,492234975.87,196752923.36,850099820.14,584215053.15,352896256.08,140681794.28,871463696.80,639788462.17,413272542.47,160963412.91,831710592.31,578328819.03,359414676.63,149060439.67,664764988.55,474733394.52,334802693.67,116993045.42,525283820.46,374440831.88,457175025.17,404546539.25,0.0
3,二、营业总成本,2145325539.27,1437613114.12,876543516.57,392145538.37,2719489681.69,1539963153.36,920186191.47,455198825.73,2418228619.22,1561687522.14,1025904427.40,435207942.90,1580630585.50,1063733134.06,656457748.19,286204742.14,1370751960.67,928475533.73,538338406.22,189922532.98,914217420.97,652812708.73,400540965.09,175076313.13,848566578.94,649871371.85,405272740.11,179246771.54,1004186357.23,762445759.17,501289626.44,205233637.26,1022711429.16,754138028.78,472268511.23,192288274.66,1041817669.93,794100903.93,471729657.28,190679641.93,777036347.12,534803478.09,323863866.91,133644490.71,813555974.29,594307676.16,378880839.13,149157393.34,744974786.21,513597093.77,321214309.06,135027181.00,596000226.45,422023233.20,299582538.78,104569415.51,476997551.68,340996761.37,397411371.20,351524612.29,0.0
4,营业成本,1815365709.71,1215029380.15,728826935.36,319448355.39,1654557421.08,1319833309.72,786827248.43,383684157.79,1926630666.91,1344190662.46,882695977.90,367704371.44,1298884620.71,883268019.44,544907001.05,240061322.01,1159363938.09,779421049.69,441956248.07,151122479.50,731254991.91,517532399.97,313691813.40,136640298.13,671250464.94,515412274.50,318158225.34,141280229.28,809888531.06,624495888.66,413827636.93,169471610.33,841608209.68,622482068.80,385220685.86,154368920.74,874850407.35,675188036.12,398559987.43,157427856.88,656454608.62,445802396.70,269314933.18,112398778.00,696419579.62,504102851.28,318618323.09,122670149.53,646329286.90,441996674.92,271295293.30,111199572.50,511743006.08,359854731.92,255966955.68,87760648.26,407153583.92,287719748.68,331854387.81,303639369.07,0.0
5,营业税金及附加,7264861.60,4809543.13,3227364.25,2365594.95,12480613.64,8439399.56,5167867.76,2579672.56,12959392.66,9646307.40,6867091.87,3330400.83,11116791.26,5185816.29,3032003.95,1429079.05,6469195.83,4615302.35,2598616.22,900261.13,4696319.27,3502128.71,2190702.00,891861.66,4842311.73,3728478.31,2638722.89,1231277.15,6351558.93,4700952.85,3360219.55,1399523.91,6557824.12,4813387.46,2813634.98,1065855.09,5093689.54,3447910.96,1910678.85,860437.85,2927778.91,1947047.59,1255516.88,460727.25,2543062.03,1942701.08,1220546.44,411305.92,2685308.15,1839948.72,1170118.46,247562.51,985250.47,726436.28,378838.84,109283.38,535602.86,519551.73,433270.23,438103.91,0.0
6,销售费用,207811100.24,141429495.39,89098801.00,38972056.23,188883597.04,133026563.73,80272635.52,31486276.92,172012870.42,112214399.31,69573961.80,34086448.94,151775121.51,98829130.57,62221186.44,26712986.43,114421376.06,83457936.50,51423785.19,22974884.79,91115127.95,65655176.49,40770164.63,18051494.80,88829392.71,62773154.18,38858578.60,17776576.17,96383698.21,66118443.88,39916198.71,15913796.22,82879693.43,56214909.97,36831867.33,17619217.44,77386999.62,50551982.80,28546813.16,12819024.45,56138473.12,39797478.59,24110424.89,9146237.48,49830128.67,35900970.41,23933438.93,9314032.12,43788303.90,26704283.05,18808178.86,8966340.27,31017810.62,20453516.13,15119105.15,5365072.41,31153524.29,24106033.69,29750800.54,17271605.99,0.0
7,管理费用,80857478.94,56362731.86,36640557.60,18662931.59,78489079.34,48831152.34,36339584.06,24501339.53,96821700.67,76683611.80,49588477.67,21712748.18,90665315.13,75206063.13,48535107.14,20867079.16,87459145.61,58549764.30,37610354.09,14821557.10,75955576.16,57401883.01,38040524.52,18819876.47,69327865.25,54192096.83,35783700.70,17475246.34,75177012.38,58663772.50,37730993.70,17938139.53,72506035.90,56782836.35,38532505.62,18089890.20,70702149.56,54628335.45,36607392.76,17707279.77,54907190.42,41647268.76,25274284.50,11541304.49,47916130.21,36000931.18,23389063.53,10614703.49,41511172.67,34051044.97,23833193.22,12233428.90,40287181.00,32893844.34,20449846.87,9607176.32,32286281.43,24241241.99,25250621.64,23520726.72,0.0
8,财务费用,17582971.58,8107104.66,10991873.12,10540815.25,14615817.35,8523712.05,9616284.29,10729941.61,14679477.89,7571434.66,7775635.19,5015814.41,8950646.72,-599133.98,-2056182.45,446395.25,-6905046.59,-4453720.82,56224.67,-195745.34,6089088.12,4652038.15,2691131.06,943430.57,14253186.40,11057173.99,7811884.89,3753975.82,10715156.77,5654207.80,3879407.84,2405680.72,15106685.10,11729786.16,6706560.85,3574775.46,10112191.39,6382796.60,2910067.89,1427135.89,2881378.41,3177771.24,3125991.02,1898655.51,13194646.86,13756206.99,8541610.96,4566786.92,8600435.01,6781404.87,4556136.62,2380276.82,9085263.65,5333612.26,3181212.97,1727235.14,5868559.18,4410185.28,10122290.98,6654806.60,0.0
