,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,8266574620.47,6054510730.41,3587234562.99,1653683849.12,7222862993.75,5480022086.91,3478405113.83,1640518075.00,6519255165.45,4851728427.41,2973574270.13,1445748035.45,4591656651.56,3209006116.28,1742443305.38,591529649.59,2321903112.69,1695588904.54,1110155104.23,512517118.49,2090685769.17,1547120456.33,978834124.12,446951233.97,1767322278.64,1298800291.99,815925818.86,367956179.44,1590025442.22,1182041409.96,748307585.16,351304201.75,1622046684.09,1254182452.31,842699151.51,370393773.14,1727112896.76,1317173568.61,848570801.59,387554797.79,1237931217.65,857803763.49,491288738.35,193659036.95,1189186017.63,954467572.38,615239176.00,292529506.21,1124192738.69,803874930.22,481416852.65,219077989.80,1026528825.21,755461997.51,463321917.45,780398983.04,583860451.05,0.0
2,营业收入,8266574620.47,6054510730.41,3587234562.99,1653683849.12,7222862993.75,5480022086.91,3478405113.83,1640518075.00,6519255165.45,4851728427.41,2973574270.13,1445748035.45,4591656651.56,3209006116.28,1742443305.38,591529649.59,2321903112.69,1695588904.54,1110155104.23,512517118.49,2090685769.17,1547120456.33,978834124.12,446951233.97,1767322278.64,1298800291.99,815925818.86,367956179.44,1590025442.22,1182041409.96,748307585.16,351304201.75,1622046684.09,1254182452.31,842699151.51,370393773.14,1727112896.76,1317173568.61,848570801.59,387554797.79,1237931217.65,857803763.49,491288738.35,193659036.95,1189186017.63,954467572.38,615239176.00,292529506.21,1124192738.69,803874930.22,481416852.65,219077989.80,1026528825.21,755461997.51,463321917.45,780398983.04,583860451.05,0.0
3,二、营业总成本,8457958624.01,6231909357.93,3789363019.24,1769711387.73,7201250515.14,5358538221.96,3414663466.40,1626987810.11,6491597072.35,4804626872.73,2934520421.26,1414012901.76,4447361754.04,3087712172.57,1695339935.57,577400003.11,2308474746.92,1685888537.61,1071032381.96,492558183.27,2038273192.73,1488644872.87,937626939.41,429355883.72,1733136770.15,1262620275.20,800597569.27,368903797.07,1578117903.19,1175462756.49,750159924.21,354307696.64,1610419362.09,1221598953.81,814664908.60,368267972.96,1625650940.72,1212575185.78,775549382.73,354706308.25,1155820283.17,820782180.50,477719641.63,194242721.77,1135477156.16,899967453.30,581366964.32,279582237.45,1041554773.71,747357455.38,449807616.19,208460946.07,924061068.07,677575228.61,415623386.49,723624518.34,540967434.46,0.0
4,营业成本,7136411026.44,5272633622.92,3204658047.44,1511068304.39,6074114428.86,4594374409.20,2884696631.90,1348791911.81,5576351054.88,4146956525.51,2517385649.56,1247660105.68,3765366921.79,2616936341.64,1422737377.88,471932606.58,1815659929.06,1343211830.73,859454215.71,399638486.32,1691852207.36,1244867362.64,800317956.83,366800933.50,1474228922.71,1069524453.33,672686766.25,308663507.35,1364434263.33,1025357212.26,656601277.33,307442469.05,1396983246.41,1062119866.60,703802446.99,309190404.16,1431858466.07,1086049383.37,701292970.91,322464400.67,1026596624.78,721130316.08,425116548.84,172928169.67,1011922656.97,807513435.86,523409254.22,253349866.78,943291715.10,673489582.65,406759102.74,184657826.62,823262825.33,609295264.69,373297257.88,645730526.61,488918745.91,0.0
5,营业税金及附加,33570533.61,25085173.09,16414060.95,6656374.29,27508346.22,18399775.91,13851717.41,5306268.25,25027969.26,14180759.68,9324063.60,1909545.87,9302423.11,349763.20,349737.93,3629.38,26583.79,2242.05,951.71,408.30,5023180.91,4981825.90,4981397.11,1480070.12,11846.77,352.45,205.42,150.49,12535.74,11175.66,9177.21,5899.39,11291.32,9880.73,7699.55,536.54,155066.62,150114.24,121720.84,116557.57,404832.20,218623.62,136122.80,87835.52,601247.40,404537.17,253991.36,137482.85,374661.33,244008.82,243557.25,116594.50,590490.92,404692.97,189519.95,203861.68,65315.63,0.0
6,销售费用,57094406.01,40068112.38,26520952.35,10016532.15,53467171.42,41304774.58,23924524.50,9592082.23,42678986.89,27854706.16,17283011.91,4641656.82,36631273.16,17725189.22,11246305.35,4240631.56,17192099.66,11650447.60,6473553.85,3720389.49,8831991.37,7430216.77,5058762.28,3650013.37,7310274.53,5273300.55,3357547.83,1501068.18,7126742.95,5209303.92,3420809.07,1625308.77,9149079.50,7365591.87,4827945.58,1649286.81,6697588.03,4290100.86,2673287.30,1245282.98,6314748.84,4736196.01,2631670.55,1325695.43,6111027.42,4478799.85,2914579.36,1479464.42,7728661.89,5679216.80,2671049.27,1760418.52,9248013.40,7189522.04,4377733.25,6420425.26,4442487.74,0.0
7,管理费用,317524853.89,223299405.42,140461789.41,68241138.21,308668321.54,229727189.42,433858956.21,211310974.34,655543450.85,464224523.64,311290058.58,138087035.74,544606377.18,391302178.34,239934471.00,87531860.40,423884866.14,296307851.58,180187376.36,83784912.59,283210224.85,198542743.43,106570149.60,50544628.50,193831182.10,146139947.85,95353973.58,45864095.26,164003593.21,115989485.82,70886004.16,36268343.85,180664798.38,134801875.45,95346360.38,57595267.02,139949166.86,85663048.36,48414584.85,22392458.99,87806697.15,64974355.57,32480741.29,13741044.67,67343681.46,46819982.26,25843898.95,11099133.16,38002928.77,31763142.41,18304740.11,13176795.43,45583438.45,30136233.05,19003816.55,34128657.54,27957607.53,0.0
8,财务费用,225064365.66,154527797.29,93474391.42,59887603.12,114401623.38,43105780.37,40163769.93,57370429.79,198491984.73,136548688.75,80131020.29,23968517.56,47117849.96,46739664.30,24351379.06,14949735.18,37353142.25,24473010.08,16775053.16,7684234.97,33562213.64,23586793.11,15039540.80,5451686.37,46819284.88,37820603.88,27360115.89,12258194.18,36717856.72,24587629.74,15328528.97,8740219.63,21918896.62,13829082.44,8268245.81,1057939.12,43826034.23,31766874.72,18574643.23,7389303.48,28337859.20,21776703.26,14578589.42,6826813.45,45614425.74,39085243.93,28235231.17,14125961.16,49088482.71,35329707.00,22092514.08,10343182.93,42388897.88,28860204.60,17624732.80,33277762.78,19373354.70,0.0
9,研发费用,688293438.40,516295246.83,307833777.67,124240890.01,562246349.56,416834298.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,-10399454.44,60844274.16,14791994.15,18167866.45,-5383856.31,-6496374.26,14861668.99,-893382.68,-2253959.91,44336908.84,14659035.87,-3279335.65,-1258459.99,14358126.02,10243155.57,8141231.17,-2270248.40,15793374.60,9235931.02,5659132.79,1428551.86,10935259.16,3861617.14,1838960.30,616781.61,5822911.24,4307949.09,3914127.47,225455.95,1692049.86,3472656.72,2412210.29,-1225460.69,3164618.91,4655664.23,4472175.60,1098304.56,6359521.00,7945985.96,2775968.73,-666836.97,3884117.17,1665454.23,710009.26,-609670.92,3068323.91,851797.70,-263347.26,-1593871.93,2987402.09,1689311.26,1130326.06,3863284.47,209922.95,0.0
