,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,305227693.82,1239736356.02,865900812.68,545748205.04,250575489.47,1184999985.30,805103793.41,487669998.95,236480275.34,1118818940.82,800567894.10,550762150.66,294571016.38,1028491254.43,716271771.44,490373266.99,220028855.47,768672197.26,426879017.42,289500953.68,165165394.69,657852463.44,448770973.81,285660367.26,147049371.70,559485553.44,347324418.12,222441361.77,101272380.20,432796462.64,291347611.39,186550499.95,87344064.73,371663578.21,276600126.11,191792868.31,96896129.29,357318681.64,252987748.52,145625016.26,65452351.75,308687945.37,223235993.78,134645550.27,57140775.48,262579421.85,188852897.45,120948792.89,54158722.93,233466121.17,166183059.21,96623991.70,163436504.39,136891411.37,93155426.67,0.0
2,营业收入,305227693.82,1239736356.02,865900812.68,545748205.04,250575489.47,1184999985.30,805103793.41,487669998.95,236480275.34,1118818940.82,800567894.10,550762150.66,294571016.38,1028491254.43,716271771.44,490373266.99,220028855.47,768672197.26,426879017.42,289500953.68,165165394.69,657852463.44,448770973.81,285660367.26,147049371.70,559485553.44,347324418.12,222441361.77,101272380.20,432796462.64,291347611.39,186550499.95,87344064.73,371663578.21,276600126.11,191792868.31,96896129.29,357318681.64,252987748.52,145625016.26,65452351.75,308687945.37,223235993.78,134645550.27,57140775.48,262579421.85,188852897.45,120948792.89,54158722.93,233466121.17,166183059.21,96623991.70,163436504.39,136891411.37,93155426.67,0.0
3,二、营业总成本,274786381.97,1199150204.23,791997435.23,511155744.96,247276334.52,2577927451.11,759858193.40,477070963.87,236368633.18,1064061657.15,651370438.72,427059106.01,221634784.09,830652438.81,553570389.74,369231848.80,166732902.62,633033456.86,358296218.72,237085118.19,127451879.21,591343021.07,372920757.64,242614219.81,126369166.27,520911839.06,309712862.81,199875934.77,90649574.91,403713640.75,260599834.36,164831389.82,72644006.45,295587651.39,223481435.45,145831875.16,73335743.62,239270160.55,163822917.80,99230540.83,44723455.82,219165585.66,148345871.61,87197103.28,37148429.54,183782533.12,122852428.02,75724937.27,33285420.61,151703856.54,106717778.32,61792825.08,100240411.96,103482652.64,76209723.78,0.0
4,营业成本,167652675.49,660240643.71,429787534.97,275960256.32,116146704.37,596827197.46,366487670.64,229965027.15,115366566.69,481316351.78,307830901.79,198741085.96,110449216.83,364741327.19,255494249.53,170871384.67,77670636.93,323431307.74,188611693.10,125141724.15,69153229.43,383925271.94,242929150.10,157512691.97,86875107.75,296671441.48,161032369.96,97109300.05,38308241.18,212106558.57,131780065.56,84039991.54,34524710.91,165681929.52,117955520.10,76597135.13,39958948.85,137005596.81,97323185.35,58008855.59,25052095.14,134935318.33,90447485.83,49958505.49,21774312.88,114437927.89,74595994.52,46482743.31,19228653.96,98801964.57,68714522.27,39036876.99,65489205.91,75809665.51,53865595.25,0.0
5,营业税金及附加,620264.54,5970160.88,3907295.20,2511728.28,942949.73,7408699.02,4517348.44,2779019.48,1401905.75,10296134.40,7371515.20,6321395.25,1387275.45,7335089.39,4076787.29,3566344.85,1518904.54,6447015.14,3300377.86,2404825.72,1021040.15,7121890.37,6560817.35,4445114.78,1958778.87,12459160.08,9711533.30,6879395.27,3567078.86,13149159.23,10193721.23,6310759.21,3372046.44,9862430.63,9892226.60,6937330.86,3369442.27,10937603.03,8583145.72,4850378.45,2296104.15,8695288.23,7040003.61,4360830.83,1976747.25,6869214.24,4940994.38,2965113.53,1885187.39,5464243.62,3453985.23,1706288.62,3751492.87,1878274.34,697900.50,0.0
6,销售费用,41429263.96,208384544.93,130179627.18,82463823.14,38611092.17,206057200.29,135141001.92,83008408.33,38202811.67,169214488.34,118328702.85,79198132.55,37707798.70,134015895.83,85881980.35,51465367.26,23897511.30,79741056.29,40480410.42,27317573.15,11888002.94,53406819.02,35512311.22,23131697.83,10966024.48,51656930.38,36910442.91,25545925.77,11277728.41,58752846.21,42796845.62,28607875.81,13030990.80,47038143.41,27908608.43,19194824.04,7869768.88,30336455.13,20836195.80,12972153.59,6636079.70,29356893.54,20115871.84,13134836.15,6158763.73,22979859.34,15298765.48,9639180.66,3980234.10,16884899.83,12649865.02,8521861.52,9471504.89,5519770.59,2680221.86,0.0
7,管理费用,35013090.61,201964580.43,134135348.53,85489283.24,41544308.89,227782366.19,133836041.00,156366624.62,79700135.70,317329256.29,222237242.12,142042929.46,71938969.00,304379852.54,201803293.51,138098086.48,64276836.45,223448211.46,130522803.20,84265265.13,45584745.67,150775910.57,97412711.88,64349649.58,31405511.72,152543336.20,106497677.91,71618795.87,37863355.06,127857996.61,80154901.41,48180051.20,22947230.89,79867054.05,71178312.58,45972409.05,23554607.49,67179983.72,41931579.63,26847389.35,12689379.19,59005471.24,38958887.92,25664554.54,10545394.30,43556380.28,27762367.07,16794363.68,8712172.48,32113392.42,23376782.36,12261312.40,23137744.43,18375220.26,14287613.95,0.0
8,财务费用,-205841.91,-5800733.35,341966.80,1070171.59,-97906.98,-4366963.57,-4921025.50,-4634502.16,-3187505.46,-8293762.37,-7305226.33,-3401107.24,-2217373.23,-5436976.63,-2737666.09,-990687.83,-1263209.89,-5354481.24,-7443630.76,-5496024.46,-2009359.88,-10501582.52,-7725962.85,-5143859.28,-2659216.71,-9789450.00,-6512724.62,-3647293.92,-1657018.28,-9010172.90,-7507434.13,-4763907.66,-2745484.81,-8669603.45,-5894179.32,-3955076.93,-2042375.35,-8337789.99,-6691524.92,-4088621.65,-2090292.70,-12143178.59,-9915683.66,-6645816.34,-3306788.62,-3849173.17,336510.36,-232213.06,-520827.32,-938283.82,-823488.60,266485.55,-314832.53,936134.15,938425.05,0.0
