,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19930331,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2470533814.43,1758939145.45,1187118906.95,5267051915.04,4011528579.62,3150848910.16,1303932098.32,3954709077.62,2653630966.15,1813901285.86,958637003.52,3725077292.43,1464518296.96,913067595.40,525881194.22,2974534931.64,513690840.51,316110373.81,130152343.79,3217465603.43,1593322975.81,810840981.14,261469258.97,2692864548.84,1608355979.82,1236337381.07,820068166.73,2267482428.46,1304489276.02,1129412638.52,572433666.32,2342759722.15,1433938677.02,757238483.70,315894314.74,2049932656.62,865177453.13,747428762.85,545191246.54,1858123761.93,1112385834.78,485140849.50,149351533.17,1449398224.07,1005446211.89,691979007.91,205823652.21,1090663581.47,514291219.10,351591410.46,84166874.27,915538715.93,576616806.31,428838030.66,138274076.95,951068674.44,650374040.77,397652188.38,137866217.47,696258861.78,577464847.06,266693551.47,107391881.00,995138004.78,618870048.57,483172095.90,202052847.90,792001771.38,579576468.12,386523526.26,175064956.14,835287514.56,405365492.73,769687044.23,404610020.55,1146876967.79,479296404.44,830904439.18,407447266.73,887439413.45,419563129.26,916994122.09,383054633.36,649077783.10,243140000.00,328944000.00,125947884.46,349471996.82,245347984.84,120362979.26,32039400.00,32868600.00,0.0
2,营业收入,2470533814.43,1758939145.45,1187118906.95,5267051915.04,4011528579.62,3150848910.16,1303932098.32,3954709077.62,2653630966.15,1813901285.86,958637003.52,3725077292.43,1464518296.96,913067595.40,525881194.22,2974534931.64,513690840.51,316110373.81,130152343.79,3217465603.43,1593322975.81,810840981.14,261469258.97,2692864548.84,1608355979.82,1236337381.07,820068166.73,2267482428.46,1304489276.02,1129412638.52,572433666.32,2342759722.15,1433938677.02,757238483.70,315894314.74,2049932656.62,865177453.13,747428762.85,545191246.54,1858123761.93,1112385834.78,485140849.50,149351533.17,1449398224.07,1005446211.89,691979007.91,205823652.21,1090663581.47,514291219.10,351591410.46,84166874.27,914275719.86,576636076.03,428978858.33,138274076.95,950337854.69,650310340.77,397652188.38,137866217.47,691264525.60,574768315.84,264816249.48,107391881.00,988455181.95,612187509.06,477493944.00,199150219.57,780438519.33,571013159.00,380762503.39,171996013.53,826208087.26,399940167.97,752431469.89,395864971.05,1121260925.10,476370938.50,802992562.39,392451281.75,849492597.27,407121154.62,878158723.08,374144859.26,640113584.32,236660000.00,318132000.00,118351922.69,348752012.02,245316813.63,120352520.26,32039400.00,32868600.00,0.0
3,二、营业总成本,2138188353.34,1524202941.27,982340922.56,4677730363.27,3531621694.19,2839168523.48,1189600004.23,3604783015.92,2432244295.47,1675686394.11,947405576.86,3446427631.35,1728068719.96,1026575200.91,572110789.10,2769590132.43,549478061.41,337723191.07,132220551.81,2843269338.78,1471132425.91,650827545.81,231247582.43,2335310341.46,1342676087.24,997706253.28,705200586.05,1926974685.21,1058627889.67,892325457.98,457890056.26,2004075476.67,1143624035.20,558614342.08,199917644.38,1860495064.91,798572249.41,686254793.22,500234938.96,1611092988.43,974153744.02,420521645.11,139540587.60,1291274940.90,930795572.61,634202873.10,183105249.43,995721348.61,461646022.26,310242264.91,87261482.47,890764337.72,573589033.61,420035022.57,136579043.83,862325168.20,599176793.79,363008559.64,128756452.60,634359698.74,538251554.03,245595490.69,99636305.90,939642359.72,608631147.06,483685592.27,198561862.93,786288804.76,570637921.19,380545871.22,173654028.15,818706279.28,395189435.21,757849385.04,397833956.78,1136634230.99,478673331.59,774354131.31,361624138.41,787477550.12,0,831232608.71,0,590968194.66,0,0,0,313808806.27,229305878.86,113629350.32,719900.00,738600.00,0.0
4,营业成本,1858913035.74,1339633825.45,886975470.99,4116386478.38,3179290227.74,2590118303.90,1059840981.59,3103741123.13,2143195902.87,1466246707.84,871804107.65,2861207597.38,1487646907.18,862482069.60,489726190.77,2232387165.07,392015633.56,250647324.97,94751524.10,2332384184.49,1256554019.68,582935400.25,213064772.95,1850165932.55,1092283262.44,858326728.46,577991341.54,1435133908.33,786730953.77,681781972.67,354936159.76,1407681316.59,792515064.93,337370036.70,113365526.31,1565263977.31,655313719.70,573840468.54,445981770.19,1148198502.42,691077685.85,318179211.19,103516193.38,1074795190.30,786216294.39,537979959.00,144086037.40,791534090.67,357034821.68,239330097.34,60973708.94,719613618.44,473592530.84,353024619.52,114286838.92,730506835.10,511542063.37,309493443.86,107959792.42,537041104.61,473521345.86,208689474.63,84663268.88,871916011.65,589965407.80,461530998.46,193092227.01,758697641.64,557697144.67,370413900.70,167346415.96,794497834.32,378531931.79,717711856.99,374692859.45,1072302715.34,457327788.05,729003078.75,344191520.39,752089052.26,0,811599046.78,0,564090594.59,0,0,0,262458496.91,195068048.33,96133806.30,0,0,0.0
5,营业税金及附加,75989523.37,60160077.37,33454908.28,125917394.44,157799066.84,121380370.55,66538784.02,204545021.09,143114455.26,115403604.84,29951166.88,285128349.06,64146903.52,46599951.70,31625735.72,249741417.49,33277749.36,17396711.89,7235531.62,298732742.49,104121658.82,5572613.03,-3435653.98,250085731.99,112267074.98,64180175.98,95479449.42,245263863.09,167430066.97,147034304.79,75087725.25,354329008.88,253102444.36,159151107.10,58303372.40,121009212.00,50239672.68,47719230.13,26710971.27,290107556.27,174320064.21,29946892.73,9153021.71,82232810.02,57011804.90,39902976.15,12518839.36,65398501.16,29545661.42,20398752.30,4732701.07,37272407.15,20909230.10,15648104.98,5705331.68,49764916.73,33926675.05,23703839.55,7582641.96,38019548.91,24660260.34,12587026.00,5930794.81,26613465.27,6160855.59,2899046.33,187868.66,1613406.38,1226187.18,1478103.66,895369.83,2116155.58,932675.10,1651903.41,749345.53,1159846.15,58813.67,1303763.17,52829.99,3793437.79,0,2088712.36,0,2577446.16,0,0,0,38873627.52,30437508.56,15170482.78,719900.00,738600.00,0.0
6,销售费用,82521026.16,44184105.10,18099554.41,136497439.47,93751173.87,59186863.45,24114523.63,154888905.47,99433612.41,58799577.62,27768932.84,140300276.51,103865024.06,70266899.72,27439211.65,129086779.94,79924748.35,42150902.57,18400918.31,124507500.95,72022475.53,44001803.97,21311010.07,109982270.48,65577304.83,39310339.96,16896522.30,85918679.74,46162248.69,23641714.79,9457508.78,82047362.32,52006495.81,31573973.37,13694627.71,87050001.89,42206335.01,30658262.19,12150722.24,81781180.17,49542660.37,30516288.00,8915301.19,49157698.02,26047411.48,14203268.64,6838703.32,38999699.21,19270841.00,11350026.96,4991043.05,42054838.84,24316695.07,18618837.00,4460735.66,28758501.32,20477609.69,10277145.78,4415120.08,31602730.05,17537426.39,10782453.76,4222955.01,16830058.31,656090.30,423938.84,19180.10,833292.39,85766.85,857828.37,182860.95,2415972.04,345152.81,2777326.53,2075731.63,13574650.57,4145920.02,7428584.66,1464820.21,2534131.75,0,4346969.07,0,4411909.90,0,0,0,248330.13,1104268.75,1049795.08,0,0,0.0
7,管理费用,85344163.69,57080180.81,31162294.80,167927519.65,68107099.13,43323793.16,20668542.95,111411860.13,53546376.40,33298842.93,17008138.21,101402697.13,61358950.53,38199888.65,20116449.28,91560729.04,53161125.25,36758399.33,18472151.89,85590407.95,46186481.67,28167623.79,9652158.85,102585499.38,50974379.45,33675006.53,13141650.30,94560943.77,50807743.34,35288248.54,16833224.68,95991847.15,45007949.04,29923099.09,13508130.79,82266789.30,47199973.55,31961975.26,14691869.13,76984601.79,44944433.31,29781817.64,12258543.18,60564443.06,41546488.57,28300662.81,13185146.95,68348721.82,45486240.17,30936594.97,13238615.91,72317701.59,50408785.80,31470103.33,12027135.16,42455316.62,27196696.29,16738936.19,6972266.18,33329732.82,17773469.61,11321604.56,4409137.57,25765121.71,13386930.88,19607503.51,5369676.14,27242633.80,12387363.94,8376547.25,5241176.19,18685464.41,11137023.57,19806700.17,11585916.53,28440974.35,10482300.65,25974081.96,11281307.72,22202197.05,0,16608178.87,0,19626334.95,0,0,0,12882219.41,3057236.21,1414261.99,0,0,0.0
8,财务费用,35420604.38,23144752.54,11772724.24,46786593.93,34960783.85,26459014.67,17024657.04,8246715.07,-1053585.97,2028720.91,-558414.53,10271284.35,7794257.78,7341306.86,2381245.63,12808370.93,-10205076.95,-8853152.50,-5492735.76,8638146.10,-4081346.76,-3152520.34,-763564.72,3718364.33,-297925.32,810351.74,866781.77,6550359.74,5635067.53,3618818.86,1157938.33,762307.55,65655.88,173888.79,406105.11,3894128.19,2905088.86,1477560.85,206370.27,9683232.82,8999116.08,8296212.55,4850234.81,22646544.14,19214566.24,13417409.20,6072647.21,29176896.80,8721606.07,6905188.38,3325413.50,19505771.70,4361791.80,1273357.74,99002.41,10839598.43,6033749.39,2795194.26,1826631.96,-5633417.65,4759051.83,2214931.74,410149.63,-1482297.22,-1538137.51,-775894.87,-107088.98,-2098169.45,-758541.45,-580508.76,-11794.78,990852.93,4242651.94,15896588.37,8717396.03,13117924.17,6658509.20,10644622.77,4633660.10,6858731.27,0,-3410298.37,0,261909.06,0,0,0,-653867.70,-361182.99,-138995.83,0,0,0.0
