,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,672707894.98,443489004.14,220212134.22,2039345793.66,1816172129.48,1610902670.87,1149565831.80,4059500794.82,2902919168.55,2053343367.87,1080094509.29,3930682019.85,2809366730.91,1999568128.66,1066966889.88,3900369459.20,2838000618.60,2034070676.82,1101688204.41,3883347060.95,2793903794.38,1957521088.95,1055541039.65,3565673576.22,2573655719.03,1878689160.97,1017584073.62,3402643166.10,2471322354.08,1801132554.68,995102015.84,3378129581.03,2211756355.69,1535813420.03,855685884.34,2526196928.65,1810133478.61,1277933448.32,709270496.32,2318796428.22,1676485332.63,1207823700.91,671795366.62,2041317154.24,1497781313.40,1053612640.94,578964480.56,1772527212.15,1319967870.88,981950769.45,533891725.54,1717228330.80,1361958713.04,969715151.99,531045324.68,1667957009.31,1163306236.21,831227785.39,450165511.68,1528392548.04,1098983618.62,780353153.61,428314370.39,1368258906.36,931187671.74,641550251.87,374872801.73,1142644307.93,823653944.61,571878671.11,323559400.72,682395630.82,352143547.74,728528154.09,348729934.59,678655993.08,315505669.88,624948591.49,326178515.99,652036045.30,342721918.57,240579746.71,26765010.25,35327628.00,18163843.82,12715145.81,3502823.66,16126487.03,10103479.87,29886514.70,38740474.13,41646536.16,0.0
2,营业收入,672707894.98,443489004.14,220212134.22,2039345793.66,1816172129.48,1610902670.87,1149565831.80,4059500794.82,2902919168.55,2053343367.87,1080094509.29,3930682019.85,2809366730.91,1999568128.66,1066966889.88,3900369459.20,2838000618.60,2034070676.82,1101688204.41,3883347060.95,2793903794.38,1957521088.95,1055541039.65,3565673576.22,2573655719.03,1878689160.97,1017584073.62,3402643166.10,2471322354.08,1801132554.68,995102015.84,3378129581.03,2211756355.69,1535813420.03,855685884.34,2524718428.65,1808878978.61,1276678948.32,708666996.32,2314554805.67,1676485332.63,1207823700.91,671795366.62,2041317154.24,1497781313.40,1053612640.94,578964480.56,1772527212.15,1319967870.88,981950769.45,533891725.54,1678225271.41,1336323969.31,949489266.23,520046569.96,1626706692.10,1136581405.40,810634469.73,441470401.08,1509097719.73,1086445141.69,771360540.29,423770045.84,1346929763.39,917049778.79,630486933.46,368529021.25,1129520777.89,816228804.59,566977437.40,322002095.04,681111257.25,352145535.21,728084172.11,348468166.63,678572930.78,314819057.95,624527092.19,325846684.86,650078282.88,342200054.93,240044207.43,26740458.98,34470879.00,18163843.82,12672940.83,3502823.66,16116437.03,10103479.87,29882331.36,38740474.13,41625536.16,0.0
3,二、营业总成本,740635779.40,448794188.71,207171234.39,2024479877.05,1692337630.96,1514087844.01,1058984729.60,3777730845.10,2663228673.95,1884393395.40,983474559.58,3639553536.78,2582210576.50,1832338505.63,980728972.24,3619927489.82,2620859513.30,1865523839.05,1002697060.14,3574133635.07,2565331156.42,1795455534.76,975442017.24,3379688952.53,2423915095.16,1767046468.09,958825518.11,3257050977.55,2355395558.93,1702562030.80,949038154.39,3194572216.09,2071803449.49,1424623083.94,800153756.54,2376941425.37,1704383757.07,1200828579.77,675510027.62,2203899609.98,1588659580.27,1144241754.58,637666468.03,1944805881.85,1425363508.13,1007321633.88,546421196.47,1681728660.48,1274900502.74,949801094.31,504202937.90,1630063944.53,1312841220.43,934674847.38,503929341.47,1589974151.64,1112621958.73,794202349.39,427743313.11,1459393242.84,1058816806.88,748158313.09,407931452.70,1295990083.42,893449517.47,616484939.62,355744245.61,1082757581.82,789580448.69,550597020.42,314832879.68,636337646.42,331027722.82,694843671.46,329243957.29,645822869.93,300372784.25,596189487.27,310968421.24,623681958.36,0,232107147.28,0,34823054.00,0,12753228.98,0,15377987.17,8392567.32,29203742.57,36512048.58,38930356.31,0.0
4,营业成本,502595027.59,325577992.89,157111435.65,1588573874.87,1436401374.00,1283505737.14,919870719.03,3252139068.44,2320807608.29,1653614090.29,866258958.63,3134764359.75,2232483103.35,1595568737.35,853044345.01,3111302992.78,2268010721.21,1630213621.01,883654645.24,3081278073.28,2218151382.65,1562064920.19,846117643.33,2849497040.17,2082101464.15,1521755010.48,828570759.74,2752220987.71,2007558052.58,1469446402.98,820219806.21,2774188130.22,1799063978.11,1251039071.45,704552641.60,2049719815.80,1468411268.74,1033273217.75,583122313.57,1955794793.46,1415890699.03,1022823621.51,573835393.53,1709561039.78,1254578681.84,883997661.97,487282340.67,1474239632.03,1112980441.98,836687113.66,453073056.95,1445656692.29,1172891627.22,838282330.82,459406286.29,1429732088.49,1001828252.80,718396896.05,393430109.80,1324823230.83,960795215.75,686092318.18,376307653.18,1185853818.14,821563589.75,569388204.73,327451469.13,991078507.10,719699224.59,504005902.92,286934769.49,569782370.65,304772920.87,640176411.41,302875520.30,610333518.54,280777900.99,557660947.19,290062825.22,579313716.11,0,205378105.95,0,27920439.00,0,10406857.99,0,13468049.06,8392567.32,25189839.43,32420126.74,34830906.49,0.0
5,营业税金及附加,8775376.24,5177172.90,2292157.82,31084385.90,27655098.17,24833911.78,17874558.92,63706075.48,42591583.63,30593163.96,15124169.19,56487375.04,28318342.40,21906271.48,12381184.69,45496869.47,33004359.56,24608439.99,14726667.44,46485644.87,32642920.94,24410522.59,15438201.09,50594043.44,37875487.51,28942000.14,16237189.26,44296088.16,32761698.61,24825228.19,16676546.42,56089835.92,31429408.92,21290611.93,14162203.61,30979046.03,22279502.53,15634638.82,10245586.30,26883450.28,20594632.81,14703642.03,10012315.31,22612142.61,14376993.84,9503379.34,6386165.19,16568035.05,11324455.71,8920314.34,6352099.10,13537746.24,9603398.55,6913398.18,4717642.28,12577719.12,7767915.76,5708964.40,3617476.70,10118443.64,6673847.33,4771385.76,2894255.01,6681221.63,2664813.53,2217121.78,1819965.61,1741151.68,935950.77,617291.24,335821.81,1403741.13,1578962.55,2127867.39,1086065.02,2161312.57,935191.53,1629798.56,888665.35,2479267.00,0,1454502.75,0,376536.00,0,-7289.80,0,527450.15,0,847923.98,1170738.63,1279844.13,0.0
6,销售费用,0,0.00,0,36359935.99,36359935.99,36359935.99,27282194.83,104024424.93,73709666.01,48104702.10,26581372.60,111347712.65,78701574.65,51425086.52,28076944.78,119527362.64,86990391.10,56203901.26,27433318.91,123983796.74,89167272.07,59264430.44,28008717.40,139224255.49,93388831.59,63940136.04,28617363.28,120441740.93,86634648.42,57702044.14,31193900.81,103894253.22,75447024.93,40979761.13,20312629.38,88822539.79,64400484.48,43543718.77,24543197.12,65141477.34,54225310.19,32897245.16,17699015.53,66194469.58,55117058.14,41624389.96,18829498.31,69404284.06,120867178.30,84940314.09,39676856.05,39204463.95,32412603.79,20722194.62,9870630.64,38745677.76,29152267.15,18141751.50,8397349.01,34035869.79,25331881.88,14143114.44,8004485.09,26794858.85,19187280.66,12204981.13,7551923.58,19998140.34,15369747.66,9288947.00,4495775.94,12810806.75,6686649.30,23112838.79,12829121.91,19814192.34,11510370.77,18480117.60,10606502.48,22245194.70,0,11010991.97,0,2459029.00,0,1447571.15,0,1239135.02,0,1688812.43,1558540.28,1606970.22,0.0
7,管理费用,226001278.17,120865958.10,46438220.84,275923337.37,212112677.53,172996109.19,89763202.86,343402129.89,215899255.78,144994749.71,72319766.79,324451488.82,228444618.97,158057942.76,77402986.55,319355325.52,206025122.17,136586052.04,66484217.36,277995720.99,192918869.34,128694884.51,72878369.21,279554634.42,177437494.93,124178983.71,68778007.56,273489545.11,180999703.08,122118094.83,66668422.78,221778205.00,148801548.43,102567420.84,57181140.24,181400795.58,129784881.59,95767726.72,50969967.99,126734298.61,79647852.93,62064118.46,30683747.10,120985760.75,84239649.19,61580473.55,28653884.81,97541999.75,12734056.94,8563408.51,464006.04,109787330.50,81976597.13,58501887.14,25384480.97,94459935.85,65252676.60,46484136.70,19393822.92,79742046.92,58222415.95,38022526.52,18278185.41,67786441.45,43402405.84,28188450.37,16723736.12,60427464.14,46097377.88,31641503.63,20546023.61,49097629.84,18125461.22,27317467.40,11401960.45,13400272.89,6691970.94,18194129.11,9907202.58,16530541.23,0,12813251.27,0,3895455.00,0,1809281.14,0,1281731.38,0,1426559.48,1189665.65,1087309.68,0.0
8,财务费用,-821181.19,-5151925.81,1329420.08,-8584145.83,-19985263.69,-3512343.79,4401749.60,12987890.83,10390636.55,7262249.91,3178275.01,11404884.18,14286776.28,5077018.98,10004252.88,19497942.85,26696890.25,17783065.74,10398211.19,43380909.10,32539666.53,21109732.14,12999086.21,59802227.46,33113734.98,28230337.72,16622198.27,64811343.34,47442106.24,28470910.66,14279478.17,29012106.42,17061649.10,8746378.59,3945141.71,25333075.98,19507619.73,12609277.71,6628962.64,25589835.41,18301085.31,11753127.42,5435996.56,23987347.77,17051125.12,10615729.06,5269307.49,23633142.70,16994369.81,10689943.71,4636919.76,21877711.55,15956993.74,10255036.62,4550301.29,14458730.42,8620846.42,5470600.74,2904554.68,10673651.66,7793445.97,5128968.19,2446874.01,8873743.35,6631427.69,4486181.61,2197151.17,9512318.56,7478147.79,5043375.63,2520488.83,3243098.05,-136271.12,879014.97,516538.36,221592.84,457350.02,224494.81,-496774.39,3113239.32,0,1450295.34,0,171595.00,0,-903191.50,0,-1138378.44,0,50607.25,172977.28,125325.79,0.0
