,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4056441877.54,2846117863.08,1405259209.69,6044700259.24,4322470513.45,2936429970.80,1413447514.96,6540626308.65,4821374149.61,3073247671.12,1496214574.89,6157736776.01,3594701093.85,2236786057.04,1281485620.99,3809982565.67,2626272829.29,1653298854.01,723293119.08,3320010119.03,2182665839.16,1247820139.54,567540111.76,2416571435.93,1724736067.33,1159244340.07,55558612.34,208250503.18,143800727.59,89938790.25,49370987.71,180899671.32,135959856.24,94153029.32,44076712.91,203038552.35,155533617.41,105772126.02,45623754.43,176612539.17,141362826.47,90651413.08,41116742.70,327081342.85,294179020.91,188132867.34,84100661.58,341123119.50,298153078.78,199877095.29,74358649.16,305915439.18,233305030.89,152390389.43,70897319.54,296974184.55,225491403.98,154017271.97,73014659.48,284416405.67,209676875.34,138986731.78,67112070.00,231852356.30,168816747.54,110792156.04,221405240.28,200438708.92,0.0
2,营业收入,4056441877.54,2846117863.08,1405259209.69,6044700259.24,4322470513.45,2936429970.80,1413447514.96,6540626308.65,4821374149.61,3073247671.12,1496214574.89,6157736776.01,3594701093.85,2236786057.04,1281485620.99,3809982565.67,2626272829.29,1653298854.01,723293119.08,3320010119.03,2182665839.16,1247820139.54,567540111.76,2416571435.93,1724736067.33,1159244340.07,55558612.34,208250503.18,143800727.59,89938790.25,49370987.71,180899671.32,135959856.24,94153029.32,44076712.91,203038552.35,155533617.41,105772126.02,45623754.43,176612539.17,141362826.47,90651413.08,41116742.70,327081342.85,294179020.91,188132867.34,84100661.58,341123119.50,298153078.78,199877095.29,74358649.16,305915439.18,233305030.89,152390389.43,70897319.54,294714026.95,224166879.35,153332040.20,72732494.92,281503716.30,207612695.95,137678952.67,66518243.41,230372314.22,167854829.22,110351003.63,221019929.17,198831287.38,0.0
3,二、营业总成本,3442351209.66,2474027199.32,1182444680.24,5303567512.65,3516669641.56,2428509930.90,1103253559.93,5316908700.28,3747161266.55,2440211959.27,1113670046.23,5139530452.53,2971540693.95,1896812620.13,1146921181.02,3174886570.36,2236115905.47,1419843803.79,623629329.76,2908702129.86,1893934758.84,1105533462.47,496288139.16,2082650780.01,1518349622.38,1042558092.61,55456100.30,221240364.22,153257983.42,100288903.36,56091657.46,224174645.05,165533740.35,113224018.95,53563764.09,272524569.05,182421147.03,123699805.16,55588746.57,261543062.48,183461137.24,111710566.23,52224283.05,372472421.66,321373813.57,209074375.47,92423526.76,368361662.88,296323523.27,197430882.90,73529613.31,293453382.01,220236722.40,141308229.87,66040348.52,263435251.87,200541667.06,136394735.59,66504950.44,249567179.81,184040285.97,120962314.26,59428951.44,193914454.54,141480157.87,92681400.02,178842127.70,163772451.68,0.0
4,营业成本,27933223875.80,1992737484.64,984449204.08,4086378563.49,2737979250.24,1915127725.77,919200595.13,4196487003.82,3017646234.42,1960037976.15,947894882.97,4264030423.89,2470298172.11,1590271799.63,1034632806.44,2642954515.25,1914631727.37,1163878246.29,541861803.98,2528366997.59,1657020418.77,934946447.83,424384960.94,1805846592.02,1349444757.73,912313787.57,49716569.78,194551617.26,134215385.33,84888736.12,46955813.41,179618225.00,137661146.17,98374124.15,44930294.41,203832557.83,157769467.35,108477881.21,46837876.04,176662245.86,147396785.68,96644888.05,43216977.83,322293349.30,289936278.60,186541233.24,84286851.64,321343934.85,272483177.55,182239859.05,67286687.20,260404742.48,198731856.32,128073758.69,59519687.78,238829642.11,181863986.80,124866687.21,60014613.15,228005448.24,167405527.36,110289230.53,53665801.99,174772684.22,127038631.16,82778339.75,156880481.87,145116431.04,0.0
5,营业税金及附加,47876671.66,35280897.45,13589608.88,84025689.80,54740387.63,41940016.28,11552136.50,73159945.56,37737614.36,29622103.10,7617452.81,48752489.89,20989821.38,13965741.21,4951466.24,28213127.56,14226520.96,11672532.96,3490485.98,18417507.42,10089362.91,5952232.18,2548274.36,12149493.63,7600617.76,5597454.68,22357.60,572166.83,264330.84,133700.99,94770.96,783517.19,333388.24,269911.87,149574.69,705151.55,322759.31,255017.38,127761.41,1037180.01,647463.46,479464.70,284935.71,1133215.97,685467.45,454550.01,138371.01,770171.71,608554.89,267710.71,89064.87,673652.99,455127.94,376943.54,349896.11,838595.96,704310.78,526039.83,118470.50,635674.83,467399.68,348467.73,224272.26,630086.02,691984.51,389881.42,775480.27,902052.47,0.0
6,销售费用,207703607.06,141935364.15,46692015.13,332806624.18,228900206.38,149475515.58,46140188.27,380009537.24,220651422.00,140557267.15,44202001.17,238206883.44,113723435.21,70988037.58,31137079.58,117183897.97,75075455.49,57466082.33,22308016.91,75535568.04,48513176.90,35376681.09,9766442.50,59611268.84,29348419.99,26225139.85,1611682.62,7487791.29,5708843.30,4253430.48,1715328.86,7920377.91,6344495.15,4512702.06,2069380.91,10167378.64,6918146.25,4389485.06,1862860.68,8229886.10,6878620.81,4523058.67,2487934.92,15873478.64,10686669.68,6391844.93,1456800.37,19032718.86,8817062.65,5326472.00,1870349.03,14085184.44,8786278.12,5174616.31,2333883.65,12165265.67,8182356.00,4932374.72,2690105.11,8660593.24,5444997.26,3750166.20,1937665.02,8784435.83,6243165.87,4481365.14,9108078.02,8244775.10,0.0
7,管理费用,114373251.96,103530623.90,44441874.66,222561800.79,180196148.60,123365063.55,45139172.58,284169940.39,200310036.24,125602202.15,42485188.23,265808436.30,175384691.70,114769613.14,36573953.30,176035040.59,91287393.16,84100704.20,25242709.82,127173168.01,78194925.90,52898869.67,27414890.69,90592861.15,61666850.52,43785396.12,2255523.82,9397191.16,8351376.61,7223336.64,6584325.88,20111688.96,13432784.02,4651739.23,3942555.42,15447340.68,9806590.48,5275622.77,3485519.92,21698089.80,15372304.85,4836262.32,3582640.91,13166319.91,8202965.40,5117540.79,2637114.89,15995899.54,7244286.39,4870496.02,2380566.61,12469703.57,7834731.61,5021345.22,2755742.09,11051072.60,7868997.67,5168759.95,2959449.30,10331844.20,9173314.66,5189308.68,2966400.80,7485590.27,5844391.91,3964721.29,10264298.77,7430770.40,0.0
8,财务费用,252366661.51,182146072.37,89131596.57,356158149.73,269445917.14,161300552.11,77151572.20,328297168.37,244527522.88,158931673.83,67470297.49,283291412.39,156576294.86,85226314.29,38736497.97,180244936.41,117553875.65,79409413.45,28684843.11,143660426.27,81321801.42,58187245.42,25074136.52,105768650.38,57329971.07,44765927.32,1835596.66,9346888.86,5306852.50,4214833.37,1125182.42,15564066.26,7583082.15,4985932.59,2409511.56,15829450.12,7306622.67,4857814.63,2416582.81,10213174.51,7119457.05,4684478.85,2301021.57,11862932.79,9201439.87,6689857.43,3000741.78,9909767.32,6339662.68,4037596.52,1902945.60,5247875.00,4034410.88,2293424.70,1081138.89,550675.53,1922015.81,900873.88,722312.38,1933619.30,1549047.01,1385141.12,634811.37,2241658.20,1661984.42,1067092.42,1813788.77,2078422.67,0.0
