,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5029457973.92,3328053903.90,1578447801.14,5806171818.37,4552019095.30,3000471753.37,1331144289.10,5318909977.89,3781562329.46,2667234438.95,1351639951.62,4019396252.34,2801130052.25,1970922791.60,870290932.85,4035301986.01,3305613689.40,2135053371.86,909142609.22,4239581164.03,3314021481.45,2229161398.48,1060372084.45,4242955010.19,3001986724.32,1820345125.22,900618109.28,3981070714.46,2998758542.10,2015618516.28,957444275.73,4122272968.29,2969469699.31,1874826161.02,831613011.05,3276509353.72,2341227152.64,1666228867.64,1038479170.77,2350694072.65,1678815634.36,1164265280.53,643683592.16,2963909058.67,2310118661.70,1487530829.74,730964585.25,2272464688.41,1626992711.92,1498197277.22,1114856888.64,0.0
2,营业收入,5029457973.92,3328053903.90,1578447801.14,5806171818.37,4552019095.30,3000471753.37,1331144289.10,5318909977.89,3781562329.46,2667234438.95,1351639951.62,4019396252.34,2801130052.25,1970922791.60,870290932.85,4035301986.01,3305613689.40,2135053371.86,909142609.22,4239581164.03,3314021481.45,2229161398.48,1060372084.45,4242955010.19,3001986724.32,1820345125.22,900618109.28,3981070714.46,2998758542.10,2015618516.28,957444275.73,4122272968.29,2969469699.31,1874826161.02,831613011.05,3276509353.72,2341227152.64,1666228867.64,1038479170.77,2350694072.65,1678815634.36,1164265280.53,643683592.16,2963909058.67,2310118661.70,1487530829.74,730964585.25,2272464688.41,1626992711.92,1498197277.22,1114856888.64,0.0
3,二、营业总成本,4760062682.47,3108105798.79,1502625057.43,5656652970.59,4404872953.30,2901659266.20,1333156899.85,5247909514.19,3776547072.05,2642719690.42,1293424070.33,4198233298.48,2938397677.39,1981529483.60,866331005.28,4295848698.69,3315176315.74,2162442139.28,954345778.09,4438252696.57,3425389824.68,2289406876.49,1079037860.04,4327786358.26,3096321601.78,1888566686.65,924007098.49,4107765552.38,3041020304.70,2021478163.94,965735998.43,4036792768.96,2896277176.55,1840808559.82,822003181.15,3296515837.49,2407627165.95,1704515813.60,1028281089.24,2500506526.24,1783643719.02,1210699385.93,644523934.32,2720086372.63,2005297875.65,1237994485.79,608542364.92,2085838723.07,1519013191.69,1405398805.22,974363394.52,0.0
4,营业成本,4326493471.41,2816444318.73,1360265115.03,5150862740.67,4000940690.85,2641727888.62,1214270021.03,4770665399.44,3434964101.83,2394331409.40,1173298243.13,3764777259.73,2613870327.76,1764065200.86,761010831.74,3627927164.05,2929354290.49,1904528177.59,838171643.84,3997881837.19,3103679175.11,2082959697.13,983446799.99,3984055580.32,2859625101.30,1730452911.05,838813833.08,3787854773.56,2804379327.88,1867937671.80,888033031.48,3736315554.31,2678890702.79,1701076632.76,755806781.57,3069545285.92,2250336609.54,1590627868.14,970156890.51,2282959539.55,1616160244.68,1095874334.50,581505965.68,2451630043.69,1796672015.56,1095557912.85,533534221.72,1857729597.22,1349346926.71,1265572337.51,848909460.10,0.0
5,营业税金及附加,12979139.39,8225344.53,4170623.76,19345085.57,14540252.83,9771561.36,3974305.66,21246750.08,16607396.78,12317230.69,6580289.96,16682695.23,2231001.12,1646114.57,697489.87,270415.42,176816.21,139399.73,108077.66,2927422.27,2704901.13,2547541.05,1535856.69,3719268.56,2345258.31,1350453.87,825764.13,5367001.38,4736881.76,3028171.54,1382624.36,2368013.42,462591.31,56022.68,21713.67,84650.92,188071.71,27170.24,10710.09,230834.87,85914.77,72100.79,35098.14,3549996.39,3469528.00,3071184.75,1841935.64,2760845.89,1636990.75,2296160.73,1499232.19,0.0
6,销售费用,172171929.35,114773769.44,52637300.11,191507224.07,160096088.38,110297654.22,44645869.20,185229630.96,138391432.68,104539983.87,49802330.12,147868894.78,118743508.47,82987243.89,40143897.06,158517555.34,131458066.68,90287243.83,41957798.76,122616604.67,99182723.47,62999079.00,27604011.65,91891086.21,65319229.03,42107040.56,21567376.17,93113567.37,71080754.86,47201063.27,24895628.82,90412368.83,69324969.91,45422223.72,20695687.16,67510674.59,47611511.92,36159387.33,18568054.19,69549742.96,53454643.37,38026121.25,22639085.17,74989900.66,59918939.57,43270098.45,21925947.19,69695805.29,49085290.66,47686758.90,41388309.60,0.0
7,管理费用,141808106.62,94566311.75,47025961.04,164480966.14,123776654.60,98756125.15,44204064.38,172613124.91,115906922.49,80225427.98,38510449.66,149379901.62,121313903.80,80120837.05,38461418.29,167783200.52,123088389.66,81971579.14,38445704.43,155721951.68,111218933.11,70262139.76,32158475.17,124752359.47,87465729.64,59080189.06,28223129.78,115463633.53,85183497.74,56444543.46,28608543.98,117909197.88,87621501.18,53085657.89,25815493.93,90843475.10,61252496.41,42049435.58,22018837.79,88588058.08,65170527.89,44216237.42,22527569.17,97391604.35,71982722.66,48143889.04,26131735.82,71543480.58,57065291.00,56072927.48,52611778.31,0.0
8,财务费用,79943339.19,59694817.50,31290094.80,68495163.70,61422301.71,39715685.47,24405936.38,85055252.22,65453562.53,44137239.82,17647686.21,104169274.41,77997029.42,53115807.06,28685397.26,147825400.22,127587804.20,86536312.49,37257903.78,148830484.44,105239521.11,67369061.35,32224036.64,123363829.91,81327522.08,54092998.63,32169242.29,103755334.95,74343570.37,47377207.40,21603327.45,81001241.13,59397310.71,40097725.29,19194661.27,69298145.44,51826571.20,35822451.49,19524430.36,58713557.18,47369304.17,31838519.38,18082742.90,94736043.06,72665822.70,48582705.00,25108524.55,83724750.50,60663846.56,32882111.43,24792479.28,0.0
