,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4802171361.91,3431771498.78,2185000005.01,900529127.59,4416084125.93,3155377077.19,1950088692.01,821679055.58,3989349812.08,2836537157.40,1655157532.38,750464532.13,3353922078.25,2274436539.55,1284616720.31,470088669.92,2423799414.60,1641538007.24,1216965268.93,590469900.00,2343271412.76,1673414719.74,1106399446.70,520076276.14,2000780456.21,1370675975.74,694607686.03,281554488.45,1210055041.69,869979469.69,600327742.58,233648645.54,1236554632.81,920715344.40,632285262.34,294247646.82,1146343363.95,798810675.15,475178453.94,225373321.73,636266591.96,427757085.68,254086330.74,116040478.13,538651693.75,393344305.32,224420953.57,104384589.22,565594599.84,426471772.80,283078551.33,132162550.95,487030451.56,368535110.37,255447831.41,125309921.44,520955745.85,379278104.19,387906027.13,204061667.13,0.0
2,营业收入,4802171361.91,3431771498.78,2185000005.01,900529127.59,4416084125.93,3155377077.19,1950088692.01,821679055.58,3989349812.08,2836537157.40,1655157532.38,750464532.13,3353922078.25,2274436539.55,1284616720.31,470088669.92,2423799414.60,1641538007.24,1216965268.93,590469900.00,2343271412.76,1673414719.74,1106399446.70,520076276.14,2000780456.21,1370675975.74,694607686.03,281554488.45,1210055041.69,869979469.69,600327742.58,233648645.54,1236554632.81,920715344.40,632285262.34,294247646.82,1146343363.95,798810675.15,475178453.94,225373321.73,636266591.96,427757085.68,254086330.74,116040478.13,538651693.75,393344305.32,224420953.57,104384589.22,565594599.84,426471772.80,283078551.33,132162550.95,487030451.56,368535110.37,255447831.41,125309921.44,520955745.85,379278104.19,387906027.13,204061667.13,0.0
3,二、营业总成本,4464775006.19,3194567751.53,2092678131.65,898009034.35,4191090095.49,2978788970.73,1892277717.99,846679991.41,3831284437.56,2723809967.45,1580899408.38,706984056.88,3110205131.76,2135019298.22,1202002960.98,463310697.90,3083982993.05,1819143432.08,1340488552.19,636817763.95,2354802585.39,1660574315.75,1089638841.01,500057687.81,1939519130.61,1331941329.49,671100184.03,258815390.81,1054931359.04,760449348.17,521252830.61,198887659.28,734656203.39,516193314.84,327131907.28,146849515.02,621221703.12,451708589.62,277846025.68,144183805.49,416170375.99,293642987.65,175480517.01,77658612.10,280927177.87,205619950.13,121463298.69,54781695.99,299818778.04,238798015.88,160607970.03,80981283.72,249007814.47,189009033.74,136048108.89,75434674.42,267901518.75,195506534.43,213348584.19,151902316.61,0.0
4,营业成本,4055949335.23,2941635510.99,1901028029.18,789726493.70,3856406311.21,2784073763.08,1729196108.19,718077354.60,3411643457.54,2442559731.95,1415141854.91,638038554.35,2855720083.53,1942140734.31,1092969138.06,404450649.11,2339192120.22,1609325336.76,1187130169.49,573456059.16,2095659606.61,1470235968.00,952778551.50,439975641.06,1721099693.73,1175322225.05,578690252.87,218796698.22,902923671.45,649515437.20,450021232.27,170616829.65,617536209.77,434324483.83,275924028.33,125500976.54,514885909.74,371984031.03,223636436.80,115929323.84,361798825.49,258986594.70,157706614.73,72647098.81,243965394.84,177063136.23,100950428.70,47042154.37,261854575.58,200109313.94,131311400.48,69297645.28,203499396.91,147496508.63,112062381.21,61335601.61,228104411.62,159675558.67,159334183.77,129844867.79,0.0
5,营业税金及附加,25456905.02,19518932.84,12956075.62,6066525.72,23587106.46,15590651.08,9409329.91,4530197.69,27655912.92,21111907.51,15886253.00,2422010.69,13205058.16,3198799.43,2620867.24,530559.43,6753852.34,5228618.25,3549221.72,2341991.41,11439524.64,10161747.97,8324619.64,5254055.11,13824520.76,9258112.26,5252661.49,3128400.54,9085573.70,6557804.42,4063154.05,1893741.86,12182395.16,7507045.56,4665766.97,2940697.35,3557753.51,2520687.75,2074681.97,932195.18,391572.90,92416.53,71425.64,45115.81,590464.20,492271.18,383271.95,206253.84,1246712.44,870761.99,405882.84,202400.95,1386018.02,1024376.82,733582.48,63652.58,299053.78,0,308138.60,13423.32,0.0
6,销售费用,92549351.28,68047290.08,44573335.90,18354195.55,81397520.74,60471675.07,39796173.05,16763436.77,66833360.19,46848413.02,31422818.24,15485902.65,61739446.78,32091507.60,18649502.46,8601689.81,56922375.99,32363104.38,22125206.40,12275091.17,33867840.88,25461150.22,18673952.55,8869882.56,23557598.39,16714120.66,11293866.23,3444418.47,16578566.67,13815771.21,9068390.23,4499453.79,16435505.62,11692646.70,7551410.53,3367773.54,14681202.90,10150303.11,6511938.35,3359343.24,9290089.77,6177733.10,4291255.30,1430918.68,9176925.96,7727668.64,5216744.18,2337082.89,13799782.66,9576085.66,6340378.85,3035218.81,12304452.92,9048382.44,6944230.07,3278385.97,16499809.95,11532237.23,14606141.44,6490641.65,0.0
7,管理费用,140311638.76,96263836.97,62419743.40,34046032.23,131502353.53,86199310.87,119226262.39,52202957.14,255577537.10,167377728.05,102988685.20,47362134.23,224254806.18,175661530.61,105193771.79,49591898.87,283692705.82,200361677.60,125988891.70,60147459.39,241055468.18,182764469.43,120832401.43,60992400.65,211356279.11,151787226.17,89836712.53,44467330.74,140493282.30,96972672.70,63104476.47,28021422.97,99135779.46,70525036.28,46449903.78,19634803.87,76661985.53,55874030.90,36224971.30,22458911.34,47928689.95,27823148.80,15226238.86,6082197.41,43300749.28,31567782.45,23346376.89,11099252.86,39262101.62,27713221.03,19733312.44,8029897.64,32269856.58,28142145.92,16124912.50,10633139.19,20601841.13,16750897.46,29665870.09,13631463.45,0.0
8,财务费用,-48610004.42,-58556225.99,-8582104.80,21551434.24,-85664361.89,-87461714.23,-24895473.50,48464419.33,61498021.42,45199023.62,23451711.89,6644442.41,-95659445.28,-41799086.12,-30042458.98,1545654.11,-69523185.86,-47829211.28,-14805284.13,-8932842.50,-42390018.75,-32917048.26,-23722938.11,-12725674.58,-45020684.63,-33083443.52,-20640237.18,-6846575.10,-23465836.05,-16306497.42,-11705882.33,-7819209.40,-13707086.70,-8530414.69,-8545369.01,-6068212.18,11135170.65,9205018.61,8938035.31,1608330.29,-3142101.77,1291731.31,-3198086.17,-3456289.58,-18080763.24,-12765658.23,-8945268.66,-5463293.56,-18055183.64,-663637.60,946946.60,-371435.67,1348813.27,3497507.85,-138001.78,-72397.62,2396402.27,7547841.07,9434250.29,1921920.40,0.0
