,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6937249987.89,4188962285.05,1853510592.05,13008429316.13,8967431038.46,6356728973.68,2778633072.94,13796828901.74,10100294683.15,6572851665.75,3301961154.93,12685237304.00,9031309003.08,5637335886.33,2543893712.92,13770698496.67,10027824302.10,6736772559.15,3162680445.28,15102244651.14,11031243345.70,7259782812.52,3747856285.49,16169744518.34,10929800941.25,7065489700.92,3227490601.25,12246093717.11,8514523642.94,5694424658.43,2230089799.43,11722697829.11,9179973573.28,6020072577.16,2931647000.85,12617943889.60,8444786014.61,5650010696.38,2948336863.65,11809001951.63,6068400921.85,3711339219.07,1422222163.62,8376301335.44,6865851997.76,4763038040.96,2177966041.86,13745018137.47,10637376414.68,7368375569.96,3704368513.28,9296954336.92,6394650023.86,4153667505.71,1696191402.73,4507200434.62,3249168779.39,2080644763.86,762708863.61,3080832298.88,2122241351.36,1414894804.98,2478946489.57,1971474684.51,1571354182.16,0.0
2,营业收入,6937249987.89,4188962285.05,1853510592.05,13008429316.13,8967431038.46,6356728973.68,2778633072.94,13796828901.74,10100294683.15,6572851665.75,3301961154.93,12685237304.00,9031309003.08,5637335886.33,2543893712.92,13770698496.67,10027824302.10,6736772559.15,3162680445.28,15102244651.14,11031243345.70,7259782812.52,3747856285.49,16169744518.34,10929800941.25,7065489700.92,3227490601.25,12246093717.11,8514523642.94,5694424658.43,2230089799.43,11722697829.11,9179973573.28,6020072577.16,2931647000.85,12617943889.60,8444786014.61,5650010696.38,2948336863.65,11809001951.63,6068400921.85,3711339219.07,1422222163.62,8376301335.44,6865851997.76,4763038040.96,2177966041.86,13745018137.47,10637376414.68,7368375569.96,3704368513.28,9292081687.11,6390139587.26,4149719689.09,1692697347.86,4504869403.88,3247557276.17,2079586888.25,762281623.91,3080939316.75,2124494264.88,1415373614.83,2479079624.85,1971550809.67,1571384691.00,0.0
3,二、营业总成本,6917206497.11,4226870748.43,1883436620.28,15374765229.58,10989098146.75,8063027021.74,2866389722.41,13763744343.07,10019678491.59,6551285756.50,3299544173.34,12586000375.53,8942820402.26,5621535027.77,2556317520.28,14483716174.48,10568473193.81,6927106527.08,3259264287.83,15207873041.86,11145509583.35,7302613703.44,3760354664.41,16491268078.61,11084346269.73,7315951332.80,3294174964.91,12909335002.38,9012321407.31,6060283706.19,2238540403.36,12380151328.33,9501659269.56,6159563778.98,2995000631.62,12639336577.67,8605879783.46,5836655867.18,2938637828.92,11708199644.80,6024990762.10,3695313540.18,1419167906.52,8483739460.03,6713624710.26,4629675799.17,2145312055.54,13740398612.59,10345843990.26,7140074671.80,3601551667.03,8657578591.64,5943556407.89,3842246255.61,1579412819.61,4399930490.72,3154647111.42,2017511865.54,737731489.44,2988351678.92,2045852742.83,1347295503.01,2393444646.94,1905093765.38,1528780074.52,0.0
4,营业成本,6653086567.38,4072696186.40,1839921911.89,13338167022.33,9201685264.49,6377286043.85,2744147158.24,13152844492.10,9620515880.61,6284390941.55,3144160896.02,11939467686.22,8508708202.65,5331388884.01,2403694578.10,13682210005.84,9893280550.09,6462784176.72,3006472306.33,14402598057.23,10528889438.27,6900770844.59,3504833167.04,15761323034.06,10509351529.22,6768606192.31,2962564743.40,12071389651.74,8321061864.18,5437878003.64,1925567548.68,11415505992.07,8789989651.61,5791906068.77,2785037891.42,11891947686.98,8062498300.96,5422084500.10,2782305707.20,11094305332.15,5588129419.25,3382670985.21,1220627817.60,7833821021.09,6204624664.26,4275903564.79,2074328729.64,12904704315.96,9895488959.85,6813118628.84,3420288603.19,8314924920.04,5707279124.99,3673794404.64,1517045591.99,4155585643.26,2991059283.64,1902522162.23,683974002.54,2785970564.45,1906513820.12,1254823265.83,2237428617.36,1760279159.43,1395705199.97,0.0
5,营业税金及附加,9610088.66,5579470.83,2316311.47,43416020.99,31661943.30,22646862.56,7047663.47,43338376.28,27079813.80,17475319.91,7665805.79,28160653.98,13094574.04,6992748.15,111482.23,15693433.89,34916695.18,10528016.07,773745.63,11794796.99,6728323.03,5433441.18,244940.14,11410476.00,5833869.52,3740351.65,2280034.83,9351561.57,2868323.18,2465272.94,1271545.85,2653424.88,1805978.61,905944.14,261436.61,35822533.08,10525093.76,9112082.18,195808.32,17810938.91,7860542.77,7562276.90,7273263.11,56816991.62,49480431.36,35534881.44,13765843.25,95052857.01,74722662.53,53928635.79,33794856.25,35619123.55,29939127.15,20081947.94,8886407.46,19293605.88,14293933.78,10493208.86,2977399.50,11621767.47,9304226.28,7330888.56,3880430.29,282999.26,8520095.01,0.0
6,销售费用,35820585.12,21688664.88,7231295.63,85576653.25,62731644.43,41875522.67,16244726.50,87648381.99,62641926.91,43174327.98,19589565.30,86867075.85,61518528.79,39455775.34,19900063.26,109493937.97,87785615.75,55686536.34,27669872.51,115125180.43,83488425.34,56642888.84,27116534.45,109268312.93,76179159.99,49268273.10,23700007.69,98418902.05,74452389.28,48687385.96,26905966.32,111845055.32,83167278.43,56907025.47,28049784.34,118759143.59,88482214.99,56541447.34,27941286.09,110450191.87,78868822.85,46181355.46,22253831.55,107489185.84,81402848.67,54514736.91,25296301.59,109372513.31,80061732.35,54599845.35,27223956.38,79810956.86,59780015.78,40205240.94,16497860.65,65113021.36,44453366.91,31671645.67,15858572.95,58794932.84,38918191.53,25837239.67,48342592.94,47292079.83,24828462.51,0.0
7,管理费用,97123274.00,62017307.12,22512850.97,310890715.78,128486046.87,101056808.74,44000392.61,282520276.81,151171510.72,93611478.62,51861195.65,280750376.84,184465985.49,121171831.76,69040578.83,304938169.68,211778242.23,137008123.84,63824725.62,312165397.97,205687657.41,127118304.27,56865697.67,310611513.99,199317571.27,130508424.95,61193587.46,302083550.74,214761686.45,154482462.42,77859276.24,346969382.00,248624886.03,169997642.29,80520264.84,333629586.93,241237979.39,168026148.10,84697311.22,330162787.12,238292124.47,168029344.97,89695953.90,338245565.43,201980622.36,138924243.48,68948184.63,308152323.26,187458301.67,141819148.86,77132652.26,171275812.43,108567348.90,85336396.83,28188157.56,118490771.20,75336014.95,51357504.79,22631818.57,89907000.54,60678348.26,39525089.00,65703255.70,56746092.44,63280799.86,0.0
8,财务费用,102439243.56,60455204.56,24048921.40,172662372.92,155554626.32,108959355.21,34693629.71,183581354.53,140425366.04,95377060.55,51695410.78,224565577.25,160019335.36,109618779.69,52412117.18,280988359.87,214606247.31,139586969.05,69991865.05,265191543.83,189840667.57,126454095.74,62620987.19,198780187.65,159270274.82,115723255.26,60170979.40,272702190.67,214609091.45,142339562.76,64778658.91,189674389.08,134189445.74,85582708.77,40493549.98,184026827.93,134597005.27,92300757.82,43631788.57,133301326.36,91408885.99,62539725.64,33460967.31,94346123.81,59857444.10,34614604.44,14100786.36,125770396.21,94339583.36,56149258.36,32639743.90,55947778.76,37990791.07,22828265.26,8794801.95,41447449.02,29504512.14,21467343.99,12289695.88,42057413.62,30438156.64,19779019.95,38089750.65,40493434.42,36445517.17,0.0
