,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3431706291.31,2668653704.79,1723735861.21,3078499379.67,1818737416.75,1189157278.08,860247906.93,3130132855.58,2196953905.23,1524396109.50,1137076979.68,3121759389.66,2025994692.97,1366576978.36,1002561498.24,2544923818.48,452101463.49,115171858.49,26945486.56,1466303262.40,1430691982.50,868720810.31,461751599.62,2163601350.84,1341348752.96,964923502.46,534315839.97,1623670675.97,1066181707.85,749464391.69,329670984.27,1335151123.85,887594008.23,647937582.89,270723122.34,1157476668.70,872502398.16,548910923.56,418839904.86,512956463.54,128927997.74,128102308.50,70062560.03,421570753.31,268242368.41,170618599.12,89052248.36,802987859.87,377944695.08,262005221.77,136800171.36,634730500.49,454201173.37,303521963.45,140711980.28,1019990254.71,672353357.18,432845430.64,223376061.73,790697167.00,519563817.86,351150385.69,165326984.82,630589706.60,409401760.27,258443779.85,139869886.63,293896691.03,218389462.11,143090488.71,65457623.71,310807345.07,188735653.32,326953938.63,261882144.55,486657470.40,274999883.40,483070382.86,278740011.84,225443658.68,0.0
2,营业收入,3431706291.31,2668653704.79,1723735861.21,3078499379.67,1818737416.75,1189157278.08,860247906.93,3130132855.58,2196953905.23,1524396109.50,1137076979.68,3121759389.66,2025994692.97,1366576978.36,1002561498.24,2544923818.48,452101463.49,115171858.49,26945486.56,1466303262.40,1430691982.50,868720810.31,461751599.62,2163601350.84,1341348752.96,964923502.46,534315839.97,1623670675.97,1066181707.85,749464391.69,329670984.27,1335151123.85,887594008.23,647937582.89,270723122.34,1157476668.70,872502398.16,548910923.56,418839904.86,512956463.54,128927997.74,128102308.50,70062560.03,421570753.31,268242368.41,170618599.12,89052248.36,802987859.87,377944695.08,262005221.77,136800171.36,634730500.49,454201173.37,303521963.45,140711980.28,1016808105.16,670638169.09,431686134.79,221430751.78,786859005.33,517505428.17,349421490.29,162720821.84,627007754.46,407751974.19,257152823.59,135311912.42,291888190.24,215148604.06,139083096.79,64750860.44,307288864.91,186702543.51,321960807.83,256163888.58,483864333.28,273934033.42,480702107.84,278617286.66,225443658.68,0.0
3,二、营业总成本,2773536350.02,2135556418.12,1415207259.38,2421221053.46,1312835849.17,809409750.58,582270168.29,2296249640.26,1646322575.11,1161099573.11,787616404.76,2375647904.42,1583943580.44,1062535438.59,804314488.33,1833407673.82,482148578.47,55691255.19,60788372.44,1356013769.70,1269150725.18,756817679.92,379835667.85,1774004459.83,1079400738.69,766554371.04,412424053.13,1250001330.72,808261620.90,527780316.79,234221740.46,1010226455.62,669694097.73,459436226.65,187370942.37,966187861.77,680707182.76,428152692.95,307198404.07,496435872.20,116350521.29,161725818.66,74323070.44,599727098.53,291678581.11,183999773.67,94718291.26,749734124.58,387037053.20,268707669.91,134614603.60,613078367.63,441778125.96,294132823.31,135259990.59,1008526766.74,659356535.26,422065122.31,218503733.87,777177578.43,503257404.39,340404071.07,159926105.26,611819109.28,396681926.01,247367827.05,136174566.99,284363557.39,210554070.59,137406687.98,63080683.77,295567627.10,168737051.76,302684883.36,240780814.69,441822442.00,254679703.09,428522513.28,236023481.42,190930598.05,0.0
4,营业成本,2454614074.45,1925799967.06,1325490052.17,2023081644.10,1045679377.04,647423522.34,465068757.69,1786779447.92,1374668420.18,981668110.13,650543411.69,1964037505.16,1303180593.04,919334589.17,662230795.78,1497683000.63,360532602.27,89284391.14,17040492.23,980938192.01,1024151292.97,598793292.85,300667086.07,1271522205.99,741179768.76,530912943.81,276991995.95,851756396.72,579808038.24,341361527.98,145807461.04,643965979.71,462780006.71,314671461.45,122245787.99,600362064.89,509144591.11,316928600.74,233895650.61,319151071.33,73715995.00,120247127.23,64515965.74,409477350.36,248675802.52,155017375.05,81959758.35,633350285.29,339805833.02,237671958.94,119253784.15,534841588.17,390946306.24,260051778.65,121286182.77,834393054.61,552713915.40,354608410.34,186050565.36,645098938.64,427305821.27,290493515.16,135690553.28,515004797.89,332430012.72,205774046.78,112045034.15,234849337.78,179608312.14,117887182.85,55043474.72,256594182.54,151922013.78,276103785.51,222015869.36,398714895.07,238418541.30,392399323.17,219995574.65,185670410.49,0.0
5,营业税金及附加,117075244.54,76290470.45,22857286.47,150271610.69,118496860.18,71287880.26,73293549.86,274907760.15,132476093.11,92719435.58,88517848.84,154762124.31,126101984.87,21497232.46,90555456.58,285879179.77,118302311.55,86000581.86,3771745.67,132836118.38,138886324.20,83376644.89,46142809.66,248360115.71,192117702.30,137779772.91,75077940.43,226848261.83,136056800.94,127850563.98,56949609.69,210157871.63,135220067.06,98046528.55,39787518.10,154153857.74,87075989.56,54430469.51,43208493.37,60599581.00,10389417.14,76790.99,654424.96,6965912.53,1583651.62,1396145.19,742105.59,23572948.77,2802518.08,1879740.52,1180453.77,9295193.56,4162881.33,3246649.40,144835.06,11495342.40,3777065.60,2349654.86,902848.47,5092955.59,2423463.74,1191075.97,708654.98,1952719.59,1758159.82,1195757.98,744706.29,2061059.62,554523.95,392826.91,99088.11,1198692.99,682554.76,974809.91,229354.29,1532436.08,321206.91,1315034.64,360708.60,377530.35,0.0
6,销售费用,76376129.49,44697439.68,40604383.65,97589586.98,55753527.33,30910449.88,20708098.62,104210970.86,77632432.15,43489109.92,22881697.83,112352644.27,80024631.25,55699155.31,23392222.00,84034727.91,67974792.21,33217014.84,18214197.23,85377144.44,53976259.70,35820617.15,13808478.20,123505491.23,80504589.41,48127801.89,34310727.53,64586404.83,34550164.65,20249717.14,9862386.42,63292385.96,37155803.16,25449237.81,14825104.47,71077548.99,50377105.35,32736349.01,16493322.60,28247216.34,13209922.72,5168297.28,2042756.54,16533902.98,9829631.83,6647767.36,4256087.61,17627534.09,12102442.14,8329835.84,3584686.03,19441496.94,14115769.12,9126526.39,4139123.92,98009075.41,60435510.76,35848069.60,20519544.38,74249101.20,39382616.19,28484579.29,13255202.88,54221192.93,34972867.15,25008704.72,13493153.01,19857499.27,8106982.87,5850725.96,3001344.16,12411711.67,6624497.92,11558750.66,9135343.01,18711723.67,6703938.24,15046392.77,6880449.88,3247204.55,0.0
7,管理费用,66172169.85,49161779.79,18107270.26,105642413.16,58228010.27,47833704.41,24301627.50,96767627.72,68165759.55,50258598.06,27614027.00,93626101.38,62977732.85,41013864.94,14304768.99,79621208.86,61796716.45,34478424.93,14745790.30,79975803.33,48939593.48,36300720.73,18972821.80,85523372.65,52529436.49,35846853.32,18110349.65,71642609.82,45727559.17,29989607.94,14301893.70,54364273.53,38011720.11,25303365.92,13331021.46,53084761.00,32974236.31,22973737.93,12894920.61,19647177.98,13732356.62,16850538.44,3974492.49,32228128.20,14525004.49,11358679.70,13805293.66,18497074.35,19107505.19,13810519.00,9238582.04,21072203.10,18819757.72,14670754.28,9584769.89,34725293.78,23380933.15,15834631.25,5856312.99,30421411.52,17719576.15,10531286.85,5553718.49,22401227.36,12980840.49,6172000.12,5233160.42,17770911.34,13134914.78,7374353.35,3682923.09,18426447.64,6891325.27,10392710.34,6985366.83,16640078.84,6562718.91,13284149.10,8340939.64,1576134.15,0.0
8,财务费用,59298731.69,39606761.14,8364338.45,45592666.92,36817618.32,14370642.66,-910781.18,29500059.89,-7552298.02,-8160319.56,-1603085.53,48773677.47,11000991.00,24341153.40,13697454.98,66295427.73,53911949.23,-6919364.34,7007385.51,77389571.45,3642455.66,2971605.13,466813.55,44620619.06,13069241.73,13886999.11,7933039.57,34314957.11,12119057.90,8328899.75,7300389.61,2552575.04,-3473499.31,-4034367.08,-2818489.65,-2199190.09,952710.63,900985.96,706016.88,13970043.43,5400489.81,19724147.73,3135430.71,40301899.63,14235275.67,8128401.26,2308344.18,24998069.02,13001243.49,8818889.25,6326306.73,21941684.92,15348131.35,8651834.39,3877229.45,29904000.54,19049110.35,13424356.26,5174462.67,22315171.48,16425927.04,9703613.80,4717975.63,18239171.51,14540045.83,9217317.45,4658513.12,9824749.38,9149336.85,5901598.91,1253853.69,6936592.26,2616660.03,5950524.04,2414881.20,5725782.34,2673297.73,6477613.60,445808.65,59318.51,0.0
