,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060630,20051231,20041231,20031231,20021231,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,24452857000.00,16639464000.00,8691379000.00,27405558000.00,20191491000.00,13495729000.00,6699781000.00,24838737000.00,18567114000.00,12425083000.00,6230537000.00,26620668000.00,21060894000.00,14976985000.00,7848192000.00,22830482000.00,16604864000.00,10915231000.00,5064037000.00,15991534000.00,11531428700.80,7432103000.00,3424964728.68,10478294000.00,7717846536.63,5123752000.00,2496355221.10,9114453000.00,6807475259.25,4772015000.00,2243664537.40,7462540000.00,5269932544.25,3490782000.00,1670926570.70,5305526000.00,3954610852.17,2563140118.76,1209111020.47,3627610531.53,2595864269.33,1741515812.97,886797802.94,3223670027.38,2271361337.16,1468173876.70,717175514.26,1925679366.10,1402212882.88,825096668.31,432167628.74,1509086335.01,741949132.90,1219448217.61,842594118.15,625986249.87,593037282.13,181102892.94,175888017.00,142090929.57,0.0
2,利息净收入,16395822000.00,11152685000.00,5641015000.00,21566727000.00,15861658000.00,10586548000.00,5366650000.00,20090600000.00,15098814000.00,10149535000.00,5078143000.00,21229688000.00,16649198000.00,11552170000.00,5927720000.00,18828679000.00,13713826000.00,8921379000.00,4184312000.00,13434681000.00,9639098017.37,6172933000.00,2873449883.73,9096271000.00,6713973619.10,4383568000.00,2155347161.93,7695515000.00,5719406367.87,3844479000.00,1818063376.30,6511796000.00,4672723296.11,3065631000.00,1451108657.11,4621844000.00,3328244701.81,2135210211.51,1008227255.11,3166853137.01,2232216923.32,1409819712.17,655541888.81,2596164947.57,1896452221.61,1274335862.84,632913068.54,1956236693.17,1395188698.66,855235288.34,407792948.61,1351881419.63,614867019.34,1116141372.93,882445395.54,214738507.13,121877971.80,156500248.39,166607138.32,125239763.25,0.0
3,其中：利息收入,41744069000.00,27842518000.00,13953476000.00,53500611000.00,39829585000.00,25976074000.00,12737165000.00,47121967000.00,35013719000.00,22892563000.00,11243541000.00,42882704000.00,35101220000.00,21855523000.00,11202845000.00,38380420000.00,28435626000.00,18570369000.00,8964817000.00,29578700000.00,21479857184.20,13906779000.00,6646290725.24,20768255000.00,15024717319.94,9439546000.00,4531374427.16,16741171000.00,12331261689.24,8158495000.00,3928261920.88,13002404000.00,9248181752.73,5708928000.00,2623835949.37,7622545000.00,5411522013.83,3466194821.92,1701066816.17,4948112708.16,3509254203.09,2236481356.16,1039861006.95,4538919863.55,3318955127.05,2167304880.65,1033473130.14,3402930326.59,2382052647.95,1472868612.21,753814098.49,2268374457.75,1014213925.04,1765069474.15,1454064027.36,589261891.18,434165259.36,454036583.14,434407786.35,398582954.02,0.0
4,减：利息支出,25348247000.00,16689833000.00,8312461000.00,31933884000.00,23967927000.00,15389526000.00,7370515000.00,27031367000.00,19914905000.00,12743028000.00,6165398000.00,21653016000.00,18452022000.00,10303353000.00,5275125000.00,19551741000.00,14721800000.00,9648990000.00,4780505000.00,16144019000.00,11840759166.83,7733846000.00,3772840841.51,11671984000.00,8310743700.84,5055978000.00,2376027265.23,9045656000.00,6611855321.37,4314016000.00,2110198544.58,6490608000.00,4575458456.62,2643297000.00,1172727292.26,3000701000.00,2083277312.02,1330984610.41,692839561.06,1781259571.15,1277037279.77,826661643.99,384319118.14,1942754915.98,1422502905.44,892969017.81,400560061.60,1446693633.42,986863949.29,617633323.87,346021149.88,916493038.12,399346905.70,648928101.22,571618631.82,374523384.05,312287287.56,297536334.75,267800648.03,273343190.77,0.0
5,手续费及佣金净收入,3185985000.00,2168490000.00,1062895000.00,3587967000.00,2774141000.00,1894078000.00,976996000.00,3488873000.00,2362072000.00,1615333000.00,844190000.00,3822617000.00,3155214000.00,2630777000.00,1457086000.00,3253217000.00,2626742000.00,1792871000.00,817313000.00,1953995000.00,1484899037.83,890124000.00,417817652.42,1180270000.00,818753468.56,580577000.00,270313884.86,925375000.00,704394163.20,489095000.00,233037426.09,730443000.00,524688826.88,344772000.00,167302864.20,474631000.00,366790139.61,236313446.47,95116892.22,328157700.96,247234710.67,164724112.22,64528161.91,220382723.61,147067708.22,71900764.14,20413912.10,65708223.24,39266855.95,28120249.51,9963876.04,58101960.99,36899181.16,42248733.88,28138302.77,20843025.37,16025039.62,22068991.05,17721619.01,14535273.56,0.0
6,其中:手续费及佣金收入,3595349000.00,2431306000.00,1200994000.00,4130520000.00,3135062000.00,2183676000.00,1118016000.00,3956856000.00,2652731000.00,1785442000.00,922148000.00,4178055000.00,3408080000.00,2739853000.00,1529083000.00,3435799000.00,2719317000.00,1856456000.00,850021000.00,2077646000.00,1576853681.20,954230000.00,448118873.61,1241851000.00,866101958.58,611410000.00,282797735.49,968528000.00,734235149.97,506705000.00,242042438.17,769519000.00,553718079.88,364302000.00,172856021.14,508748000.00,390383974.63,251970080.78,102110072.25,354996781.66,261831831.20,174169812.45,69477578.51,234295432.27,154307585.80,75294609.36,21954445.36,78635062.92,49834473.04,34707367.91,11851071.49,69861122.63,38877929.06,56130697.82,35537041.15,29924730.56,22928295.31,28602626.64,23073352.88,18024467.01,0.0
7,减：手续费及佣金支出,409364000.00,262816000.00,138099000.00,542553000.00,360921000.00,289598000.00,141020000.00,467983000.00,290659000.00,170109000.00,77958000.00,355438000.00,252866000.00,109076000.00,71997000.00,182582000.00,92575000.00,63585000.00,32708000.00,123651000.00,91954643.37,64106000.00,30301221.19,61581000.00,47348490.02,30833000.00,12483850.63,43153000.00,29840986.77,17610000.00,9005012.08,39076000.00,29029253.00,19530000.00,5553156.94,34117000.00,23593835.02,15656634.31,6993180.03,26839080.70,14597120.53,9445700.23,4949416.60,13912708.66,7239877.58,3393845.22,1540533.26,12926839.68,10567617.09,6587118.40,1887195.45,11759161.64,1978747.90,13881963.94,7398738.38,9081705.19,6903255.69,6533635.59,5351733.87,3489193.45,0.0
8,汇兑收益,291778000.00,396459000.00,917044000.00,-2421961000.00,-2406992000.00,-1710372000.00,1103019000.00,1514549000.00,820560000.00,639825000.00,244788000.00,-315747000.00,-105178000.00,-213666000.00,311476000.00,-986416000.00,-966135000.00,-167791000.00,147324000.00,-285167000.00,925313.17,-20676000.00,-190734286.67,-132780000.00,23815787.43,37289000.00,34933813.82,-17315000.00,11330909.20,7823000.00,4813758.20,35138000.00,13711566.35,12979000.00,4259614.18,19392000.00,18900823.03,9988209.33,4278242.26,14424959.12,10719804.17,5775547.46,2609583.71,45291506.13,39666078.50,33597668.64,-1803819.71,-291736.66,-209682.41,-209682.41,0,1444337.36,6347903.93,2783878.88,1816201.86,8165589.12,6577667.62,-116861.51,-9227447.83,0,0.0
