,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1203712101.71,804008085.75,521348205.08,256378526.65,980054007.48,720904514.88,490627387.46,234263890.53,917006880.25,492787789.48,320911489.67,167404688.51,654125647.42,486881253.17,326120641.92,164701739.42,650567189.27,461721176.26,281502603.09,129056232.09,554808496.45,422696681.87,286283432.89,145888152.83,549994136.92,435233801.98,280462570.06,98591507.20,502553636.15,384300157.90,273413802.85,139591161.18,486243589.49,366365590.85,261242553.76,128846817.28,437440268.22,301858781.09,197390093.95,110754323.31,360274663.25,256884066.22,151569443.06,29994469.86,320200643.98,278728413.63,0.0
2,营业收入,1203712101.71,804008085.75,521348205.08,256378526.65,980054007.48,720904514.88,490627387.46,234263890.53,917006880.25,492787789.48,320911489.67,167404688.51,654125647.42,486881253.17,326120641.92,164701739.42,650567189.27,461721176.26,281502603.09,129056232.09,554808496.45,422696681.87,286283432.89,145888152.83,549994136.92,435233801.98,280462570.06,98591507.20,502553636.15,384300157.90,273413802.85,139591161.18,486243589.49,366365590.85,261242553.76,128846817.28,437440268.22,301858781.09,197390093.95,110754323.31,360274663.25,256884066.22,151569443.06,29994469.86,320200643.98,278728413.63,0.0
3,二、营业总成本,1093361959.10,706086536.69,455685622.55,223149597.21,895428412.18,643136726.81,436881832.14,207001003.34,840268307.75,435978145.21,285248763.97,148007985.32,584546134.94,428880656.28,289103341.03,143413427.64,580206335.03,396412285.52,239262000.43,107042470.10,496084965.01,370849864.34,249277811.20,127069073.36,487908545.18,381549242.62,246714308.76,82418965.07,450999755.97,340629219.11,245738607.76,125982549.94,439707195.66,328883301.29,234843544.16,117450322.21,401833650.36,270363051.29,180498947.53,102003868.82,330290935.57,232711878.83,136022134.44,27509998.93,295665794.23,254908904.87,0.0
4,营业成本,933377549.12,616614235.34,396480064.61,194795346.59,768196413.33,577021973.69,395888989.32,192818259.92,730636471.84,399427202.69,261309487.02,135491337.93,512694158.21,389421609.79,265796731.02,134453964.72,512253587.39,361921069.14,218966247.64,98020332.10,455539780.63,343962844.88,233246067.89,120204566.74,441418188.60,347730502.70,224131760.30,73969923.84,409140153.35,308048952.07,223267785.11,117026940.33,403824693.28,303830890.38,217520011.67,109859171.21,357442375.82,246328033.42,161581965.17,92858592.40,296155179.67,212385110.35,124524973.24,24413700.62,264529833.45,227638743.78,0.0
5,营业税金及附加,5680293.12,2538153.97,1641738.87,275042.48,9341914.32,2683194.06,2248980.39,504055.90,6732355.63,3723061.78,2033261.16,582197.58,11612830.02,7404855.66,6373037.85,3894583.41,13980299.52,10685355.96,6778232.86,2882319.49,15488942.55,12848590.20,8809539.92,4550985.53,15257363.81,13189919.28,8797394.63,2882244.48,15657643.96,11963872.48,8598928.66,4421270.12,15494342.70,11670172.58,8417643.59,4171796.91,13617916.93,9094959.44,5803162.00,3705601.11,11763651.37,8240348.23,4891757.37,900476.15,10005134.40,8302047.84,0.0
6,销售费用,28138530.74,17786600.96,11454407.31,5186162.10,28697909.83,17647514.15,10355957.92,5312113.77,28183846.37,3981618.03,2235110.77,1235416.72,5113764.20,2892520.13,1963111.27,1125249.72,7016574.08,3553404.93,2383944.73,1206391.20,6630586.39,3676087.55,2503660.03,1152506.35,6631059.05,3738212.77,2322549.22,1129910.66,5570075.38,3481808.11,2289857.35,1111341.43,6669123.44,3806181.06,2496163.45,1114175.76,5817096.51,2772045.88,1718174.12,862959.41,4392025.02,2118393.01,1268073.00,536819.29,3246321.41,2745295.72,0.0
7,管理费用,84724071.63,53765343.78,36481800.03,18664064.71,71610076.36,40870123.64,34522504.20,15423463.64,83062706.52,39616208.20,25766910.18,12929863.28,71395783.53,41854880.80,25874984.68,11632152.51,61127176.32,30485463.74,19050954.25,9809292.18,42570206.88,26362410.75,16542234.20,7688534.38,37670516.38,22932659.20,14479412.34,6821745.83,26126880.09,16493808.77,10610467.95,5197751.32,23243024.88,14023653.30,9745832.80,4652927.17,25697185.34,10097098.04,6405990.07,3587355.13,19430450.71,9350295.31,4577964.17,1701264.42,14920926.13,12898486.16,0.0
8,财务费用,-11432460.63,-9162000.68,-6189900.75,-2546654.71,-12051586.36,-8960029.48,-5837860.25,-3054722.37,-13198291.19,-7698168.85,-5116465.56,-2483413.34,-17413930.54,-15307601.51,-13276948.38,-8005453.44,-18513582.59,-13914404.62,-10958929.50,-5085618.59,-23303614.81,-18278123.00,-12400260.01,-5954587.31,-12087394.85,-5877020.99,-4042295.60,-1211996.94,-11049804.00,-5399194.98,-3037573.56,-2499850.05,-10582858.29,-8567274.53,-4403806.88,-1713103.00,-3169365.45,-1242553.33,-211595.75,-87528.33,-655749.23,-408252.73,-266618.00,-42261.55,1314517.98,1629865.87,0.0
9,研发费用,52873975.12,24544203.32,15817512.48,7222106.40,33177926.26,13926487.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,-446470.36,-3544241.56,-52536.52,-296739.44,-4002167.52,4851218.58,-3071776.64,-979539.60,252583.15,1143529.52,2614391.41,2372424.59,312930.72,4342280.31,3681396.37,3041550.45,209753.72,-840936.63,2278053.96,576569.17,-572932.33,-981187.81,-165030.34,1025487.87,-1172862.80,5554807.19,6039972.66,4009142.25,725096.79,1058869.65,4119678.50,1067699.53,-634645.84,2428441.21,3313467.84,5201251.92,1076889.10,-794621.97,1025984.66,1025984.66,0,1649060.86,1694465.50,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,1516497.13,-3819199.92,-2116774.53,-1420215.42,-2218221.66,-2222203.03,-1181730.31,-863923.81,-687053.82,-2485981.26,-2332261.47,-1188740.85,-4298260.34,-3480788.64,-2227472.93,-745256.18,-4499157.43,-4848663.12,-3001157.54,-1490747.52,-616409.48,-56493.72,0,0,222747.20,222747.20,222747.20,222747.20,1612932.31,1018313.31,507946.68,172046.20,1631805.77,1442605.18,492342.54,123900.66,1191840.09,772449.21,357279.13,0,976754.85,355503.52,355503.52,1970.00,680729.88,241140.86,0.0
13,其中:对联营企业和合营企业的投资收益,1516497.13,-3819199.92,-2116774.53,-1420215.42,-2218221.66,-2222203.03,0,0,0,0,0,0,-4298260.34,0,0,0,-4499157.43,0,-3001157.54,0,-616409.48,0,0,0,0,0,0,0,1612932.31,1018313.31,507946.68,0,1631805.77,0,492342.54,0,1191840.09,772449.21,0,0,976754.85,353533.52,353533.52,0,361997.92,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,116010349.61,89588418.80,63248725.17,32132577.73,99559497.82,85918770.01,59225909.98,29734552.57,90034449.86,54323663.01,33330464.23,18207962.34,65281252.14,54519808.25,34789827.96,20543055.60,65861696.81,60460227.62,39239445.12,20523014.47,58107121.96,51790323.81,37005621.69,18819079.47,62308338.94,53907306.56,33971008.50,16395289.33,53166812.49,44689252.10,28183141.77,13780657.44,48168199.60,38924894.74,26891352.14,11520395.73,36798457.95,32268179.01,17248425.55,8750454.49,30960482.53,24527690.91,15902812.14,2486440.93,25215579.63,24060649.62,0.0
