,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,9589210837.07,6944090348.86,4595301162.92,2184745297.89,8910813202.13,6757566396.39,4735634009.41,2355598022.50,8114110395.94,6239081978.91,4365608287.42,2091393524.02,6965088878.56,5153751811.13,3511828524.87,1855678674.82,6856156786.29,5222663376.30,3737634350.73,1925561327.43,7002905221.76,5641708824.99,4154079462.91,2066288315.83,6710000403.89,5668392018.02,4155503863.27,1975725116.24,5601432454.89,4638112962.63,3027992591.89,1322418666.16,5367952706.23,4328123466.46,3013587624.23,1385055280.63,4617018822.98,3717725906.83,2660427613.01,1279771605.57,3255733105.22,2663845792.25,1697566590.69,715850591.57,3079505251.36,2587916202.96,1872406686.22,845548604.59,2662555166.20,2043964179.32,1319185614.55,570433220.54,1744902746.98,1383327560.27,872608090.44,373388057.95,1271713787.98,995211201.67,678023395.28,299113136.72,984389143.68,770820106.25,513956505.81,229007480.89,673792930.15,548701276.41,358165029.04,154917837.41,431175099.85,500259250.00,136865736.17,44500119.38,187935160.02,110005621.85,208818026.16,110699673.36,189711512.73,86386725.83,159400176.19,105349303.04,302587291.74,126374780.63,294459873.00,146339482.40,162493885.00,102500349.00,112739627.00,0.0
2,营业收入,9589210837.07,6944090348.86,4595301162.92,2184745297.89,8910813202.13,6757566396.39,4735634009.41,2355598022.50,8114110395.94,6239081978.91,4365608287.42,2091393524.02,6965088878.56,5153751811.13,3511828524.87,1855678674.82,6856156786.29,5222663376.30,3737634350.73,1925561327.43,7002905221.76,5641708824.99,4154079462.91,2066288315.83,6710000403.89,5668392018.02,4155503863.27,1975725116.24,5601432454.89,4638112962.63,3027992591.89,1322418666.16,5367952706.23,4328123466.46,3013587624.23,1385055280.63,4617018822.98,3717725906.83,2660427613.01,1279771605.57,3255733105.22,2663845792.25,1697566590.69,715850591.57,3079505251.36,2587916202.96,1872406686.22,845548604.59,2662555166.20,2043964179.32,1319185614.55,570433220.54,1742096517.40,1380159613.51,870410662.94,372434563.75,1268646273.70,995815802.14,679664822.86,301694387.81,977322942.43,765793423.26,510457823.06,226726716.99,668949471.44,543541025.89,355384125.35,153601544.33,430688741.76,498624688.00,136825033.31,44478188.44,187891131.78,109616820.92,198820165.87,105697639.56,174529267.60,73919480.70,129284383.83,89410111.19,302488775.58,126276504.45,293083592.00,146227590.67,162487533.00,102467017.00,112739627.00,0.0
3,二、营业总成本,9460048363.39,6766457922.98,4496305228.13,2171644325.68,8805901391.81,6616223151.38,4635587346.09,2332605806.94,7922944676.77,6012425974.12,4144796058.14,2008170192.52,6585553076.36,4865806020.76,3318321823.68,1779254656.29,6520308923.38,4933918327.31,3531586390.02,1852341682.96,6702442843.72,5349665285.78,3911275148.61,1957004853.57,6466853706.83,5432780935.89,3986220332.01,1911421146.10,5417917850.53,4487653652.44,2938225376.78,1303043972.74,5340805148.00,4297231973.07,2977508315.75,1383845671.90,4534756467.41,3612739638.24,2593903389.18,1265147358.59,3063007374.48,2519847176.30,1613022917.39,700185252.80,3009763326.60,2501896343.70,1786626591.66,806567418.72,2605773383.44,2018323785.29,1306404766.85,567854180.05,1706304955.15,1359459728.54,855704183.69,378444306.05,1367766337.31,992567492.75,677280513.33,297450482.35,989668775.85,783447461.81,527205075.89,235958443.59,727712263.16,559646955.17,367885266.67,158950202.19,440911445.26,500594729.06,145177508.68,42858832.42,185330893.69,108680272.99,196840606.16,92656141.39,159160735.58,65376491.17,105511460.36,81168397.16,253486291.50,0,258721161.00,0,139171102.00,88924870.00,102386423.00,0.0
4,营业成本,8567036904.76,6197227002.51,4092424821.31,1944289549.93,7839716472.55,5977258691.50,4188569227.75,2087572741.19,7156106566.78,5488130913.09,3811166082.53,1837837622.75,6009594407.66,4437517777.54,3004029188.92,1608726080.66,5812695028.81,4419532953.45,3148871308.96,1633272369.32,5838752938.63,4760343878.97,3523623892.18,1776889212.20,5659038199.46,4927045102.97,3598822094.12,1717018083.67,4817863206.56,4026496432.80,2623569516.72,1168782678.68,4857041481.99,3940050839.77,2747060989.72,1280539974.40,4087686018.15,3307131240.47,2373096111.94,1152430580.52,2672983511.86,2284531746.48,1456351843.23,617494269.41,2699602803.32,2262680425.19,1627980540.76,744271815.43,2361795447.28,1822071440.36,1174257754.15,510459507.40,1548459732.15,1214620196.75,761324527.37,329167985.79,1143894966.45,892618922.37,605941070.45,270789379.63,888306800.81,700763595.01,470078353.20,210751917.42,604630136.75,483946442.26,315064146.07,134202467.15,391062206.78,440882562.91,132140298.83,39957002.60,167583767.09,94431812.93,170003278.17,89037496.00,157088311.78,62364896.22,107489712.09,73051898.47,227160752.80,0,224995405.00,0,106620794.00,76285013.00,88238884.00,0.0
5,营业税金及附加,32624079.03,26002065.87,21178597.04,15024849.03,29088846.97,22046344.20,17733433.40,8666438.56,24380898.32,17958981.45,13948944.49,8967368.06,28931354.79,13226763.89,12069211.74,10903156.01,34540922.81,23324241.47,20231535.84,18159288.70,25661968.71,19756700.09,18838661.79,10600515.61,22234452.90,14167119.74,10384221.62,3088255.04,14095351.56,11680395.44,7600931.97,2958184.46,10126287.27,5900430.50,5025901.93,2498953.97,14381575.70,9916094.29,6180542.39,2010170.90,13260905.04,12244538.75,8038112.04,4032203.55,21259236.37,14655939.70,12577857.99,1939751.72,3184196.97,2310058.56,1605442.94,333433.40,4451441.03,3931279.03,3150771.78,1282111.49,2135780.37,1874144.74,1140144.79,168421.31,2179597.22,1495788.49,1119713.11,312915.43,2160530.03,1699927.71,1243905.59,295954.39,1840771.01,1128673.17,542015.04,72659.99,463423.53,786586.77,686525.66,527680.27,1000453.19,0,1564877.77,1188313.08,1349725.23,0,348184.00,0,640770.00,354144.00,177393.00,0.0
6,销售费用,225580921.39,163936234.91,110995250.44,51816051.20,219444492.48,160530385.20,103615619.98,43982396.81,177060963.00,125518548.27,75288388.63,37624295.25,157012198.98,115624970.45,76426514.81,37716119.70,164895044.07,134921999.56,90203326.70,46377023.84,198740012.27,141203609.48,94260838.39,39194424.98,173819221.03,140771221.27,95118473.83,38439915.36,142014625.42,116870855.29,70355308.64,25449371.09,90578855.07,76507493.81,46331770.08,21940040.44,71937387.46,64033719.36,45681487.55,22320087.34,66681181.69,48287003.07,31577605.77,14068028.55,51869301.11,43453798.91,28445362.91,10941146.29,51134438.20,43383269.55,27815108.08,14525137.18,36421554.35,30177365.82,16534170.67,8725117.15,23498220.51,19763724.11,16075800.92,6635634.16,21529780.96,16402024.76,9569530.50,4655336.60,15315674.70,15449232.61,11346870.89,4005968.68,8594289.67,12263229.92,3021192.79,1296837.83,3428131.39,964126.55,2156198.64,1402723.13,1405427.45,613172.97,1224167.82,830502.82,7144209.78,0,7756532.00,0,8406842.00,6930099.00,7347263.00,0.0
7,管理费用,351880992.00,206906634.51,135172806.58,68309884.48,319107827.01,222037560.69,267423629.03,136465298.37,529350759.55,371247113.74,236536152.60,118162537.49,488194882.05,343829644.50,233889042.22,107194380.32,551846198.32,383734909.74,257836639.77,120218164.96,571314911.81,366421852.20,228177303.26,99541528.05,538695413.42,319545522.75,211431742.90,99922285.81,364055025.02,265736387.79,168840365.85,78679570.93,287508587.12,192939145.11,128640637.13,59755770.71,281366445.42,163617160.80,101447316.52,51495390.68,245599289.21,134434308.95,90284348.10,41732364.21,166047987.96,121498847.27,83335294.41,35461615.35,130233655.68,92794432.56,59170156.83,26093103.34,74522096.76,75364736.72,53427638.67,25137882.42,155773130.49,47989645.61,33640684.46,12338714.33,48802487.99,40844753.08,29460121.36,10760878.98,74187399.01,33296483.80,24343386.99,10973157.54,19981723.72,26957992.41,3025847.34,-587104.25,9341630.77,16112920.56,21307395.77,169811.75,2056218.36,3627594.64,7372008.01,3407748.19,11790103.10,0,19040177.00,0,17145875.00,3616814.00,4894883.00,0.0
8,财务费用,-34592912.49,-43311453.18,-18738505.35,16195182.94,15474288.98,12821326.17,21229046.37,25196499.02,18296733.94,-4522312.38,-19574101.47,-12521395.11,-106613010.97,-49930957.89,-24743750.25,313517.48,-105193556.07,-38528559.79,-7264604.14,10058572.52,-6176417.35,13383394.43,2524935.05,-4895275.65,103104.90,-1205945.38,12488864.82,12961697.12,48020345.92,31639392.99,33958900.79,6124822.55,65188484.70,46835208.48,16927447.87,4294605.92,59540811.08,47420823.28,46877330.74,25719934.23,23022186.28,23241228.93,19658289.80,13283915.43,63532789.74,55346218.03,29970690.86,9294409.19,63556913.49,45834818.48,31626539.07,16442998.73,42450130.86,35366150.22,21267075.20,14131209.20,42464239.49,30321055.92,20482812.71,7518332.92,28850108.87,23941300.47,16977357.72,9477395.16,31418522.67,25254868.79,15886957.13,9472654.43,19432454.08,19362270.65,6448154.68,2119436.25,4513940.91,-3615173.82,2789488.57,1589372.62,-2491873.88,-1229172.66,-12139305.33,2689934.60,6041500.59,0,6580863.00,0,6356821.00,1738800.00,1728000.00,0.0
