,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,16195946797.21,9148461566.08,4514773490.97,23856487366.62,18085343862.02,11302729862.68,5490474983.61,23855512379.95,16859806240.53,10321881084.11,5024584279.27,19154527743.10,13282950673.51,7511458630.46,3506496422.67,10807023798.60,6551035095.05,3411994989.11,1604451005.65,6428273279.53,4706347397.64,2944813381.67,1309474827.49,5102060114.85,3826778276.35,2487262293.35,1123725073.41,4436159748.06,3194046088.09,2048973584.32,880760452.74,3762432529.90,2938954331.23,1976632873.81,947997690.23,3616244164.29,2644961484.53,1639470941.14,748242602.06,2369697591.30,1643172347.87,956275454.58,357467749.87,2383859683.21,1901134152.56,1258816791.44,579318838.20,2315736506.96,1648368529.99,1014379572.39,442693901.75,1959221794.70,1413453368.11,840468999.19,380966198.14,1475744943.52,1067067815.86,656407519.21,268903946.43,1188178318.88,859329696.98,532968002.47,222892385.47,895233151.28,636945208.27,403044630.25,182432947.62,679878180.41,470938693.01,287247286.67,576843735.65,428701861.85,0.0
2,营业收入,16195946797.21,9148461566.08,4514773490.97,23856487366.62,18085343862.02,11302729862.68,5490474983.61,23855512379.95,16859806240.53,10321881084.11,5024584279.27,19154527743.10,13282950673.51,7511458630.46,3506496422.67,10807023798.60,6551035095.05,3411994989.11,1604451005.65,6428273279.53,4706347397.64,2944813381.67,1309474827.49,5102060114.85,3826778276.35,2487262293.35,1123725073.41,4436159748.06,3194046088.09,2048973584.32,880760452.74,3762432529.90,2938954331.23,1976632873.81,947997690.23,3616244164.29,2644961484.53,1639470941.14,748242602.06,2369697591.30,1643172347.87,956275454.58,357467749.87,2383859683.21,1901134152.56,1258816791.44,579318838.20,2315736506.96,1648368529.99,1014379572.39,442693901.75,1954598699.24,1410040219.43,838627581.45,380661590.12,1474759917.68,1061852373.85,653997788.40,268343938.21,1184948623.19,857971646.05,532147218.70,222716028.84,894009142.91,636213778.67,402687245.71,182241118.37,678721050.38,470109044.44,286655132.56,575482098.19,427762348.65,0.0
3,二、营业总成本,16778012821.49,9773726809.87,4883980329.74,25138902115.55,18140888736.67,11335927625.11,5526595448.03,24369485949.77,17436781633.47,10777368300.18,5259950791.09,19783651587.30,13858250592.35,8022318668.94,3735929687.07,10974531561.63,6451522583.06,3258999179.59,1536674463.60,6208384279.29,4523399996.65,2867002635.58,1297740323.88,5036173035.60,3759539336.12,2434137305.28,1114868435.87,4588070415.55,3249035932.87,2079831060.94,940912048.18,3776854955.93,2815687518.45,1875874996.71,895466384.70,3362650315.47,2425614293.98,1504142221.53,698365068.81,2328131265.58,1628830346.47,977520105.48,408083893.80,2290508282.50,1783232973.38,1181859870.60,546429246.61,2102803229.81,1501465294.95,943559442.83,423432287.03,1805269196.56,1310942971.87,792506645.84,365887871.89,1381534132.54,999881705.11,620440685.44,257862445.59,1117433825.78,793921454.49,497980638.97,210172353.11,828902683.53,594582867.02,382369136.72,170640947.21,605457912.87,413663589.13,248673069.27,505530048.07,375162614.66,0.0
4,营业成本,14506581778.96,8297399848.48,4148858484.70,21130758310.68,15856583824.66,9904347935.64,4817087099.16,21061012696.99,15171435981.44,9286201394.57,4531567199.23,16890615727.35,11778111689.09,6658835200.82,3111283097.74,8879616045.34,5229213513.11,2649043019.12,1244101440.06,5069670304.55,3753712085.60,2335947043.75,1056880816.58,4091724190.38,3063872831.15,1985753720.31,894637293.62,3804287428.95,2702233081.48,1727855508.60,781707074.04,3088665132.18,2345830069.58,1573498501.55,745518181.05,2731641140.60,1997318787.18,1222088301.90,567717752.14,1902380071.80,1323505965.12,787396445.99,320138722.02,1900665647.16,1483213007.91,974139038.28,445111609.56,1747593616.10,1277369830.82,789982142.95,347259859.86,1516379418.56,1110098467.38,675526603.32,303577110.53,1161696144.20,845917276.45,527315999.25,214700305.54,938309279.08,677846951.28,426463166.11,178783601.89,706139990.08,505233910.30,320763698.76,143740085.45,506764384.97,342466917.03,204553468.57,445619437.25,330135334.62,0.0
5,营业税金及附加,26247652.69,17443554.92,8427302.31,45921812.58,32110395.35,23133111.60,11650495.62,53472373.75,41174936.58,24986366.81,9083058.20,31518458.33,13021697.63,9285070.19,4461316.40,14264966.23,9712600.17,6127572.02,2391039.07,7178240.13,4430599.70,3058286.56,1253538.90,6592714.50,4669465.08,3212594.08,1291705.34,7538780.13,4626914.50,3051089.48,2221031.75,8467168.21,6597667.88,4216495.41,1519730.62,4999424.83,3439627.38,2140427.02,967273.50,4764632.59,3733695.84,2735546.98,1399055.30,8424688.53,7540461.45,5001236.76,2087065.98,9804022.01,6317456.65,4548453.15,1828162.66,9651986.73,7007318.81,4438425.96,2412219.39,7754113.99,5237356.13,2930655.00,1406671.48,5601514.78,4265410.60,2852323.48,1282524.19,4122758.18,3494112.70,2457138.13,1061905.42,5033839.60,3361772.80,2330301.90,5004620.36,1864980.97,0.0
6,销售费用,198359753.46,127665856.28,64459043.18,285371372.61,183945007.44,115326114.58,54921886.31,241288563.81,173911169.40,110715359.02,54427607.04,233564988.81,162935240.69,107964725.98,54422910.50,150389239.94,91754629.80,46011484.27,19479086.73,87078031.12,61714477.19,41757544.40,16378221.92,82778960.79,55700895.79,35976611.73,16200798.83,67027594.94,41720642.94,25438044.99,11298077.59,66936069.37,36156982.50,23427811.34,10915656.90,68692456.62,41417496.25,27602335.16,11963365.89,53099370.43,36016057.60,22394511.86,10296513.60,44614527.31,33533253.61,20560318.32,9518223.73,40072911.21,30153366.96,19250198.68,8385554.58,34126861.25,24984033.86,13109021.15,7359205.89,32188422.56,22689160.87,14212156.81,7042263.51,26330687.14,17501121.08,9751279.22,4615647.80,26226180.47,19476143.77,13327282.09,5620271.83,19323310.11,13322882.32,7686369.41,9217085.32,5673488.70,0.0
7,管理费用,814120688.05,548961703.54,245961758.35,1110520305.93,846789977.56,805049674.67,411463845.67,2008168320.07,1266086728.70,814888008.70,394874975.10,1595104711.24,1173956610.01,772423830.64,342324963.81,1308531865.10,775969696.45,421183914.65,208110758.99,805133988.75,531007540.28,365523778.71,165623998.93,674905048.54,492687749.05,311925466.85,159088558.19,539285731.77,379876169.33,245534290.74,112306859.58,509685589.60,357894379.77,233069283.04,118848977.73,466239340.43,305485731.06,197921025.57,93330574.69,282732083.66,193535443.45,115389146.18,50228818.95,226232175.64,167062777.14,117064723.59,59390299.45,182196659.90,135844368.46,94285055.96,36306896.69,133929280.59,90487879.42,52824949.04,26751975.99,100497613.33,70979873.99,43554141.10,20327556.56,84177050.40,53334944.03,35438338.60,17169830.41,64504241.53,46158372.80,30943232.14,12354509.01,49428043.07,37303761.78,23375094.52,31591443.80,25512604.72,0.0
8,财务费用,656944570.47,433622362.49,247960718.09,1131025122.06,723770671.70,473643029.87,230851809.60,982850195.77,776512623.99,532985243.63,268117049.10,964299811.14,704770670.81,443728809.04,221231490.56,590854186.59,331397103.92,118837368.69,57515435.52,223981956.34,169057282.63,112941167.15,57518086.96,176261399.20,134862668.50,89547616.48,43852039.35,157255118.32,118100276.10,75773076.94,34536896.99,100159054.40,67189229.98,40753683.04,18151681.72,90324255.52,75285815.07,51372912.92,23312155.98,77154949.38,68156763.76,46723248.24,24758570.50,114433203.19,87962833.56,61597362.09,30072901.11,107341154.17,69274378.88,53019153.47,29651813.24,111181649.43,78365272.40,46607646.37,25787360.09,79397838.46,55058037.67,32427733.28,14385648.50,63015294.38,40973027.50,23475531.56,8320748.82,27909513.27,20220327.45,14877785.60,7864175.50,24908335.12,17208255.20,10727834.87,14097461.34,11976205.65,0.0
