,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1424632141.63,1020473003.54,664285516.50,339657775.61,1317047833.10,909039613.63,617087663.38,308481615.21,1273172640.41,937137205.73,609177447.24,296153473.61,1167130467.61,876264317.86,590689161.63,304690112.71,1242854202.09,940896483.48,626639821.70,341939033.75,1529371071.88,1137254346.22,758084101.82,380775200.73,1542275844.34,1117953790.16,767053163.91,404524854.20,1615210072.95,1222727490.46,808077631.67,394710377.06,1500380962.89,1080115021.15,698838666.40,330812209.75,1218564439.61,878735464.83,588533199.23,291218042.13,989177020.62,720482790.38,458996619.63,214333398.60,984607224.76,758594882.18,498401970.90,220275359.08,848203562.58,625433434.72,414775798.01,202502543.55,800474068.28,255214364.38,174772250.44,0.0
2,营业收入,1424632141.63,1020473003.54,664285516.50,339657775.61,1317047833.10,909039613.63,617087663.38,308481615.21,1273172640.41,937137205.73,609177447.24,296153473.61,1167130467.61,876264317.86,590689161.63,304690112.71,1242854202.09,940896483.48,626639821.70,341939033.75,1529371071.88,1137254346.22,758084101.82,380775200.73,1542275844.34,1117953790.16,767053163.91,404524854.20,1615210072.95,1222727490.46,808077631.67,394710377.06,1500380962.89,1080115021.15,698838666.40,330812209.75,1218564439.61,878735464.83,588533199.23,291218042.13,989177020.62,720482790.38,458996619.63,214333398.60,984607224.76,758594882.18,498401970.90,220275359.08,848203562.58,625433434.72,414775798.01,202502543.55,800474068.28,255471085.15,174772250.44,0.0
3,二、营业总成本,1413638814.01,1011575031.66,662279295.59,340632941.22,1370617882.21,1001584128.72,675402963.83,345778855.93,1339851448.01,996574741.16,656117450.75,306013776.21,1220537336.40,917656134.05,618067636.09,311651014.56,1248590034.22,950435279.98,639433835.43,350147478.49,1540254929.89,1137328719.48,760111605.08,381994352.20,1480553974.23,1029711850.97,695687475.66,368042673.68,1527794633.84,1127007203.94,755597048.20,364998388.23,1396381147.31,992191125.29,641365572.06,298282325.36,1150390932.48,826179828.28,544974157.19,268241031.09,912478799.08,655122028.67,418101739.51,196735637.81,887716678.64,646537307.48,411688406.55,184856313.66,751003940.25,533269096.39,349409624.63,169366717.21,704075151.06,194902384.09,105268399.20,0.0
4,营业成本,1044390924.97,736401402.00,483274361.93,251021908.77,966945695.74,699599577.45,463057171.17,229056425.69,959450336.04,711532421.63,467490373.33,196881620.10,867573587.70,654728919.42,437422959.80,207686919.99,941885666.84,711246307.87,477415794.39,255314597.23,1201576077.59,884289367.95,583616224.10,300091852.76,1161522016.89,802840032.73,539227243.39,283202028.93,1195296493.04,876398441.99,578590219.54,271999357.40,1089068921.23,765903908.90,489241293.01,229303103.57,871536970.77,635463303.71,415398473.26,197059081.28,691672601.34,496035363.33,312018465.53,137669680.68,662136194.90,489259349.60,306374001.85,132227360.67,561559207.66,387364129.33,250157778.26,119052002.72,497620625.61,134501252.19,67484423.32,0.0
5,营业税金及附加,10371676.89,6835024.42,2760764.45,1971734.85,11080530.25,8223426.24,4781754.15,1281069.39,10178789.92,7284917.03,4324414.76,1996531.49,5665414.78,1483258.08,1058355.97,427525.29,4508679.17,4476085.43,2813584.50,1759396.94,3464496.58,2362000.99,1611525.90,432901.43,2922444.66,2583722.38,1980209.29,1235667.67,38508069.80,37279272.33,25328261.66,13586710.49,47458616.00,34770116.42,22610471.71,10769290.99,37273292.13,26479412.75,17603628.94,9464601.51,33109727.06,25694820.12,16295105.17,7598919.28,35591718.40,27184675.38,17577973.22,7827993.44,30085671.71,22148350.96,14626551.28,7032570.67,28707060.17,9090009.77,6105947.03,0.0
6,销售费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,管理费用,199648197.39,151379644.00,99686129.84,46697765.34,206040598.75,152287697.48,114051318.07,74517977.04,203546417.01,156434902.71,105597776.65,67137075.79,227621878.42,172963810.77,118704914.83,69798545.59,230549792.59,179724135.08,120456770.41,69584047.29,261366547.83,191311398.57,135546975.75,61734878.82,250070969.84,173977024.49,120077091.62,65608449.24,235454250.66,168385596.09,119718767.85,62898118.57,199039007.08,143002259.36,96319460.78,38736406.69,186677961.23,123385607.57,84894928.06,45606250.27,159868383.34,109216342.46,72104482.68,42143868.12,150445015.54,110272286.03,75720555.88,38398381.07,134222722.88,102084215.99,68057192.09,32545032.73,154531554.14,49316517.21,31908324.82,0.0
8,财务费用,159228014.76,116958961.24,76558039.37,36510031.67,173345809.43,135304477.40,87275260.28,37566260.42,157833522.83,112914046.59,71786240.85,33402216.08,115290698.74,84049192.02,55854898.52,28496094.69,72676203.95,52769244.43,35906744.09,18739207.03,72579743.03,55789865.83,36383966.46,16538602.50,65063040.57,47828473.55,31674957.87,15522074.74,57910072.83,41939739.91,29682406.94,15163831.16,60802767.57,46064683.31,31196299.99,16371085.47,53728731.45,39084029.80,25055102.19,10693866.98,27288363.49,20804399.57,13918921.43,4885040.14,33276705.33,17073216.56,10187976.89,4196468.54,24765121.92,19977144.51,15082676.39,8200380.41,25327646.91,1994604.92,-230295.97,0.0
9,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,4431500.59,13205248.04,6168950.15,6237460.16,3357123.39,8842382.21,8408453.20,6918645.16,6596332.75,4385756.76,4430953.76,5026506.97,5241929.00,-1030308.33,2219507.17,2840942.04,4750230.00,1268064.86,3576086.14,2952912.87,3196116.69,975502.27,2482597.82,2727973.49,2474453.10,625747.51,3004153.62,2277392.21,1350370.61,11835.43,2450157.30,1998046.57,3102438.64,1173976.90,1767474.45,2022024.74,5417231.05,539723.85,3371103.19,3764764.70,4438129.59,6267044.47,2747779.91,1827898.71,2206109.94,371216.08,1695255.60,1485426.61,2536730.68,-2111735.77,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,52268372.80,36424744.78,28956386.37,11999626.88,68396364.78,73459631.04,55981616.84,37346621.79,37291119.20,31441484.63,17247731.02,3694811.64,51000711.47,39555635.67,26331487.70,8387518.68,44091778.93,38208516.19,30050406.00,14233706.20,63304331.18,58029934.21,40371859.41,17913786.82,79193669.92,67853581.86,38452610.62,13510811.93,55614488.34,62563702.43,47688823.25,18295917.30,54486144.39,51484070.14,28282282.46,6540549.54,57023917.23,46041562.43,25480774.39,5214099.69,12627560.32,10551117.30,10540507.06,3077653.17,4300939.91,106109.24,-3884648.35,-6152369.28,12881747.58,14073041.38,11136813.66,4751430.55,7189380.00,21163.79,0,0.0
