,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20111231,20101231,20091231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,503888630.65,334970432.36,112904137.78,725313652.19,536945554.60,355897354.31,117907754.50,667843632.44,453483026.35,286925476.79,89074914.88,508102328.53,322278139.54,215367817.09,66344299.51,410708151.59,273575976.37,170864444.23,61202688.52,378621821.51,252326270.06,162905212.85,40316511.47,308640548.53,195802900.00,122368934.75,27668995.01,230376852.66,141825800.00,226861284.18,200187868.29,133954734.63,0.0
2,营业收入,503888630.65,334970432.36,112904137.78,725313652.19,536945554.60,355897354.31,117907754.50,667843632.44,453483026.35,286925476.79,89074914.88,508102328.53,322278139.54,215367817.09,66344299.51,410708151.59,273575976.37,170864444.23,61202688.52,378621821.51,252326270.06,162905212.85,40316511.47,308640548.53,195802900.00,122368934.75,27668995.01,230376852.66,141825800.00,226861284.18,200187868.29,133954734.63,0.0
3,二、营业总成本,463362885.42,308291577.93,113865531.23,662351662.05,483489806.39,314481306.00,109516545.42,537446872.67,361742138.00,218614687.54,74611226.38,362827819.97,224915540.73,147195369.61,52435237.86,279343847.58,193792002.87,121535344.19,51372001.42,259084388.58,172296869.58,113989922.50,34269631.67,210880376.66,0,86931752.02,23500151.16,161944494.07,0,156248551.86,138117639.25,102856279.82,0.0
4,营业成本,337953026.64,225005940.27,75581189.75,461044605.00,342637118.42,221472952.30,70079136.25,364742098.55,248861904.33,148014639.14,48413459.56,256842191.50,162403642.62,107633874.96,36699207.69,199950701.71,137601218.58,87639465.74,33960345.01,182116055.82,121838192.86,80599018.22,20461297.08,146984500.45,0,58887050.39,13191393.38,110048995.00,0,105457832.56,94908437.56,70690960.11,0.0
5,营业税金及附加,479972.55,333765.37,139480.85,4516741.87,2853182.72,1805175.25,610668.53,5670808.04,3215798.15,2092050.71,617375.45,5123117.40,2723827.53,1911774.51,527460.07,3653432.87,2414871.54,1421975.05,448885.10,3484285.37,2304560.69,1569152.44,328434.29,2485846.09,0,941946.30,195244.98,2165955.26,0,2025110.54,1645410.89,1002780.08,0.0
6,销售费用,62734064.50,41055253.88,19851951.70,89465303.05,66741677.63,42785181.93,17140011.91,89379026.66,62780643.89,41543022.91,14959211.86,54019223.49,32735519.81,19711200.15,7240456.98,36435707.65,26874146.18,16255097.23,6552968.17,35569250.71,22835184.33,15196614.90,5813931.22,29193981.32,0,12042119.42,3229260.89,20578655.57,0,23206179.41,16074136.30,15942282.35,0.0
7,管理费用,45904785.55,30106322.98,13393119.72,68607698.96,45631883.75,49191865.38,22685880.87,82340136.55,52802886.36,32383364.75,14782713.63,53896047.13,33041626.38,21043661.24,10112843.96,47695658.26,33642663.90,22573995.38,12239411.61,42355918.12,29113800.92,18107056.44,8395809.98,34425067.60,0,15884955.62,7468397.34,30735235.75,0,26214647.26,25302223.23,15107327.93,0.0
8,财务费用,-5634802.03,-3399030.69,-435155.20,-184598.64,-1041946.45,-1110440.87,-999152.14,-6193489.85,-5824142.05,-5324368.28,-4161534.12,-8725664.31,-6532959.21,-3649024.85,-2144730.84,-8895332.16,-6946562.30,-6560837.40,-1829608.47,-4674686.76,-3834120.50,-1524437.99,-729840.90,-2132821.75,0,-792098.49,-584145.43,-1495589.66,0,-239584.31,-221687.40,-48041.55,0.0
9,研发费用,21925838.21,15189326.12,6458699.97,34446689.77,26331318.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,-1123755.56,4455222.04,336572.01,336572.01,0,1508292.72,-94952.68,-94021.69,0,1672904.76,543883.60,543883.60,0,503679.25,205664.97,205648.19,0,233565.32,39251.28,42518.49,0,-76197.05,0,-32221.22,0,-88757.85,0,-415633.60,409118.67,160970.90,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6567.12,6567.12,0,0.0
12,投资收益,9401043.19,3921145.03,3268157.98,35733970.47,37310599.15,7533245.62,1533424.66,11120657.69,10889383.57,6839082.20,4494068.50,636273.97,360109.59,0,0,3306361.63,2403315.06,2403315.06,343726.02,245748.86,54077.63,54077.63,54077.63,0,0,0,0,0,0,78131.51,102783.57,0,0.0
13,其中:对联营企业和合营企业的投资收益,-302772.12,-302772.12,0,-1093262.34,27313275.85,0,0,-82995.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,49089018.38,30269745.17,2400452.34,99851672.54,92043848.51,49940538.80,9924633.74,143419525.92,102630271.92,75149871.45,18957757.00,145910782.53,97722708.40,68172447.48,13909061.65,134670665.64,82187288.56,51732415.10,10174413.12,119783181.79,80083478.11,48969367.98,6100957.43,97760171.87,59338900.00,35437182.73,4168843.85,68432358.59,39333400.00,70684296.71,62179579.73,31098454.81,0.0
16,加:营业外收入,6109823.67,6072402.10,6084127.58,13376991.48,12627308.10,11571708.95,3037398.12,6642310.80,3806042.93,1045743.08,868700.54,1210184.24,864794.43,131912.97,44523.16,6332975.64,6042585.83,5340663.53,32938.55,3066201.61,3659121.96,2392216.00,0,3151612.12,0,0,0,3343942.00,0,4169000.00,3194600.00,213450.00,0.0
17,减：营业外支出,57511.97,2369.61,0,386300.88,84985.58,111.60,0,1038035.84,406988.66,210000.21,123800.21,328836.62,264829.46,165147.82,266336.49,313145.78,105541.90,-17169.63,61202.69,522169.96,225732.40,26311.35,40294.51,240414.47,0,122368.94,27669.00,340376.84,0,277001.29,371932.88,171286.67,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,0,199992.20,199992.20,199992.20,199992.20,1205.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,55141330.08,36339777.66,8484579.92,112842363.14,104586171.03,61512136.15,12962031.86,149023800.88,106029326.19,75985614.32,19702657.33,146792130.15,98322673.37,68139212.63,13687248.32,140690495.50,88124332.49,57090248.26,10146148.98,122327213.44,83516867.67,51335272.63,6060662.92,100671369.52,60335300.00,35314813.79,4141174.85,71435923.75,40724000.00,74576295.42,65002246.85,31140618.14,0.0
20,减：所得税费用,7187588.90,4374988.32,1316097.05,11138081.50,10843569.56,10080869.60,2392792.58,22834379.47,16556518.17,12143726.89,3345417.97,21520539.90,14352077.98,9929349.26,2053087.25,19904950.96,12376557.06,8068005.86,1541438.68,17645687.03,11964265.01,7442699.85,1107519.61,14620181.01,0,5171098.77,621176.23,10224334.56,0,11123922.82,9124953.82,4166329.92,0.0
21,五、净利润,47953741.18,31964789.34,7168482.87,101704281.64,93742601.47,51431266.55,10569239.28,126189421.41,89472808.02,63841887.43,16357239.36,125271590.25,83970595.39,58209863.37,11634161.07,120785544.54,75747775.43,49022242.40,8604710.30,104681526.41,71552602.66,43892572.78,4953143.31,86051188.51,51505700.00,30143715.02,3519998.62,61211589.19,30667800.00,63452372.60,55877293.03,26974288.22,0.0
22,归属于母公司所有者的净利润,48965919.89,32228088.85,7841666.96,104405332.77,94860934.56,52862656.26,11365942.24,129202336.52,91105513.35,64882843.30,17299340.04,126481404.49,84399957.92,58249071.25,11634161.07,120785544.54,75747775.43,49022242.40,8604710.30,104681526.41,71552602.66,43892572.78,4953143.31,86051188.51,51505700.00,30143715.02,3519998.62,61211589.19,30667800.00,63452372.60,55877293.03,26974288.22,0.0
23,少数股东损益,-1012178.71,-263299.51,-673184.09,-2701051.13,-1118333.09,-1431389.71,-796702.96,-3012915.11,-1632705.33,-1040955.87,-942100.68,-1209814.24,-429362.53,-39207.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.370000,0.250000,0.090000,1.190000,1.080000,0.600000,0.130000,1.470000,1.040000,0.740000,0.200000,1.480000,1.010000,0.710000,0.140000,1.460000,0.920000,0.590000,0.170000,2.050000,1.410000,0.870000,0.100000,1.910000,0,0.670000,0.080000,1.360000,0,1.410000,1.240000,0,0.0
26,稀释每股收益(元/股),0.370000,0.250000,0.090000,1.190000,1.080000,0.600000,0.130000,1.470000,1.040000,0.740000,0.200000,1.480000,1.010000,0.710000,0.140000,1.460000,0.920000,0.590000,0.170000,2.050000,1.410000,0.870000,0.100000,1.910000,0,0.670000,0.080000,1.360000,0,1.410000,1.240000,0,0.0
27,七、其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,47953741.18,31964789.34,7168482.87,101704281.64,93742601.47,51431266.55,10569239.28,126189421.41,89472808.02,63841887.43,16357239.36,125271590.25,83970595.39,58209863.37,11634161.07,120785544.54,75747775.43,49022242.40,8604710.30,104681526.41,71552602.66,43892572.78,4953143.31,86051188.51,0,30143715.02,3519998.62,61211589.19,0,63452372.60,55877293.03,26974288.22,0.0
29,归属于母公司所有者的综合收益总额,48965919.89,32228088.85,7841666.96,104405332.77,94860934.56,52862656.26,11365942.24,129202336.52,91105513.35,64882843.30,17299340.04,126481404.49,84399957.92,58249071.25,11634161.07,120785544.54,75747775.43,49022242.40,8604710.30,104681526.41,71552602.66,43892572.78,4953143.31,86051188.51,0,0,3519998.62,0,0,0,0,0,0.0
30,归属于少数股东的综合收益总额,-1012178.71,-263299.51,-673184.09,-2701051.13,-1118333.09,-1431389.71,-796702.96,-3012915.11,-1632705.33,-1040955.87,-942100.68,-1209814.24,-429362.53,-39207.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
