,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2121215698.50,1631566850.57,877044050.02,2759293648.67,1878388283.98,1465844245.73,821632934.71,2561402779.22,1730018091.16,1289096033.14,747834323.61,2382009577.24,1700391002.27,615268359.82,414302952.40,1166505133.70,753224749.78,658334876.54,424625977.65,1191345205.57,762104106.77,646193536.72,427980287.93,1126808933.61,693297604.14,589678817.90,380428948.69,974670611.24,614136865.47,501081060.47,314458121.79,949475505.59,605223864.58,493758371.21,271929921.12,790139374.35,510076864.54,403073437.27,252873617.21,738356072.33,441431289.99,369744911.16,227891482.65,609625536.43,390396372.56,320618569.00,199511540.89,540131930.29,364440885.99,294469650.83,175836945.76,439478891.62,285641043.91,205871393.80,109835374.09,348966204.39,240739831.52,177516352.57,96867270.65,276446850.26,190190994.50,134826066.63,80484229.44,252719129.30,165511584.88,117032248.64,74750703.74,231996064.38,141629686.07,103928612.35,61029517.95,214801314.89,93903102.21,236581346.26,97508914.61,192595416.11,92372720.69,189798778.46,97213810.72,206376064.09,46372230.17,90428848.09,53652009.33,70378157.47,29632349.33,108124000.00,73324440.59,73199000.00,58777300.00,56011877.00,50946558.00,0.0
2,营业收入,795709074.32,704845909.03,476487137.31,1204333678.16,778977844.58,707331806.93,456272226.66,1199707804.71,768585479.39,671093370.75,435906070.91,1126511668.52,713252808.30,615268359.82,414302952.40,1166505133.70,753224749.78,658334876.54,424625977.65,1191345205.57,762104106.77,646193536.72,427980287.93,1126808933.61,693297604.14,589678817.90,380428948.69,974670611.24,614136865.47,501081060.47,314458121.79,949475505.59,605223864.58,493758371.21,271929921.12,790139374.35,510076864.54,403073437.27,252873617.21,738356072.33,441431289.99,369744911.16,227891482.65,609625536.43,390396372.56,320618569.00,199511540.89,540131930.29,364440885.99,294469650.83,175836945.76,438303798.96,284912328.65,205375340.73,109690474.98,346289614.77,239004535.03,176364560.11,96659142.03,275721108.87,189628783.25,134464091.21,80258564.84,251664627.08,164278581.05,115854617.27,73919366.77,231030025.67,141152923.56,103717947.17,60977754.90,214350125.66,93684622.57,236205237.04,97235861.82,192422456.67,92258138.09,189800659.53,97214798.81,206697560.84,46372230.17,90428848.09,53652009.33,70378157.47,29632349.33,108124000.00,73324440.59,73203000.00,58832776.00,56006395.00,50940395.00,0.0
3,二、营业总成本,2330916636.90,1741492807.98,1058191595.94,3866135224.76,2823277174.95,2028907390.25,1082178868.69,2995225439.27,1844941898.73,1231902587.59,697130727.38,2072567141.87,1346709825.11,527074139.29,363950988.50,1074073302.12,690624692.90,541150071.62,355637542.17,1152733449.84,752492754.01,581085566.06,401610563.17,1107273218.48,690004429.63,544682547.31,362298822.50,974681671.14,621356156.44,461512793.13,299391079.69,891246683.91,567561579.42,439576082.31,260871431.25,754038130.10,490933377.89,373630170.95,235476870.35,730713735.59,442593176.36,345987768.69,220781109.88,601709751.97,392121800.10,288672166.26,168824719.92,494405063.24,358335136.96,271713824.46,150735572.93,457792735.73,311494502.80,222066676.82,114592820.12,361852994.91,261944791.12,184984603.44,96547928.39,271392737.23,197818875.10,142281490.45,77016273.00,244106594.70,169589855.75,119644757.76,70006508.17,231573561.03,158473708.80,111416997.57,62796345.82,205845253.65,100477603.17,209225228.62,94204317.85,173947303.90,84047121.72,170543324.07,90397069.88,192029839.68,0,93815533.98,0,67360082.74,0,0,61891707.82,64790000.00,54002918.00,48196194.00,43159347.00,0.0
4,营业成本,638050872.37,546034258.99,420462320.05,1032858448.63,659787741.59,573766188.90,411951337.13,950720191.29,568983289.37,463440521.31,343708065.32,830856963.03,510053344.49,428173166.66,319193708.14,864594176.07,552914276.74,451710602.56,316505333.75,911337296.24,611384668.79,489632260.23,352187851.97,879230862.59,561380593.62,462254687.47,320674108.71,753824488.53,495580774.21,375948062.16,256050681.53,723069126.67,462855420.97,369154068.03,222670151.70,610937268.82,402142276.71,315347655.84,208382709.16,583015176.43,362353797.46,284895984.40,182067357.01,481654065.50,315093388.82,239154561.97,150298684.32,411194642.14,293283931.51,224747852.16,128220552.76,383513895.83,259812764.82,187373948.67,99080990.87,304368130.27,217100192.16,155727520.97,81439547.75,217202784.40,154989274.04,111387214.42,59608791.30,187902259.36,133097539.20,97222271.62,57502492.04,180447989.81,123357674.07,88881978.93,50528621.96,157383381.79,80761687.86,165551161.58,76227084.52,148545322.12,70619231.65,147482116.47,79255515.57,164584358.58,0,81182255.90,0,58625672.87,0,0,55186619.37,64790000.00,44079837.00,40902681.00,36346579.00,0.0
5,营业税金及附加,17102010.12,12357952.75,6313945.47,26777091.22,18235694.74,12843214.01,5504898.22,24490531.80,16367949.26,11025111.45,5337560.45,85548980.76,30637798.66,3417332.79,1816469.21,9312136.69,4074800.13,2547666.52,1320407.09,6946699.03,4057786.96,2315711.51,1061148.92,11447289.52,6462530.60,6008572.22,1284218.33,9365192.28,7024675.74,5692164.17,2716866.24,14662929.12,6963194.29,5062613.33,2946984.58,6671113.81,1862059.81,1051908.08,318423.03,8225742.22,2547623.13,1546104.42,990814.82,2981712.88,1902713.71,1749596.35,1842486.58,2676334.89,1613679.22,1490250.60,1063636.45,1019382.12,750262.03,606551.67,384278.70,679203.33,566443.15,566443.15,440059.07,1249553.09,882970.05,775201.81,589401.55,1145333.91,516290.24,493662.31,392968.32,525969.76,290194.85,290194.85,198770.42,1376085.19,343201.21,794078.69,446725.98,843102.33,694339.95,1294512.25,244306.96,347681.15,0,484313.82,0,126770.61,0,0,1920495.57,0,2137119.00,1856524.00,1371231.00,0.0
6,销售费用,143134.45,79261.81,25666.43,250974.88,235320.33,42538.10,9667.75,888367.29,600102.04,52388.46,48788.46,272885.04,889547.94,772980.69,429432.81,3974370.23,2217170.78,1441910.36,824808.64,4275386.72,2880474.36,1479300.15,850336.97,5175310.66,3981594.95,3204418.43,1150699.01,12892295.21,10972430.67,8053275.95,3392257.76,9225509.08,7715421.90,5311154.15,3059329.49,5650147.07,5701913.59,2651837.18,344026.58,3201551.84,1281308.72,579292.68,275866.46,4409345.68,983939.01,618012.00,140864.16,507928.62,134663.26,84155.26,63707.56,193322.96,155643.58,49699.51,26517.39,195997.85,232535.58,132003.19,63763.48,518573.37,378092.90,191059.17,78293.78,358226.07,159207.93,100513.03,17914.81,45319.20,28515.62,18500.02,9312.85,106887.28,44758.74,53571.55,39996.58,283086.91,51848.93,209470.69,143075.24,272510.87,0,0,0,0,0,0,0,0,441926.00,370970.00,431930.00,0.0
7,管理费用,920378777.47,677996373.68,400978004.12,962582982.36,686187657.04,462710497.09,227569446.54,925818242.65,668810376.78,435626898.16,210120259.97,862238058.77,585663875.11,91019188.47,41823469.32,191372718.62,123728273.69,82736561.67,35602249.70,202136016.03,122096124.26,83301152.66,43571447.73,159495194.57,105593968.19,69596529.24,32217338.90,147172820.43,95901982.58,65343750.56,37393393.87,131867935.38,83552943.72,59828251.93,30980371.28,110849542.36,73599126.53,48679082.80,22329846.06,109049748.78,55651533.87,42677986.44,25304577.78,82045973.83,57516304.03,41176794.43,18400596.56,51931514.89,41173955.91,29512556.32,16359137.84,50786826.88,33990083.41,23307176.08,10005140.89,37132346.85,29441769.86,19043790.71,9969248.45,38033264.16,31070185.26,23479654.17,12103579.41,35881313.68,22853548.71,15102497.70,8381515.10,30988000.40,23474167.34,14963957.41,7964365.86,37778105.67,15731939.07,36213980.48,14458503.80,25409704.15,12491754.15,19265035.34,8797097.00,17437182.98,0,5657876.63,0,6372960.08,0,0,2534730.67,0,3672018.00,3748829.00,3683767.00,0.0
8,财务费用,16870376.12,10720464.29,5873087.05,28509180.97,14130807.30,10019703.40,6872766.00,17608847.61,10488171.29,3115585.45,1668355.16,4628788.76,5056207.18,3691470.68,687909.02,5114119.29,7690171.56,2713330.51,1384742.99,26909046.51,12563495.48,4357141.51,3939777.58,24407298.98,19150016.27,14430756.89,6972457.55,11922510.98,11926869.59,6526116.64,-162119.71,9559346.61,6474598.54,219994.87,1217094.20,8871071.76,7628001.25,5899687.05,4101865.52,24117024.83,20762561.30,16292048.87,12146141.93,29739785.18,16978245.58,6325992.56,-1856645.80,21270377.48,16651229.53,10401332.59,5028538.32,22279307.94,16785748.96,10729300.89,5095892.27,19477316.61,14603850.37,9514845.42,4635309.64,14388562.21,10498352.85,6448360.88,4636206.96,18819461.68,12963269.67,6725813.10,3711617.90,19566281.86,11323156.92,7262366.36,4095274.73,9200793.72,3596016.29,6612436.32,3032006.97,-1133911.61,189947.04,2292189.32,1957075.11,9388106.10,0,6491087.63,0,2234679.18,0,0,2249862.21,0,3672018.00,1317190.00,1325840.00,0.0
