,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20081231,20071231,20061231,20051231,20031231,20021231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,132812000000.00,100221000000.00,66139000000.00,33843000000.00,110244000000.00,81355000000.00,52231000000.00,25344000000.00,91850000000.00,68791000000.00,46334000000.00,23657000000.00,94037000000.00,70754000000.00,46968000000.00,23540000000.00,93159000000.00,70047000000.00,45538000000.00,22263000000.00,78531000000.00,57930000000.00,37460000000.00,17939000000.00,65306000000.00,48768000000.00,33782000000.00,16782000000.00,59916000000.00,44378389000.00,30479420000.00,15094827000.00,46072553000.00,33864644000.00,22929864000.00,11153456000.00,35529985000.00,26385009000.00,17314701000.00,8505494000.00,24258653000.00,17958397000.00,24700998000.00,20044365000.00,13793393000.00,11904293000.00,7211293000.00,5695747000.00,3542399761.00,5685704304.00,0.0
2,利息净收入,101918000000.00,75283000000.00,49183000000.00,24233000000.00,61043000000.00,43886000000.00,27339000000.00,12616000000.00,60950000000.00,45100000000.00,30383000000.00,15203000000.00,65288000000.00,48832000000.00,32625000000.00,16424000000.00,66459000000.00,49658000000.00,32105000000.00,15574000000.00,58259000000.00,43469000000.00,27838000000.00,13079000000.00,50862000000.00,38538000000.00,26054000000.00,13041000000.00,50263000000.00,37931200000.00,25307739000.00,12168207000.00,39440236000.00,28984290000.00,18877502000.00,9248392000.00,30422069000.00,22180415000.00,14237331000.00,6757632000.00,19602061000.00,13768389000.00,22335737000.00,17772420000.00,12949543000.00,10758444000.00,4849506000.00,3403616000.00,2440264165.00,0,0.0
3,其中：利息收入,210044000000.00,156535000000.00,103050000000.00,51049000000.00,168567000000.00,125268000000.00,81094000000.00,39437000000.00,160343000000.00,118562000000.00,78699000000.00,38671000000.00,143450000000.00,105839000000.00,69610000000.00,34717000000.00,141907000000.00,106875000000.00,71149000000.00,35798000000.00,133926000000.00,100103000000.00,66142000000.00,32795000000.00,120082000000.00,89015000000.00,58368000000.00,28573000000.00,103971000000.00,76629355000.00,50735500000.00,24405517000.00,77884593000.00,56215890000.00,36083821000.00,17243132000.00,54155529000.00,39589909000.00,25294458000.00,11974579000.00,37424127000.00,27196463000.00,43104885000.00,31105886000.00,23517037000.00,18847309000.00,10441381000.00,7628178000.00,6258128461.00,4064606788.00,0.0
4,减：利息支出,108126000000.00,81252000000.00,53867000000.00,26816000000.00,107524000000.00,81382000000.00,53755000000.00,26821000000.00,99393000000.00,73462000000.00,48316000000.00,23468000000.00,78162000000.00,57007000000.00,36985000000.00,18293000000.00,75448000000.00,57217000000.00,39044000000.00,20224000000.00,75667000000.00,56634000000.00,38304000000.00,19716000000.00,69220000000.00,50477000000.00,32314000000.00,15532000000.00,53708000000.00,38698155000.00,25427761000.00,12237310000.00,38444357000.00,27231600000.00,17206319000.00,7994740000.00,23733460000.00,17409494000.00,11057127000.00,5216947000.00,17822066000.00,13428074000.00,20769148000.00,13333466000.00,10567494000.00,8088865000.00,5591875000.00,4224562000.00,3817864296.00,2314866769.00,0.0
5,手续费及佣金净收入,23169000000.00,18184000000.00,12749000000.00,6955000000.00,36894000000.00,27721000000.00,18376000000.00,9314000000.00,30774000000.00,23543000000.00,15992000000.00,8208000000.00,28112000000.00,21225000000.00,13898000000.00,6902000000.00,26301000000.00,20261000000.00,13558000000.00,6653000000.00,19157000000.00,13443000000.00,8632000000.00,4097000000.00,14952000000.00,11106000000.00,7349000000.00,3450000000.00,9479000000.00,6677010000.00,4937923000.00,2475340000.00,6973119000.00,5349668000.00,3801402000.00,1912614000.00,4708528000.00,3719126000.00,2543778000.00,1261902000.00,3156624000.00,2586891000.00,2174315000.00,1189623000.00,592358000.00,572994000.00,239769000.00,176612000.00,81867624.00,0,0.0
6,其中:手续费及佣金收入,25977000000.00,20301000000.00,14097000000.00,7626000000.00,39552000000.00,29657000000.00,19680000000.00,9887000000.00,33025000000.00,25010000000.00,16948000000.00,8666000000.00,29932000000.00,22385000000.00,14602000000.00,7259000000.00,27745000000.00,21262000000.00,14211000000.00,6972000000.00,20445000000.00,14391000000.00,9258000000.00,4385000000.00,15762000000.00,11638000000.00,7666000000.00,3595000000.00,9994000000.00,7026541000.00,5163234000.00,2579729000.00,7381076000.00,5642651000.00,3993710000.00,2001631000.00,5080893000.00,3969850000.00,2700968000.00,1337853000.00,3532742000.00,2845285000.00,2606817000.00,1677502000.00,853608000.00,669444000.00,298016000.00,224470000.00,130094807.00,0,0.0
7,减：手续费及佣金支出,2808000000.00,2117000000.00,1348000000.00,671000000.00,2658000000.00,1936000000.00,1304000000.00,573000000.00,2251000000.00,1467000000.00,956000000.00,458000000.00,1820000000.00,1160000000.00,704000000.00,357000000.00,1444000000.00,1001000000.00,653000000.00,319000000.00,1288000000.00,948000000.00,626000000.00,288000000.00,810000000.00,532000000.00,317000000.00,145000000.00,515000000.00,349531000.00,225311000.00,104389000.00,407957000.00,292983000.00,192308000.00,89017000.00,372365000.00,250724000.00,157190000.00,75951000.00,376118000.00,258394000.00,432502000.00,487879000.00,261250000.00,96450000.00,58247000.00,47858000.00,48227183.00,0,0.0
8,汇兑收益,1339000000.00,1171000000.00,778000000.00,451000000.00,724000000.00,-3586000000.00,-2235000000.00,-303000000.00,2464000000.00,1926000000.00,1140000000.00,494000000.00,338000000.00,304000000.00,-174000000.00,204000000.00,-72000000.00,-192000000.00,160000000.00,179000000.00,-210000000.00,95000000.00,-233000000.00,-684000000.00,367000000.00,292000000.00,140000000.00,102000000.00,208000000.00,33109000.00,-350143000.00,-142378000.00,760252000.00,423516000.00,307590000.00,137432000.00,360301000.00,263044000.00,165186000.00,76796000.00,405468000.00,329691000.00,211292000.00,147163000.00,169331000.00,128384000.00,110921000.00,90660000.00,0,0,0.0
