,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,15228581944.45,9498387064.52,4860069344.39,20263652082.10,17675103553.08,11154841880.58,5007843703.04,19279520316.27,12062012652.84,5819613602.22,2264581090.67,8180757123.82,4010380297.85,2381152412.75,979969830.33,5340340367.78,3315349941.83,2253147582.35,949822324.47,5029958747.42,3843585771.32,2573554195.13,1029641276.48,4095279475.94,2942888140.91,1818135339.56,807295287.29,3353527474.44,2429540647.05,1554303114.97,716410389.03,2894378889.20,2142725898.59,1374054893.45,594204687.31,2281231592.78,1655652762.18,1072983105.04,467320156.79,1857218780.89,1338977951.90,850150699.01,383075187.25,1870878641.88,1001942153.70,661862271.53,268299480.38,1076512385.81,776755356.75,490957537.04,214456389.20,972969066.10,723807183.70,460533218.28,202960732.62,816497583.35,598679187.73,374919951.55,171621959.73,654284967.18,476632842.63,298754660.91,141236634.98,465965598.10,328649306.50,201127943.75,365443932.87,303513121.43,0.0
2,营业收入,15142207115.21,9440574241.47,4738159842.59,20148069886.63,17570892512.82,11090633580.32,4978123167.34,19215357660.35,11995433584.28,5786423064.03,2251955062.44,8166726777.21,4010380297.85,2381152412.75,979969830.33,5340340367.78,3315349941.83,2253147582.35,949822324.47,5029958747.42,3843585771.32,2573554195.13,1029641276.48,4095279475.94,2942888140.91,1818135339.56,807295287.29,3353527474.44,2429540647.05,1554303114.97,716410389.03,2894378889.20,2142725898.59,1374054893.45,594204687.31,2281231592.78,1655652762.18,1072983105.04,467320156.79,1857218780.89,1338977951.90,850150699.01,383075187.25,1870878641.88,1001942153.70,661862271.53,268299480.38,1076512385.81,776755356.75,490957537.04,214456389.20,972001932.15,723105579.06,460183502.72,202749847.69,815378788.06,597954888.27,374383167.49,171388566.43,653102490.96,475755733.39,298138370.00,141059801.55,465393228.13,328334588.25,200975026.13,364865308.22,302605930.79,0.0
3,二、营业总成本,15046204330.62,9342228291.58,4895173748.06,20447925170.48,17870445151.77,11330235785.16,5089292405.28,19334252657.65,12111456989.14,5779997749.65,2214908084.17,8421903817.14,4069274271.48,2419071616.79,1033931457.28,5203471538.57,3045774864.44,2081121990.34,879445637.20,4664766359.83,3566841755.72,2403061049.72,969459525.63,3834553816.44,2747195474.42,1724376107.32,776511179.57,3153786001.51,2281797851.25,1459272166.15,679264515.03,2713296684.31,1999452628.94,1281836287.17,559090892.63,2082190419.48,1505199619.17,974935400.75,430419615.10,1644466407.92,1197140882.30,768302921.81,358073199.74,1758947005.24,943685737.64,621685974.99,252755685.51,968897095.42,704176593.33,445675072.19,195802147.60,856411233.98,649691048.19,419616564.80,185545937.82,710635049.61,529138994.78,333927904.77,157009376.43,582342597.52,433461964.85,275695891.34,127755182.96,410227025.59,288768717.62,179043024.12,313623650.18,270644678.39,0.0
4,营业成本,13071568700.48,8056606799.18,4224722323.00,17728931139.34,15865866027.48,9974095726.06,4440289203.96,17169790717.70,10546441179.24,4805022984.17,1762509588.62,6898382315.82,3137151348.50,1812544503.58,766692733.16,4038867376.15,2462689558.28,1683186258.50,686104952.53,3907263894.12,3004136217.74,2024735005.68,819205209.78,3227529077.33,2312720658.09,1414634207.56,650635321.67,2656366568.50,1910729039.69,1217081495.95,571153140.75,2328835686.87,1706422438.77,1096120327.51,470294305.13,1795054767.05,1285825691.78,830964301.51,360459606.43,1395847049.48,1019665754.72,655304840.41,301553834.85,1538044174.54,798167158.82,524179703.80,208614168.93,831443037.80,586329659.82,369809840.25,160652264.18,732876207.01,542474973.34,347991843.88,152954030.79,613058188.83,447025573.44,281409224.73,130364163.61,494881608.40,360795659.75,227781188.17,108335012.34,341940270.04,237933881.34,147155414.44,254433641.74,216234656.20,0.0
5,营业税金及附加,87112376.19,58573345.74,28659008.00,108309068.98,84785215.02,59054261.94,27212132.88,95198703.45,70113745.60,43707053.65,21563839.07,55615966.05,23987866.45,18242071.40,7452798.72,39248419.58,18217856.09,11492060.24,4831330.75,21133389.46,15138012.35,8988827.01,2630479.45,18067826.83,12685610.55,7357349.24,2045373.62,15116189.30,11772366.83,6941313.72,2422817.27,10539346.54,7176291.87,4344118.44,1877675.88,6550392.30,5199788.16,3379037.11,1513394.83,6627297.21,4784872.54,2940618.67,1276643.33,5382311.12,3586892.21,2373838.25,840814.79,5032066.13,3697815.77,2296138.08,1274712.83,3524967.92,3004036.13,1571134.88,651333.43,2978132.20,1978213.35,1322748.11,403395.78,1855013.66,1305903.54,736250.09,480275.67,1607079.90,1290152.94,723486.10,1675901.74,1261262.02,0.0
6,销售费用,638285098.66,415217630.42,196787745.44,862268837.39,655795893.45,441948070.27,204871873.75,846046490.34,562443374.93,341456577.82,160356760.21,587847703.85,363609577.60,224321812.04,80898421.53,347267047.87,216253399.33,145943515.90,68173950.99,281899625.65,221194016.81,144849638.46,55764435.27,243151507.98,178301995.51,116003331.65,45966302.06,203413028.49,150652263.14,95058448.79,44094846.58,168884181.95,131196584.60,80928245.58,36102862.12,146616196.92,98630658.53,62636458.18,29168043.02,121448968.31,77876186.20,45185129.76,20679700.05,92148336.01,58338264.14,37418791.51,14690850.33,57948434.90,45809707.68,28808525.86,12363871.32,54166886.13,50239842.73,32050600.02,13222223.60,46991329.22,42474619.20,27226885.30,12368537.88,46577107.72,38279280.95,24176473.19,10963083.72,38558518.51,29415062.84,18058491.68,35549793.48,33491405.70,0.0
7,管理费用,652124544.45,413929315.65,208376512.81,898785016.68,637784601.70,550490804.89,284687094.75,1048949103.22,752273079.07,482121698.18,216622656.03,910472956.69,594708471.20,378138162.49,172984801.89,700212896.34,259762387.77,170661914.30,76122966.06,337983920.77,230187041.07,142749564.29,54773596.70,263430478.79,179607319.84,114136172.25,51981650.64,233473400.83,157003253.99,101980805.83,40599399.21,174598748.80,117708670.07,73356326.42,33724437.01,119680480.98,91000388.70,56411906.84,24215498.15,105109626.15,71062935.20,46025753.18,22394742.20,97343807.57,57169756.99,35560288.04,15081473.63,60882335.76,53814660.80,33720960.21,13133852.50,61865661.66,51189819.49,36493168.99,18316914.33,46146290.06,37034782.65,24126904.45,13972597.38,37332728.00,31293315.04,21739153.43,7621086.56,25218261.95,18865878.21,12297088.97,20941077.17,19295742.30,0.0
8,财务费用,328101780.86,231407443.16,113339009.56,432048502.12,315209169.05,214693919.78,53325706.97,94088814.04,52023111.41,27666720.70,-1629153.47,-119575335.41,-90807662.17,-48280606.25,-18229386.08,52419940.31,43724460.21,32425296.42,17928948.31,64654567.32,47960224.08,31850901.58,15361460.38,38021357.63,24484880.85,17396072.24,7162130.88,27973054.16,22077944.11,15008986.53,7456103.66,19736009.99,14839037.61,9294183.47,4167040.71,7179176.03,7559930.55,7107804.12,3244050.82,11083491.49,8370266.22,6316082.02,3738279.30,18646641.11,12572410.80,9133386.44,2526115.72,11049048.04,3891499.16,2029014.54,615509.60,3977511.26,2782376.50,1509817.03,401435.67,1461109.30,625806.14,-157857.82,-99318.22,1696139.74,1787805.57,1262826.46,355724.67,2902895.19,1263742.29,808542.93,1023236.05,361612.17,0.0
