,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,59872523588.00,40266931104.00,19742652045.00,78344648525.00,56861566344.00,37233102577.00,17973277434.00,55636499436.00,41740560803.00,27356568247.00,12451185731.00,44624879986.00,31590274924.00,21225197228.00,11112711644.00,52531366878.00,40405491363.00,27568608083.00,13879124264.00,53970730405.00,40584960018.00,26381464422.00,12924921593.00,51342739663.00,37696880493.00,24322872530.00,11983767548.00,45962439573.00,33478802188.00,22255045433.00,11190000000.00,45007038465.00,33270504198.00,21852185048.00,10894379545.00,42013761549.00,30987977369.00,14020686374.00,6584835335.00,23123142326.00,16248452158.00,10162139870.00,4859769970.00,22595317577.00,17703917791.00,11607032225.00,5507283336.00,20860262089.00,15225187083.00,9646345314.00,4499404773.00,16160436796.00,11774465678.00,7772936196.00,3520864128.00,13112679355.00,9644973783.00,6492134852.00,7206098555.00,5139796162.00,0.0
2,营业收入,59872523588.00,40266931104.00,19742652045.00,78344648525.00,56861566344.00,37233102577.00,17973277434.00,55636499436.00,41740560803.00,27356568247.00,12451185731.00,44624879986.00,31590274924.00,21225197228.00,11112711644.00,52531366878.00,40405491363.00,27568608083.00,13879124264.00,53970730405.00,40584960018.00,26381464422.00,12924921593.00,51342739663.00,37696880493.00,24322872530.00,11983767548.00,45962439573.00,33478802188.00,22255045433.00,11190000000.00,45007038465.00,33270504198.00,21852185048.00,10894379545.00,42013761549.00,30987977369.00,14020686374.00,6584835335.00,23123142326.00,16248452158.00,10162139870.00,4859769970.00,22595317577.00,17703917791.00,11607032225.00,5507283336.00,20860262089.00,15225187083.00,9646345314.00,4499404773.00,16144984825.00,11763831167.00,7762102659.00,3520864128.00,13104668212.00,9638307308.00,6487495242.00,7201886346.00,5138521408.00,0.0
3,二、营业总成本,45496496339.00,30242700360.00,14853102293.00,60235544528.00,43652689137.00,28317559763.00,13544587227.00,41890523303.00,29667349759.00,19222824063.00,9148370329.00,38390260543.00,27356960530.00,18066531956.00,8979053029.00,38193545584.00,27266478511.00,18906108922.00,9443734110.00,38353394426.00,27974173990.00,18304336816.00,8883198051.00,37841387667.00,27410692115.00,17435611233.00,8115779849.00,33243215411.00,23659426046.00,15524528825.00,7210240627.00,31450441356.00,22597383300.00,14609445325.00,6975460466.00,28876407978.00,20139539623.00,7821456147.00,3526155441.00,14356517907.00,10104192483.00,6375151162.00,2908528937.00,13733215406.00,10199837544.00,6595653394.00,2721718050.00,11588204639.00,8059437888.00,5193350426.00,2129847685.00,9587646981.00,6897503953.00,4426450260.00,2287473834.00,7627469317.00,5505392931.00,3589634273.00,3492296603.00,2797788953.00,0.0
4,营业成本,44626484215.00,29692064601.00,14568633410.00,58902291578.00,42764026800.00,27750386278.00,13265614231.00,40145481945.00,28554442773.00,18502281993.00,8769816428.00,36952049176.00,26339402126.00,17387349042.00,8666420881.00,36978471968.00,26457911669.00,18349421416.00,9049763725.00,33735439375.00,24600897211.00,16123107208.00,7850871338.00,32306787587.00,23418244893.00,14851293435.00,6889499243.00,28320619201.00,20093014059.00,13153769399.00,6067181712.00,26420323917.00,18749656390.00,12251230572.00,5816045791.00,24218767128.00,16837695232.00,6420993050.00,2834170107.00,11932465796.00,8132230138.00,5113318889.00,2299111384.00,11708828992.00,8402508820.00,5477138675.00,2224288390.00,10061194227.00,6984475987.00,4548348620.00,1831360245.00,7969520393.00,5632612830.00,3568647876.00,1865040685.00,6059036676.00,4382989782.00,2853149756.00,2921890812.00,2342204700.00,0.0
5,营业税金及附加,210764056.00,142536415.00,72435409.00,283149229.00,198948598.00,125234018.00,39864609.00,224327406.00,162578759.00,104503004.00,34269528.00,185665759.00,114060085.00,78684006.00,41480182.00,199041610.00,145756408.00,100033097.00,37583743.00,219634835.00,157406161.00,101605944.00,51921241.00,1529889334.00,1122285146.00,719620121.00,335413523.00,1358348339.00,992581379.00,661927401.00,374444265.00,1510026935.00,1113802228.00,724648730.00,357631436.00,1370252998.00,1017955057.00,460756949.00,216581231.00,759243213.00,534744145.00,334473596.00,159804006.00,743330934.00,582342917.00,382218117.00,181489229.00,693033813.00,506087704.00,316784635.00,147871066.00,530362752.00,386441854.00,254985072.00,113823473.00,428585989.00,312281157.00,210194846.00,233341136.00,166488094.00,0.0
6,销售费用,132094919.00,84904970.00,42999345.00,200290125.00,142045222.00,90105277.00,42870358.00,192683970.00,141390745.00,93457746.00,45581153.00,192509572.00,137543703.00,96293780.00,50908393.00,209931685.00,118329769.00,80893129.00,46358595.00,179688179.00,139226085.00,80690414.00,38721807.00,188873682.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,管理费用,435302234.00,276585359.00,137669260.00,659351944.00,454734235.00,279602430.00,105561374.00,557663846.00,427776755.00,267480500.00,117236521.00,521650309.00,398320266.00,259377080.00,123777207.00,586964341.00,415924401.00,266347735.00,235454201.00,3734755280.00,2732386958.00,1761681617.00,825470861.00,3152158506.00,2346986559.00,1499607197.00,694334478.00,2701801783.00,1952934501.00,1286130359.00,571017908.00,2401922722.00,1855355217.00,1089773527.00,530936104.00,2210950908.00,1671860140.00,633541578.00,316239722.00,1220904093.00,881432485.00,570320112.00,270413178.00,1128531363.00,822330431.00,528278196.00,254476398.00,882315983.00,624879667.00,370194693.00,169885039.00,866023882.00,632700365.00,389031799.00,192065102.00,701557894.00,537425334.00,344151872.00,340513283.00,293578689.00,0.0
8,财务费用,91371747.00,46344864.00,32457024.00,276157250.00,98139724.00,77320559.00,91771196.00,737715988.00,382163984.00,256104077.00,181466699.00,534960539.00,363209162.00,244828048.00,96466366.00,219135980.00,128556264.00,109413545.00,74573846.00,478929874.00,344337475.00,237288033.00,116212804.00,663925381.00,523175517.00,365090480.00,196532605.00,862162285.00,620896107.00,422701666.00,197596742.00,1117399550.00,877775193.00,543792496.00,270847135.00,1077091824.00,612029194.00,306164570.00,159164381.00,443388357.00,555284267.00,356493617.00,179200369.00,152553237.00,392684496.00,208018406.00,61464033.00,-48538798.00,-56005470.00,-41977522.00,-19268665.00,221739954.00,245748904.00,213785513.00,116544574.00,438288758.00,272696658.00,182137799.00,-3448628.00,-4482530.00,0.0
9,研发费用,479168.00,264151.00,0.00,6811318.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0.00,-92506916.00,-5205442.00,-5088799.00,-1094541.00,32650148.00,-1003257.00,-1003257.00,0,3425188.00,4425188.00,0,0,0,0,0.00,0,4946883.00,-79900.00,-36400.00,0,-246823.00,0,0,0,283803.00,0,0,0,768232.00,794272.00,0,0,-654880.00,0,0,0,516448.00,501448.00,544948.00,0,-29120.00,-29120.00,0,0,199414.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,2425521555.00,1643992727.00,792583733.00,3089150411.00,2380758178.00,1575988197.00,770240045.00,3129613454.00,2251409146.00,1559018122.00,690251292.00,2677654510.00,2046787141.00,1361707296.00,469005333.00,2098080307.00,1479134693.00,972116514.00,404080000.00,2540271535.00,1803401668.00,1180066363.00,500000000.00,2692992920.00,1991088409.00,1370721181.00,520000000.00,2065261288.00,1439386737.00,1050228878.00,452271380.00,1812636981.00,1383719831.00,922479888.00,493693988.00,582698226.00,123144806.00,0,0,1539000.00,1539000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,2422229805.00,1640700977.00,792583733.00,3086499911.00,2378107678.00,1573337697.00,770240045.00,3127475954.00,2251409146.00,1559018122.00,690251292.00,2677654510.00,2040374641.00,1361707296.00,469005333.00,2083117807.00,1464172193.00,972116514.00,404080000.00,2526591535.00,1789721668.00,1180066363.00,500000000.00,2671190420.00,1969285909.00,1359819931.00,520000000.00,2061207917.00,1435333366.00,1046175507.00,452271380.00,1809629579.00,1380712429.00,919472486.00,490686586.00,568746763.00,123144806.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,16856080336.00,11710823364.00,5694953183.00,21310832624.00,15669333728.00,10557223971.00,5228822914.00,16986709372.00,14324620190.00,9692762306.00,3993066694.00,8912273953.00,6280101535.00,4520372568.00,2602663948.00,16435901601.00,14618147545.00,9634615675.00,4839470154.00,18157607514.00,14414187696.00,9257193969.00,4541723542.00,16194344916.00,12277276787.00,8257982478.00,4387987699.00,14784485450.00,11258762879.00,7780745486.00,4432030753.00,15369234090.00,12056840729.00,8165219611.00,4412613067.00,13720051797.00,10971582552.00,6199230227.00,3058679894.00,8768163419.00,6145798675.00,3786988708.00,1951241033.00,8862102171.00,7504080247.00,5011378831.00,2785565286.00,9272057450.00,7165749195.00,4452994888.00,2369557088.00,6572789815.00,4876961725.00,3346485936.00,1233390294.00,5485210038.00,4139580852.00,2902500579.00,3713801952.00,2342007209.00,0.0
16,加:营业外收入,67873350.00,19503467.00,858089.00,65808294.00,4208589.00,2575833.00,627765.00,15358614.00,6740732.00,5478547.00,1415824.00,19181156.00,2474396.00,1609805.00,543438.00,20642079.00,16544414.00,4192922.00,864919.00,43957159.00,9206943.00,6746814.00,796287.00,15881212.00,5895018.00,3723693.00,334793.00,28052135.00,6449544.00,4724875.00,109551.00,6534225.00,3577111.00,3222042.00,1022065.00,78569927.00,29085896.00,6177123.00,6137067.00,17072317.00,2070020.00,3159912.00,14741.00,161097584.00,3065139.00,2321889.00,1191171.00,36417509.00,2468493.00,63589.00,41564.00,740028.00,648978.00,270306.00,79073.00,1442552.00,631074.00,1506048.00,6157969.00,2069986.00,0.0
17,减：营业外支出,100928764.00,59964679.00,27407980.00,670178795.00,114049419.00,81881213.00,51911639.00,204285391.00,65088194.00,43980758.00,19575730.00,143522802.00,68392644.00,44148916.00,19714323.00,101100393.00,58347907.00,39190859.00,15824103.00,132222370.00,78082779.00,40627728.00,14200360.00,139449321.00,79470441.00,59354649.00,18936273.00,111393938.00,47983236.00,32588238.00,12646971.00,128635321.00,71523323.00,48668021.00,21201340.00,112513360.00,19971972.00,10452811.00,163344.00,59275726.00,9608144.00,927308.00,0,103172784.00,64681216.00,51682583.00,9072.00,109583492.00,103974874.00,32094860.00,207273.00,44937894.00,34125861.00,1521269.00,96069.00,87627550.00,76395813.00,24808752.00,13690860.00,43878916.00,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,4013133.00,0,0,5208445.00,4390892.00,15328.00,48822189.00,4081353.00,3959571.00,22996.00,18250535.00,7788577.00,7219520.00,221729.00,73089526.00,14586446.00,12392369.00,4125670.00,85774998.00,31445202.00,31445202.00,3139369.00,15573884.00,6830338.00,6814860.00,27209.00,26801533.00,7123823.00,4708306.00,311904.00,45813177.00,-14232026.00,10443005.00,163344.00,58227855.00,9506837.00,0,0,97878715.00,59384421.00,0,0,109061846.00,103974874.00,32094860.00,207273.00,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,16823024922.00,11670362152.00,5668403292.00,20706462123.00,15559492898.00,10477918591.00,5177539040.00,16797782595.00,14266272728.00,9654260095.00,3974906788.00,8787932307.00,6214183287.00,4477833457.00,2583493063.00,16355443287.00,14576344052.00,9599617738.00,4824510970.00,18069342303.00,14345311860.00,9223313055.00,4528319469.00,16070776807.00,12203701364.00,8202351522.00,4369386219.00,14701143647.00,11217229187.00,7752882123.00,4419493333.00,15247132994.00,11988894517.00,8119773632.00,4392433792.00,13686108364.00,10980696476.00,6194954539.00,3064653617.00,8725960010.00,6138260551.00,3789221312.00,1951255774.00,8920026971.00,7442464170.00,4962018137.00,2786747385.00,9198891467.00,7064242814.00,4420963617.00,2369391379.00,6528591949.00,4843484842.00,3345234973.00,1233373298.00,5399025040.00,4063816113.00,2879197875.00,3706269061.00,2300198279.00,0.0
20,减：所得税费用,3602385982.00,2865899471.00,1265077423.00,4559866464.00,3441151435.00,2297738559.00,1089771151.00,3699392355.00,3135347625.00,2104226245.00,859373105.00,1710383167.00,1141561340.00,836969641.00,538246967.00,3700550281.00,3382835846.00,2255601743.00,1107420348.00,3880265472.00,3177435382.00,2035332947.00,1000806498.00,3375771292.00,2575708638.00,1722199482.00,959342435.00,3198223060.00,2463953201.00,1687327701.00,1002158605.00,3548316710.00,2786699187.00,1934538833.00,974927116.00,3275236494.00,2733136785.00,1550981183.00,766596975.00,2195585850.00,1541893755.00,953833269.00,488491393.00,2240510504.00,1874657832.00,1241824402.00,696686953.00,3089486251.00,2399766948.00,1463319724.00,783663794.00,2157900756.00,1585383354.00,1069954066.00,363936725.00,1837780182.00,1402709070.00,982352856.00,1315922491.00,772865070.00,0.0
