,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19991231,19981231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2966193000000.00,2233305000000.00,1498996000000.00,717579000000.00,2891179000000.00,2072970000000.00,1300252000000.00,621251000000.00,2360193000000.00,1744955000000.00,1165837000000.00,582185000000.00,1930911000000.00,1363945000000.00,879220000000.00,413790000000.00,2018883000000.00,1536837000000.00,1040362000000.00,478241000000.00,2825914000000.00,2115648000000.00,1356172000000.00,641065000000.00,2880311000000.00,2139924000000.00,1415244000000.00,695571000000.00,2786045000000.00,2024766000000.00,1348072000000.00,671365000000.00,2505683000000.00,1875102000000.00,1233272000000.00,588842000000.00,1913182000000.00,1427622000000.00,936523000000.00,438209000000.00,1345052000000.00,893448000000.00,534025000000.00,228585000000.00,1452101000000.00,1147397000000.00,734783000000.00,332010000000.00,1204843000000.00,875218000000.00,566830000000.00,278250000000.00,1045548000000.00,755744000000.00,482478000000.00,222947000000.00,799954000000.00,577596000000.00,359695000000.00,169360000000.00,591734000000.00,418445000000.00,266325000000.00,123639000000.00,418047000000.00,301483000000.00,195425000000.00,98638000000.00,325073000000.00,227034000000.00,141126000000.00,63161000000.00,305882000000.00,160920000000.00,323960000000.00,231694000000.00,191066000000.00,0.0
2,营业收入,2966193000000.00,2233305000000.00,1498996000000.00,717579000000.00,2891179000000.00,2072970000000.00,1300252000000.00,621251000000.00,2360193000000.00,1744955000000.00,1165837000000.00,582185000000.00,1930911000000.00,1363945000000.00,879220000000.00,413790000000.00,2018883000000.00,1536837000000.00,1040362000000.00,478241000000.00,2825914000000.00,2115648000000.00,1356172000000.00,641065000000.00,2880311000000.00,2139924000000.00,1415244000000.00,695571000000.00,2786045000000.00,2024766000000.00,1348072000000.00,671365000000.00,2505683000000.00,1875102000000.00,1233272000000.00,588842000000.00,1913182000000.00,1427622000000.00,936523000000.00,438209000000.00,1345052000000.00,893448000000.00,534025000000.00,228585000000.00,1452101000000.00,1147397000000.00,734783000000.00,332010000000.00,1204843000000.00,875218000000.00,566830000000.00,272964000000.00,1044579000000.00,755219000000.00,481988000000.00,222699000000.00,799115000000.00,576990000000.00,359248000000.00,169040000000.00,590632000000.00,417695000000.00,265709000000.00,123490000000.00,417191000000.00,300662000000.00,194842000000.00,98519000000.00,324184000000.00,226183000000.00,140628000000.00,62995000000.00,304347000000.00,160314000000.00,322932000000.00,231047000000.00,190220000000.00,0.0
3,二、营业总成本,2876377000000.00,2172237000000.00,1449270000000.00,693152000000.00,2798997000000.00,1989444000000.00,1239813000000.00,594063000000.00,2295113000000.00,1694797000000.00,1130664000000.00,558233000000.00,1882598000000.00,1319899000000.00,850449000000.00,402810000000.00,1976110000000.00,1498136000000.00,1005650000000.00,476589000000.00,2764419000000.00,2048659000000.00,1311518000000.00,621163000000.00,2788535000000.00,2068317000000.00,1373196000000.00,671390000000.00,2699865000000.00,1967170000000.00,1315306000000.00,652879000000.00,2396985000000.00,1795166000000.00,1180162000000.00,560142000000.00,1817322000000.00,1351857000000.00,891071000000.00,418393000000.00,1268074000000.00,829523000000.00,491436000000.00,214344000000.00,1483116000000.00,1179519000000.00,763200000000.00,336220000000.00,1129246000000.00,804541000000.00,515706000000.00,251259000000.00,966269000000.00,701350000000.00,448220000000.00,208071000000.00,736687000000.00,528907000000.00,325196000000.00,152702000000.00,522385000000.00,367875000000.00,235497000000.00,108848000000.00,376405000000.00,271442000000.00,177016000000.00,88170000000.00,297893000000.00,209582000000.00,132085000000.00,62017000000.00,278263000000.00,145176000000.00,294933000000.00,222614000000.00,190438000000.00,0.0
4,营业成本,2488852000000.00,1881083000000.00,1263093000000.00,596412000000.00,2401012000000.00,1696680000000.00,1050719000000.00,501278000000.00,1890398000000.00,1405556000000.00,942602000000.00,466318000000.00,1492165000000.00,1042208000000.00,665193000000.00,313289000000.00,1592771000000.00,1217056000000.00,819733000000.00,385281000000.00,2429017000000.00,1803729000000.00,1148049000000.00,540340000000.00,2457041000000.00,1827437000000.00,1213550000000.00,590055000000.00,2372235000000.00,1724711000000.00,1152431000000.00,574798000000.00,2093199000000.00,1564326000000.00,1029875000000.00,487346000000.00,1537131000000.00,1161324000000.00,767032000000.00,358379000000.00,1035815000000.00,667113000000.00,389325000000.00,166444000000.00,1326783000000.00,1060029000000.00,679678000000.00,295510000000.00,1012961000000.00,727637000000.00,465105000000.00,228232000000.00,880029000000.00,639519000000.00,409298000000.00,191137000000.00,668249000000.00,479614000000.00,293181000000.00,136187000000.00,459207000000.00,323054000000.00,206098000000.00,94583000000.00,323104000000.00,234209000000.00,152303000000.00,76178000000.00,251182000000.00,175233000000.00,109372000000.00,51667000000.00,236135000000.00,124248000000.00,249234000000.00,175259000000.00,146753000000.00,0.0
5,营业税金及附加,242535000000.00,181931000000.00,120246000000.00,60459000000.00,246498000000.00,183545000000.00,118721000000.00,57719000000.00,235292000000.00,176329000000.00,116297000000.00,58169000000.00,232006000000.00,171073000000.00,112831000000.00,55099000000.00,236343000000.00,179260000000.00,119886000000.00,58830000000.00,191202000000.00,141950000000.00,93767000000.00,46136000000.00,190672000000.00,142398000000.00,94451000000.00,48022000000.00,188483000000.00,140560000000.00,95267000000.00,47415000000.00,189949000000.00,141982000000.00,93285000000.00,43937000000.00,157189000000.00,115089000000.00,75410000000.00,36291000000.00,132884000000.00,96911000000.00,61518000000.00,28358000000.00,56799000000.00,47161000000.00,28451000000.00,13737000000.00,34304000000.00,23014000000.00,14144000000.00,6313000000.00,28286000000.00,21733000000.00,12918000000.00,4419000000.00,17152000000.00,12709000000.00,8204000000.00,4207000000.00,16203000000.00,11998000000.00,7776000000.00,3835000000.00,13371000000.00,9552000000.00,6141000000.00,3161000000.00,11852000000.00,8699000000.00,5776000000.00,2697000000.00,11863000000.00,5926000000.00,12101000000.00,9381000000.00,8545000000.00,0.0
6,销售费用,63516000000.00,45761000000.00,29740000000.00,14748000000.00,59396000000.00,42718000000.00,27661000000.00,13688000000.00,56055000000.00,40128000000.00,25955000000.00,12429000000.00,49550000000.00,35715000000.00,23572000000.00,11858000000.00,46872000000.00,34150000000.00,22379000000.00,10961000000.00,46274000000.00,33732000000.00,22060000000.00,10720000000.00,44359000000.00,32172000000.00,20811000000.00,10410000000.00,40299000000.00,29756000000.00,18922000000.00,9301000000.00,38399000000.00,26908000000.00,16650000000.00,8108000000.00,31981000000.00,22194000000.00,14178000000.00,6910000000.00,27635000000.00,19984000000.00,12055000000.00,5509000000.00,24967000000.00,18109000000.00,11885000000.00,5632000000.00,22564000000.00,14614000000.00,9500000000.00,4550000000.00,24734000000.00,16770000000.00,10711000000.00,5189000000.00,22690000000.00,15727000000.00,10359000000.00,4880000000.00,19477000000.00,13656000000.00,8664000000.00,4203000000.00,14582000000.00,10492000000.00,6692000000.00,3393000000.00,13279000000.00,9847000000.00,6468000000.00,2941000000.00,12300000000.00,5816000000.00,11583000000.00,6925000000.00,6827000000.00,0.0
7,管理费用,62112000000.00,43118000000.00,27039000000.00,15485000000.00,73390000000.00,52725000000.00,33908000000.00,18706000000.00,78928000000.00,56989000000.00,35903000000.00,17911000000.00,74155000000.00,56711000000.00,38416000000.00,18539000000.00,71881000000.00,52102000000.00,34271000000.00,16846000000.00,70500000000.00,51291000000.00,34439000000.00,16822000000.00,73572000000.00,51452000000.00,33375000000.00,16804000000.00,65590000000.00,44184000000.00,29223000000.00,14167000000.00,63083000000.00,44839000000.00,28502000000.00,14477000000.00,57774000000.00,38256000000.00,24314000000.00,12060000000.00,46726000000.00,32968000000.00,20087000000.00,9565000000.00,40917000000.00,28939000000.00,18721000000.00,9110000000.00,35964000000.00,25508000000.00,17009000000.00,8295000000.00,26491000000.00,18101000000.00,11771000000.00,5720000000.00,23330000000.00,16941000000.00,10600000000.00,6056000000.00,23167000000.00,16006000000.00,10865000000.00,5065000000.00,21219000000.00,13804000000.00,9646000000.00,4270000000.00,17253000000.00,12194000000.00,8017000000.00,3713000000.00,14369000000.00,6889000000.00,17172000000.00,22964000000.00,19897000000.00,0.0
8,财务费用,9967000000.00,7790000000.00,5163000000.00,2330000000.00,-1001000000.00,632000000.00,263000000.00,455000000.00,1560000000.00,1790000000.00,1289000000.00,827000000.00,6611000000.00,5447000000.00,4284000000.00,1826000000.00,9017000000.00,7730000000.00,3145000000.00,2409000000.00,9618000000.00,8539000000.00,6539000000.00,4188000000.00,6274000000.00,5463000000.00,3292000000.00,2511000000.00,9819000000.00,8284000000.00,5533000000.00,2613000000.00,6544000000.00,4946000000.00,3486000000.00,1874000000.00,6847000000.00,5285000000.00,3649000000.00,1433000000.00,7016000000.00,5735000000.00,3881000000.00,2281000000.00,8723000000.00,6706000000.00,3658000000.00,765000000.00,4890000000.00,4088000000.00,2696000000.00,1457000000.00,6729000000.00,5227000000.00,3522000000.00,1606000000.00,5266000000.00,3916000000.00,2852000000.00,1372000000.00,4331000000.00,3161000000.00,2094000000.00,1162000000.00,4129000000.00,3385000000.00,2234000000.00,1168000000.00,4327000000.00,3609000000.00,2452000000.00,999000000.00,3596000000.00,2297000000.00,4843000000.00,8085000000.00,8416000000.00,0.0
