,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1522264405.92,5981269559.73,4349567297.59,2663155093.12,1075366615.05,4241242113.49,2752705121.10,1686232372.93,699408692.61,3181639488.48,2203749246.12,1340622307.57,601916486.46,2864963206.84,1816504245.95,1026866758.20,435117043.82,1581896640.87,968043397.22,638435475.84,309357789.11,1632753411.94,1115320507.29,777714515.00,332711531.64,1677618826.50,1067026591.21,728385876.36,307514344.12,1463512749.62,1032010264.84,650675480.54,271701313.33,1128788636.94,687560005.99,445089759.02,167163010.96,910709192.01,589252014.58,364657537.98,133590811.77,718383234.67,487882840.37,322870883.42,131620738.51,634987217.06,443951959.03,511164846.41,354936212.81,0.0
2,营业收入,1522264405.92,5981269559.73,4349567297.59,2663155093.12,1075366615.05,4241242113.49,2752705121.10,1686232372.93,699408692.61,3181639488.48,2203749246.12,1340622307.57,601916486.46,2864963206.84,1816504245.95,1026866758.20,435117043.82,1581896640.87,968043397.22,638435475.84,309357789.11,1632753411.94,1115320507.29,777714515.00,332711531.64,1677618826.50,1067026591.21,728385876.36,307514344.12,1463512749.62,1032010264.84,650675480.54,271701313.33,1128788636.94,687560005.99,445089759.02,167163010.96,910709192.01,589252014.58,364657537.98,133590811.77,718383234.67,487882840.37,322870883.42,131620738.51,634987217.06,443951959.03,511164846.41,354936212.81,0.0
3,二、营业总成本,1458144594.41,5733659527.47,4149977019.11,2502801631.75,1028987774.54,4097037713.74,2635277480.13,1595857424.82,671881381.53,3048091144.12,2121829127.44,1273186876.19,584632594.61,2766293219.67,1752481689.91,984014970.58,427288141.78,1645754473.41,1016874774.17,663524911.00,301955007.19,1606472805.90,1101340403.05,765499162.57,325664931.13,1648790089.17,1051478819.66,716956686.67,303141176.26,1382311238.47,972994663.13,607853638.64,262275968.05,1059635549.10,637162000.96,407611422.66,160277328.22,863635324.12,559128451.07,344106399.51,128882374.81,635335648.06,436946648.15,282686682.85,122847294.86,567954856.30,398914793.05,453883456.22,317466241.18,0.0
4,营业成本,1314146445.20,5044920148.95,3714590785.81,2219467874.45,900194020.82,3468982149.09,2252607921.59,1343513747.59,551511940.27,2567962398.49,1793888513.77,1072379175.31,489963272.91,2365776585.92,1506283503.57,833019316.00,360998269.82,1312347377.26,786511255.32,514928920.00,249316106.46,1336685233.45,919256167.46,645863222.05,273509943.77,1385997147.58,881032328.40,604923569.47,259985768.61,1156824255.99,818030059.17,508572869.83,221617657.91,872718509.15,507897172.79,323359174.28,124297110.91,699346138.64,447460148.87,274376853.91,97339848.19,537291889.06,364922729.45,240430585.28,101061832.93,480471025.32,332509243.06,394402657.79,287316124.28,0.0
5,营业税金及附加,3762412.10,35939620.50,11654845.47,6446823.05,2220748.53,25213415.59,12324750.99,6879369.58,2962937.80,17480546.85,8848076.55,5806245.03,2725804.38,10072394.95,4064115.02,1745419.23,346637.97,4027153.25,1911853.84,1159789.32,476196.18,6687121.84,3219987.41,2209015.17,1009522.71,5581802.78,4189833.45,2094768.02,1066431.55,5577561.73,3538619.08,2999618.20,1172973.94,4944682.33,2358378.96,1185083.33,246456.35,1461768.89,716249.86,259384.43,68306.65,952045.49,512178.13,430126.32,164865.62,349906.49,232065.72,266666.98,201984.32,0.0
6,销售费用,74978215.73,397521566.82,261668602.05,153537260.15,64212430.55,324542766.37,207885333.44,127622812.83,49508315.82,253609110.20,166958998.76,102487134.34,52067933.60,220122908.17,138411334.66,87061443.86,33064537.51,208534849.50,153267421.42,95341035.55,28442780.97,161260819.93,113020640.58,75330024.75,32881602.08,159398756.59,110280462.73,67571452.55,26594055.04,151802649.01,99562458.90,63190812.77,25785368.28,111856368.93,82013881.45,51544253.94,22300134.37,96914791.87,63788121.98,38824872.57,17636970.27,53531841.36,37173343.96,21996477.82,11796544.53,42794692.88,32524191.14,30997958.18,14179711.61,0.0
7,管理费用,38688437.60,173631365.47,125544812.14,73429742.62,35515822.17,154857042.42,104396409.40,86184733.54,41397759.71,169574169.20,128197121.02,81233779.10,41759510.68,133695807.51,87228943.51,54167306.90,24493621.68,105989073.90,71095811.78,45658485.36,22964949.63,88598577.19,56467683.56,35327793.11,16924247.23,87018882.67,49647173.56,36805732.02,15113306.04,77361221.44,57983929.22,38294584.22,16899882.47,77036314.71,52619219.41,34234785.93,14211870.89,70596031.72,48369439.88,30808022.92,14374850.64,37375496.88,29763920.09,16404531.43,7976877.19,34165697.66,26999988.79,21689481.55,11125188.92,0.0
8,财务费用,12736700.72,31239489.51,-1398036.88,24899570.11,14171449.64,32058544.66,15630543.85,22497578.71,26543034.19,32357201.96,20408081.73,7757183.58,-1876275.03,29365730.12,14346830.18,5893909.36,8415102.00,7655927.41,4244414.22,6606577.56,754973.95,9348056.54,6002331.26,3395514.71,1339615.34,9125237.89,2734643.04,1966786.13,381615.02,-7674343.99,-6319502.68,-5403345.82,-3199914.55,-11182487.15,-6906020.54,-1891243.71,-778244.30,-7382747.27,-2416886.92,-1374111.72,-537600.94,5348452.91,4836523.31,3686875.35,1847174.58,10281019.03,7428910.76,5486915.44,3195809.18,0.0
