,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,917638857.87,578676235.31,407247452.72,224730021.61,811823403.19,524509004.11,385214271.51,217587288.14,956070765.05,672693088.44,492796268.10,278135919.56,1070594107.14,692662399.12,493400005.67,274323199.60,1102814412.40,752524510.49,529934829.80,291730003.10,1051799183.14,688989638.64,527778070.95,300476589.83,1234017130.76,903573892.51,685314422.35,357292627.29,1225265405.88,853294374.84,622106295.56,352116484.99,1297644083.32,897571401.71,636203215.25,364761110.24,1178958634.63,790507343.10,554232897.31,303293910.01,1110555577.75,740377903.05,532298790.13,291691275.13,1312042297.79,952974613.63,706946229.90,414931354.60,1531726655.07,1080233071.02,767772411.23,411744335.04,1379096867.18,961596706.95,672737824.73,363463377.88,1335867384.82,922020921.14,643148270.29,340712363.61,1218344701.86,850903451.34,596863576.91,312589533.48,1141953306.97,820508221.94,568574050.07,338123847.57,1154627295.65,814164751.71,571435902.20,306516067.60,1028635229.55,523280425.74,941029397.25,469133822.75,840868995.04,424200025.71,1051748441.61,553319057.11,927252859.25,460657634.94,898709901.41,460392221.12,947216731.29,482414500.00,816331400.00,339867686.70,695029480.00,385040164.00,245505256.00,0.0
2,营业收入,917638857.87,578676235.31,407247452.72,224730021.61,811823403.19,524509004.11,385214271.51,217587288.14,956070765.05,672693088.44,492796268.10,278135919.56,1070594107.14,692662399.12,493400005.67,274323199.60,1102814412.40,752524510.49,529934829.80,291730003.10,1051799183.14,688989638.64,527778070.95,300476589.83,1234017130.76,903573892.51,685314422.35,357292627.29,1225265405.88,853294374.84,622106295.56,352116484.99,1297644083.32,897571401.71,636203215.25,364761110.24,1178958634.63,790507343.10,554232897.31,303293910.01,1110555577.75,740377903.05,532298790.13,291691275.13,1312042297.79,952974613.63,706946229.90,414931354.60,1531726655.07,1080233071.02,767772411.23,411744335.04,1354417058.13,943045103.88,658673140.22,356351079.95,1310370706.00,901550481.56,628684231.04,333329458.18,1194879481.72,833717644.28,584536760.03,305855625.26,1117581132.55,802683089.51,556601865.34,332560303.11,1131973684.31,801055094.35,564496635.43,303375792.66,1014841836.60,517015946.40,928479491.70,462264338.09,827429964.33,419705950.73,1037155689.74,544355241.53,914277501.16,454241699.69,882093774.67,453623272.54,935573777.89,478169900.00,812406800.00,339603521.43,693232810.00,384576799.00,245123232.00,0.0
3,二、营业总成本,804592415.91,506508035.81,354258297.60,194817312.71,723444856.64,462382731.05,334282573.53,190996423.97,852982680.53,594288766.48,438438974.13,248160778.02,971810279.90,612059835.21,440540362.19,246187640.34,986702307.46,651433952.04,471515094.86,259925699.32,905124151.45,565870397.72,438086748.24,244779430.09,1220345199.15,837307939.12,639230094.76,331968005.00,1140430500.07,778935141.84,568397270.61,324044982.54,1199163083.40,813624395.71,578480781.45,337064121.34,1089258991.75,717192105.92,501198987.68,277427578.16,1019110590.12,665665967.04,476975201.65,264437431.90,1221962965.01,871839093.07,642122240.89,369646112.58,1434017436.11,1004685065.13,707409847.81,379210334.98,1328610743.07,913112224.38,634545121.12,339500658.04,1296793818.28,885603042.54,615598338.67,322741191.27,1175223215.25,813997641.14,571957786.40,298477698.73,1110332464.67,788725542.84,547646650.44,321200827.96,1093512577.40,765827079.60,534028431.76,287468771.78,971813380.48,480122717.14,878928350.37,429410563.62,786122640.04,400585533.11,988241124.73,512231579.88,862249098.64,0,834794677.27,0,884437836.84,0,0,308594230.35,655563370.00,364988047.00,236976481.00,0.0
4,营业成本,682039953.19,423353737.40,297565671.50,163551859.96,570962614.77,358664195.34,263834062.39,151716094.98,699738472.96,491032102.15,362725966.39,206201493.18,790033863.44,494400548.42,364039450.09,202882929.57,795873082.79,522945262.05,381498240.37,210124203.21,765973961.19,496830797.31,382335778.03,221175401.17,938779716.84,683197170.08,524839722.35,272059939.14,944375428.27,655009355.47,484514641.49,277594606.06,1008886682.86,689435216.38,490574924.25,286445707.87,907460151.61,599840223.43,422362741.28,232689663.00,846884107.26,556382797.10,398678655.95,221338362.39,1036649312.00,756424583.81,558842697.52,327868649.18,1277163359.32,888870240.32,628093676.15,330725907.66,1161504307.16,796894567.80,555244730.73,295294290.90,1148877992.53,776425584.94,541867039.69,282053169.11,1042795614.60,717422206.09,502629287.30,260746373.76,972758224.23,688193100.39,474415471.40,279725037.73,958853820.45,669645337.99,470426054.85,252360142.55,846828415.16,422496200.83,762578339.60,377300302.49,674409410.77,342381449.55,855590221.60,445349211.64,753024835.06,0,727509472.28,0,788348634.84,0,0,290119670.34,655563370.00,331630055.00,213661414.00,0.0
5,营业税金及附加,15413712.52,10000224.16,6702347.16,3636856.55,16297298.22,10746828.22,7485301.27,4187050.44,16452258.75,11172080.62,7411725.13,4108508.49,18286828.60,11212561.92,7869569.93,4493707.66,22573313.56,16240797.91,10881235.25,5571874.48,23189697.87,15726421.14,11160884.60,5828228.30,26361869.49,19994003.32,15932200.77,6738493.76,23145612.89,15810758.51,10633779.30,5249223.73,24049395.71,16676896.70,11017039.22,5931037.36,19907975.79,13558346.98,8991469.23,4462613.75,17927030.53,12137967.29,8558211.72,4232271.78,17569254.37,11536947.79,7595352.98,4014433.80,13604011.50,8989430.29,5707186.45,3282521.89,12033435.78,7348544.24,4860030.92,2715364.82,10834933.47,6579285.88,4579762.31,2222485.98,9975074.08,6247843.22,4345536.66,2228341.58,8823574.04,5840316.22,3923470.62,2190339.06,8176688.03,5589457.47,3827430.84,2044422.63,6855760.21,2883025.03,5162096.19,2368369.16,5792307.41,2515053.85,7514483.91,3274355.93,7032240.01,0,6613144.81,0,6041559.28,0,0,954267.12,0,11191615.00,7610582.00,0.0
6,销售费用,47750921.50,34326087.30,22314872.54,11517403.90,57404229.04,41375052.92,26636789.24,13346219.40,58699765.64,41410190.69,27015836.77,13759890.29,67826282.71,40613294.46,26035764.95,12618057.06,60207535.67,40556588.31,26759096.32,13403390.75,53198392.00,36338439.93,25094743.47,14736538.83,81209561.58,58976468.32,41458346.89,21017111.84,72729537.22,47847717.89,30668556.87,14435174.44,65379386.46,42482319.74,27148976.00,14858576.89,56962285.24,35951380.48,23749784.27,13772189.75,58662361.07,37730153.11,25081784.60,12394432.29,49680717.54,33198260.22,21401804.91,10855930.73,54144184.97,35504674.47,23000083.94,11266324.46,57352089.56,36204066.21,23567351.83,10505777.94,52253795.09,33935671.85,21785846.71,10163642.48,45495883.64,29622917.26,20211941.03,7953320.29,43116182.04,34832493.69,24834702.94,13071577.93,42203596.07,29674831.96,18953102.46,9956492.40,38631802.47,19104206.05,43062525.84,20102478.55,44137892.04,22213386.69,54664771.00,27205707.91,50068930.33,0,48313776.74,0,37807379.24,0,0,7555155.26,0,7729458.00,4065256.00,0.0
7,管理费用,59607067.27,39665569.05,29053619.40,17403796.31,73138504.20,46963266.39,31970014.75,19546550.96,76568740.44,50413740.64,39858063.66,22602943.64,92441999.72,62911744.63,40543626.79,24350309.84,112569510.34,78686112.19,51520304.68,29358709.46,105948108.66,60610045.21,47274728.13,25309238.75,113423408.72,73565266.85,56023414.66,30037577.13,99156552.64,61487858.69,42417478.18,26374491.72,97605625.95,61864324.73,48294897.39,28372381.08,102448978.65,66782989.97,45424509.42,26105934.48,92725277.19,58807235.96,44301987.46,26647585.51,120232889.20,74282251.63,58330562.21,31031914.63,85145179.46,68869940.10,49165953.56,32715941.59,98990701.24,74593893.90,52527266.09,31559942.67,83813138.87,67430236.35,46986322.70,28113777.63,75227164.12,59630740.67,43978056.66,27034766.43,83036796.14,58224939.29,43309336.14,25462477.37,81281907.71,60624025.94,40177684.22,21868317.57,75816322.24,34115089.50,58936940.83,24553885.84,47810316.25,26786658.13,59112677.97,31404048.85,46500149.18,0,45953755.45,0,45645836.56,0,0,7701671.68,0,11060727.00,7752296.00,0.0
8,财务费用,-219238.57,-837582.10,-1378213.00,-1451673.43,5583272.45,4629067.58,4305083.43,2178331.32,1078966.06,327853.28,686761.82,841496.62,3516066.29,2760568.86,2268750.47,1171361.97,4464748.20,2014016.02,1178549.90,632435.02,4435638.75,3234713.94,2737138.33,1224579.45,3272730.41,1138888.49,298172.91,932051.83,1080531.12,-1657257.46,332028.96,-13742.07,3242873.39,2461453.71,1818742.71,1193027.39,2593155.40,863247.42,1043898.53,1056888.77,2840495.97,1315786.47,1162693.12,906446.24,-1488699.62,-2256618.91,-2433140.26,-2445583.68,3840374.80,1850060.56,842228.32,615175.43,-1269790.67,-1928847.77,-1654258.45,-574718.29,1013958.32,1232263.52,379367.26,188116.07,1729478.81,1073933.90,792964.75,514896.67,2597688.22,1634693.25,1163669.34,751395.87,2996565.14,293426.24,644159.39,1239396.63,3681080.40,1524195.73,6863476.47,5216929.61,11322345.76,6305252.66,11390474.78,4882908.81,5622944.06,0,6404527.99,0,6594426.92,0,0,2263465.95,0,3376192.00,3886933.00,0.0
9,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,159069.42,58937.96,4320.60,51322.45,22176.87,444476.68,-67200.90,740620.36,646445.80,-294760.86,161116.92,-216800.04,671274.24,-8985883.10,-9008824.44,-322331.66,835086.40,-47621647.02,-46870019.81,-30516524.32,-23494556.41,57297912.11,436142.06,678237.18,1182831.30,-57162.07,436708.74,-169214.19,405228.66,-880.97,704184.45,-373798.12,263390.75,-113554.94,195917.64,-373415.05,-659711.59,71318.10,-707972.89,-808131.20,-1081666.31,-680508.48,-1346331.47,-1615036.47,-1679232.08,120326.06,600719.39,600719.39,604463.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2324971.44,-131402.03,2650367.81,383732.23,-31504.53,115346.74,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,54901481.35,29712613.35,28705933.91,42640965.27,63448.51,0,19666.81,8435.09,0,0,0,0,0,0,0,0,0,0,250022.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2065400.57,1472023.21,2681621.76,2203182.54,-12919573.76,-13661658.58,-12325455.06,-9203153.14,10854173.19,10797750.00,4795200.00,2521900.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
