,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19920630,19910630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1090382410.24,326127889.67,206085573.57,93831923.88,507856217.28,404934552.78,278911973.42,126990521.95,2191395319.81,589314043.82,435231168.87,82366780.48,1180138585.01,1073290617.65,562022382.18,243795043.58,991195990.94,129636039.41,80484187.79,18423690.78,123242093.56,87048072.07,68061758.86,16775555.37,426218178.74,226522651.90,138156760.96,46739107.02,306194851.13,163637410.49,229168327.24,116550178.29,710899648.66,520374982.88,367881824.78,153267727.47,467185663.59,319489270.67,179683566.62,81270446.18,286788788.81,186078969.53,109440282.16,38695764.55,542491424.66,486786972.74,314798246.72,126639183.33,925284611.49,663059172.31,439459847.41,176149042.78,1027502247.49,689346328.10,426647946.80,212430710.60,1029224695.92,607206798.18,360854103.02,151607015.89,1188647052.26,879090685.38,571870599.35,253573542.27,1033254165.96,761712918.14,453694990.34,246047164.21,751559166.63,519764735.89,331654867.57,169442692.08,820084055.51,394220329.50,477478042.32,235642517.40,300354862.58,178587873.25,356704070.87,162499003.44,417687432.23,172762569.79,473963164.53,163153000.66,503330133.88,193071800.00,524753880.00,313381104.17,956328663.82,495835916.61,661025422.06,316288220.21,172174560.83,0.0
2,营业收入,1090382410.24,326127889.67,206085573.57,93831923.88,507856217.28,404934552.78,278911973.42,126990521.95,2191395319.81,589314043.82,435231168.87,82366780.48,1180138585.01,1073290617.65,562022382.18,243795043.58,991195990.94,129636039.41,80484187.79,18423690.78,123242093.56,87048072.07,68061758.86,16775555.37,426218178.74,226522651.90,138156760.96,46739107.02,306194851.13,163637410.49,229168327.24,116550178.29,710899648.66,520374982.88,367881824.78,153267727.47,467185663.59,319489270.67,179683566.62,81270446.18,286788788.81,186078969.53,109440282.16,38695764.55,542491424.66,486786972.74,314798246.72,126639183.33,925284611.49,663059172.31,439459847.41,176149042.78,1027502247.49,689346328.10,426647946.80,212430710.60,1021169162.64,602107699.00,359585021.70,150133052.30,1183812681.93,878365926.76,572207525.56,252852264.82,1027163105.30,756310021.06,450206507.66,244472927.08,744592580.13,515346401.12,328999341.21,168909463.17,815302392.28,391129794.32,465295602.97,228920909.10,291039867.90,172605389.27,307681706.50,161737509.16,413238678.68,171607288.51,471784584.28,163414846.26,501173510.63,192515400.00,521713520.00,311996561.74,953131862.20,494602294.47,661011970.62,316436723.13,172174560.83,0.0
3,二、营业总成本,896436795.82,351970138.07,238927190.46,106804909.86,559791831.47,364018435.83,248920792.04,112992650.33,1766705455.17,536225056.91,371534670.96,93172224.77,1000052994.36,832108858.76,451174294.86,209265966.13,846876069.37,151304647.68,96219302.18,29618201.86,125723087.66,90583880.37,61451051.11,24173406.39,260571094.63,123686933.09,82529257.55,24649271.32,213557300.89,122557539.48,249735021.09,121730128.81,715615883.63,525845915.12,367037964.36,158077244.97,564865933.01,348699670.09,198171319.85,87052823.22,414643644.27,266012193.33,150688030.95,57081274.33,629418242.16,532838255.16,335642466.98,133367913.13,1236004630.47,700466010.15,455448031.73,183713553.26,1109151520.82,704055279.74,439084597.51,211389916.23,1032087001.24,606786954.81,360025179.02,150029418.43,1205407515.60,873507552.86,564833314.72,249016704.23,1030688126.72,760639321.70,447303641.61,242459032.23,742274580.98,513321640.64,327153708.73,169417990.68,830321559.07,394135523.32,584026207.96,245295432.06,430582466.71,187299211.41,383287871.67,193570598.97,624412978.92,0,488186464.89,0,508833374.89,0,0,0,778219164.85,395528345.83,545054373.73,253661480.67,117333001.07,0.0
4,营业成本,533236789.57,161814886.44,103901303.42,49524498.83,291929404.68,239393607.50,164074580.47,69074494.55,1316428933.46,384025820.37,273135135.69,61054315.42,700011347.97,629807534.62,324816842.62,151383044.43,599111717.96,75230936.04,47220916.60,12547242.44,57246401.06,42173416.56,28730167.65,11782880.30,180505229.98,75293623.08,48265974.60,11149931.31,127219146.94,61171420.22,225206887.90,110297842.22,676127095.70,496165532.93,349606110.55,148019553.08,459799954.23,307833776.44,171964181.90,77556640.45,297901539.63,185761396.94,115362635.38,41361586.89,522047488.14,461077954.82,291403439.14,111505215.55,858275684.30,607396305.11,397009021.63,157216140.15,925701957.90,619862836.13,381405329.73,185834330.29,896962711.90,521210460.09,304058015.20,122720507.68,1024829458.81,762038658.52,488902995.44,211840246.27,833392269.59,626947584.09,360532370.52,196814520.80,582493597.21,403593587.69,255203381.38,137046189.68,660362016.62,325546993.12,427912477.84,212569528.48,270753833.21,157207094.64,267502410.41,141183318.22,404913520.15,0,399642034.29,0,447748904.86,0,0,0,626440577.86,318825039.05,419663909.94,206994480.23,117333001.07,0.0
5,营业税金及附加,67751954.27,-3662020.62,12805755.56,841243.00,48948789.64,21425927.94,20793766.03,1229596.96,258731791.78,31774118.99,22318304.88,1166067.74,126093637.86,86663894.66,56546708.11,24824470.27,120001117.95,13565549.11,10400878.60,837521.56,13735237.85,10542899.88,7529460.37,738514.01,37489461.78,19869715.93,14376343.64,3885748.47,40615701.07,29346245.31,191323.55,67650.29,1756632.85,913154.08,736248.82,103406.07,2113489.03,1473307.13,1251532.85,227733.52,2267734.56,1240642.69,1055207.41,198735.75,3423495.05,2066360.94,1657006.07,378992.66,4006741.12,523355.63,374892.51,378678.41,6431801.75,2212799.72,1854388.44,1114070.76,3038753.11,1969849.47,1603027.44,1247971.96,1496841.67,532819.50,324235.50,123614.32,3645836.12,3550779.41,2223101.01,1511715.15,2982538.97,2841778.55,2179619.01,1157558.85,3810494.01,1590321.27,241202.29,173540.21,1465379.07,142727.32,564562.91,93875.69,695031.21,0,957890.45,0,1416737.93,0,0,0,110112647.58,69562262.94,68292100.02,38967645.22,0,0.0
6,销售费用,3339542.94,692404.61,387575.82,304154.76,3952079.54,1392350.02,1175127.52,435447.15,16789565.98,5632340.22,2384538.05,147339.71,22611039.61,5756752.76,1357519.69,891404.10,3632178.58,3255218.08,706408.00,422073.00,2514158.50,376369.00,262177.00,233900.00,207749.25,207749.25,207749.25,0,359049.00,329540.00,6578421.71,1994725.46,17229443.00,11210537.53,8044333.36,3021801.07,19020062.94,10273626.66,5283353.34,1865905.92,15770909.69,7385937.85,4405426.58,2132015.22,33667652.20,23065521.31,13205237.84,6106131.99,44360335.84,27639664.56,15986841.78,6927927.62,47093584.91,12936293.38,8074924.35,3475883.98,19405686.50,13416340.25,8676576.43,4230778.74,22930224.59,15406312.50,10001068.04,5149098.04,36999637.06,24870303.53,13899721.23,7463610.60,18724454.59,9300151.50,5231011.75,2185003.53,15090304.98,4775204.23,12278626.52,3793640.35,12235580.77,3042330.04,14280580.74,7487678.27,34157553.92,0,17743251.70,0,13792669.69,0,0,0,4604127.86,2444007.10,4258865.51,7699355.22,0,0.0
7,管理费用,69932476.49,37454950.13,23617154.47,10357190.40,60290129.46,35861398.20,23888709.30,9102458.16,63838270.25,39117331.94,25713178.62,11152105.36,50477722.05,39140598.77,20829958.78,6659647.67,54237432.85,33614172.95,19239398.24,7113826.55,33728150.22,23777672.53,16864791.18,7415655.25,34129311.07,22511159.88,15610325.37,7429691.14,26048071.53,15181382.00,11504819.81,9134980.81,44247616.72,32314174.16,19951154.75,8305605.57,48326962.31,29290547.96,18596040.00,8709439.83,70747167.40,48192683.83,27304262.12,11770210.96,63847318.86,38647171.58,23674669.43,11961104.30,108019705.70,56556916.15,37230455.94,16274969.09,99323738.64,62499018.40,43336500.49,18839429.60,103559469.10,63217807.13,41125024.39,19491295.09,145833583.38,87548694.35,60331483.93,27889353.80,142044067.08,94294664.11,63552140.00,33475056.72,116358587.85,79046988.60,50914665.43,23532421.05,126613082.63,49753875.42,113299580.48,13886168.39,98261264.70,11806129.00,64338255.89,22572449.16,138266562.40,0,67370779.81,0,82873223.60,0,0,0,100255607.29,27170147.78,59134290.47,0,0,0.0
8,财务费用,222176032.55,155669917.51,98215401.19,45777822.87,121508240.78,65945152.17,38717316.83,33150653.51,109588946.06,75675445.39,47984513.88,19652396.54,100822787.68,70740077.95,47623265.66,25507399.66,69880475.05,25638771.50,18651700.74,8697538.31,18494640.03,13661861.99,8064454.91,4002456.83,8528073.70,5717062.75,3803708.96,2183900.40,18773568.21,16524420.79,-2223793.60,-1889672.21,-6693025.90,-4626562.31,-2972718.58,-1373120.82,-5293336.84,-4104863.13,-2724230.66,-1306896.50,835531.00,2987277.10,2560499.46,1618725.51,10301778.85,7981246.51,5702114.50,3416468.63,11924920.33,8349768.70,4846819.87,2915837.99,8461355.25,6544332.11,4413454.50,2126201.60,9120380.63,6972497.87,4562535.56,2338864.96,10317407.15,7981067.99,5273531.81,4014391.80,14606316.87,10975990.56,7096308.85,3194128.96,21715402.36,18539134.30,13625031.16,5496817.57,24445660.83,12376239.92,15215815.38,14872554.63,41838343.84,15100930.41,40457876.14,17308854.63,46380311.24,0,2472508.64,0,-36998161.19,0,0,0,-63193795.74,-22473111.04,-6294792.21,0,0,0.0
