,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3057935584.43,2280504326.66,1483673245.21,736437257.60,3218694083.94,2386633889.06,1535864145.14,743043761.26,3089055399.21,2262749048.43,1440222563.74,708861624.37,2825049808.36,2074951761.76,1333492179.77,384703107.66,1545498589.11,1135351508.90,724392887.59,357469802.88,1455054983.70,1068012591.73,688716891.86,323221984.23,1327506119.78,983083874.32,629975588.18,309689847.08,1105716815.29,828113102.52,544249165.97,268377836.84,1078042712.93,785170946.81,513043078.52,248954619.04,1002219500.20,751794708.28,501059949.79,248455737.91,936882230.17,694026669.60,471816749.75,234100719.58,936925862.40,727897208.27,492935283.48,248709080.78,1113184855.26,836758400.99,557264655.35,271386084.13,1061905104.64,784761181.08,514045733.50,242376238.29,1030112911.71,769289161.15,509803865.49,248124165.00,906148637.83,668904789.80,437216553.33,216802916.42,805611406.31,592492022.18,386525356.05,201703003.39,764095911.23,560837444.07,353267000.32,0,628381517.27,309774900.14,256966176.11,125444539.53,322598593.11,124711690.80,232267519.58,112679704.77,217153810.00,104562383.00,220928059.12,103235791.00,189944489.00,168874354.00,0.0
2,营业收入,3057935584.43,2280504326.66,1483673245.21,736437257.60,3218694083.94,2386633889.06,1535864145.14,743043761.26,3089055399.21,2262749048.43,1440222563.74,708861624.37,2825049808.36,2074951761.76,1333492179.77,384703107.66,1545498589.11,1135351508.90,724392887.59,357469802.88,1455054983.70,1068012591.73,688716891.86,323221984.23,1327506119.78,983083874.32,629975588.18,309689847.08,1105716815.29,828113102.52,544249165.97,268377836.84,1078042712.93,785170946.81,513043078.52,248954619.04,1002219500.20,751794708.28,501059949.79,248455737.91,936882230.17,694026669.60,471816749.75,234100719.58,936925862.40,727897208.27,492935283.48,248709080.78,1113184855.26,836758400.99,557264655.35,271386084.13,1059262516.32,782048497.37,511795910.97,241152235.07,1024526485.09,767166591.94,509567629.94,247718183.79,902454921.50,666234426.00,435687089.00,215470889.00,797190721.00,586911965.00,381529722.00,199456746.00,753156947.00,554075303.00,349907494.00,0,625400744.00,308329467.00,251100909.99,122839879.99,258208665.50,124043536.00,230510656.00,112126078.00,216088086.00,103884650.00,220605796.00,103152703.00,189304326.00,168629327.00,0.0
3,二、营业总成本,1778450564.64,1145369320.38,736685807.33,352232513.86,1691379458.72,1103131283.22,728906640.43,349373491.44,1700430222.02,1144258992.54,752280475.16,381174667.38,1852134692.49,1291061746.90,862251224.53,307231221.67,1430796069.77,995811980.91,639850241.10,318457896.36,1462489187.28,1001280543.70,674784919.23,327153713.12,1585113748.34,1127145870.64,722654539.00,353321695.04,1183057564.20,795489540.74,529950732.63,262109520.50,1048646676.16,692253822.73,436360804.01,205189011.16,836148747.98,597572529.16,389282743.21,171711807.31,758443596.27,483817549.59,304333672.79,132940627.26,614393791.60,447642406.01,302614819.39,159629826.26,580195295.13,399571102.06,270323104.63,122329987.56,660165290.93,425729176.59,298587293.51,121285220.64,538733904.53,378063681.52,242300136.73,116718544.81,485316948.11,339254568.57,230005706.77,107636153.44,408822192.73,293908124.08,190973160.82,93557713.58,344207615.25,221106861.27,146910620.55,0,387356421.17,181499734.86,129571471.84,56242639.71,94368426.74,10616173.04,84487976.97,40598735.73,-6554765.55,-42668789.00,24459360.68,0,43812568.00,35487197.00,0.0
4,营业成本,1356412853.77,860140930.07,549623810.49,257839452.31,1279095071.32,817225556.12,533736566.35,253181541.86,1247122353.35,814962327.13,533689845.16,271049367.90,1281032560.50,864231016.09,558947473.08,191719596.88,867986027.55,585922236.23,360698877.33,172908806.38,848547244.47,555031258.74,369614599.73,169526484.43,923303006.28,649179025.46,403435560.64,194848874.29,649113840.96,415778263.53,276072432.07,134547987.47,629381603.00,406574693.67,251728804.04,118063576.08,518321042.54,375468175.73,241612200.11,96443521.37,478592799.71,281819027.25,167659678.25,61798551.04,356903893.07,260553852.05,181525005.66,97111242.48,337639165.35,236345699.75,159085821.34,70217734.88,370545089.32,254988440.61,182286330.29,65036757.47,307804654.11,207709041.96,126467149.01,58805084.44,263188193.28,183913434.19,124174845.25,57790239.83,236005899.78,174371776.85,114392994.67,55926444.02,227002968.20,144392430.27,96078588.62,0,215738000.11,99227158.92,84281345.21,34681929.23,70325714.29,20196611.51,64865903.65,30297324.31,53123633.12,0,48694736.21,0,40460315.00,40727272.00,0.0
5,营业税金及附加,16149616.32,10253483.35,6557023.97,3168467.28,15987266.39,10740890.98,6853114.99,3134608.21,16000201.45,10278140.64,6895775.06,3443510.59,40582167.79,34979823.57,32283347.45,13214271.44,54438413.95,40148974.92,25952786.32,12676975.39,52884774.49,39079446.60,25283803.81,11856169.81,49406247.18,36235040.26,22960636.77,10876584.41,40872116.11,30613396.38,20126545.91,9810430.31,39646087.18,28666689.42,18846946.70,8787976.79,35370398.64,26469753.33,17664837.45,8653041.42,31430038.72,22949640.75,15533972.20,7551441.45,30682810.15,23264895.35,16029568.82,8128638.19,36482314.93,27282331.61,18448818.82,8968632.17,34923589.24,25667751.39,16780263.95,7893512.22,42364458.21,33802866.40,25466203.36,13178768.91,47967819.48,35612013.72,23207449.64,11484026.91,42415333.91,31216498.99,20287255.53,10605500.03,40260996.17,29811885.04,18825314.39,0,33229801.24,16362427.57,12555045.51,6141994.01,13144729.23,6303988.50,11900481.65,5763177.18,11247476.53,0,11435288.37,0,6805719.00,2679211.00,0.0
6,销售费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,管理费用,192182962.68,117390810.80,76975210.47,36707007.01,183392148.68,105269752.40,75594633.97,35901592.17,189585575.97,118313983.81,77693914.84,38257241.20,189789891.95,119266608.44,80579615.84,30064936.93,166209446.96,100722869.99,69132844.52,37040337.40,167805309.46,109605183.61,76476533.85,38620773.53,182846964.80,119971267.17,81306279.47,40507972.07,188817154.29,121211692.06,77632477.02,38075321.73,148690324.28,94794917.81,60950667.18,31571144.29,120532985.43,72280248.83,47100615.59,25499730.06,111194112.67,74461082.40,47896913.39,26560517.26,100426420.10,70862031.40,45822121.24,22978324.75,96101830.07,59750575.59,42585076.65,18894316.25,140659033.42,59831385.07,42626388.34,19531836.74,77879343.46,55202404.36,40399098.43,18690692.58,69575835.83,42044074.38,29720915.38,14537244.19,64804559.02,44933431.76,31524693.53,17238199.26,56684811.31,39324298.95,25733585.40,11817113.66,50457259.00,20990617.72,33186580.07,13725210.63,23586735.30,8951517.31,24390899.21,12020961.30,19895687.18,0,16541674.69,0,7749115.00,7010602.00,0.0
8,财务费用,213705131.87,157584096.16,103529762.40,54517587.26,212592783.74,168742365.39,112780215.47,57155749.20,247306751.08,200507959.88,133804359.02,68424547.69,340854007.43,272761745.85,190618235.21,72232416.42,342004056.37,268946518.11,183994351.27,95831777.19,401972752.87,304216666.75,205409981.84,107150285.35,429403398.05,321760537.75,214952062.12,107088264.27,304378211.88,227886188.77,156261654.01,79675780.99,231914175.31,162225507.67,104842371.93,46766314.00,161929617.65,123354351.27,82905090.06,41115514.46,132806008.33,100201262.84,68856572.60,37030117.51,126698836.93,93677504.60,59954001.06,31411620.84,101820214.90,76192495.11,50203387.82,24249304.26,114037578.95,85241599.52,56894310.93,28823114.21,110685448.75,81349368.80,49967685.93,26043998.88,104585099.52,77685046.28,52902496.50,23824642.51,65596400.02,43386416.48,24768217.09,9787570.27,20258839.57,7578247.01,6273132.14,3205293.35,87931360.82,44919530.65,-451498.95,1693505.84,-12688752.08,-24835944.28,-16669307.54,-7482727.06,-90821562.38,-42668789.00,-52212338.59,0,-11202581.00,-14929888.00,0.0
