,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2006102610.30,1479385447.37,890949486.15,322316930.82,1720159583.00,1160522819.85,770529818.54,275361534.40,1559089808.63,1006739210.20,640637184.83,313431140.13,1213337701.70,917665274.78,595494278.56,263170328.28,983057777.29,806226340.00,558235402.92,236020921.93,1224668136.32,857033092.03,673846496.78,343569569.49,1144811152.62,1078559858.41,698185154.34,399577321.39,1404461542.71,1576117314.42,870101517.38,327727273.06,1494320497.52,1404427383.94,958417451.60,400808266.26,1253463261.92,1160145216.85,690012895.95,297822322.98,782454464.98,629852471.06,378499449.26,116248200.66,740205041.52,591218270.10,367853643.09,160886162.16,552812000.79,380560129.76,232652759.14,104027868.86,543387769.76,402601374.79,288262978.27,379229298.26,242838718.56,0.0
2,营业收入,2006102610.30,1479385447.37,890949486.15,322316930.82,1720159583.00,1160522819.85,770529818.54,275361534.40,1559089808.63,1006739210.20,640637184.83,313431140.13,1213337701.70,917665274.78,595494278.56,263170328.28,983057777.29,806226340.00,558235402.92,236020921.93,1224668136.32,857033092.03,673846496.78,343569569.49,1144811152.62,1078559858.41,698185154.34,399577321.39,1404461542.71,1576117314.42,870101517.38,327727273.06,1494320497.52,1404427383.94,958417451.60,400808266.26,1253463261.92,1160145216.85,690012895.95,297822322.98,782454464.98,629852471.06,167371559.89,116248200.66,740205041.52,591218270.10,367853643.09,160886162.16,552812000.79,380560129.76,232652759.14,104027868.86,543387769.76,402601374.79,288262978.27,379229298.26,242838718.56,0.0
3,二、营业总成本,1897826990.29,1384932195.20,824624745.18,324006558.76,1644003573.15,1123715811.45,748612658.36,286890499.35,1501685480.87,956026083.67,615414654.94,324601177.86,1257891339.47,914074389.01,588573691.24,274882151.53,1222848198.16,891430595.64,614757047.83,276402580.26,1224226801.24,850366385.54,668358120.52,349570481.39,1198689265.18,1095995757.82,698085062.64,405710574.87,1422034235.93,1570110268.36,878019494.07,338430700.87,1502651180.24,1390315249.42,957495953.42,409424226.87,1190844997.94,1123727023.01,667017269.46,291614430.76,757478544.65,609729754.88,366188897.51,114768004.27,699451843.05,550451203.02,336419043.48,149635932.63,508088631.34,349192531.34,210421918.77,99252115.59,507673199.33,376008245.63,271173098.84,355507080.75,221644611.87,0.0
4,营业成本,1574022007.53,1177097525.69,686611136.38,267928343.61,1354382999.33,938326028.28,623989955.78,235353850.64,1248618454.03,798655948.40,512342835.43,281557262.94,982206934.85,746924565.91,478854472.61,228977894.58,925200838.70,730904968.26,505618237.40,227525179.50,992482170.34,701857246.51,572068781.43,303885589.71,949931637.70,933058799.44,590608716.03,354878761.13,1178778024.13,1414116567.85,774473546.67,289517559.84,1269308639.56,1246154635.33,866686147.74,372943332.88,1062921166.07,1045011263.72,618344497.01,272594010.45,678010770.33,563643225.17,129401250.65,101237397.04,641616958.71,514157086.43,314265412.40,140890050.61,472945147.87,321958733.59,193522133.75,91286289.71,474159721.94,351785837.15,257057670.78,326694024.42,202363468.00,0.0
5,营业税金及附加,13978029.82,10101366.95,6989842.27,2686591.25,15530708.30,10339516.31,6974223.42,3173772.91,16764839.59,13002874.49,9949711.85,2776968.66,10158943.66,3427405.89,2856904.68,758036.09,3872055.52,2386387.92,1196558.82,199896.68,4969089.23,3195495.64,2008767.96,658974.52,5062081.11,3246597.95,2683192.86,876800.01,6638556.85,4208211.72,2258214.55,736431.90,4666353.36,2498740.39,1807235.18,269718.92,3618600.83,2638671.83,1347136.41,49821.77,1519361.81,1095003.94,939341.02,750910.62,1891174.65,1608832.40,1343106.23,320015.60,1358101.75,1084119.44,829386.43,75093.86,1649400.62,923090.07,390413.02,1077278.53,604611.62,0.0
6,销售费用,44744082.91,35058098.72,23180728.44,12065373.54,38029076.21,28087524.33,18791157.79,8069589.91,28341519.69,17388326.79,11782573.61,6651769.76,25601747.74,15782016.35,9190246.01,3876851.98,23678084.75,18495020.31,13240791.19,6691639.36,23502175.02,17062619.33,10846567.44,5263553.53,21733803.07,17184132.80,10463071.48,5692411.53,20235763.14,15477987.54,11320128.38,7189682.60,23868749.28,18754261.94,12870196.28,4635850.44,14292790.39,8605706.64,5126880.98,2243794.74,7566607.79,4633063.45,2765119.53,1225800.08,6532466.65,4459186.01,2889515.17,1607456.80,5113315.10,3674456.99,2415282.46,1495338.28,4951595.19,3665467.45,1985571.86,4159457.72,3591572.66,0.0
7,管理费用,116772787.16,67788811.01,46570261.26,29062811.58,126346110.56,76933272.08,63905118.80,29254110.76,150645969.07,82238844.16,55499418.79,24610862.89,149680225.51,80055505.06,50963088.98,24376993.82,129058716.98,77435389.85,54637606.21,23437821.00,115046349.23,72190571.13,46441328.89,19710594.45,121294626.42,75343586.42,48951271.09,22871305.17,120611972.73,61435516.79,35206393.01,16570985.72,109301335.47,64563587.94,36371449.19,17449623.87,73004563.61,43597447.29,27833679.32,11126025.57,51557540.77,27364671.42,18698549.75,7285057.49,32133542.96,19326337.22,11301545.51,4643670.82,20295552.63,15171900.41,9146427.74,3826396.94,18736616.96,13395674.16,8101436.91,16788428.94,11132700.04,0.0
8,财务费用,51728854.09,36923644.66,24364984.05,11340074.56,47183295.49,34484135.57,24115099.37,9622656.94,34271065.75,26183384.32,15783698.51,7685300.52,61189622.44,49334909.69,33975634.15,15545897.72,75546005.24,56134482.77,38074802.35,18465778.91,74104764.30,53112651.54,35235356.68,17512953.51,79805611.48,59288984.24,39566243.82,19655613.23,88795329.30,68714418.96,44240540.77,22964929.30,79492583.05,54003371.19,35734526.95,12695061.50,30417491.55,19798283.09,11434756.90,4481717.35,20135157.02,13668408.28,9237444.04,4268839.04,14798312.50,10335503.50,6055206.71,2174738.80,8631596.12,7067585.81,4508688.39,2568996.80,7892564.84,5913482.11,3638006.27,6537915.98,3593322.08,0.0
9,研发费用,96581228.78,57962748.17,36907792.78,3991436.99,47085833.03,21276881.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,-3068072.77,15445550.23,14268453.13,10837103.20,1416518.18,23043632.74,18556705.51,10056416.75,1319013.09,29053865.27,18549986.11,12733344.81,1346477.34,65492496.97,6074346.52,1989051.87,82264.81,14122253.12,2947801.40,1757318.12,2538815.67,20861505.40,7873656.97,5812567.36,1735683.79,6974589.78,6157565.50,10520670.69,1451111.51,16013519.52,4340652.63,4026398.08,1430639.26,6590385.49,4075650.44,2930318.84,1119060.88,-1310893.07,-674617.38,-572102.08,0,2479387.58,564257.46,564257.46,0,-255082.13,235735.10,0,0,283299.78,324694.69,0,249975.16,358937.47,0.0
