,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120630,20120331,20111231,20101231,20091231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1171037167.82,760905615.66,553563742.35,337366875.70,1193949893.06,780000565.33,582625216.76,388768211.47,1288874711.91,759019895.16,578110792.58,374909039.74,1048642259.49,599098845.74,442315114.81,266945946.80,914892061.66,555492785.89,439574358.52,248937858.00,859129967.85,550247468.31,439485347.70,227430516.89,933814250.77,592597451.56,476580053.64,272838117.62,974821051.69,482715031.26,314196230.05,880683637.17,743046690.81,639339368.71,0.0
2,营业收入,1171037167.82,760905615.66,553563742.35,337366875.70,1193949893.06,780000565.33,582625216.76,388768211.47,1288874711.91,759019895.16,578110792.58,374909039.74,1048642259.49,599098845.74,442315114.81,266945946.80,914892061.66,555492785.89,439574358.52,248937858.00,859129967.85,550247468.31,439485347.70,227430516.89,933814250.77,592597451.56,476580053.64,272838117.62,974821051.69,482715031.26,314196230.05,880683637.17,743046690.81,639339368.71,0.0
3,二、营业总成本,1002468152.59,659081615.74,463879142.24,247558578.83,960492112.55,644654062.94,466298143.71,270798760.41,1049325424.23,632214742.17,463516466.62,264123343.43,860757466.98,495225833.89,348438856.63,188085297.65,763406313.10,460901194.70,348247764.02,180398155.63,715836231.43,450938632.37,342339895.12,0,763434123.67,483963822.35,371734369.61,0,801954699.29,383048606.24,234668519.06,732192345.07,655819162.05,611172964.08,0.0
4,营业成本,648717146.63,455359946.78,322988921.69,170050296.21,661864818.55,452892089.67,331372280.83,192760151.51,726890418.00,444987495.82,332007861.16,187964597.54,595784061.27,342464723.76,244132912.24,126633886.29,510645569.78,314176066.29,241187728.70,122001365.08,469954308.08,292305003.20,228176337.45,0,506518789.14,311028086.11,246721947.15,0,535181540.63,256629722.33,161359417.03,486876659.15,433319852.69,375491180.21,0.0
5,营业税金及附加,39773943.59,24798383.79,18632768.94,8375003.94,43338897.60,29352994.63,23360478.15,11177617.06,56600372.32,27224785.39,20701824.68,12082451.75,47595219.55,22974075.90,17333248.81,8065451.29,32325035.33,20454433.70,16569391.05,7060708.19,31624498.11,20961801.12,17434016.40,0,33853185.22,21600886.29,18003057.33,0,40374561.88,18701477.34,11113833.15,32899925.54,33792825.11,32887165.45,0.0
6,销售费用,159977462.51,92028466.80,57827108.40,33866747.62,138830906.61,88513719.91,59811303.88,34266006.54,150725601.89,87359657.29,51634985.49,33285960.30,117845005.75,73849635.01,40391831.75,27127909.93,104784880.98,60339820.32,44742390.43,24041212.42,115537967.21,66243716.57,46506366.99,0,127566953.41,79070446.77,57789774.94,0,125616571.82,57697140.19,32842632.87,120389702.52,108080565.36,103353932.48,0.0
7,管理费用,128916423.06,72522899.27,55189226.47,29034039.17,94791924.58,69633482.38,49410950.98,26338510.79,112831312.23,68941814.76,57434706.43,29743847.43,88853153.28,42040021.31,35174126.29,20751098.41,88265761.72,49860913.27,34485458.59,18831042.58,80907829.66,52543348.35,34619935.91,0,78517602.50,55262249.94,37975610.68,0,77372755.36,36908238.40,20434651.28,72201683.83,59694476.54,43867705.16,0.0
8,财务费用,9230669.00,4536588.38,3182386.99,1868182.40,4702521.73,-1118904.52,-2261323.80,-1094070.79,493344.69,105881.44,-880549.94,-750888.11,11996719.26,11367199.30,7740655.52,4123180.38,19176599.24,11340951.08,6114918.03,2532705.34,15097940.60,10936249.85,6925040.27,0,12904594.15,10121354.76,6313229.34,0,19902385.62,9429537.42,4710676.46,19606073.26,28791804.93,43231640.54,0.0
9,研发费用,15852507.80,9835330.72,6058729.75,2439990.08,11602187.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,1924319.41,5360856.38,5380680.87,4604453.67,7350545.30,1784375.10,3595107.47,2617638.80,1797374.52,-1316692.13,2530178.61,3666082.02,1383771.35,8208466.05,4729010.04,5147877.22,5931122.02,2713687.77,7948513.28,8678198.10,0,4072999.25,6880798.48,4930750.17,0,3506883.98,3682490.56,4207308.27,218300.77,-7860362.58,12341340.24,0.0
11,公允价值变动收益,0,0,0,0,-2165851.36,0,0,0,2165851.36,0,0,0,0,0,0,0,0,-775340.10,3178866.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,3327949.77,98071.91,98071.91,0,8199360.96,665863.02,665863.02,665863.02,7199273.96,4974616.42,3210712.31,1513534.23,1487912.33,0,0,0,344797.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000.00,-1143872.18,96602919.83,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-136226.96,-365347.43,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,229739377.50,114204799.46,92995572.41,90983998.88,250124804.06,144044968.05,123227441.32,119847144.52,260826479.32,136113302.42,117805038.27,112299230.54,189372704.84,103873011.85,93876258.18,78860649.15,151830546.22,93816251.09,94505460.77,68539702.37,143293736.42,99308835.94,97145452.58,68252876.47,170380127.10,108633629.21,104845684.03,79599112.48,172866352.40,99666425.02,79527710.99,148891292.10,86083656.58,124769324.46,0.0
16,加:营业外收入,2246141.22,2690396.22,1955760.59,884947.08,413251.02,523442.08,425166.42,14375.22,1947425.33,7066822.59,2780264.25,1243220.81,58722186.72,2606157.87,1757675.47,778068.22,8567251.89,6284815.84,2009588.94,991506.89,12701067.91,4695383.98,1388640.88,0,2562618.93,4785201.48,1793129.55,0,3954036.28,1191300.39,1016928.98,3441280.89,3725697.77,1383076.30,0.0
17,减：营业外支出,2090665.60,1010828.41,488819.89,371030.05,7777018.26,893007.11,126616.92,110220.47,1201589.24,1216347.32,237601.05,204951.78,54587649.11,1341827.42,998440.80,383869.14,2618105.46,1209987.25,798260.68,455885.07,6398345.74,1610337.70,1489461.17,0,1850609.46,1041536.93,733667.41,0,1194274.28,581670.51,401096.88,1349927.71,3825485.24,452989.67,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,52297.87,50613.77,53596632.17,495514.43,398797.48,0,629772.71,0,195658.90,132183.37,3635430.15,300853.72,300853.72,0,863948.00,242911.97,242911.97,0,193389.46,92583.35,92583.35,327121.97,13055.23,21618.40,0.0
19,四、利润总额,229894853.12,115884367.27,94462513.11,91497915.91,242761036.82,143675403.02,123525990.82,119751299.27,261572315.41,141963777.69,120347701.47,113337499.57,193507242.45,105137342.30,94635492.85,79254848.23,157779692.65,98891079.68,95716789.03,69075324.19,149596458.59,102393882.22,97044632.29,67556417.87,171092136.57,112377293.76,105905146.17,80220387.45,175626114.40,100276054.90,80143543.09,150982645.28,85983869.11,125699411.09,0.0
20,减：所得税费用,61689252.58,32717108.40,26548368.67,25397255.66,64456751.95,41946441.34,35943065.40,32843814.81,77946679.50,42689615.36,35320454.56,30229914.66,50096264.18,30101938.02,25052209.22,20426653.83,42124606.96,26607181.68,25491175.67,18636600.58,37597668.21,28253205.29,27098314.01,0,45944827.80,32770762.14,29367384.35,0,48505189.09,27113740.40,21233758.34,41515436.19,25665342.25,29181991.21,0.0
21,五、净利润,168205600.54,83167258.87,67914144.44,66100660.25,178304284.87,101728961.68,87582925.42,86907484.46,183625635.91,99274162.33,85027246.91,83107584.91,143410978.27,75035404.28,69583283.63,58828194.40,115655085.69,72283898.00,70225613.36,50438723.61,111998790.38,74140676.93,69946318.28,50241703.56,125147308.77,79606531.62,76537761.82,58933433.66,127120925.31,73162314.50,58909784.75,109467209.09,60318526.86,96517419.88,0.0
22,归属于母公司所有者的净利润,166450677.18,81686413.65,67437986.76,66253772.25,177840976.83,101630160.37,86549716.91,86240916.88,181948508.43,98421220.94,84430169.29,82664670.50,141465621.49,74080778.80,69299095.68,58544006.45,113688452.78,71401321.53,69480815.85,50093440.29,109935123.34,73483840.30,69332114.67,49965557.21,124043343.85,79151321.25,76243047.77,58690326.13,127232668.16,72981601.42,58874276.87,111274378.59,60805691.84,95448892.35,0.0
23,少数股东损益,1754923.36,1480845.22,476157.68,-153112.00,463308.04,98801.31,1033208.51,666567.58,1677127.48,852941.39,597077.62,442914.41,1945356.78,954625.48,284187.95,284187.95,1966632.91,882576.47,744797.51,345283.32,2063667.04,656836.63,614203.61,0,1103964.92,455210.37,294714.05,0,-111742.85,180713.08,35507.88,-1807169.50,-487164.98,1068527.53,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.340000,0.160000,0.136000,0.133000,0.360000,0.204000,0.174000,0.173000,0.370000,0.200000,0.170000,0.167000,0.330000,0.190000,0.173000,0.150000,0.280000,0.180000,0.174000,0.130000,0.330000,0.240000,0.230000,0,0.410000,0.260000,0.250000,0,0.420000,0.240000,0.200000,0.370000,0.200000,0.350000,0.0
26,稀释每股收益(元/股),0.340000,0.160000,0.136000,0.133000,0.360000,0.204000,0.174000,0.173000,0.370000,0.200000,0.170000,0.167000,0.330000,0.190000,0.173000,0.150000,0.280000,0.180000,0.174000,0.130000,0.330000,0.240000,0.230000,0,0.410000,0.260000,0.250000,0,0.420000,0.240000,0.200000,0.370000,0.200000,0.350000,0.0
27,七、其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
