,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1915776578.49,1297123921.34,584661667.88,1804235399.91,1409036172.61,960763673.08,317494846.37,1927748425.11,1467616470.12,867365174.69,401762465.89,2326250348.75,1616763951.56,1038622486.69,486875652.99,2013321629.25,1491962535.26,816590564.90,356171273.00,1319735230.15,826157593.28,542120960.28,254219155.36,496359558.35,462987532.07,294511204.25,93699987.38,662676897.90,420323906.49,237484198.86,71543015.96,567385772.05,381696427.88,226440281.71,75663606.72,483357124.38,330869588.33,189267010.25,70855164.83,387519941.86,245473556.99,162628998.84,68582156.42,309860472.36,236473892.65,176576515.58,87630333.96,309976913.17,223230592.82,167713322.71,101450482.19,278689993.10,303192604.12,0.0
2,营业收入,1915776578.49,1297123921.34,584661667.88,1804235399.91,1409036172.61,960763673.08,317494846.37,1927748425.11,1467616470.12,867365174.69,401762465.89,2326250348.75,1616763951.56,1038622486.69,486875652.99,2013321629.25,1491962535.26,816590564.90,356171273.00,1319735230.15,826157593.28,542120960.28,254219155.36,496359558.35,462987532.07,294511204.25,93699987.38,662676897.90,420323906.49,237484198.86,71543015.96,567385772.05,381696427.88,226440281.71,75663606.72,483357124.38,330869588.33,189267010.25,70855164.83,387519941.86,245473556.99,162628998.84,68582156.42,309860472.36,236473892.65,176576515.58,87630333.96,309976913.17,223230592.82,167713322.71,101450482.19,278689993.10,303192604.12,0.0
3,二、营业总成本,1182105253.07,794712543.04,358115913.98,1593214300.52,932380958.79,594627298.83,228336646.96,1202997288.12,885091115.29,548787749.60,215758974.17,1206869234.95,808865198.80,507380768.24,208787892.64,1158927552.85,809608595.33,474347119.61,224766122.38,751788491.77,478234592.74,337851145.61,176533779.73,328965536.70,290412010.15,194177726.83,67319898.57,402245791.39,257670365.40,160617109.70,48150081.75,332487329.98,218311705.20,132648338.52,49415410.68,265876886.49,184677723.17,105133506.14,43086755.51,228053549.92,146269994.29,100731127.88,44449045.40,183496695.85,133939034.44,96763031.81,49187395.54,208139623.64,151082269.65,119695930.52,79070903.86,219128895.77,241465712.67,0.0
4,营业成本,679577829.53,468013832.04,203100125.35,600106158.08,472920411.66,319146745.53,102592656.62,699961346.66,533936391.89,327739564.28,142865388.32,843405771.40,576686855.62,360261277.41,141318606.47,777508168.83,567770581.52,314404667.36,147561599.47,494157662.14,316597840.31,221497169.25,114702917.05,175286502.56,172273610.62,114651948.26,41181661.25,261969372.35,170791702.25,103896439.41,32340390.32,232774372.31,158456196.14,93420580.38,30870884.63,179514658.59,122017139.29,68835105.43,23983255.20,164666606.08,106248616.12,67706171.23,30390101.79,116448301.76,85747523.68,64215911.12,29784358.27,140022173.18,106343738.54,84392172.87,54807076.95,174277755.27,187667386.25,0.0
5,营业税金及附加,12759990.14,8233212.64,4173766.38,16216894.39,12114904.33,8522491.57,3817380.11,16213506.77,12208335.89,8129200.28,3803089.79,14393954.58,6408926.10,4179940.92,2035098.53,7730582.33,6033332.81,3245647.50,1351459.51,7417881.05,5843554.60,4773134.98,2270414.82,7402617.02,6342702.46,4432007.44,1084775.78,10395137.13,6161683.90,3278866.86,1044076.48,8020599.11,5227956.69,3333674.36,1151290.54,2928438.26,1638538.80,1108760.98,535006.28,1245488.46,507947.12,284850.72,119375.00,421609.27,304188.39,186176.88,75234.93,143963.13,84567.54,44415.46,33277.18,48393.05,0,0.0
6,销售费用,172702464.81,111038261.73,50499283.75,190785213.67,112054791.51,55655007.34,22765713.11,55510991.38,26741554.49,17625122.62,9549137.61,35153012.02,18989930.63,12552075.03,6699008.84,32573113.85,21847896.55,13638167.27,7740665.85,22035712.66,14398381.55,9357682.55,5183841.16,16077503.81,12946412.45,10294008.06,3128839.02,18160653.83,11673427.44,7587212.29,2838747.97,11468607.37,6914826.71,4697027.88,2747280.26,14932885.42,9608103.15,5178619.19,2444050.85,8678640.13,7061337.10,4610715.23,2551646.48,10903076.61,7586611.55,5615423.51,3514726.52,18410540.45,12571058.77,8218499.17,4380728.96,14841096.21,20297979.96,0.0
7,管理费用,266637712.53,168727244.81,82283891.84,375175549.07,231930474.03,175449757.10,82730339.33,352278399.02,242462389.16,148382345.41,63015458.82,317417043.01,203891937.24,133793257.54,65440795.81,338891377.86,206988991.88,132612562.74,66356909.42,215350082.21,130366370.09,89299501.40,47170739.99,110439082.14,83650323.68,54884635.27,22020218.12,113787084.91,72269997.29,48808128.31,13615515.50,85091207.20,52082948.08,33636857.14,16549690.81,74813307.31,56986336.85,30874193.24,17016873.21,64224108.54,42794162.78,28666185.99,13014355.16,55243754.36,38315679.81,25609856.04,13554636.16,38546230.40,24003204.84,19559911.95,12562104.85,24209905.15,27578140.90,0.0
8,财务费用,-17588068.35,-9249159.32,-2711179.88,37052954.11,39900621.93,30722953.03,16623503.82,35458736.10,23056455.22,16007710.75,3551678.62,-17374601.74,-11420667.71,-9403189.14,-6951242.12,-13042631.61,-1707619.64,3016210.84,870313.49,13610879.98,11854894.71,11407466.64,6556620.97,14577237.83,11196668.74,5965201.49,-395511.20,-4555156.12,-3777674.68,-3063867.85,-1688648.52,-7042669.40,-5440623.52,-3203759.33,-1903735.56,-6965556.07,-6481490.82,-1280510.31,-892430.03,-11158827.45,-10950435.00,-1903775.20,-1626433.03,1277066.18,2361613.37,2447453.91,1955390.34,5134047.79,3030236.08,2638813.83,1305874.48,4144642.00,4459308.91,0.0
