,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2183636123.63,1572975422.45,930194031.10,2958825739.32,2141754152.99,1448963194.36,877920176.71,2524131204.91,1762221383.64,1295398408.93,785697362.94,2380834754.14,1688120011.96,1217291135.23,741559668.24,2560409262.63,503478947.46,399949352.36,293335539.31,777743599.20,568021464.47,408194278.04,264917693.59,727775135.17,532256539.89,447086938.71,343954032.51,857412607.41,581065381.79,424391168.35,352503619.13,970001012.39,630908823.81,490021168.61,367743353.02,1327332855.61,845415287.06,575561534.92,406563235.40,1094025851.03,772043457.87,608825979.63,445893411.64,972351814.90,638562152.64,494836257.48,339342862.20,982622648.48,668646578.92,494291632.73,324840034.01,1040334147.83,740092241.97,567527785.04,308374956.06,1038708183.73,513700060.85,390332169.12,262108953.11,663750608.77,483493440.95,349298849.48,228124636.62,521476014.74,350136766.64,257387231.41,162178153.29,432456695.56,285479509.06,218508507.00,138371162.40,464530579.36,259718785.09,306335807.84,152119562.42,227736357.03,109103470.37,172312665.57,151677533.08,150455589.51,0.0
2,营业收入,2183636123.63,1572975422.45,930194031.10,2958825739.32,2141754152.99,1448963194.36,877920176.71,2524131204.91,1762221383.64,1295398408.93,785697362.94,2380834754.14,1688120011.96,1217291135.23,741559668.24,2560409262.63,503478947.46,399949352.36,293335539.31,777743599.20,568021464.47,408194278.04,264917693.59,727775135.17,532256539.89,447086938.71,343954032.51,857412607.41,581065381.79,424391168.35,352503619.13,970001012.39,630908823.81,490021168.61,367743353.02,1327332855.61,845415287.06,575561534.92,406563235.40,1094025851.03,772043457.87,608825979.63,445893411.64,972351814.90,638562152.64,494836257.48,339342862.20,982622648.48,668646578.92,494291632.73,324840034.01,1040334147.83,740092241.97,567527785.04,308374956.06,1032549153.55,510050669.17,387336816.85,259720492.68,658109695.26,479351999.08,346068107.37,225811105.88,517214376.99,347639659.45,255348397.04,160574969.36,428617307.52,282950122.23,216694650.56,137057982.03,461061047.23,257848869.48,302648548.69,150447345.07,225331393.79,108051238.94,170177504.42,149529611.29,147809976.09,0.0
3,二、营业总成本,1863419452.16,1324476243.32,772045044.15,2859359598.92,2016156537.19,1344054229.64,799610694.55,2449829817.82,1667929705.02,1216136221.70,696674570.89,2001187719.43,1310744281.80,904368305.38,530267083.37,1972387877.27,473501206.29,351465718.66,226209558.14,760978922.69,530831354.59,382282021.51,217872066.85,790871728.03,600638222.50,475813288.93,365698116.88,1046242840.92,701936246.05,507885313.81,370657351.04,1200155669.95,792939167.31,591491258.25,403357848.42,1318377538.73,862927257.02,641102758.35,435322294.60,2352828057.43,1971656987.23,1760430875.64,444228235.74,1283371281.65,880389691.16,659470761.88,401183458.91,969283168.03,712060372.66,511395207.73,315981332.09,1028850230.91,749395677.61,548427949.75,289607869.81,979578053.20,574254316.19,415682208.51,253727423.40,664126165.68,451421017.34,300839083.15,181824640.31,415542393.78,289599091.16,207087526.21,135307635.93,372441115.05,262174567.60,195557812.93,117903759.60,392046134.62,221950051.95,261667126.59,132887325.43,188437095.85,85457449.69,141057137.71,137078220.97,131282051.49,0.0
4,营业成本,1659931864.03,1200387991.75,712576928.23,2559905783.79,1832252240.42,1224552755.75,742347280.32,2292288173.73,1571374672.60,1158280518.95,668659062.93,1856574730.30,1210049264.39,833674702.21,494224586.27,1752246221.89,391256259.19,295407238.17,196877969.22,667444457.93,458660123.58,340809200.27,198556928.06,702267389.28,525195663.50,417742079.58,330959389.30,879325364.08,579207932.98,424268747.88,338212299.48,1060837822.31,694108241.71,524603751.50,371091427.91,1179276571.38,767449742.43,575254292.42,405758442.74,1124802597.53,788713067.52,608934140.57,419854957.60,1151544893.09,725460764.60,594176746.18,376445523.88,828064082.78,580688050.90,419208292.71,260932287.02,852065850.63,629272123.47,465635083.63,256750409.22,837033309.95,484043981.50,352230943.39,219855839.09,571010817.76,387912425.58,261839911.23,160623911.08,348572282.26,247087435.69,178905696.21,121325226.97,311980560.46,220139054.80,165000029.14,100609141.51,329743730.88,191096488.33,208049036.19,108375831.41,149772213.12,72061116.41,112530266.61,108009689.80,106178143.17,0.0
5,营业税金及附加,29646421.84,15676306.81,10599951.07,33558058.19,25879893.06,14991072.53,9025945.39,30585192.33,24386019.70,15363268.87,7867282.43,28613759.98,16359913.21,11036168.11,7037289.87,26167536.16,4283805.84,3625783.15,2945954.25,3442415.85,3398782.43,2954593.45,2651969.78,3228174.81,2695658.16,2437822.84,1755018.69,516103.94,968916.39,1108570.89,1222872.59,2477536.08,0,1812100.42,2126890.19,2386594.39,1048394.59,1540578.41,1325114.51,3293561.40,2767639.22,2739671.37,1850985.54,2568598.74,1652736.98,1136063.62,1102639.50,7807205.28,4548800.27,3245082.01,2162748.09,13114916.14,10214441.35,8714777.47,2549467.98,20066199.00,2431017.21,2532463.76,1635399.10,6989739.82,4604576.95,3830408.22,2601487.82,4751953.12,2816437.46,2155293.21,1651087.50,4154628.15,2703699.88,1995094.82,1326087.07,7213339.21,4356408.40,3869048.80,1765786.84,2817396.13,1443092.78,2303355.46,1518909.49,1570795.61,0.0
6,销售费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3929653.04,0,0,6724399.20,3814370.49,2442358.01,997670.16,7765778.63,6539171.18,5675786.76,360233.99,18493565.65,9403178.81,11090583.93,8123333.67,9495228.10,7184469.38,2737116.33,1763815.90,1984857.72,2549117.51,1874787.41,1322085.89,3275016.13,2029104.83,1526920.30,960028.48,2763966.30,1547093.24,2279990.76,1137025.14,1806574.48,785512.34,1021065.01,1345766.41,832525.96,0.0
7,管理费用,28710362.04,18993977.62,10177849.60,58373165.79,24058684.51,17762861.51,14762895.96,56966352.71,25208960.25,16794165.14,8448958.22,56915500.89,39062581.25,26466012.67,13199918.00,68389857.06,40361801.55,26934766.96,14345387.34,40888559.39,32381367.29,22928384.38,12631700.16,46689235.98,32329359.33,22149653.60,9557610.78,56734264.63,38060784.60,25659616.43,6815986.55,37567303.62,24902223.18,15571451.60,7634380.21,39403009.80,20767852.76,11769950.30,4322619.43,22195907.65,13618500.97,8751135.80,4165719.00,28392311.06,77057755.44,11819454.56,4633476.39,63419694.32,50903853.18,34090482.35,35650406.76,71352249.93,53482305.28,36325714.23,15868964.13,59838752.32,43203629.08,28825989.21,14253959.34,53376495.58,36669130.78,23089729.55,12241727.73,44428160.22,29483305.98,18972755.75,8724893.07,42404349.54,29298945.23,20501281.66,11541739.74,38868764.15,19089243.89,38208909.43,16330329.88,29675017.16,9362184.46,20572660.71,17561614.05,16080112.72,0.0
8,财务费用,145130804.25,89417967.14,38690315.25,175562522.65,127748516.91,80530337.56,33474572.88,70586865.75,48954694.50,27692910.77,11720287.31,54418948.28,41199373.63,28711273.07,15805289.23,107799555.67,36291269.87,24189860.54,12040247.33,41703770.45,29114167.35,8309194.10,4031468.85,44525463.95,39732791.50,35088287.14,23872453.11,100733409.60,76630429.64,49780196.17,24406192.42,97658381.72,68813093.36,45288951.15,22413222.86,94729685.67,69487865.50,48436297.79,23916117.92,96102353.60,70556475.99,44004624.37,22851321.60,89951952.19,65511276.91,42035639.65,19001819.14,76859705.18,56015595.60,36319290.43,16238220.06,68444642.81,49887636.33,32076587.66,14078794.49,44146226.28,35172509.59,21002228.22,9858892.20,23253884.42,15050414.65,9341917.82,4593697.78,15805140.46,7662794.52,5178993.63,2284342.50,10626560.77,8003762.86,6534487.01,3466762.80,13456334.08,5860818.09,9322460.75,5307315.43,4878906.30,1805543.70,4629789.92,8642241.22,6620474.03,0.0
